@relation SubsetSum

@attribute ArraySize numeric
@attribute Sum numeric
@attribute runtime numeric

@data
1140,23418,2320
7469,7279,334947
1773,4115,17582
1678,92405,309864
3577,89557,267915
7690,2216,187212
1741,57912,899705
8671,52532,100459
5095,56330,24428
1583,49051,121943
1520,27532,718
3450,84177,2599438
3450,68988,16075
7753,4115,237608
222,30380,981022
476,34494,213980
476,38608,867811
4526,35444,125330
3925,44937,255553
3703,2533,131912
7469,5697,350020
8386,37342,312250
2817,85443,54474
8798,86393,37554
2311,97785,142823
6709,97468,458199
6108,86393,17593
8766,22469,14990
3766,40190,364598
4020,10444,306657
444,16140,294112
3260,93354,151197
9051,59178,511467
6614,51899,588698
4937,83228,501843
7785,42722,1695599
5823,88924,932632
3165,50950,130889
2343,42406,46497
7880,28165,70446
8260,87025,314126
8766,71836,264164
5001,83228,94438
7658,52849,50053
1,58545,85
2343,41773,65615
5317,22153,1364267
6045,55064,6820577
4937,99051,433752
64,82595,305673
4874,19938,25199
8987,44937,254221
1710,55697,212564
6772,18355,910580
6772,93987,205383
3165,51899,1476844
4083,32596,1877807
4463,59178,172124
3640,43988,67786
5032,88924,114960
412,48418,439438
3229,31013,22155
6646,22786,1275389
982,9178,858969
476,28798,1695828
7785,18039,406522
3640,93671,734364
1014,95886,495036
7880,44304,1192020
9715,67405,171073
4811,89241,220182
33,41456,4428
2089,83228,65539
8924,56962,329783
3956,87342,132258
476,46836,117645
8861,78798,97887
2121,63924,2312227
4652,50317,10636
3165,87342,957275
1267,47152,420654
7374,69621,10108
8893,61076,1061459
4716,19938,159342
5127,23418,448219
222,34811,434357
7089,82279,285113
1425,16457,1026414
8323,98418,443617
128,69937,2520754
7469,65507,6675
7247,66772,70027
4146,41140,272267
6456,29115,57468
5570,1900,543811
2912,87658,645573
1425,66772,291610
9525,53165,202296
6931,98101,23054
1773,10760,367365
1773,1,6975
9019,31013,392017
7500,82912,16988
8956,57595,23375
2912,10760,144684
4684,36709,295795
8038,32279,1494992
950,11077,156704
6013,88291,562080
1172,3166,1004746
7817,83544,1356690
3672,5381,1407909
6361,34178,18914
412,53798,165140
7469,17089,492214
6203,24051,190572
6488,50633,594860
7152,950,78660
349,98418,1316693
8987,40190,264563
3798,16457,336972
665,72469,889292
2786,20887,57243
4526,51583,391007
2153,17089,1001275
1994,29748,169672
6931,56330,1295986
4652,30064,523451
6519,59494,1760877
1393,56330,784805
2216,69937,494644
6456,40507,28317
5127,95253,317010
2089,45887,115254
8734,3798,1780211
9715,39874,274204
5443,10127,20977
4083,20887,360307
8133,4431,124862
8956,2849,254066
3260,32912,570827
9589,56646,19963
9241,31330,1328528
1710,65507,806225
2406,20570,319220
9336,72152,259477
4652,67089,864994
4146,30380,393517
6045,52532,139508
5001,58861,886320
4779,20570,1605581
8639,42722,2357689
5633,62342,475992
3830,84494,323304
1,45254,60
1203,43671,7119
9715,95253,450860
1994,46520,278237
4399,21520,746146
5380,65507,26056
4431,82279,894524
919,48735,488567
8450,54747,189916
476,93038,528758
1014,86709,742455
7026,35444,288255
3766,22786,6490
8924,53798,1088322
5855,81646,621880
1520,47785,62576
2722,54747,1055320
8576,15191,544996
5665,31330,254787
8450,70570,699452
254,70886,1044719
8639,90823,208263
887,16140,93021
3830,95570,39886
4304,63924,651393
1994,49368,346607
8734,95886,300002
2880,47152,324483
8323,9178,675292
7437,25634,1399854
254,81329,290938
4241,58545,1039358
4273,91456,110390
3988,92089,356424
6899,67089,1377499
9367,50317,1154894
64,98101,16408
3608,52216,494196
6424,63924,71323
7215,59494,555429
9684,317,18278
1805,63924,662716
8418,20887,315697
6994,80380,198420
2248,86393,2681361
1235,10127,64900
7279,17089,1234262
8893,12976,48736
2153,12976,454678
8418,80063,834199
5222,67089,1248580
6519,99367,41278
1868,69937,196537
3893,12026,461812
2026,69304,206141
8291,76583,122481
1520,97152,633282
6203,17722,349753
8260,58545,4846
2817,93038,19991
8007,13292,8792
9051,14241,286934
6804,18039,416964
7690,97785,17829
4083,89241,173201
1646,12343,279614
2279,29431,1186607
2849,35444,314893
8671,23418,109846
8734,93987,819332
3640,64874,610359
5697,25950,161370
1615,14241,167291
4304,27849,104545
6108,41773,213862
1900,13292,193127
4842,13925,1716385
6867,1900,797406
8450,74684,169600
1868,39558,222202
1583,82279,182154
4146,52532,496723
159,12659,77100
2817,46836,154784
5412,24051,382145
6931,28798,1385128
1994,13292,47905
1298,82912,1833232
4747,53165,85605
5918,85760,666277
4463,96203,481323
2311,34178,709042
1267,50000,139547
539,92405,983656
1583,10444,821621
9937,76266,90993
8703,2216,198809
5950,317,506179
6741,69621,1128794
1520,76899,190740
1615,71836,1264978
8260,49368,234864
2596,72785,435447
2311,4748,363638
8544,49684,320645
3102,41456,2045890
7121,67722,522983
8165,95570,731737
9430,12976,228646
7247,49684,327737
8228,2849,339076
7690,23735,218891
7690,44304,2256800
5538,32912,1954188
4178,8229,571414
7564,44304,3009745
4178,33861,42073
9525,20254,335202
6361,61076,125387
4494,61393,138664
8260,50000,393317
5380,83861,778805
539,29431,866
1,79114,93
1678,1583,68650
1615,55064,359991
4399,45570,474305
5602,2849,989262
6646,80063,1197969
4209,67722,341393
2406,30697,142792
5222,62975,159480
8829,50633,21610
349,65507,177699
7152,18988,1250245
381,12343,20560
3197,27532,10120
9715,42722,699435
7121,2533,66165
9652,85760,514454
9557,30064,78247
7564,20570,1492272
9399,48735,2922
5159,10127,19819
3229,62659,2201
7975,98734,550871
5728,97785,223390
2184,81962,1796669
5127,71203,1060819
5127,57595,212496
6171,28165,421815
7500,36709,164714
3165,32279,217987
1994,64241,515078
1298,93038,641341
5633,23418,211856
6614,88924,532999
8291,25950,340700
6361,99051,520280
8481,20887,337385
2026,63292,152887
4969,52216,65462
2532,70253,63770
539,27216,180909
7943,63924,85963
5602,80063,382900
9399,22153,34808
9019,53798,48467
507,22153,1283910
3640,51583,1530895
3134,77848,313796
6678,634,354496
9272,49684,442639
1994,6963,14225
6836,25317,399259
3893,20254,617698
3039,16140,76624
6203,92722,577299
5095,17406,2069
412,67405,470390
571,88608,38201
4463,62026,142493
9399,77848,15678
9842,11393,549563
3545,48418,416609
9304,38292,8731
729,64557,160970
1235,90823,543949
8956,43988,540356
4368,79431,409398
2627,44937,1332568
571,91139,7754
7057,21203,97067
1583,50317,88736
5728,33861,172862
8639,6330,48087
8734,18672,502404
381,44621,186156
3956,77848,439737
8323,72152,145108
444,4431,649631
9810,18039,690012
7848,73418,1151332
8576,47469,439948
6804,70886,349885
64,84810,144607
9462,88291,152863
3956,65823,1149433
7848,21520,119714
7247,2849,4970
3355,35127,317140
5855,81962,43941
9620,45887,405975
4652,43355,232904
6266,55064,60833
8355,68988,1334512
2437,56330,94712
2184,33545,196689
2311,14558,45540
4558,79747,552778
444,31646,182081
8101,67405,186615
7405,52532,164948
5380,63292,145564
3482,27532,416930
8355,69621,204443
1520,96519,1214559
2659,5064,216641
8481,53798,1549163
3640,68355,35301
6488,97468,157819
665,49684,74377
6108,91139,116224
6836,65823,62370
476,86393,485359
5633,62975,952963
4178,23418,101520
3545,73102,1075397
3165,83228,372795
8228,81962,294259
286,56013,379527
3292,28165,933460
8101,66456,166508
7279,88608,201469
1014,31013,142584
3735,33861,2317895
6551,49684,112498
4431,12976,93976
444,68355,133354
1868,12343,57564
8893,95253,581025
855,61076,203713
6108,49684,271768
950,35444,500956
3165,93038,340188
7690,97152,268136
6678,61709,537554
982,5697,78874
286,93038,269340
1710,69937,157522
3703,97152,155933
1551,62026,787741
3766,73102,265785
1077,26583,1091440
4621,97152,1020856
9304,87975,210331
7247,93987,295318
4589,89874,953348
8576,83861,1446742
3956,26267,272760
697,55064,178092
5095,79431,47410
2437,4748,316841
5855,39874,39941
3893,21836,264494
9209,32596,538876
6171,57279,492047
5095,56013,802140
2754,4431,59271
2944,9811,525594
3925,67405,115097
3893,64241,286345
7152,87342,1104735
6678,8229,489642
6045,95570,1172594
6551,59811,96825
4558,45887,1218919
5190,2533,569861
6583,18672,68394
5792,72152,248730
5981,46520,69515
2089,18355,83038
7532,27532,263318
1551,79114,253476
2596,86709,568680
3323,2533,45542
5475,15824,314298
8956,91772,269127
6867,13608,79095
7152,66772,872192
9114,85760,1250758
1583,7596,31617
4146,2533,21323
2596,90190,1428940
5475,80380,250449
4811,89557,275155
3070,50317,338850
6551,7596,920170
8038,66772,440634
6488,69304,143416
5602,5381,193849
286,98101,567266
3102,38292,95473
7310,23735,498574
8038,73418,350014
8766,76266,135070
6741,87025,17403
9367,19621,2107
5380,56646,266370
5665,27849,465620
8576,89241,12833
9715,70253,294160
824,84494,352169
1203,79431,111452
3229,16457,1199275
5602,95570,412411
7469,81013,69342
602,36709,50940
5349,78798,96890
5855,34494,414723
1393,5064,83523
7564,67089,484930
4273,85443,241229
1868,99684,617586
1393,90190,117864
6772,26583,355557
7595,68355,8166
5792,49684,12502
9494,37975,460423
3830,86076,777629
9779,4431,81280
1,8862,58
9241,86076,332967
3798,28165,405765
8893,84177,1066679
9336,91456,313448
4906,14874,691252
2722,63924,976508
8798,5064,318631
9589,97785,633606
4368,17722,349088
6772,43988,46912
6804,39241,31474
2912,634,315991
1868,46520,953545
8386,34178,109315
9525,31013,49489
8956,91139,319022
2089,5697,13474
9873,30380,80069
1963,95253,43317
9114,46520,956634
2849,25001,45104
1298,93671,95985
3165,94937,339701
6804,89241,12160
9399,54114,719256
2817,41456,56080
8101,54431,85938
159,13608,250234
5633,15824,371444
9779,66140,60386
4589,20570,392958
5317,68988,257399
5254,2849,568166
1900,34494,2129488
2089,75000,495486
9747,50950,3323688
4937,69304,141087
7564,79114,6571
4937,20570,124215
6804,23418,342760
5823,90823,935652
9430,6330,101726
8671,56013,26098
9652,54114,77852
1931,7596,257442
2058,56330,25959
2849,25317,4624
1963,97785,1144077
4779,80063,359505
3640,44304,10413
2912,56962,1406414
6804,84177,299877
3830,28798,344470
7184,94304,181605
7057,62342,180288
5855,44937,132936
2311,7596,106523
1,38292,87
5760,2216,687631
7912,11393,602308
5190,84177,412121
4716,11393,13151
855,18355,225262
5127,36709,31130
8987,51899,2310717
3735,90506,1528820
9747,89241,353863
4368,81962,1966207
64,54114,371569
3893,27532,14535
8038,13925,560792
412,7596,33421
4906,66140,1329872
1457,94937,319160
6804,11077,2350721
3323,54114,85912
9019,61709,367250
4368,60127,1345443
4020,31330,2373
1741,65507,1054589
4463,39874,964223
6329,24051,278059
64,75000,350421
3766,12659,680255
539,4115,140423
2912,74684,1036097
6329,84494,10678
1393,30064,259700
6709,71836,312900
5475,86076,909068
5349,1,20809
7500,20570,294631
3545,23102,406240
9146,89557,1598915
2691,55697,21617
4652,3166,116027
1140,35127,502072
8829,15191,140940
6867,6963,135476
5728,99051,342164
1615,71203,288795
6045,40190,1542140
8987,99367,710616
4874,20254,85773
64,82912,638484
1900,77848,17131
9652,14241,1863111
3292,20570,1336403
982,60443,582465
5538,78165,63156
8386,21836,214904
6013,5064,12665
4589,25950,183424
3102,84810,333730
3830,28482,452613
4115,87342,393801
602,83228,80785
2532,18988,2458611
9747,98734,1495732
9937,61076,735591
64,1900,427
7342,8862,764174
3387,64557,39779
1,44621,93
2058,53165,9554
9336,69621,661905
6867,88608,347552
2975,1267,70987
5950,34178,1003503
5254,83544,1114960
5222,60127,70367
5760,41140,537296
6741,56013,60279
3830,34811,78782
9589,25634,183549
3355,2216,337029
3292,56013,842782
8576,50317,39607
1488,11393,136154
1140,68671,93320
2153,67089,5408
2437,42089,1051388
128,96203,197497
8291,93671,818899
3956,9495,443506
5159,21836,652470
7880,40823,92829
5918,31013,35723
33,51266,25684
1773,83228,31388
3197,92089,758058
7975,35444,369672
5823,32912,758846
9589,35760,30009
824,59494,234028
7405,50950,781364
2880,30697,169347
5665,85127,176327
634,21203,25544
9810,40823,65785
5443,18672,35730
8228,73734,325791
5792,47785,63945
7215,75633,387917
5317,90190,867192
1457,31646,1426561
2248,63608,188050
8101,82279,136426
5507,41773,257431
6329,21203,84144
8671,52849,1015279
9114,86076,34895
3070,70886,1609618
6931,48102,518671
6329,97468,453725
4051,48735,815214
6899,7279,187974
3735,10760,355394
2786,33545,726230
4779,81329,757164
4558,76899,75992
5349,15824,1387016
7247,4115,1484385
6013,54747,161080
9304,32596,4483
887,77215,401613
4304,89241,217879
6962,52532,463992
3577,84810,203124
4652,99367,647376
4906,50633,291472
634,8862,211934
9082,57595,26425
507,94304,370471
6203,95886,377646
950,6330,822983
7912,93038,1513323
792,54747,88554
2754,8862,6832
4558,19938,1553453
9177,71836,117004
7405,79747,125755
7848,36077,251739
4020,72785,36223
5981,60443,656265
4811,61076,85746
4083,43355,12619
8924,92722,3667
7943,94304,256323
4716,22153,181012
6488,83861,1144168
64,52532,80017
3925,43671,1101599
191,12976,128942
7184,76899,552539
507,37342,480
5792,11077,501664
3861,52216,102406
8798,4115,330208
9747,93987,176193
4652,52849,903737
2121,39874,179963
5064,66140,141016
3798,62659,1013473
6867,93671,248435
2596,63608,70427
6804,68988,87376
317,10127,531393
3766,93038,1471403
4178,17406,920210
6266,61393,867296
5095,18672,195869
6772,43671,41697
8450,39874,610522
254,36709,266190
571,77848,330839
8924,35444,1044780
7848,58228,406299
5127,69937,139686
8355,83861,333759
4558,34178,1332757
8291,35127,355159
8513,56330,222388
2374,48102,361301
665,78165,1061058
9810,65823,193114
4399,32596,109232
5159,56013,393145
6361,71836,658822
5823,83544,898311
9336,61393,35624
2596,94304,995095
3577,22469,132084
6772,2849,188526
2089,91772,735835
2627,27849,119075
2501,92405,207435
5602,48102,1159202
7310,56646,763253
3956,56646,464187
3830,88924,366137
5697,47469,159314
5918,45887,107480
2374,95886,141142
697,38292,356098
6867,28798,305252
1710,49368,1940936
4842,85127,49597
6488,66140,1540870
7184,2533,17667
3798,33229,225923
5254,54431,211142
6488,52532,186773
5443,93671,318567
4779,58545,46274
1741,98734,425351
7690,26267,77223
96,9178,10500
4273,67722,24603
6266,18988,442366
2406,22153,40612
5190,98101,845348
8481,91456,362549
1140,79747,327979
1457,20570,323816
5064,64241,470
2975,53481,355552
5507,41140,605975
8007,89557,368761
4621,80696,100528
6108,42089,1762889
6329,75317,32636
3545,34811,1630216
1646,15824,94653
7374,56330,3717
3703,61076,604732
286,43671,1181114
1646,33229,19872
2627,33229,202311
2311,98418,1654892
254,950,1636
5760,29748,11097
1963,35127,155620
4115,71203,559056
9779,91772,1474997
6741,5064,504710
571,57912,414031
1678,63608,1334201
8196,61709,534567
4621,93987,138898
3830,75950,71804
6583,63608,91939
8703,3482,298049
9019,30697,342888
5507,31963,98013
3292,18672,415543
729,93038,72691
4463,37659,162873
3007,7279,995625
8291,99367,487308
9684,1,12348
3418,16457,258982
3165,51583,514917
5159,34494,1460050
4526,17722,1601513
4937,317,563110
5285,30380,583120
7374,17406,17687
4146,92405,117324
9304,47152,757563
6266,90190,267552
2469,91772,198510
2501,42089,65023
4241,25317,870510
5443,36393,546862
6171,99684,278796
8544,35760,182655
4146,92722,135630
2817,52532,245007
412,62026,579675
4304,7912,303185
7564,84494,494927
5633,80063,243111
6899,34811,994377
2722,9178,498518
8861,42722,449135
1172,25634,4475761
5032,88291,162886
1108,73102,238717
6994,33861,872080
9747,6014,99374
1,14558,57
6519,56962,288275
3418,84810,3431180
5254,4115,903049
1393,61709,234379
5823,18672,2373039
7437,60127,178696
8323,78798,426670
4842,3482,203189
254,85760,1421380
6551,29431,25184
8576,95253,1354184
1457,61076,655974
6045,81329,848625
381,99051,2665
6709,32912,1562580
1,26583,171
7532,25001,526396
8861,12026,230978
4273,56962,611898
4463,30380,1289994
4431,66140,425708
9684,48418,147597
3988,96203,119443
3703,47152,1272463
7532,24051,28542
1298,1267,139010
5728,76266,15852
3102,3482,16253
5222,49368,386906
2501,37975,1380116
5412,40190,130298
3703,35444,994204
9779,34494,92551
4336,37026,457214
6488,3166,445949
665,98734,582170
6519,95253,246075
6741,97785,453168
4811,54747,918543
2343,50317,743261
2184,76899,335098
6171,77215,987603
8291,39558,538737
1583,1900,490191
4336,58861,209535
7564,74367,2617
7817,66456,826233
3925,76583,289934
9114,45887,663041
7057,59494,109641
5538,60127,241111
9462,61076,55364
3861,30697,140490
2469,92089,116931
9430,72152,1066572
3482,26583,389874
2596,70886,35512
3007,82912,1079
507,15191,319595
7753,25950,48206
4526,43355,834810
1457,78798,79365
7943,42722,1432600
4906,95570,195366
1267,41773,1066438
7848,17406,56532
7310,93354,162702
634,42089,323301
4779,7279,188103
6488,75633,16995
9177,64557,333445
5981,23102,388053
6867,75950,191584
3893,14874,473673
8196,16140,254258
2722,47152,71612
8355,52216,2264235
5349,50950,49585
7500,68038,96112
9589,81329,20096
1488,88608,439464
6741,8545,675460
5190,15507,335354
159,48735,81623
1203,6647,1284654
2311,50000,81754
2564,90506,51547
2089,87658,865160
3323,56646,54396
6013,15824,163320
8196,94937,86368
3640,93987,782530
9114,21836,452116
128,12026,28847
8513,5697,4309
7184,17722,575255
1140,2216,84251
8893,55380,2868981
6013,96835,412509
4842,65190,557120
8355,93671,528095
8734,61076,184125
4969,64241,451571
8323,27849,483807
9494,18039,439526
8038,66140,698120
6646,73102,675893
7943,20887,16795
9146,53481,144901
6171,28798,4618639
1298,5064,181073
7247,634,340596
6583,74367,431843
1646,87342,1144066
7848,23102,96839
9019,85443,492763
9430,68671,121264
9873,56962,415423
5001,98734,656757
6488,46203,426338
2627,73734,1062446
8671,53165,84438
1172,1,4290
3735,13608,206181
5190,6014,396901
5602,39874,311710
9272,634,725122
9968,47152,810745
6203,91139,55747
6994,75950,144065
2374,45254,788512
1267,37342,322477
8038,60443,221163
6994,99051,1275531
634,51583,50382
7722,65190,601480
3292,89557,804158
33,71836,36521
9462,43355,498070
6804,41456,536376
7121,82595,617121
1457,57595,288192
3102,10760,15479
4431,26267,41930
1172,43671,3960580
6108,73734,114534
3988,50633,1284605
3165,73734,337470
4178,2849,265392
1172,9495,63805
8133,38925,509720
7848,63924,664265
6013,30064,146607
3102,85760,387594
9462,58545,268903
5064,23102,218157
855,50950,25367
8101,20887,618557
5855,70570,1457053
1900,90190,882411
5095,6647,549132
3102,72785,243433
7247,83861,85193
2564,39874,45448
4020,17406,1094269
8260,28798,1477566
6804,81646,870112
4779,25001,51910
6456,83228,173270
9177,6330,26288
3070,75633,299054
2374,1900,947963
8386,86076,857578
2311,87658,95035
5412,90190,430898
8355,5697,145765
9937,47785,55908
4874,74051,249883
824,31963,978612
9715,62975,118609
3672,85760,80622
9430,69937,220304
2089,54431,57231
5412,20570,2100490
9779,25317,251532
8260,97152,28224
8924,7912,417950
7469,26583,497101
5412,66456,646630
6013,20570,200016
5412,81962,1017149
7247,30064,22632
6140,97785,337996
3608,10127,129034
6393,49368,217223
476,95253,1737331
2627,81646,175919
1393,51899,17592
982,3166,284584
6867,71519,63480
8260,65190,886788
128,71203,1489394
1425,17406,110209
9715,17089,236737
9684,49051,1106742
507,77215,194712
9873,79747,60448
6361,28482,28961
3387,15824,1522032
3577,31963,139076
7975,44621,20872
5918,79431,158525
950,68988,194307
2754,26583,26151
9494,64557,158758
6867,26899,65899
4051,43355,461395
9684,36393,55298
5697,27532,962307
5665,81962,351819
9905,61393,115774
7595,61076,532980
1551,12026,325113
9272,66772,130009
6298,27216,395657
1077,40507,254973
7215,24051,146728
6108,45570,341926
5950,22153,183867
8829,45254,167767
792,18988,448292
4273,19938,733774
5001,90190,231628
665,20254,66495
9557,69621,68260
792,63292,293199
1488,65507,1198603
6741,92405,265612
2501,68671,995663
6646,97785,335252
6646,77848,12551
1045,57595,320561
6931,30064,250339
6962,34811,393085
6171,15824,413894
4494,38925,141859
7310,10760,240169
8165,84177,547889
5349,23102,568592
7121,84494,89142
4652,77532,525807
7089,78165,35470
4589,16773,54374
1900,40507,215459
9873,48418,316543
2691,11393,549529
128,62342,20166
381,40507,134980
3039,57595,100254
5886,76899,472900
4558,51266,940772
3197,13292,326206
8513,97468,184177
5349,36709,476029
8544,66140,586154
6646,80380,79489
1140,15191,435976
1583,4748,205900
9684,47785,25688
507,93354,120936
855,50633,939
1457,23418,223904
9241,33229,356687
8038,88924,147136
9082,89874,285488
729,71519,454651
5222,85443,18123
2089,3798,401885
9747,81646,19504
3672,31013,338702
3102,90506,169484
1520,13608,1687204
2089,75317,3898
3229,93354,1052531
1615,34178,636211
2880,95886,817744
1520,73102,700879
8196,5697,1547094
2058,62026,213223
2026,57279,2600611
381,36709,77297
4209,31646,833719
1805,45570,130755
2754,39241,378217
128,21203,234112
412,16457,556301
9557,74051,38151
3450,12976,1338661
1931,35127,97514
4526,8862,1582177
33,13925,1611
6488,99051,3425
1014,75317,7765
8291,15507,1335775
5254,40823,604675
412,87658,38510
602,54114,81439
5981,59494,576458
2722,99367,1543746
5159,82595,21607
4368,58228,1391011
5443,4431,413318
2343,1900,1058024
9399,63292,779681
4779,93354,113801
1868,1267,562989
729,88924,54755
1994,87975,540166
7469,83228,983936
3513,5381,12030
729,20570,60314
9620,47469,279248
6899,78798,349735
6140,14558,28099
5507,99367,57081
9462,77532,88339
9589,15191,113795
4178,83228,121029
1298,77532,328909
444,10760,281256
3102,19621,86077
7943,34178,242900
4969,84177,633102
2437,30064,6162
4937,88291,582898
33,68988,15712
7405,50317,182817
476,91456,21268
5855,28165,511538
9399,90506,10392
5760,74051,215009
1172,50000,75259
2596,67405,41149
8639,3798,67800
6519,70570,999531
5475,25950,249153
1393,60127,30461
1425,37026,239050
4589,31963,23824
571,2216,27751
2279,67722,1126584
9589,40190,167921
3703,93987,225176
3640,40190,909726
7690,74684,3117679
444,51583,36881
2501,57279,21443
2880,61393,33290
128,64557,781949
6804,31963,214054
9873,55380,241611
8481,9178,111930
571,49051,99095
5349,39874,463996
1140,44937,70628
7152,76583,1800749
4241,74051,57453
5095,35760,398309
1203,1,7659
8544,85443,506004
5855,9495,4235578
8544,31963,569834
2975,6014,33169
8829,17722,159965
5538,34811,262276
3134,44304,41885
8576,91456,1553777
4937,77215,163536
3956,32279,21686
6361,45254,587633
1330,39874,31526
3070,76583,27238
9842,51899,239954
2248,6963,136569
9114,15191,939252
381,5381,32004
3229,79747,507353
4494,92089,753859
4558,1267,977228
7184,70886,975175
665,31646,101507
6140,86393,97573
6393,63608,96910
4589,43988,563305
5507,66456,169771
4083,38608,2619625
4589,53798,296081
3513,6647,2115164
1077,64874,24040
3925,46203,87958
4083,40190,38240
2849,29431,307197
4589,36077,150783
8196,88291,77707
5127,55697,1101900
9620,15191,1080858
4779,29431,229547
8608,79431,76572
6741,9495,420490
6709,6963,679260
4368,22469,525957
6266,58861,264799
7026,98418,166155
3070,8545,1657299
1,18039,61
4906,8862,487944
3988,8862,2769347
6678,1583,15751
8481,63924,209133
9019,76899,295086
2944,92089,118326
4304,85127,125670
7374,12026,282583
2026,90190,377949
8386,51899,310624
4336,87025,35026
1330,67722,4713
8576,71836,311766
2279,40823,411178
6519,98734,514891
7342,93987,37108
9557,62342,849531
6140,13925,92685
4969,1583,1782143
8734,6963,151254
5127,37975,479230
7912,51583,3227348
7089,7279,1154126
7943,70570,120370
3070,33861,1335266
1836,83861,424356
5507,76266,219543
5602,68671,392485
6804,28165,364582
4304,99684,24354
855,43671,143886
3134,96835,102691
1425,51583,454761
4209,72785,603919
1362,32279,1690295
9146,77848,48696
4779,59178,15440
9336,43671,941801
8893,84810,41053
8987,48735,492207
665,26583,266944
3007,18039,65712
4747,8545,1077794
7057,38925,151502
2722,78165,616552
9684,13925,78716
950,29431,887897
159,6014,4632
6741,94304,186915
1678,90506,66970
2880,36077,311110
5475,33545,505064
8355,21203,34855
3102,30064,30530
6899,44621,64679
2596,22786,146376
8323,63292,17943
4621,58861,772290
7310,49051,139030
4241,2216,591571
7405,24051,1430704
6519,38608,138009
4526,86076,798817
2437,30380,1324730
2343,83861,1773339
919,78798,690976
1583,94304,333512
3830,16140,134715
6171,48735,522261
7310,87975,118727
9462,81329,60606
5538,51899,211612
6931,51266,289150
7912,35760,357397
6361,54747,532302
3197,54431,885430
9241,94937,949845
8513,41773,374936
9241,72469,138550
2153,56013,115006
1077,77532,435361
2343,74367,344758
9620,94620,1339277
6741,65823,495993
3387,66140,306190
5728,93038,71076
539,4431,388458
8196,86709,159522
4368,81646,1305098
1457,97468,417548
4368,82279,26026
9430,43039,99679
1330,2849,411007
824,28482,460415
1425,41456,466552
6203,66772,502059
7184,65823,264879
4906,91139,1043280
5380,11393,250824
4621,54431,195615
7817,87975,96507
1551,86076,182416
8260,63292,1631018
6108,33229,189674
2216,94620,477186
33,54114,9109
3229,26583,186139
2058,12343,158478
5412,21203,607866
4874,83544,82525
8671,28798,1501039
5792,21203,178708
4494,43671,3632128
2248,24051,2833730
1678,35444,790377
8798,42089,155090
2374,50000,15914
7722,87658,428688
2849,48418,99214
1,37659,81
6424,88924,93325
9177,42406,809143
3039,41456,228529
9684,29748,327229
1330,45887,1387780
6329,40507,896810
824,81013,211030
8956,93987,535746
3418,76899,87747
3482,72469,54988
4336,81962,466046
7564,3798,63938
476,26267,267123
4779,64557,222059
4051,29431,206059
8544,21836,154180
9652,96203,1371339
7880,74684,3253
4241,47469,199639
3482,79431,810689
887,15191,30131
7848,92089,1294742
381,24051,17466
3102,93038,1623247
1805,92722,417926
7880,78798,496376
6804,72469,277450
8861,31330,146249
9082,25634,206290
9652,64241,1024640
5602,28165,7230
4273,57912,13047
9019,13925,511798
4178,33229,54907
6076,32279,44432
5507,35444,753755
9525,66772,56071
3197,72152,479507
5064,39874,499032
5823,2216,469382
6329,53481,679127
9336,88291,284150
412,68038,163402
5349,82912,142791
8007,67089,424287
2406,68355,660385
5538,61709,910554
8608,43355,757152
2786,96835,26702
507,36709,449215
8260,73102,665129
8956,73734,212573
7722,22786,118431
9937,85760,139390
539,20254,357301
7658,1583,819724
7437,51583,309729
7658,7912,184370
3197,99684,531108
1330,64557,184218
3007,42089,371286
9241,95886,320987
1393,91456,140735
7026,16457,268648
7690,94620,24893
8544,1900,127454
2153,55697,26010
6329,28798,303674
7595,46836,96460
7595,3798,122494
6962,9811,52670
7975,7279,83004
1045,53165,285670
7943,48102,200023
8924,62342,24238
9557,55697,637942
9177,44621,169918
7753,1267,2541347
2469,18672,629844
3956,30064,802969
8513,22469,289095
3545,13292,125560
4494,56962,262541
2817,89241,12577
2184,99367,609484
2532,44937,507843
792,49051,570231
8956,62026,151221
7026,12026,772694
7026,61076,470580
9177,65190,324691
539,45254,386728
1963,32279,58113
1836,4115,218469
8481,32279,647612
2469,64557,68220
9241,24684,44582
6614,62659,80994
5064,80380,381894
1045,67405,37946
824,42406,477419
5981,8229,184708
3893,80380,364119
2089,86076,97899
8355,31330,674414
2912,15191,509704
2817,23418,101091
8007,75950,527227
317,32279,59093
1203,95570,218423
9968,25001,652024
919,75950,114978
4241,14558,152200
7785,76899,77586
5633,17089,110207
6741,12026,109923
2184,97152,72088
3861,7596,190252
5222,67722,56898
6646,1583,246464
2501,9811,201608
602,5381,183385
9051,52216,76619
9842,39241,170789
4558,18039,882529
6076,60127,54725
8291,93987,1573390
1108,56330,156447
9177,51583,81691
9525,20570,1703317
5254,31963,748048
6994,74684,216117
5855,93987,686194
6235,16457,531486
2279,97785,791446
5443,41140,407698
2501,634,310664
33,86393,152315
254,48735,902168
412,30064,70226
476,34811,601106
7817,42722,671938
8924,83861,530607
6994,88608,374309
9177,97468,1855788
9114,81329,533667
571,48418,243061
444,76266,97356
128,89557,43655
9684,49684,493409
5285,64557,40991
8513,96519,250418
3482,43671,416075
2722,95253,506800
3766,94620,828049
6772,18988,80378
5633,50000,54705
6583,39874,484597
7374,27849,743842
2279,11393,24195
8608,90823,584386
2944,90506,64076
7912,47469,392169
1077,1,3922
507,2533,46086
8418,83861,66853
9494,45254,351139
