@relation SubsetSum

@attribute ArraySize numeric
@attribute Sum numeric
@attribute runtime numeric

@data
6519,40190,916862
6678,41140,195490
8070,33229,6257310
9589,18988,1277686
4146,53481,160042
5159,27849,116104
8101,35444,229213
7722,47152,379434
5981,85760,118825
476,49051,20110
1077,44937,171341
96,36077,241106
2722,74684,39590
9336,49684,288443
9209,18988,126385
6456,16773,976932
5349,62659,128372
7848,1267,1122481
317,19621,27924
6235,39241,221263
8323,34494,45476
2343,71836,232182
2564,81962,469123
1994,68988,186204
1172,84177,2139239
8544,77532,268467
1836,42722,72330
9968,12976,94647
1836,71203,173569
96,56646,926886
1836,50000,381533
5412,81646,296562
1267,80696,532976
9209,73418,505083
6140,34178,4114402
3861,317,8512
6140,83228,400145
8576,80063,244343
5507,37026,486474
4146,77532,182590
3165,84810,29708
8576,13925,1927396
1362,25634,60968
7848,42406,15106
5001,9811,361453
9842,5064,623347
4779,35127,119169
3956,74051,350030
5190,2216,460795
3323,65823,1160358
3672,61393,31618
9905,10127,22570
2374,86393,10497
9589,43671,687668
8861,56013,311595
2216,17089,579339
1646,5381,114804
7026,51583,267267
5981,70886,38189
4368,37659,413395
1425,51266,400989
8101,24051,1150652
8829,41140,103575
6994,58228,180087
33,59811,26049
9304,65823,4950
2944,28482,502436
4304,25001,3167
8893,98101,96253
7342,90823,41194
9082,96519,772680
254,45254,135925
8355,71519,772943
4652,67405,33748
6329,83544,370859
8734,4431,227412
5950,94304,72643
5254,74684,450844
2944,91139,87525
2374,82912,274699
4115,6963,789393
507,65190,877825
6140,91456,2443178
5760,86076,524757
3070,68671,106307
5380,7279,66099
9842,86709,509769
571,75950,282669
2722,11077,50063
3861,58228,98567
8703,53481,195074
7817,98101,169847
9146,47152,560497
9177,72469,802318
6804,80063,39263
3672,66772,353333
2659,76583,1126451
2754,89557,2011514
7437,49368,25429
9241,74051,578193
4463,89874,54670
4716,23735,519535
5159,66772,149552
2849,90190,244158
1267,53165,254423
8291,51266,594743
6488,29748,1111500
6804,30064,79060
760,34178,155298
1298,91139,1185454
2912,37026,1391334
7469,99684,80292
286,33229,105671
1393,78165,999033
3418,38292,23356
8481,3482,282820
7880,83544,482776
9557,36709,738454
8544,41456,88008
1900,62975,5233051
8355,43988,14574
9082,90506,56065
2564,81329,191319
6203,1583,1114446
3482,71203,1877
5697,54431,910042
5602,28798,61349
7247,43988,742666
2089,6963,333378
4368,24368,40276
5855,79114,83823
6867,17089,353796
760,25950,493836
7943,97152,19222
444,69304,238590
2501,80063,118246
6171,68671,167172
9747,11077,2502801
5443,10444,1083035
6140,21520,1047537
7279,63608,1945123
3292,74684,186084
8956,66140,217087
4684,60760,169467
8513,11077,568209
2691,60760,24539
6329,29115,87001
539,63924,150885
5317,21203,166682
5475,70886,378733
9779,78165,181553
2532,12343,181045
4273,41773,245466
1267,54114,474448
2058,34811,169927
9905,9178,193840
4842,35760,239304
8576,69621,1286542
2184,81329,74397
6867,81013,87340
697,85443,202888
6298,95886,693136
3513,14558,5466415
7342,18988,624154
6424,79747,170028
6424,40507,622713
6424,18039,350919
8734,38292,136018
1551,87342,2095479
6551,84810,121064
3450,30697,251768
5633,10444,43558
8101,4748,782197
1425,18355,176033
7342,4115,116908
7627,87025,429202
7215,91456,707959
4304,23735,83748
3323,73734,24005
9114,46203,236697
3513,63608,326184
7817,57279,393152
5032,80380,48273
4652,64557,404139
3007,26899,120293
507,57912,1948
4747,27216,193240
3830,13292,380922
9177,75633,1349075
4209,80380,1450399
7374,62975,39238
3798,64557,671039
8481,16773,4238
5950,92089,162359
8450,7596,42997
7722,94937,188894
5697,49051,177260
5538,92405,77968
9082,83228,546988
7500,54747,1064436
5665,3166,39282
6076,64557,183461
9684,37659,223910
7785,89874,1093359
2691,79747,237715
950,19305,569711
6867,99684,1013314
2880,12976,101576
1077,96203,957023
6456,44937,4339
8291,49051,726060
1678,99367,1528357
5001,62975,410325
8418,39558,97899
7247,83228,12544
8355,51583,378673
1045,44621,871539
9937,27532,395830
6614,79431,141358
3418,39241,266583
3988,51899,145583
3830,52849,1673769
1330,32596,73296
8608,34178,294715
9557,43671,1043410
444,96519,44118
1140,28798,759466
9715,86709,257119
254,12026,335904
3007,6647,247117
4051,99684,899313
8165,22786,113695
3640,60127,2586
6488,2216,211909
6361,88924,41619
9241,54431,384972
6678,28165,175246
2564,18988,150345
4842,87342,7018
4083,1267,238946
7753,87342,160758
159,50633,956294
2121,83861,537559
7152,56013,230433
6235,34811,258430
2216,50000,836487
7405,69621,942795
6614,16140,499852
9304,34494,171118
96,23102,75510
6741,45254,2109467
1963,86076,701048
1108,77848,126680
3956,82912,2762470
2817,93987,788001
2817,49368,171472
2501,48418,76860
9272,56330,90866
1615,59494,160656
9304,46520,470473
9082,91139,7885
4399,67722,167525
5602,31963,465608
8418,44304,335073
5159,91456,508995
4051,66772,1492902
6171,14241,386744
760,70570,346944
6899,17089,3026394
5317,89557,133918
8165,28798,686822
3418,89874,121706
4684,77848,1630341
1994,32912,1551076
128,23735,108209
1330,55064,121255
8798,81013,110437
8924,21836,768135
7342,47785,1369094
824,78165,12826
7279,25317,37960
1488,56330,136513
8703,24051,13033
7753,12659,335122
5159,43671,45465
887,70570,1522325
9146,4431,507835
1140,25317,165065
3007,33861,704073
9462,40823,259417
2311,70886,2481349
7184,98734,70731
5412,1583,2182319
9019,87658,10190
2248,5697,104055
1235,92722,547657
7121,61076,477476
3893,42089,1648227
9715,69621,37318
9430,42089,402541
3229,95253,425025
349,88291,1014275
412,9811,280026
7374,99684,911088
6741,89874,15150
3861,85127,29268
3450,40823,299392
6994,20570,348104
9810,48102,765162
9336,25950,157541
6962,26899,200761
9336,57595,240994
9747,90506,291065
222,50000,242793
8861,51899,237209
2786,18672,216204
4273,90506,798960
1646,67405,102559
9557,62659,468041
5728,20570,339959
8924,35760,365824
982,64557,163048
2501,6330,248967
444,15507,421656
317,95570,768933
2944,61709,2638204
6076,16773,1249811
2184,37026,441315
7848,53798,292405
2184,49684,1274213
6804,16773,745762
9684,26583,1638409
1362,40190,67214
3418,6330,2897539
8798,93987,1089915
2975,49368,36612
3007,92722,125552
7753,950,61269
1203,81329,385708
3165,69937,73790
9272,36077,315667
8513,3166,872092
7500,26267,925712
7469,84810,35402
2659,71519,1086612
8070,10127,585638
2817,950,136066
476,88291,873097
6361,46836,294603
6741,83228,17386
3608,42089,242351
1457,29748,219227
1963,40190,144834
1235,27532,111307
7310,18988,684544
5602,34811,1525485
4304,30380,36451
9905,55380,116175
5190,52532,6199
7658,30380,788976
5254,51899,760787
9367,29431,251695
1488,85127,399170
1077,4748,174062
2564,93354,25156
3355,70886,81371
2374,62659,158850
2026,81646,46309
3988,60760,59102
3798,51266,193838
950,7912,32982
2089,35127,752023
4874,47469,542872
6836,48418,3064875
1203,75317,2944960
6140,68988,209169
128,82595,399511
6329,67722,46169
919,35760,148271
2691,41140,932041
5665,87342,244010
4811,56330,39683
4589,11393,261472
3893,90823,259253
1678,32596,35641
1457,37975,97992
4051,32279,73755
2121,1583,929527
3323,50317,147212
1014,68671,1342345
6171,40507,124304
4747,82595,393421
2817,51583,1744039
4589,65823,111065
4526,94620,194170
5127,50317,3275
1362,18355,1576266
8798,93038,44480
6076,78481,135104
2469,38608,771
7026,48102,34094
3545,93671,84818
1551,94620,46957
6108,66456,360984
6171,72785,1548671
8798,23418,98541
7057,97468,608182
9968,6963,9878
8070,27216,44992
9462,94304,98672
3070,31963,146728
7342,15824,561691
4399,95253,225514
9525,93671,52716
9810,94304,489914
602,17406,58358
1615,42089,78200
1362,22786,527
4431,98734,131000
8450,13608,60200
7975,60760,2565286
1203,950,363239
9241,36077,544731
8829,75950,63937
222,87975,1010372
1836,1900,275460
3165,4115,160844
4431,65823,527538
4431,59178,465095
7564,6963,670678
1393,28798,44197
7975,61709,258974
7500,82595,131207
9399,35444,1272865
3513,87342,380658
6456,38925,280347
8924,31646,1482246
2216,10760,56264
7880,7279,7740
9177,90823,42269
3260,91139,55666
4558,61393,949272
7437,87342,309467
1330,44621,518164
5950,9811,382289
254,35760,601120
5792,90823,27504
5443,52532,51728
7595,73418,457327
3735,16457,716622
2659,16773,1932370
9747,91772,2062010
3482,55380,151185
8893,34494,315802
4463,37975,665604
3260,56646,68584
539,17722,1259948
4083,89557,11570
1805,50317,1722113
9779,5697,277061
6614,25634,471255
2659,19938,802887
8861,31013,1601117
8165,24684,1047536
3925,78165,1845759
1172,31013,532685
571,83861,1061570
3387,68038,8628
33,26899,953
824,82595,810347
2880,88608,129493
1488,20570,353846
2849,72785,150771
4906,55064,225839
5380,80063,1958109
1836,43988,1194049
96,91772,911796
3039,26267,4593680
8323,89874,197953
128,93671,362450
1267,72785,330846
5538,43671,247121
9810,75633,1448170
2975,42089,238577
3893,2849,726720
6646,74684,9658
349,25317,396183
6583,11077,384040
2532,43039,489277
8798,18988,403441
602,81962,1219021
2374,71519,558566
2089,99367,116684
6709,59811,74770
1235,42089,53735
1172,31330,497088
6108,73418,1956
9019,49051,61150
5507,77532,83606
7722,25317,44048
8639,2849,1047904
7880,34178,236491
1172,52216,152208
1551,18672,61824
6709,76583,335699
4684,48735,1504875
2975,45254,214394
4526,19621,6928
539,33229,10908
2121,47469,554545
4115,97468,506766
3007,58545,1881994
4842,25950,1063242
6962,85443,601532
7342,82595,1063139
6266,21520,238848
4241,63608,590349
6393,42089,280971
8987,47152,446906
3608,634,249444
1900,47152,257753
9842,20570,2501836
3577,94937,55683
5064,84810,238949
7658,89874,479162
8987,59178,745501
1298,75317,16819
1931,22153,2542
8829,72152,234115
6551,84494,461954
7753,3482,31294
1140,73418,502892
7026,18039,122995
5380,4748,296286
9399,34811,188819
1393,23418,41122
349,80696,394985
9652,50950,13149
6646,4748,194846
9177,88924,807155
4209,8545,21701
6994,2849,100522
159,27849,232208
7943,47469,95249
9620,40823,340156
1457,15507,106972
2817,98101,1613537
3988,79747,28849
9937,23735,349976
6361,23735,68323
4811,59494,299538
3830,11710,248494
4115,9811,1931246
5380,85760,226797
2786,73734,88487
5159,68038,87168
855,86393,104830
96,4431,3999
9462,29431,388062
5538,2533,283918
2944,43671,138297
8070,47469,65136
9968,82595,182950
5095,47785,168437
3577,12026,488879
3672,90823,133794
3102,75317,544099
476,634,6545
5095,58861,925003
9209,15507,727097
855,57279,486417
6045,49684,311999
7658,72469,1879032
8576,40190,223773
4526,23735,96972
4051,44937,608613
286,39874,690356
8418,61709,38304
2564,23735,111517
9114,29115,375591
3640,99684,182792
9652,55697,274672
7722,37659,826133
6614,43671,236743
7722,35760,39651
8481,8229,1155
8703,62659,46461
2469,68671,25436
9652,66140,218753
3450,50950,529965
1108,97468,908277
6266,96835,1090492
1267,57595,241507
2121,42406,2192343
8956,70253,1106083
381,43988,1271175
3039,19621,1103890
8861,95886,148059
8829,73418,187462
4051,73102,531080
6393,76583,83923
4209,5697,269505
8165,44304,322763
6361,96203,30431
3387,11710,1412109
982,2533,453987
5665,97152,2731608
2817,317,38543
1931,31963,515392
2627,71836,1664369
1868,41456,208254
2343,44937,115091
6203,97468,54733
1520,28482,229650
3608,7912,443535
6456,53798,188120
128,67089,42296
6298,91139,1619626
8070,79747,609129
3513,21520,1130490
7532,50633,188318
8323,68671,126274
4083,61076,64457
4431,4748,13303
1836,92405,69550
3007,90190,181974
5032,16773,4104810
8639,24051,52317
887,64241,515482
7627,63608,201004
1741,12659,57692
9937,94620,4082
4273,69304,96040
8323,26899,220896
9652,72785,207437
6298,43355,398861
4937,60443,470840
9842,8862,521400
4178,63292,84720
1077,7596,399002
7469,50317,190121
1994,18355,153771
1425,21203,437784
1994,26583,225197
9684,91139,395646
6108,90190,209602
5285,52532,32804
191,36709,803397
2627,50950,82323
8070,6014,2680627
6076,56962,189697
2532,8545,97657
4115,62659,139240
4906,83861,118639
3039,25634,594719
4209,29748,178227
3545,95253,372442
6583,99367,48345
2437,99684,407885
4304,4431,730519
4146,2216,4160
8418,62975,271439
1900,42406,385254
8798,50950,148880
7374,24684,115098
6551,26267,174072
4241,15191,468643
6772,88924,230598
2216,72469,1349977
4558,17406,412891
2026,57912,483255
5064,45887,1503845
2279,20254,197806
2754,23418,1109
6424,41140,229809
9399,77532,605997
6235,21836,139722
5538,19305,27550
2216,81962,186541
982,79431,310640
3007,15191,89905
5981,54114,25779
4178,2533,36463
9525,16773,1759971
1362,52532,789211
159,15507,18520
4463,83861,1132
8576,19938,751716
2121,51899,62292
2121,81013,314011
3387,14874,63439
159,59811,426537
3292,37659,397660
8829,6963,19277
571,78798,3493932
8639,30064,2047245
9051,29748,460589
2216,79114,659641
8608,5697,198598
7500,33545,30591
381,40190,102045
6076,25950,984873
3925,24368,304529
3482,21836,3007684
1298,15507,683201
4874,41773,730963
1045,18039,177424
8734,34811,1201662
5570,21836,758640
9399,34494,30079
1045,62342,965237
8196,1,29858
6013,43671,34779
6329,39874,355456
9494,7596,420466
3197,19938,1851231
412,56330,239584
8007,59494,270503
6962,15824,178721
4811,65823,603004
8165,91456,426346
5317,13608,1814467
634,61709,456709
1457,24684,1163064
4621,98418,117671
6551,16773,81924
4621,2533,1005634
7975,67089,101552
3513,46836,1227913
317,27532,1985338
3577,49051,65185
8386,68038,1062562
4906,29431,383128
128,59494,315112
4621,76583,166981
6393,18988,2462
9557,84494,389651
4399,49684,59636
3387,46203,87584
4241,45570,15582
5285,15191,425473
6931,6963,205288
539,53165,171096
4842,52532,1477
8070,3482,1342882
2406,57912,2525
5412,31013,101778
8513,2216,898122
1267,63608,43656
4906,81013,13673
2026,48102,830984
7279,80696,35067
9462,59811,1307807
5095,95253,1675085
3323,90190,40755
7057,31330,668900
317,55380,319561
5633,56330,86086
6076,74684,107941
3956,35127,1969258
6678,96519,132529
5981,43355,175162
2343,80063,207449
8987,45570,826609
539,86076,600628
7817,91139,374327
3608,98734,325301
2406,60760,618031
9177,71203,66403
2722,46836,139650
9019,2533,237910
9462,3166,334810
1583,61076,218637
8924,92405,376783
6235,77532,4926830
2596,99684,164670
254,69937,657361
9367,79114,490956
3608,76899,54947
1551,62342,557527
9652,91772,202126
697,68355,206084
96,74367,1004933
7152,57595,103316
6836,32912,168501
9905,48735,269321
6298,20254,667272
4178,42089,74454
4463,92405,290811
8924,43671,303633
412,48102,556
3134,84177,310693
8355,50633,567875
1172,41773,301319
2817,56013,43951
5412,47152,568537
3007,89557,523253
7026,21520,226740
8133,5381,3228540
8101,91456,945313
6804,47469,75227
6045,41140,3984817
1425,56330,67620
6361,84177,89221
7342,53481,16756
4431,87975,390497
8956,25317,82999
6076,88291,981923
2248,1267,70917
6931,55380,147932
7152,38925,104012
7437,30380,213043
5918,65190,62300
8544,82912,21741
8196,78798,14894
8133,16457,923605
5728,93987,656814
2311,9811,203656
8703,16773,241947
8987,52532,16427
1773,85443,154804
6298,48102,100927
2564,79114,392010
9620,25317,87014
9620,70570,130218
8576,28482,421219
6171,30380,618701
7975,69621,170729
3513,37342,281003
8038,37026,81588
5507,62975,983036
349,63608,64655
2437,20570,61077
8893,89874,56473
1235,58228,987030
254,93354,716602
6171,77532,271970
6867,1583,81052
286,83544,611153
2279,67089,12103
159,20887,344579
9399,26899,597357
6583,39558,58993
1045,91772,63174
6393,54431,80724
5697,18672,27658
9715,68671,418939
6140,96835,1230358
4906,55697,74129
9399,26583,439873
6393,29748,843754
349,61709,836935
9494,60127,450852
4115,33229,128354
2058,92089,909853
9272,76266,254749
2849,30380,94914
2089,24368,258529
2153,61076,455750
7500,90823,87038
2248,19305,149178
6836,4748,168603
5064,55697,3825
8450,19938,41526
412,56013,506743
1805,30697,1092178
8861,49684,45598
286,6963,44129
5950,18039,200169
1014,19305,1093382
6108,31646,437253
571,67089,76434
5760,38292,162093
1203,80696,626844
2880,74367,249087
4652,89874,276035
5760,95570,14911
6456,70570,92980
4937,1583,333085
1773,79114,596897
8798,10760,1346081
4526,90506,296908
7500,89241,146739
9620,38925,372546
64,33545,9663
2184,56013,5719
6393,70886,121180
4906,12026,266211
5538,95253,141035
33,99684,464075
5760,82595,72735
5254,25950,7430
2754,25950,530659
8007,42406,298560
1298,21520,68455
5918,9495,303441
8639,33861,103597
7690,6014,72475
8734,72785,499431
9019,45254,632899
5127,52532,814484
7785,43355,171544
1,63292,60
3450,21836,231850
1108,49684,410392
5602,3798,310214
4178,21520,655621
9051,44937,348516
3134,40190,3602180
1457,76266,226203
5507,6014,955240
539,43355,375833
1203,88608,579904
3039,18039,1029347
6709,7596,665824
4083,32912,38562
7975,26583,38820
1045,14558,2893548
9051,37659,65306
887,29748,522882
4842,51899,331706
9589,53481,379106
6804,45887,3289
6614,13292,389273
6235,85443,772719
3197,98101,94394
6108,77848,460048
7089,84494,152847
7848,15507,77376
5412,73418,185495
9684,42406,115797
7532,29115,199046
9557,95253,42286
3007,37975,513647
1583,76899,480395
9905,2849,164065
8829,95570,673798
4336,28165,48853
1868,94620,141613
6424,950,902468
6836,84810,146345
4431,69621,2501865
919,62659,275296
6045,91772,1294628
571,86076,1747793
1172,95253,345973
1077,94620,390894
8007,64557,74497
1425,11710,95674
1457,18988,413024
4368,18039,147982
8070,27849,680054
8038,28165,186671
3861,71836,64774
6867,95570,30314
5064,46836,480774
5412,95570,71280
9652,31646,368512
3260,93038,515333
8766,12026,88575
9684,61709,334930
3197,85443,224174
9557,25634,1150350
9842,9495,272272
9082,2216,69971
4589,63608,67400
2849,26899,113965
1298,27216,415179
8924,68671,445636
6488,49684,31295
6836,73418,779583
6836,10760,1394516
9272,63924,1607051
4589,33545,263475
7943,78481,103117
7279,18988,333791
2912,95253,259425
8893,33545,503921
2279,98418,223336
5349,38925,692787
3197,5697,408777
887,49684,813771
824,89874,187412
2596,37975,948571
507,39874,416457
5538,79747,143079
1172,88291,545548
539,44937,1003154
4051,71203,549432
5159,12976,229166
4463,55697,1087029
4779,72152,398635
3039,8862,617804
4747,58545,16414
1077,15507,748618
9494,99367,85689
9810,29748,78471
8576,27849,257381
5728,44304,515852
6424,12026,1294147
2944,81013,56235
1045,93671,229309
444,56646,194821
5602,75950,776485
8196,75317,1059722
3861,62026,889784
697,38925,266677
8798,20254,1689100
3323,28798,340261
6772,32912,20875
3323,72469,246843
9525,61393,90719
9114,89874,570657
8323,61709,173396
4051,29115,314956
2374,25634,401370
5064,11077,39699
5665,70570,53196
8450,91772,158092
2880,50950,913268
6171,3798,335432
8829,48418,712480
571,3166,293399
8481,18355,532889
2437,90506,851492
8038,76266,2595
6772,17406,351910
1678,66772,231119
159,97468,53430
9525,37342,2087
5064,52216,858442
3545,54431,539798
6614,38925,66970
6140,59494,318012
4589,37342,412743
1868,75000,836077
7817,69304,563468
4431,38925,141130
2880,66772,214844
602,50000,1276078
9304,83544,79513
222,99051,768807
8798,25634,11026
8481,25634,22687
9715,90190,84687
6614,87975,433550
6678,84494,1432637
2564,99367,181452
5380,5697,53813
9367,79431,1591851
539,83861,508197
1900,25634,191194
9873,91139,191166
5285,86076,11968
4146,16773,104839
6551,51583,451979
1393,76899,256527
3070,36393,97502
1045,49051,378763
7880,1583,432333
2627,8229,2305477
6583,57912,1153835
1172,77532,215792
4779,59811,30942
9399,24368,584234
5918,63924,107492
4747,33229,52362
4747,61076,470074
9462,87342,204847
1615,73102,103067
9905,3482,73625
1551,40507,1786033
6235,87658,807721
5254,96203,106046
9842,82912,158262
6519,41140,316948
6393,12026,1978163
7342,71203,656968
1741,81646,910226
982,1900,137286
9367,10760,59290
3039,43671,128352
2564,97152,380424
7374,38925,2039187
4146,41773,1327051
2469,45254,1216773
8007,21520,45951
8228,82279,237826
8260,12343,215107
5886,57912,19260
8544,3482,7144
824,14241,9022
729,21203,137134
4083,81962,519648
5412,59178,287120
9810,1,35197
9399,34178,651955
1646,9811,8494
5064,4115,495507
8481,25317,1219474
539,61709,421509
4652,21203,483733
9937,42406,395916
8165,85443,1525413
7374,59494,145923
5602,75633,503201
2469,9495,17532
2659,81329,20025
8038,12659,245419
4526,59811,3458523
7532,82595,716204
7279,29748,2293722
2343,63924,593870
5095,81013,338375
7658,44937,1140912
9114,88924,28080
3482,81646,4251701
3229,59811,444411
539,75000,220880
8260,37975,601895
1551,85127,1101379
6678,56646,1016000
5855,10444,87080
8355,79747,901903
9114,12976,10869
5950,67722,15634
1646,50000,667707
3323,5064,18821
4526,81962,309584
2786,80063,523462
2659,64557,537067
2248,4115,129721
1646,14558,163404
5950,55380,239150
3229,64557,2060936
4684,61076,22362
9810,1900,443403
3260,86076,23320
6804,52532,126776
6994,18355,122108
1520,9811,106967
7880,57912,391055
5728,68988,1330093
7405,59494,5427
3039,7912,88583
6994,71836,235853
3545,20887,248765
5697,50000,52409
6488,29115,112477
1678,42722,126142
634,27532,72894
9177,79747,316304
9873,63292,197644
6867,4748,582695
7532,32279,225992
824,66140,643636
3988,93038,412062
9968,46203,1055827
476,48735,353761
3007,54747,358725
7848,86709,77225
2121,38925,76086
4146,47785,1924032
1615,92405,1134455
33,89557,42386
5665,7279,377810
1868,45254,109788
6013,77848,88372
9272,72469,230023
5001,81329,6424
9494,48735,287156
8450,44937,391439
412,36393,489966
7848,72785,1211762
191,44304,166888
697,96835,100563
8133,34178,465569
9082,11393,319441
7595,16140,730744
2532,65190,185686
539,30697,865552
2501,16140,188863
5001,51583,28761
3956,20254,149631
3070,63608,215073
7753,7596,329662
5728,24368,291642
4589,43355,654172
1900,80696,281280
3450,31646,546425
4273,92722,691809
8987,29431,99068
7279,84494,130249
1805,38925,160680
9082,86076,355527
982,73418,410922
9968,54114,509864
4747,50633,53605
2532,45570,205768
3640,68988,389027
2722,58545,322251
159,47152,398916
8007,89241,10610
2469,88608,59577
8544,86709,131741
2248,17089,363778
2501,93671,569753
3387,31330,437690
3545,14241,124498
4937,82279,273191
7753,68988,35094
3672,42722,475793
222,61709,599055
1773,58545,1316681
8228,21520,283584
9082,58545,479936
1931,5381,831873
9241,61076,338146
6614,44621,360035
2849,95886,1572499
6709,31963,109409
950,99051,273824
5602,18988,546177
254,68355,20952
1425,67722,192801
8576,90190,500873
5380,13925,199210
2026,90823,276299
8007,36709,687585
3830,78481,1053595
7057,64557,682775
4083,81329,124335
3640,19621,180332
5349,33861,557182
1425,22469,2760821
2564,35127,61835
5950,65190,7038
3830,80380,428707
6488,87975,984848
1140,23102,1246877
8481,96519,555192
6551,90190,87805
9968,14241,24651
4937,11077,3207819
1710,64874,101309
8924,9178,286213
7532,63608,292251
4146,4748,1472313
8576,32279,1679464
3956,89241,107622
5475,74367,381298
1235,24368,595693
8038,54114,23863
1108,42406,856731
1203,98734,244241
7532,9178,32053
5127,43039,426365
2374,15824,156181
4368,46203,440087
4874,93987,98471
8924,63608,187345
9589,75317,234126
6962,86393,87508
5475,61076,1723246
9747,82279,30197
1457,91139,636548
3672,55697,374799
5475,67722,2738299
2659,45254,264643
7184,36393,1040232
3893,61076,609801
3608,1,13010
8355,634,771370
349,2216,13506
539,65507,148748
9399,28165,344830
7247,58545,546782
476,6330,385505
4589,634,586230
5981,56962,1186996
1045,67722,182634
9968,53481,29761
6488,53165,360797
507,59811,1266136
8608,35444,877485
3798,61393,1109585
6203,86393,22917
2058,96835,358076
7848,82912,7063
855,37342,346307
4083,7279,53906
1931,91772,287449
7089,25317,280482
1267,13925,189974
1,50317,60
3197,35444,913796
4494,92722,379411
5380,5064,1814469
2026,13608,2761859
3925,58228,69654
5159,92722,845702
6804,60127,69584
7310,39241,51782
9620,21203,561828
8196,44937,129987
7658,49684,216592
3482,42406,127161
5475,74684,20382
1710,3482,182410
3703,81013,1402869
9842,18355,42171
3134,2849,338847
3798,1583,4117
4937,98418,804559
476,1267,9613
7975,76583,349660
4621,62975,369599
2532,69937,56023
7500,92089,62884
5570,29748,2143564
1646,62659,109335
4526,1267,1238531
6329,73734,24258
4115,23102,493206
381,15191,1532747
8608,22469,829722
6076,96519,4092795
3988,37659,412028
3861,54431,162090
887,42406,289945
3292,97785,1470906
824,24684,878887
5380,40507,901223
729,83861,23268
5538,86709,314882
6804,43988,624066
7057,69304,396895
1362,1900,660047
5950,85443,410253
3229,5064,269106
317,17406,40094
6614,40823,1214816
2311,31963,479624
6329,46203,97967
2058,31013,339766
9462,22786,455214
286,7279,278852
9019,12026,181519
4969,10127,233787
5222,78798,41502
3007,33545,367424
2311,39241,11777
2532,73418,176086
1646,18672,301285
2532,2533,482867
222,99684,125714
5538,317,71615
1805,10444,196819
4083,79431,522384
254,83544,79869
1267,15507,180600
6140,18672,870884
9779,37975,801373
8893,31963,751783
824,6330,346104
9241,16773,349132
3387,24368,362602
9842,18039,155968
5981,13925,66414
3830,96519,443275
697,12343,603150
8133,85443,158005
4431,37659,454139
7342,89874,50130
7342,71836,346603
2406,12026,273293
2912,35127,309279
2564,37975,206682
6171,80696,78071
3102,9178,1301713
9051,34494,9246
4747,87658,675627
7564,13608,22790
8323,81329,117440
7279,69937,52716
5285,62659,74484
96,66772,636529
4494,16140,196469
9968,71203,343771
8544,22786,150339
507,8545,14177
3007,46520,895310
7342,36077,262187
5792,53798,352481
7374,35760,249158
7943,59494,531226
9114,32596,28740
6076,47469,1675675
6203,74367,179385
2722,52849,49597
8228,21836,260534
1108,89241,285993
7595,77215,674673
3893,85127,48263
9779,37659,68123
8861,67089,148931
1741,76266,251159
7279,51266,694526
1773,46203,256086
8798,82912,424823
4716,80380,671922
9367,72785,52351
8513,91139,23617
3387,34494,395284
4747,32912,87791
5380,75950,1690308
4020,55697,173753
4336,7912,94376
9494,39874,221242
9715,46520,619257
7943,4748,330064
1963,59178,309950
602,37026,171011
349,87975,964303
7215,97785,551109
792,31330,18332
5950,99051,372720
1836,65823,682659
2279,50633,286082
3197,1583,126277
2849,21520,22622
2596,52532,172229
8165,98734,1834666
7121,54431,158341
1931,85760,431275
1393,18039,392599
5728,317,177946
3577,56330,367759
5095,80380,40758
2722,63292,137036
7405,99684,1524499
5981,92405,2343633
3418,58228,661642
6804,65823,401162
6867,25950,256080
191,71836,427962
6709,35127,253723
9715,71203,192050
6994,94620,2482141
8007,15824,108876
1203,45254,59255
9241,32912,59497
9304,88924,436095
6899,61393,529893
6013,2533,1632232
4621,49368,105743
9620,22469,459529
1900,68671,5849348
5159,36077,412700
5032,37026,68483
4178,99367,462023
7089,83228,477922
2058,47785,24810
9177,14874,199257
5823,11077,372637
9114,8862,849052
1014,2533,754788
2975,24368,278321
4906,59494,55342
9082,39874,127329
191,94620,1227569
1140,68038,1011776
9146,25950,420427
4621,44304,547694
9557,75633,274995
7247,66456,179006
3450,54431,344970
2944,83861,669513
1551,92405,1118548
1931,76266,88943
8734,8862,699685
1077,33861,370133
1140,50317,182402
4241,87342,793561
6076,7596,1065631
7089,28165,1755129
8386,33229,561717
5855,96203,49228
2786,58228,127281
1014,56013,50521
9304,78798,1695074
2722,83861,626374
9589,56962,165159
3229,45254,194291
5064,44937,313984
7564,86076,856687
6013,39558,654375
7595,56962,167198
2406,94620,1895705
2532,59811,232001
6108,74684,599753
5190,61393,188494
634,22786,2990408
4621,41773,627142
2627,1583,138268
159,70886,228702
1900,93038,270216
9525,65190,1432
602,6963,96024
2691,99684,110988
1425,93354,120129
7817,89241,24309
9747,39241,18748
6393,32912,1078724
412,77848,2971976
1014,84494,486837
7722,69937,107887
2627,83544,417922
5697,66140,460806
8703,22786,204007
6298,94620,3386357
1963,17722,774977
3418,9811,350214
9937,28482,382226
571,63924,235871
6235,13925,29447
2374,73734,384225
6772,21520,159970
1741,52849,81665
887,99367,51667
6203,49684,251236
507,90506,83195
9589,88608,223867
4020,75317,163941
3861,46203,147519
1805,18355,6582
4241,66140,266850
9873,57595,459998
8766,56330,2111934
3608,82595,211619
8544,98418,131535
8924,36709,111818
2912,59494,80695
2248,59178,3617
6772,54114,1640536
6709,30697,154892
