@relation HistogramEquilization

@attribute ImageWidth numeric
@attribute ImageHeight numeric
@attribute runtime numeric

@data
1316,3971,553376129
6308,3893,2792656680
4708,2681,1304814641
2916,843,208562294
5860,1547,877593750
996,3111,279086969
1956,413,61486839
5028,3424,1925977723
100,3228,24372515
2340,3150,711897731
4644,2407,1148121398
1316,1429,155215465
5220,1351,656788301
1956,3345,644098490
3300,1351,418613566
3812,3854,1555990723
6116,843,452282534
2404,2993,705404488
4836,100,31847101
5476,1469,806882971
2660,999,220626037
6308,2251,1483538402
1444,1469,179348258
4324,413,133631122
5412,1820,992691906
3492,1703,552084591
5988,2915,1911614784
3684,1038,339654390
2724,1195,273433551
1700,2211,320980440
356,1390,34025559
4644,3580,1820610426
4196,2993,1400258029
2596,1899,487075286
5540,1234,622839508
1380,3111,386917861
4452,1273,506602961
3684,3736,1430306444
4708,1117,443603660
100,2211,11746445
5732,2133,1274120749
5476,413,187369570
4388,569,213887600
3044,3111,995063985
4516,2681,1331201299
1956,178,23992789
4196,608,218686803
740,3111,204447164
6436,647,355818654
2532,1469,327404146
4644,999,385298898
3940,1664,635920924
5092,2798,1492349968
6052,2759,1773753549
5284,1429,703146617
3556,100,25201097
2340,1273,264753756
3108,2172,618501975
1188,3619,393492961
6116,3111,2184851997
4388,3658,1730294469
2404,569,111040276
2532,765,165329654
996,726,79168895
3620,3111,1166203371
4644,2798,1411422210
1636,2720,418459638
5092,2993,1659444007
1444,3971,552774909
3620,1078,333418759
3172,3306,1065836313
4260,2524,1096298819
1252,2211,252236155
3428,1078,339924658
3236,3345,1115322684
5860,3150,2160738573
2084,3072,601814215
2596,960,204416140
5732,3424,2153839608
1188,3345,368570140
1060,2524,226941804
1188,960,91541630
1380,999,111584117
3812,2446,923519484
3108,1664,467232834
3876,1117,365140697
5028,2759,1520833292
1316,1390,148555344
4516,2016,947347339
3940,804,260309150
1124,765,76494789
5412,3971,2617878749
6308,1938,1308685066
3044,3072,952269856
2852,1195,289258567
5092,1469,758144876
4708,3228,1638172331
4772,2172,1092635170
932,1938,181835917
1892,491,68488721
6116,1508,977390904
3236,2133,647352292
164,2954,31672288
4644,3619,1894982251
1188,2485,263099160
4836,1390,605268124
2468,2563,579854587
164,1781,18322072
6180,1078,616604984
5028,1781,899303650
740,687,35684280
1508,217,23216738
4324,1273,515873276
1572,2368,381015350
4388,1625,660698068
3556,3189,1177196255
228,2133,30929395
1700,1938,303018072
2788,335,81761711
164,3189,36002726
5284,217,82972691
3620,687,224384508
5668,452,207881756
5540,2798,1655085073
1764,1117,154327926
2020,1390,241772267
6116,3619,2396367017
5220,1586,781668663
4708,1469,642378223
2916,1117,263747565
3812,3072,1212111610
2404,1390,289975218
4900,3033,1592172992
868,1234,88343674
1828,1351,208179103
3172,608,160469231
2980,217,75054835
1444,3697,500023604
2660,178,30284833
4260,1390,551911603
2980,1156,304369275
548,2993,126884864
3364,413,117692180
164,2524,24385957
3108,1703,515228598
3748,3658,1462884287
1316,452,41615201
5092,3424,1929867000
3812,2563,983328406
2980,2251,653092610
6052,374,176307793
2916,2681,745934918
4132,3306,1410033403
2020,2681,530644685
3492,2681,907232397
2276,569,99035642
2532,3463,861652643
5028,1820,903073472
2916,1234,319273540
4964,3150,1845364637
4516,726,344600344
5220,3815,2225509319
4132,3150,1384622358
3748,2563,952491961
1956,2837,506068861
3428,3463,1334243251
5732,2172,1314673554
3812,2172,810455929
4900,3971,2193864858
1316,2681,318017203
4452,1899,817924437
484,2016,73284064
3428,2290,757851451
3812,2720,1045461873
1060,3893,422407811
6116,1703,1030294356
4196,413,140545492
3428,296,72349238
1124,2251,236172327
4388,374,130634935
1636,3345,559161167
356,256,4719264
2276,3775,898670945
2532,452,87158353
3684,2876,1135493565
2596,3736,958340336
3940,3580,1510848678
740,1860,115431067
1892,3736,731003969
3044,3502,1103957278
1060,491,36231500
1444,2329,334709472
1764,2368,369620096
5668,1820,1011866275
1700,1977,325605997
5540,2290,1280121180
6180,2016,1278362736
4132,1469,520745996
164,178,1465486
3044,1586,431259935
5348,2290,1246130767
676,999,50348245
292,1038,23500545
3428,569,148900880
1316,3072,377582556
1572,3580,524783817
3556,1469,473636146
3172,647,170057468
5924,3893,2585563646
228,726,8801318
5668,3932,2555966891
4772,3971,2068073392
5924,3736,2498608242
4452,3893,1979010202
4964,1195,518707189
3108,2290,667642063
1188,2563,281390032
164,3267,33921031
1764,921,143438818
1764,3345,580713090
3236,1234,354062776
2532,608,121420389
3876,3150,1245967333
3940,3306,1350458579
5092,3658,2045408262
4708,1508,666547650
2788,3150,890974465
1188,882,79658851
3876,2407,1006157407
3940,882,291595749
2660,2407,619301759
2084,2876,574630891
1508,882,103171913
3620,3463,1323562743
996,2485,222061081
3620,2563,905147460
3236,2915,1013241704
5412,139,57425601
1764,1820,294073191
420,1547,51099751
3300,1312,414737401
3620,1234,393788229
1444,2954,390428869
5348,3971,2861436711
3492,2133,716440399
2468,178,39110351
5156,413,155710455
932,1703,137501391
4964,3971,2464254689
2916,3189,956918382
1956,569,88290605
2340,1234,250238930
1380,921,100152164
1380,1508,187047711
1188,1117,110067850
4068,2524,1049474547
5348,3189,1851400582
5220,3854,2194077044
996,765,59151192
2596,3502,930014528
4260,374,117543539
5860,1351,761057878
6244,999,551366600
676,1586,83091586
3428,2993,1008492499
5732,3658,2434709493
548,1820,81502499
3236,1742,590769859
4900,3736,2077416352
2916,2446,693589932
3108,530,127556542
996,3306,308144986
100,3345,21059042
1380,3072,389544873
612,2837,137996034
5028,2954,1580853265
3044,765,186686933
3300,2133,673639508
4772,3658,2080067679
1188,3463,377238955
2276,139,19165778
2276,3697,832141194
1956,1390,252711691
5028,3541,1892530842
3940,3619,1549293523
4068,2329,1053916746
420,3189,101754173
932,2993,244842970
4132,3697,1589087659
5860,3502,2418464065
5220,3150,1761832311
6372,1977,1296970840
996,647,51895289
6436,1195,725948960
3556,2602,987090062
5284,2368,1338221990
4580,3111,1526001839
3300,843,232315223
868,3815,296714355
4452,2094,918566003
3748,3228,1259704159
676,2251,135525318
3172,1820,531586614
356,2133,58196572
3684,3267,1243070413
2468,3815,939335826
4964,3189,1726200039
868,3541,303074914
100,3072,19167826
2276,1273,301514057
2340,3384,784920745
2724,3815,1028230703
5284,3345,2058314809
484,2133,85527516
2404,2211,491498162
1060,2446,223036025
2020,3306,632515678
3364,1742,552767858
5028,804,354779180
3236,1195,326603417
5924,726,380095318
1764,3815,641690816
5604,1117,585245137
4260,2251,964208780
996,452,32859365
932,413,26902255
5156,3854,2268562069
2916,256,59010726
1380,2446,312929448
5988,687,327578180
2852,1703,450825274
676,374,14698525
2020,3932,786801592
5028,1899,982811061
5476,1586,839148671
3300,2407,765396123
5156,2720,1548969972
100,139,706579
5540,2681,1645498511
5092,1429,735402154
612,100,3129920
6116,3189,2255833317
5732,3033,1873025924
5604,687,328354143
612,139,4433252
164,1234,10865262
4004,2290,927521306
4644,3072,1499384735
4772,569,232054297
4772,882,365866648
5732,452,222994542
2468,1312,282266701
2148,999,186331155
2660,217,40067232
4388,1938,908328057
4452,1469,607985198
4836,1156,497879912
4452,530,199289248
2532,2837,672441762
1764,3541,594407051
5604,3424,2207955072
2916,3424,1022614292
2788,765,194370634
5604,374,173676944
5348,687,327877141
3620,3072,1156062793
4452,3463,1719151019
1380,1038,147647958
996,1938,163133448
2916,3228,975727358
3044,804,201892029
5732,804,409666481
3492,3072,1182796782
2852,3033,860522909
3172,2290,692909058
5028,1351,661535760
2916,1781,459468829
3172,3033,987616055
6244,1038,589573146
1892,2681,489142917
3300,530,135652012
6308,765,401281335
4516,374,156021515
2852,608,153456438
100,1781,12063802
1252,3893,520264841
356,3854,98927833
6116,1781,1078343359
5988,647,332597873
2084,1781,323260322
3364,3424,1235240412
6052,491,247059169
4388,2133,915798107
612,647,25372570
2340,139,20098693
1700,2798,482365821
5284,491,210762522
3172,1625,498955985
868,2798,207167537
4132,2485,1050962448
3812,530,156327487
4644,2720,1321599364
292,1586,33701710
3172,1351,391023024
1124,3189,343473329
1316,256,22694093
740,3619,254228042
932,1586,127002887
4452,608,237494309
5988,3815,2582824927
4260,1156,426745677
2916,999,248303300
1828,2290,381584836
4196,2290,957813366
6372,3306,2390754607
5796,1820,1056535646
804,2407,170809556
4644,413,151411746
484,2915,114495473
612,491,19992281
1956,1156,177878173
548,139,4192929
6180,2798,1917388531
548,882,31512998
1380,3854,510069326
2724,921,216686937
612,2329,114469023
4900,647,269225263
2916,2133,568682104
3172,1117,327667989
4068,3072,1290901767
4196,452,144939605
4260,3345,1497363371
868,647,44348373
3876,2954,1196508215
804,3854,280180186
2084,1625,296317163
4580,1625,753375551
4836,2094,1015611628
6180,804,432807586
2340,765,145883824
2148,3306,670902259
3300,1742,535606072
996,1234,98605326
4068,1156,425011961
1892,921,138649140
1636,452,55320574
740,335,24859405
484,3228,140454286
420,2172,65138500
1828,3306,563544981
3940,2681,1063568806
932,3111,269560701
1572,960,127842845
292,2798,62542817
548,2290,94972825
5796,2563,1588301791
5668,3384,2186933065
2660,3033,782012296
804,1625,109534272
5860,2329,1472555708
2660,2602,631738035
5988,1586,961659843
2212,2798,586575924
3172,2251,746865219
4644,3345,1673592118
1956,1781,301610330
6052,3384,2286238650
3236,1703,505916559
4644,217,64511382
4260,178,49912118
1700,2172,337346406
292,999,19821664
6052,1038,561686086
676,2055,113493494
2212,2485,508129204
2276,921,172530591
2980,3150,956701621
5540,960,454541670
5028,1469,686874850
1316,2172,253631433
5860,296,125102796
4004,1625,615923659
3812,3150,1228937804
2980,2524,762632752
1380,1977,230485127
6372,2211,1511072049
4324,3072,1368986730
484,2524,105278341
356,3502,89478855
3364,2094,755823836
1892,2329,401001930
5988,2954,1902085683
100,3267,19097949
1316,2329,281850468
4708,413,153109294
3940,1078,371804516
4772,1038,450817658
3300,3658,1230966448
1444,960,117766477
1764,2720,450221888
4132,2172,911538025
804,256,14156984
5412,921,443427608
6308,2407,1641878938
4452,3150,1568540620
4004,2720,1150687036
2404,3971,937223429
1828,2642,481813135
5284,1742,906766712
356,1508,62153588
2532,2759,671636538
3236,2642,835523964
5156,1156,539297831
5348,2563,1433096996
1124,3033,346911240
1316,2524,295420940
5348,3228,1882100242
292,2368,47681661
5604,2602,1529894850
4388,608,223564649
6052,296,131990779
3364,1390,412744257
164,2094,25302902
2020,1156,194902129
2532,1117,258771727
1764,882,125709664
1828,2133,348393651
2980,2290,684828174
4644,2211,1034534475
4900,1703,868830725
3940,1899,725397688
3556,3932,1458701792
484,1977,68016632
2724,1860,488406890
1252,3384,381864979
3684,3932,1507965317
3556,296,78173328
5540,296,121456147
1124,2524,250596722
1444,1038,144542521
4772,3619,1904093711
548,2602,122627671
5924,530,299289494
1892,843,131566631
3556,2681,961678310
6244,1117,627339921
2404,2720,649354972
3748,1625,581378475
3108,3111,1016601307
5668,2720,1686165703
4644,1429,612905788
932,1547,116793832
4068,2837,1265006194
3556,3033,1126891113
3108,3189,1020916215
4452,3033,1430653212
6116,2798,1843758767
4772,3854,2025951870
2532,1586,351109651
6436,3502,2516609002
4324,1625,652359138
4580,1351,575109513
5412,2211,1210740410
548,296,8766773
5988,1899,1153808993
6052,3971,2904886713
2660,921,217508846
676,2094,128595457
612,2055,106267306
5668,1860,1080042897
4260,2876,1311743721
1124,2915,308765704
1060,3306,314602822
1956,3541,653185320
4580,765,351824797
6436,3932,2900416552
740,1117,64001981
3108,3150,1080758607
2596,1703,398703888
3428,2837,960208576
2020,1469,264089896
3364,3971,1364942627
3172,2954,945818726
996,3072,277927214
2020,1977,377292768
2980,2681,812072742
5796,1429,785099683
3236,1469,456117531
548,2407,100018321
1316,1742,203551461
6372,1703,1119147491
1380,2485,313299401
2148,3189,642593583
5732,1390,789532953
2340,1625,342353756
6052,647,335753264
3876,2681,1034424407
4452,413,138513790
740,3189,202052709
5028,2876,1500987713
1636,100,9833472
3300,1703,513423919
2724,3658,1012718308
1060,2720,270404743
3492,2876,1093890090
164,2993,33486275
3620,296,77221373
548,3424,156445210
3044,1429,390840105
356,1273,31602242
5156,178,66387825
2916,3502,1089920328
2788,413,90569947
5924,2055,1268009415
4196,3697,1702588973
1444,1899,230989456
2852,335,71874837
1060,1038,110721935
484,3424,133123586
5924,335,150168372
1700,765,102551563
5860,3697,2471487814
4644,3424,1682150819
5668,2642,1634815091
2852,1547,379048882
3940,2329,902029258
740,2602,158918819
4836,217,71105679
5668,217,100088258
4516,882,356682196
5732,1938,1165096326
4516,1195,512720004
1060,217,16012970
2788,1156,287171398
1060,3072,279610804
5476,1078,540841636
5476,178,63904403
3556,178,43310016
1892,3111,559475555
5028,2251,1260430069
2532,1625,378628038
484,139,5199170
5988,1429,838387439
1828,3775,660103613
4388,2446,1071624760
5092,3541,2198733758
4132,139,35092560
356,1195,29488210
6436,413,217230979
3172,2407,750863294
5092,374,160537503
3236,2759,893602736
2724,491,102991928
3684,100,25441417
6052,1899,1234745384
3044,882,224736923
5540,569,272950814
2660,687,152526874
4388,3580,1687562584
6052,2524,1631293262
292,2211,61851094
3556,2251,781808924
1700,3189,495966028
1060,1547,147206273
1956,374,53658006
1316,2211,259636928
548,3815,173276516
5028,3267,1786593523
612,1429,66018602
3044,1820,530732034
4132,2915,1251570836
2212,1429,274049155
868,1586,122699774
2916,1156,283000224
3684,2446,967824223
6308,647,387602099
868,1038,68629013
4964,2798,1513559868
3876,178,46771335
6052,3854,3471039416
4772,1860,871474651
484,1156,36795532
1956,530,85855770
4068,3111,1329817567
5476,3658,2172557639
2468,1429,307967200
3684,687,209000588
3428,3893,1345578599
4644,804,305313326
3684,921,298430903
2276,1899,373481317
6308,1078,627266752
4452,960,386453706
5540,2524,1508160760
4964,2524,1355562615
5796,1390,787665284
2660,296,53297673
5412,530,263730492
3748,3502,1319370855
2980,2368,718805817
1636,3306,480532382
1060,3697,388414933
2276,3345,756420781
6180,1703,1088945769
2724,3932,1142639884
2916,1469,386612241
932,2211,169985203
3236,3541,1154568243
5156,3463,1976253937
932,491,36415451
4900,999,436393583
5284,1508,756683187
4004,3228,1398316445
164,1156,10393202
5156,256,90697072
5604,2016,1178198114
6436,726,457456064
4964,1938,941034317
2404,1781,389732128
2724,647,141238746
3236,2602,831850827
1060,1742,141381138
2212,3111,674269051
2404,1547,328299128
3044,3267,994389209
5476,3893,2390565851
2980,3306,984774605
1892,1625,266516914
868,882,67371094
420,726,19569039
292,1117,20408576
5092,3580,2030521743
5284,178,67598268
4580,726,293389074
100,1312,8734727
5988,1860,1123152800
5476,1820,1037244930
1060,1703,143859147
868,3189,252148288
6052,2055,1274224279
2084,2681,511471186
1316,2407,304688553
292,1469,28642930
1828,765,110873990
3108,296,65799433
5284,804,375135826
2788,1899,487721660
3044,374,88514065
4132,3111,1350220623
3108,1351,378451097
2468,3541,867939488
5156,921,405462367
4196,3971,1858293722
5476,1508,804901121
4004,1977,809211729
2596,765,159761400
5156,687,321614861
100,569,3162072
6052,3697,2500296414
484,3541,137926229
3428,1586,496896848
4196,2563,1109813659
4068,2055,860919411
5028,1273,574068227
5412,2055,1106241380
4452,804,320030301
2596,1938,455544680
3108,2055,617106867
1764,3150,531856222
1060,2993,288521816
2596,3775,1022674964
1636,1351,177950480
1252,1469,147671744
228,2954,45886916
2212,1781,393208805
3812,2642,1014524454
5732,2720,1687925644
2212,1351,251302838
4004,2172,853016434
932,3580,297990292
484,2329,82101136
1572,882,109933038
2340,1429,301671376
2404,3345,807063743
3876,1742,656343814
1444,1429,193521309
2596,413,81751730
5348,1038,489845450
1252,2251,255697165
1316,2368,279342466
2084,2563,484978662
4388,3384,1615748142
1252,2094,239862979
3172,2524,763017843
164,1273,12000978
356,2407,63359989
1252,687,65188804
2660,100,15362104
5348,2329,1505201220
3620,1547,502967333
3300,3619,1236351818
2596,2290,553248513
4196,2602,1228058967
5092,804,370765901
5668,2329,1337464990
4324,1703,695387995
3812,1312,447509129
5028,139,51353661
3364,1351,416901325
3364,1508,436838442
1636,2251,326271939
4900,3697,1984417531
2532,804,170498574
356,647,12918756
1060,999,78284003
4900,2720,1437096603
3172,491,153580800
4260,608,214991036
164,3424,39055113
3556,2642,918830474
1572,1586,217934464
996,1703,149794445
100,452,2356451
420,256,5886301
4132,1429,561959482
4260,1351,533419804
676,335,12762653
3684,3424,1305877432
3236,882,251561752
4964,3697,2090602436
100,217,1085101
676,726,34652207
6372,960,551742819
5732,2407,1504657963
4836,960,383703118
5732,3228,2018230444
4900,1820,966897857
1892,3384,614694829
3364,2681,886490861
3748,3854,1577380463
4004,413,121814482
3172,374,88778686
5348,530,233609705
6436,3189,2205647484
3108,3893,1275667739
548,1625,65092147
4388,2524,1211037408
5284,3111,1821314994
3748,3697,1440314562
5156,647,283603130
4516,2837,1365874120
4964,2915,1548502696
5348,3815,2234298009
4900,100,32262899
2724,374,73949358
484,413,13809435
1636,2055,304147430
5988,608,318573533
4644,843,331903030
5092,1390,657160150
2852,3502,1019738519
612,374,13905664
5924,3111,2043989186
5476,3463,2069450782
3748,3580,1383160960
2084,335,52285535
1828,3384,600760469
2148,2211,433501837
100,1664,8622176
2340,2016,420760169
3812,843,286014612
1700,1508,215355355
3556,335,86740322
5092,335,129331700
2532,3971,1019821806
1124,100,8638698
5732,1508,868346814
292,3541,81352731
3620,726,221360516
5220,647,281327618
3620,2211,783348427
2980,374,87321324
2788,804,188102093
4004,139,36523819
1252,960,96323480
100,2368,12599751
4836,2016,993966815
1252,2993,345702798
3940,3971,1707482764
4836,3580,1994039746
2020,2133,403297956
5476,374,157205889
100,3541,24471833
5028,765,333837790
1764,3854,664591175
1060,2407,215148981
2276,3736,837560008
4004,2915,1193530923
1316,569,58696123
4388,3932,1939438212
1700,2524,399198715
1252,1351,135790654
996,3541,319552749
2788,1038,249736878
5284,530,229551955
2916,804,196717995
4260,3580,1742650245
2340,2133,465965002
3044,3619,1137570551
2724,1781,434513027
1636,256,28610979
4900,1977,979582055
100,3033,18267395
5988,2211,1347987936
2596,374,70961677
4004,765,258219400
484,1586,63811579
2020,569,92022153
5540,1625,881462604
1508,3971,600855896
996,1312,102113697
868,1156,76462612
1956,2211,405774533
3620,1586,509294883
5412,3072,1984924532
6372,2563,1703091549
6116,3424,2304086517
420,100,3418337
5220,3424,2038523851
3684,999,313208211
1700,335,48906416
740,2993,190076762
996,1508,130738851
2084,1664,300760227
4964,2563,1334648168
4452,1312,580222859
3044,2446,706095208
2660,3228,887325431
5732,2876,1796668357
996,921,72096486
4900,843,365047232
3364,1078,313896784
3172,2485,762032617
1380,3697,533613444
6180,1938,1669303457
2340,217,40880570
5732,1156,681675068
1700,843,116720694
3940,2876,1167896174
1892,1078,190602064
5092,2329,1267166290
6244,3815,2740878315
3620,843,252700810
1700,1156,158153191
996,1742,141917797
1572,2837,418153600
2916,1351,335950882
676,1860,97712963
2916,2251,619337992
1124,2837,288693054
3940,3033,1230689089
3812,2993,1203645347
1956,1820,322161420
2212,3228,705470504
676,1351,68139107
4004,2368,939301438
4772,960,425244669
4260,1703,711699736
6116,2876,1926462159
5860,3345,2112571528
2404,2759,633212405
4900,3189,1736513494
5476,804,377839436
4772,3580,2005119160
4580,647,254218256
4964,1078,461547164
3940,256,69305568
5540,1038,584961825
1956,1038,178852940
3684,2720,1013213840
2212,3736,827258064
6308,1273,784556383
5540,726,320953267
6244,2954,2031762340
2852,960,228098781
420,1351,45539782
6180,647,348661236
2916,1820,476865836
2084,3697,745938093
3748,1351,458249430
5540,1273,663868585
420,413,10018874
5348,1625,831500809
6436,2993,2094910332
164,3658,44831584
804,2993,200020105
3044,2602,798350309
5668,2876,1856149625
5476,1351,727862418
356,2251,58309437
1188,3658,453488167
1636,1312,175988877
5924,1273,727010570
292,804,12977479
292,3072,65261386
6116,882,481705256
2980,3424,1048313636
2340,3267,763647839
2212,1273,239424972
1188,1586,169206965
2148,2133,409763607
2084,1586,335219688
1316,1312,147809472
6308,530,297102914
2276,452,74810864
6308,2798,1952600668
5668,3736,2333656761
3300,1938,600568832
1572,296,32253940
1508,3697,627502394
6308,1860,1265328641
1508,1429,180175627
3684,3345,1306761486
4324,726,263899800
5540,2329,1371922712
6372,1156,684459954
1636,2016,351695150
4644,2055,923736096
1956,2251,445517112
228,2094,30250300
5604,843,433306978
2276,2954,651432120
804,1234,78466955
3492,2602,906111766
1700,256,28634592
1508,178,15636655
2020,3189,603169871
1892,2446,431761193
5348,843,381750054
2532,413,74129692
868,3306,258435001
1188,3424,373913345
4708,2368,1169782827
5540,2094,1281016869
740,413,21659860
5732,3384,2118016657
4132,2681,1128968188
4900,1195,520160867
4196,1820,754768741
4388,1234,479229038
3556,2720,1015995651
164,3854,46204088
4580,3815,1973118204
2980,3502,1034506363
6244,765,463929371
1444,2563,324413100
1764,3306,563412364
1188,3541,407711182
5284,1664,841286500
4644,1547,674665571
4388,2211,1037889633
6116,3932,2699749594
164,1899,20928049
5156,960,447687046
420,2642,84268278
2532,1312,280893912
5668,2446,1478955294
1700,1586,218911393
356,2720,66772445
1124,2993,294095556
484,491,14279189
1188,921,79357286
3428,2368,795326532
1380,2290,287891987
5860,3228,2098514088
1316,882,87830603
292,3228,69389276
3940,139,38671057
1188,3971,436609902
1700,882,154335362
4196,3815,1684360781
2276,335,58174179
1316,2915,346732258
5604,217,85237150
3812,3463,1352038435
3300,1781,534157092
1380,1117,123834152
2020,3228,631923901
1316,1234,141826779
1316,1547,173961880
1764,726,107021983
5924,765,394487868
4772,843,339089174
4388,1742,771065499
1828,3228,551410943
5092,1586,766648879
2276,3541,813274960
4132,2563,1070675152
6308,1977,1324939941
3620,1781,624760517
2468,2094,488760189
3940,3111,1279180358
1380,1469,168913521
1060,804,77595052
3492,1860,606839578
4324,1156,458694206
740,1703,103581703
2788,3580,992178375
3236,1429,467507450
2404,1156,234190535
420,3033,116541140
1572,3072,457446434
5860,3619,2316575658
2020,3541,688575307
2340,3228,767229943
3300,2290,724999846
2212,413,70798411
3108,804,205466552
1316,647,71669712
1188,1625,154619051
228,2446,37579757
2852,1938,518186938
356,2055,64545808
5604,2993,1767936453
3876,2837,1120959680
6436,2485,1689742039
4964,335,122689804
5220,3345,1960858332
1124,2211,226512840
4836,2602,1287956810
2212,3697,802441011
3940,1860,751127889
2212,3619,779840207
6180,1195,695779648
4900,2759,1488660431
4324,2759,1270766064
1316,1351,155056429
5988,3619,2348077402
164,1938,18087968
4964,2329,1261396027
4836,1860,948639937
5348,1977,1061749087
3108,921,240079258
4516,2485,1125214242
6436,1664,1100357374
1188,1390,129123675
3556,139,51662317
292,2133,41168572
2596,1860,448950508
3236,921,254426188
5988,3228,2226863970
5028,3775,2086140490
4068,3384,1489182609
4068,608,202991128
612,256,8608899
612,3893,207051135
6180,256,118039240
1380,2368,312082817
3108,1625,463401256
1892,3424,595732150
1764,1429,226990289
1764,2798,443745866
100,1429,7449974
4388,1899,873623573
6244,3345,2320436201
4964,2720,1441240851
4836,178,60974223
4580,1938,903080995
4516,3502,1677107899
2212,843,153904665
2788,2720,736974172
228,1938,39811341
612,3384,165460826
4900,1078,475571667
6244,2016,1277189270
1892,804,137153781
5476,2094,1192161503
5540,2759,1672873440
3044,1351,350688812
1188,1860,181361081
6244,3854,2648589368
2532,1781,401219194
1828,3502,604605172
292,3619,79123313
932,1351,102840049
2340,3463,773338863
2916,3150,931935881
3492,2563,887827536
1188,999,97744356
1764,335,50776607
5540,3854,2479131767
1572,1156,147055336
3492,2993,1017769961
6308,2524,1708133152
2660,1586,462205631
5476,2290,1348697490
3364,2172,706423366
2084,3619,723748553
2532,2954,702646690
3236,3971,1414691266
4900,882,387733863
1060,530,41605874
1188,3072,320309013
4324,3345,1536145147
1700,3267,506828467
1956,1664,288009355
868,139,7117921
4836,3619,2037912252
2212,2602,532940340
4580,530,203988421
2212,726,133516017
3556,3384,1251032980
2020,2016,375348154
5796,3580,2394836060
3364,452,135546635
2212,2055,409457163
4900,1117,470724911
2596,2446,590926398
5732,2642,1606035328
5860,178,66816081
4516,3306,1619730995
3428,2954,996667937
1892,3580,675181346
2148,1390,259561512
3044,3541,1171210563
2276,1703,347617744
1252,2172,235160905
1828,217,27013800
4132,530,167377909
612,3189,166625270
804,3306,236976466
2596,3854,1004438881
868,491,27534717
612,3971,208502498
3364,2055,671183424
5220,3619,2203742362
4452,1351,560697066
4644,2172,990374767
4004,374,118598230
2084,3893,788833607
6244,1195,680302682
5028,843,367353883
1828,569,79243310
5796,217,88212583
2148,1429,268786701
5796,2211,1335990067
5092,2642,1442940911
292,3893,80671540
3044,1469,391739009
5348,608,276734393
228,3932,71790328
2596,804,200770167
6180,3111,2076808958
6052,2681,1721418518
1124,2446,246755940
100,2485,15780110
1956,3502,706766054
228,647,8033799
1380,1234,143423747
164,1351,15868403
4132,1977,816659848
5028,1195,545303166
4260,3111,1480218326
4580,3619,1849854425
740,2172,130041756
2404,452,79490321
5348,2681,1547275820
1892,413,57999597
4132,960,349508060
3556,1625,532498885
5220,413,188691474
1572,3854,574495683
6116,1390,781472983
3172,2837,935511838
2404,3072,716273805
3236,3893,1343944740
4964,3306,1796323794
3620,2759,1052288653
6180,1977,1356196659
4964,1312,642519193
1636,3424,532025579
4580,1547,684924769
420,3267,110083186
4516,452,163414785
5476,3384,2040015510
2532,1938,446231102
484,882,34855167
3556,413,116286287
1956,3736,705641454
3172,3111,1025926437
1188,2368,251375509
612,1390,64483329
3172,765,213732225
1700,3775,594666844
3492,3775,1462102577
1892,3072,533357787
6244,2720,1786209282
2980,2485,717762122
6372,2954,2196418027
4516,178,58469730
2980,765,185677047
1252,843,135008673
1636,3541,539516589
1764,608,89268491
3428,3815,1364861113
4516,217,79010991
1892,1195,188160479
4772,2837,1389156820
3620,1938,661764851
3620,3893,1574241452
2980,726,172872965
1444,217,25130771
6244,2837,1983071351
5156,530,235754949
1508,2915,406638195
2788,1547,417041646
612,1586,72201609
3748,1586,581372690
676,1429,74983861
2020,2602,508204316
932,3502,280487341
100,2094,11996577
2148,452,82132366
3364,2720,902228848
3492,2720,1002717340
5476,2876,1750958530
3364,1899,602904761
4068,2876,1202466433
3172,1664,478858938
1700,1312,189734779
1828,1117,177675050
4068,1977,778186307
6436,1078,683920883
4196,3033,1319762261
2596,3424,877077995
420,2290,72203817
4388,765,319686074
1764,2563,418245252
2020,217,30538952
740,3033,223738338
5860,1038,565362870
6116,2094,1370974325
6052,1429,915380558
5476,1117,541372326
6436,1586,1014053796
4004,3619,1569345053
3620,3541,1361074999
5348,1508,812599440
2276,3072,668845941
2852,3971,1193769413
1252,2133,238129218
4836,1703,792910494
932,3189,276639371
3556,3306,1202803326
3876,3267,1307360953
3428,2602,860783799
3620,3932,1560399355
3684,2954,1137793716
868,1860,136768712
3108,2993,964754552
1700,2407,356942733
5156,100,34605913
484,178,7512272
6308,1117,660065199
868,2368,194886813
3300,2368,734437913
5412,2290,1263299379
1892,1860,307831955
2788,530,115093518
1060,2211,199199823
1828,3697,646383967
6116,2915,1965275586
6244,687,383122161
1188,1508,156151712
4644,1742,778558397
1444,1156,134243745
3172,999,260853893
292,1390,27658947
5412,3111,1819624594
2852,2368,644820507
2532,2094,482735364
5284,1781,947108619
3876,2798,1085674737
4772,2133,1115700023
4964,1117,509673705
5028,687,311326826
1700,413,61719453
3300,3893,1316758348
1060,335,23735041
3492,2642,945362409
6244,2446,1686672939
5220,335,130840080
1060,2642,246326201
5412,335,143637646
164,3736,51152054
4516,960,380798612
3108,2133,644770462
4516,100,27806479
3876,608,197688001
5348,1312,639863737
3684,3189,1203224313
4324,921,347852917
4836,374,140028193
3556,1664,558139482
5220,1078,515831883
2084,3932,799210902
1444,3854,534498649
1700,3580,576927946
1316,296,29712142
5796,3189,1993400846
5348,3111,1857557849
228,335,6376529
2468,3971,990117465
