@relation FilterArray

@attribute ArraySize numeric
@attribute FilterKey numeric
@attribute runtime numeric

@data
61392,52532,592668
19937,55063,194994
43354,64241,400043
31329,86709,283875
81329,75316,745692
17722,55063,160611
52848,42722,473914
46203,0,453481
22152,53481,219843
82595,48101,883819
21835,30063,196375
94937,23101,1144598
59810,14557,544088
34494,76899,315244
7595,39557,74151
24367,61392,220299
60127,50949,534200
66456,90823,671325
14557,72468,132051
68038,15823,611008
30696,64557,333048
17405,37342,163455
97785,22785,923098
10759,95253,97474
49684,47152,460277
25000,45253,245759
1582,39873,15836
65823,54747,599914
5380,20886,48485
4430,56329,40445
90190,46203,857571
64241,8544,603936
17722,15823,178292
20253,56329,190802
76266,54430,874340
3481,44304,46617
69304,65823,885069
30063,86076,301811
98101,87342,1424220
79747,11709,807777
95570,52215,1037923
22785,86076,239322
16456,98101,152063
66456,84177,656516
44304,6013,402163
70570,33228,678035
90506,75000,958995
16456,12658,198254
28797,74684,276972
25316,27532,261625
5063,89873,49876
8228,86076,79550
56962,67089,620865
70253,68671,869438
13924,59494,131147
41772,8544,460406
44304,40506,453414
29114,7278,411460
26266,38608,454788
34494,79747,309806
71519,87342,2200414
29114,92089,331812
1582,40506,16306
1899,77532,18696
92722,32595,1014930
31962,33228,367462
12342,15190,118889
13608,37342,132160
60759,39873,573058
99051,54114,1294322
39557,54747,482828
9810,4430,109500
26899,8228,353100
65190,9810,626394
23101,10759,256788
37342,64873,362279
35443,65190,321962
87658,73418,790873
29114,25000,260283
83544,46519,836900
61392,41772,602006
70253,58228,808685
89557,633,996936
7911,31962,78315
20570,92405,199962
72468,8544,798005
47785,72152,513879
81013,23101,797553
56646,67405,552073
80380,38291,1527791
99367,98734,1459137
51582,18987,515684
99367,32278,1056709
15190,39873,161258
99051,7911,1036990
53481,37342,685427
40190,12342,447981
33544,94620,419371
68987,81962,689400
42089,64241,493909
26266,8861,244237
41139,3797,384599
90506,61392,1354132
33861,27848,337365
89873,14873,1241335
61709,31962,553886
58544,80696,523809
1899,84494,17360
12658,67089,113021
33228,53481,299657
74051,97152,785712
21519,49684,211208
37975,17722,372310
67405,78797,643528
16456,95253,158185
23734,25633,224104
64557,45253,614177
43671,58228,394896
3481,73418,33735
6329,14557,57953
58544,7911,531644
32278,85443,291448
91139,54747,819998
21835,26899,200477
9494,85443,86791
75316,11076,680105
10443,64557,93116
95886,93987,886183
52215,72468,467962
84177,26899,773478
80696,23101,758826
66456,77215,610113
20570,35759,254790
12025,80380,110861
62342,64241,554747
38924,26582,358369
45253,41772,416990
48101,14241,427403
46203,40506,412525
51899,80380,475766
58861,36076,533328
18354,72785,167024
77215,7911,754329
43354,66456,396352
65506,82278,591132
2532,67089,22982
72785,78165,776050
62342,86709,555791
40823,83228,406127
53165,81329,474809
50000,63291,518697
63291,6646,563104
46835,60759,463746
78797,33544,761970
28481,82911,256490
94620,58861,858507
71835,56646,689426
72152,20253,645805
33861,77532,305295
80696,87658,833635
74367,8544,706084
74051,24051,685062
16772,92089,155833
53797,11392,506356
72785,19304,671785
316,92722,3663
48418,66139,439579
68354,54430,617239
87975,38608,792786
98734,92722,889131
36076,5696,424143
35127,42722,320548
13924,72152,125262
77848,56013,712571
31329,31962,299738
0,42089,407
55063,76899,492658
28165,34177,250680
33228,22152,301326
73418,39873,668668
34177,57278,316313
13291,82278,121239
20253,62975,183444
50000,57911,445929
89241,316,1727090
25316,35127,398885
31646,18038,311861
18671,11709,218146
42722,52848,400212
31013,56962,277846
15506,43671,140631
99367,74051,925884
9494,2848,87616
17089,70886,154562
51582,36076,457533
13291,48418,132744
28481,81962,269169
18987,50633,173612
84810,56013,780968
91139,52848,886404
8228,75949,77585
19620,316,176563
65506,55696,595000
14241,99684,128336
98418,98418,1942004
71519,82278,1020392
6329,1899,178671
59177,95886,801345
70886,75000,874153
55063,50000,742824
97152,70570,899440
35443,89241,408253
73734,81962,676844
48101,12342,438532
54114,24051,497676
50316,84810,504022
66456,78165,730771
89241,26266,1082158
7595,45253,84429
23101,68987,229950
11076,36076,116072
39873,74684,415882
96203,9177,965025
72152,72468,711619
60759,69620,591413
0,13924,850
85127,16456,1174706
57911,43038,675401
99051,56962,900284
58228,70570,677475
42089,52215,2038536
62658,14873,640538
13291,94937,147473
46835,76582,610033
75633,37025,693039
42722,46203,384392
95253,78165,986112
62025,17405,605945
86392,18354,796280
316,66772,3678
42722,37342,381555
42405,30063,495797
32911,95253,331980
15823,6013,199243
46203,99367,494362
62342,11076,635664
29114,89557,285432
75000,1582,695251
68987,58228,691645
52848,75949,499347
94304,58544,1077597
95886,76899,939892
52532,79430,595376
99051,7278,1038949
71519,55063,665619
61076,43354,571029
44304,16772,624968
6962,14557,128138
40823,13291,852599
81646,3797,921827
95886,29430,970053
51899,89241,507816
65823,72468,654646
53481,67089,511784
47785,64557,557756
79747,58861,856663
56646,90823,517877
50000,12342,453719
77848,94620,815745
86709,57595,914050
62975,81646,634641
12658,18987,127016
8228,85759,80723
10443,50316,164051
19304,78165,188050
53797,55696,594346
43987,77848,415226
73418,2532,704021
22468,97785,212724
92722,8861,870300
10127,11076,92499
66456,633,644169
41139,50316,375107
67089,75000,651882
50000,45570,454341
95253,29747,920422
75316,27215,678948
60127,18038,545593
56329,45886,532645
31329,35443,278650
83228,2215,784754
77532,25949,693956
44620,29747,917733
21835,50316,344699
75000,39873,785775
50316,91139,552017
53797,10759,524909
46519,16139,424050
75633,28797,683823
88608,74367,941411
77532,52848,711260
30063,85759,270465
20886,94620,188396
11709,90506,106525
89241,63924,2288949
14873,65823,136465
35443,42405,352197
44620,16456,455256
57911,9810,554654
5380,31646,53147
88291,21519,982751
25949,98101,246584
30696,80380,273342
52532,82595,469329
7911,14241,70714
0,316,252
8861,5696,80513
57595,949,510593
68354,60443,691902
17405,39873,162016
43038,61392,395621
76582,7595,698748
61076,12658,547928
86076,67089,788521
69937,93987,652790
95886,43354,884010
62658,68987,1234088
95253,38608,1857646
77532,81646,882284
67089,24684,623347
10759,50633,100248
12975,93987,117997
75633,62975,831055
86392,15190,832319
24684,63608,224355
55380,86076,493241
72785,39873,675020
52848,47152,476675
94937,55696,874383
92722,43354,864164
22785,84177,209760
7278,75633,66549
21203,52215,191022
7595,56962,68748
12342,40823,111706
94304,60759,877992
5063,58228,45842
87658,54114,841713
8861,53165,78343
83544,65190,756961
5063,29747,46825
75949,31329,679744
30696,90823,302605
47468,64557,469401
27215,74684,325431
69937,9810,922274
89557,61076,1233477
11709,55380,122268
8228,35759,83182
10443,87342,107946
949,78165,9243
37975,63608,373925
63608,32595,725745
2215,39241,23438
20253,28165,201538
95253,15823,996042
68038,32278,686892
89241,70570,971704
87025,17405,1099371
94620,84494,1000459
93354,12025,913809
84177,74367,820651
67089,47785,807787
30696,89241,436450
45570,56329,459123
66139,21519,845627
71519,39241,3505421
90190,45253,1026114
82278,52215,833532
3165,12025,29086
74684,41772,887467
68038,12025,787544
28481,49051,279601
40823,39557,574256
58861,50316,546870
9494,17089,88147
20886,61392,270070
69304,31646,697341
97152,1266,1036595
27215,63924,305335
94304,59810,992418
83228,46835,960375
91456,71519,862555
72785,76266,752123
28481,45253,335643
32911,30696,338909
82595,12658,807220
12975,36392,116326
36076,88608,348833
42722,65506,392545
57911,44620,515639
31329,7911,279933
70253,71203,684159
24051,98418,238746
60127,12658,651206
72468,17722,771052
75316,46519,948109
13291,95886,149643
92405,30380,975589
42405,5063,419985
81646,39557,843807
94620,95253,857085
53797,5380,701044
93671,83228,1040403
4114,87025,51655
29114,36709,358333
32278,76582,365060
50000,47785,464776
20253,88924,191405
49367,23101,467603
32278,47468,301623
42405,80696,404496
31329,60443,278658
75633,39873,677241
61709,70886,629524
46203,62025,412473
81962,58544,804113
22468,34810,224756
90823,19937,850829
56962,14873,532474
96519,1266,1150482
58544,11076,582541
46519,12025,415503
72785,25633,663490
46519,81013,499782
37975,46203,341036
15506,27848,139762
76582,57278,760041
12975,46203,126169
6962,17405,67206
14241,85759,138360
25000,46835,238746
32911,58544,325240
75000,34177,738604
4430,70253,40665
50633,77848,462219
52848,24684,561657
45253,77848,884657
15190,35759,137022
86076,95886,791198
10443,61709,95522
99684,89873,900399
47152,0,563618
19620,89873,185710
62342,80380,1088731
89241,77848,1679301
6013,31013,121460
86709,76266,786833
27848,54430,250884
3165,3797,29833
30063,59494,267972
25633,77532,283037
45886,60127,419932
97468,15823,928710
61709,85127,559263
0,12342,433
8544,46519,77405
70253,79114,640489
31962,18987,283939
46835,93987,421890
57911,42405,568456
91456,10443,919692
1266,23418,12999
65190,67089,582880
96203,66772,885014
87025,58544,779897
83228,59494,752879
32911,51266,660631
62342,35127,972397
59177,8861,1149549
68671,84810,1147274
62975,56329,625174
10443,18987,94914
51582,316,490526
20253,67722,182898
68038,6329,618338
633,91456,6278
9810,87658,87829
82911,24684,754790
6329,37342,62884
34494,50000,333307
88924,21835,838426
17405,64557,157752
76899,2215,703565
50633,98101,503234
51582,98101,460882
316,89873,3538
69304,54747,663767
8544,89557,79261
92089,48101,835831
76266,6013,710461
51582,60127,513643
3481,53797,32310
91456,86392,842671
23101,64873,208015
33861,9810,316612
74684,7911,911276
16139,52215,230579
29114,90190,296127
62025,14241,668157
13608,60443,151907
14241,5380,137894
81962,99684,1099256
10443,92405,99094
44937,93038,404170
49051,19304,437177
92089,25949,878170
96835,17405,953528
68354,73734,648987
74051,98734,914398
17722,78481,195708
53797,33544,600100
55696,13608,507546
87975,95253,1094552
36076,97785,330102
33861,75949,305291
32595,43987,295204
19304,59810,174017
22785,27848,202506
32595,39873,326421
78797,12658,929486
60759,14557,701387
27848,87975,412475
57278,71835,532246
28797,20886,281614
63924,32911,829918
67722,49367,621960
11076,94304,100948
45886,86392,496734
40506,90506,375196
36076,3797,328186
65190,99684,692341
20886,3481,210213
47152,2532,464515
46519,19620,462287
15823,70886,177564
22468,97468,238298
48418,79430,522094
56962,36076,540626
12342,15506,117788
94304,1899,856123
64241,75949,578025
33861,18987,414471
14557,88291,142997
34494,54747,443493
30380,40506,325497
21519,92722,194711
40506,44304,437804
15823,15506,153898
17089,58228,186966
26899,80063,261590
54747,8544,539241
3165,99367,34215
37025,7278,346217
26582,22785,238720
44620,60759,424567
54430,73101,543959
7595,97785,76354
21519,59494,471962
21519,31646,194271
83228,51266,1018808
88608,23734,1124526
2532,633,29450
54114,32911,516340
84177,76899,815294
5696,20886,53326
5696,44937,51446
55696,3797,541553
84177,81329,1191346
69937,73418,768880
30696,91139,299911
33544,80063,311001
17089,32278,159090
25949,10759,252162
77532,6329,926491
87975,25633,1003133
75000,4747,730329
95886,46835,1019638
49367,25000,475581
89241,18671,910935
22785,62342,324582
59494,65506,539659
12975,89557,145165
82595,33228,802177
1899,45886,18578
56329,93671,512450
94304,6646,848520
33861,97785,357106
21835,99684,197682
72785,15506,666679
33544,18987,305556
5380,21835,48436
12658,47785,114245
25633,19937,229784
79114,6646,756020
14557,17722,131892
66772,79114,625184
18038,40190,163761
50633,35127,552610
20253,19620,184575
54114,1582,482873
26899,50316,243235
25633,32595,230871
96203,43987,1087551
78797,12342,749915
3165,16139,31296
3165,20886,28424
86709,949,784447
27848,81329,254493
16772,23734,151463
16456,19937,147116
26266,98418,236484
5380,16456,49134
29747,18038,266214
30696,70253,277530
33861,94937,304841
91456,18354,1872823
94937,35443,1227270
50633,18354,503254
37658,74051,340299
45886,11392,408896
31013,13924,285258
10127,85759,92437
95253,19304,877437
91456,94937,867489
83228,47152,769513
34494,8228,1377202
57595,88291,513770
42405,18671,392762
71519,99051,637470
28481,30063,253017
30380,89873,273203
36076,59810,350318
50633,1266,451263
16456,50949,166695
31329,6329,277109
10759,71835,96794
6013,43354,53395
19304,27848,174087
7911,18671,69653
36709,95570,329187
15823,12342,141087
2848,75633,25661
20886,37342,191722
97785,8228,873909
69620,14557,699231
83861,25000,774644
20253,71519,325783
22152,48418,202975
53481,39557,474566
36709,86392,330120
36392,12025,327800
70253,88608,993131
46519,11076,842404
69304,56646,853600
59810,25316,538492
18038,30380,163843
53165,92722,481103
84810,37342,763784
78797,53481,707411
50000,316,475121
46203,90506,442514
49367,38291,438608
16139,79114,149402
30696,63291,274426
66772,59810,618428
97152,54114,985888
39873,48101,360455
13291,67089,120515
49051,32911,531340
40823,8861,369286
44937,42722,432122
40190,25000,364851
13608,90506,123413
9177,16456,82768
13924,56013,125519
65506,60759,601156
32595,19620,348509
81013,93671,986937
85759,81646,967219
33544,71203,336372
68671,62025,905730
33544,37025,304457
95570,99051,974761
96203,20253,945377
93987,43987,880088
13924,53797,125335
20570,66139,188190
9177,56962,84687
20253,4114,183282
29114,22468,259270
30063,77848,373552
40506,81329,1117225
79430,5063,1011693
70886,88608,692592
24684,34494,225036
37975,52215,360158
21519,11709,204104
75316,65190,938782
59177,72785,664556
87025,59810,1039080
6962,85759,66289
63291,61392,679209
58228,74051,561065
87658,13608,870825
42722,89557,419206
17089,97152,167746
64241,67089,594024
2848,29114,28511
19937,92722,195666
41139,34177,481989
42722,60443,2116268
52848,82278,487930
29114,47468,273284
72785,59494,656586
8544,4747,76570
35759,42089,319395
28165,36709,252574
59177,75000,555057
13924,58861,136773
6013,99684,59988
39557,18671,398687
1582,26266,16464
81013,18354,909523
4430,85759,46203
33861,4114,473366
21835,25000,319093
35127,75949,337729
54430,14557,495007
0,17722,482
86709,24684,1010698
62025,1899,590600
87025,77532,796250
76266,71835,899643
21519,77848,252781
23418,74367,302036
80380,88291,880412
18354,11709,175667
25000,81962,229561
51266,25000,541352
66772,93354,728420
12658,34494,122887
64557,6962,576804
70570,31329,780605
37025,99367,522913
57595,91456,525918
27848,7278,276198
79430,67722,718656
12658,38924,121631
58861,46835,709813
39557,58861,513705
37025,21203,342785
7278,91772,68611
77848,79114,926110
97152,36392,938202
32595,18987,330422
62342,49684,592526
316,61392,3760
316,54747,3105
13924,20253,131489
1266,87658,12247
28481,25316,257448
6013,87658,54262
98418,6962,902838
13291,29114,132488
49051,62342,436116
51899,20253,511896
33861,96835,430119
23734,53165,233484
2848,25633,27001
36392,85127,344508
70886,30696,741655
48418,45886,542473
29747,32911,616253
91139,17405,1074138
15190,78797,137849
81646,34177,752604
5696,74051,59169
97152,62975,955121
48101,4747,471735
28797,39557,283998
43987,99684,503924
39873,88924,406718
69620,87975,704012
43671,94620,437240
35759,28481,326253
19304,24684,179039
3481,75000,31212
89241,72468,811080
80380,18671,722091
46519,2848,415749
94620,41139,907148
82278,80380,797006
94304,99684,882727
43671,94304,390708
64557,55380,584530
98101,31962,876553
11076,79747,110409
87342,54114,797922
14873,86709,136035
75316,10443,711649
14557,89873,129706
74051,72785,667296
47785,99684,434897
72468,58228,667719
62025,18354,554980
89241,949,821804
35759,71519,330301
42089,73418,387083
87342,15506,781298
75949,72152,710149
39873,67405,356578
64241,20253,670064
46519,32595,593099
34494,20570,548637
51266,10127,466899
75633,64557,794289
67722,68038,632573
87025,36392,785278
25316,87342,226559
32278,8544,286681
6962,44937,62131
87658,4747,800951
4747,67405,43513
31646,64873,282495
88291,40190,823939
29747,39557,269192
33544,91772,313896
84494,60443,793326
28797,69620,257280
14557,81646,130722
49051,66456,437595
77215,9810,698704
76582,9177,742497
73418,47468,683279
1899,14557,19442
70253,75949,633174
90506,28797,837409
89557,92089,833982
61076,77848,550985
3481,94620,31049
6646,53165,60112
81013,80380,843920
20886,68671,266823
67405,47785,877509
12658,51582,125502
75000,31962,899365
49684,5063,529035
11076,13608,101474
67405,37658,657939
47785,65823,492582
96835,42089,885560
35127,54747,320949
33228,55063,299334
66772,15823,726247
43038,93354,901387
31646,54114,318738
34810,28165,314371
70570,94304,868722
52215,3165,484935
43671,18038,411134
37342,57911,369071
18671,78165,181985
77532,77215,854651
98734,57278,1058932
48101,2215,454056
7278,56962,215297
86709,34810,932614
26266,83861,246878
12025,12975,115531
63291,53481,570867
83228,86076,842054
98418,98101,1116761
10443,72785,107996
71835,6646,728870
64557,24684,691706
33228,54430,380457
65190,14241,624877
10127,53165,99427
17405,73101,173899
69620,17089,652917
46203,70886,422476
7278,9177,65872
28481,11709,268978
16772,50633,158399
24367,35127,250586
16772,42722,367484
37342,21519,367640
32278,19304,507161
70570,47152,648214
59494,65823,553484
8544,57911,80440
28165,46203,264736
50633,80380,503438
81646,66456,787339
92405,93354,922485
37342,28481,456862
2532,24051,31584
43987,12342,531998
39557,17722,462061
12975,10759,125071
83228,56962,1150297
23418,13291,222888
27215,88608,270706
87025,28481,798478
28797,62975,259551
30063,97468,347918
50316,34810,739384
52215,97152,523612
56646,55696,613350
38291,15190,444509
61709,87658,566246
24684,22468,270461
43038,43671,408647
96203,11076,1194087
77532,93354,705075
37975,74684,462389
94937,63291,896896
53165,28165,604475
64557,23101,628484
95570,30696,914859
63608,58544,605380
25949,90823,253034
43038,79747,1087217
93671,68671,930869
85759,11392,787812
0,75000,245
72152,68354,716799
3797,54114,34184
73418,91456,705465
40823,27215,407141
949,81962,10129
90823,23101,830789
4747,97785,43088
20886,61709,190940
87342,88291,1385244
45253,18987,414012
28797,25316,263762
81646,34810,937059
75633,60443,686991
19937,89557,179820
88608,95570,860136
57595,16456,582012
41772,7911,821727
68038,65190,1068480
6646,69620,59932
85127,2532,764432
10127,95886,104711
6329,58544,57105
20570,2215,183327
43671,53797,402904
94620,15506,1006472
76582,74684,715500
31329,83861,280474
36392,17089,348423
40190,63608,518508
27532,92405,248031
1899,59810,17467
49367,13291,441800
36392,11076,332359
96519,89873,893310
61392,12025,644918
87342,82911,793159
26899,66139,242081
24367,66139,220887
66139,5380,598640
99684,74051,926006
35443,26266,320808
96835,39241,1126757
22468,60127,205790
62975,87975,554515
43987,53165,399531
91772,80696,833644
633,61709,6317
53165,63924,1042086
45253,72785,709581
28481,50316,446223
58228,8861,530506
37975,9810,497683
98734,48418,989870
43354,62658,425139
46203,33228,675434
84810,51266,791270
91456,58861,867137
97468,56646,1790754
55063,55063,541641
1266,95886,13471
52215,7595,501589
66772,33544,617410
41456,16456,373233
98418,48734,891838
53481,84494,540561
61076,18354,743329
18038,33544,179166
21835,16772,239096
38608,80063,455165
2215,58544,25358
66456,66456,767602
76582,6329,884137
24684,33544,227952
21835,38291,197261
29747,22785,265759
29747,26266,296649
68671,40506,866731
24051,31013,286388
27848,6646,329630
35443,15190,356628
64241,23101,644971
56962,56646,663764
98101,2215,1480749
21835,78165,214722
12342,27848,120451
0,88608,269
89873,96203,1031889
52215,40823,741981
21519,38291,224754
82278,6329,1000821
6646,95570,78374
61709,83544,681812
88924,316,1078111
33544,5696,353458
14873,44937,152524
90506,11709,903840
10759,46835,107736
38608,71835,414355
57595,58544,614375
94304,8861,953353
53481,18038,919263
49367,27532,526896
82278,77848,1205893
98101,46835,1010970
61392,99367,784140
22785,5696,277142
62025,81329,870463
40823,316,415199
31962,10443,337605
48734,68038,523181
28797,20570,289333
45570,2215,467193
34177,34810,354899
40506,88924,401688
93987,37025,1036458
59177,53797,721982
19304,31329,235680
33861,88924,526105
85127,26899,842448
22468,61709,293049
25316,36076,370416
18671,6962,225884
55063,74684,548093
44937,56646,440939
47152,74684,558000
44620,54430,510950
92722,66456,1243735
50949,73734,642619
85127,54747,875429
32911,96203,380981
55063,47468,527596
79747,32595,816155
53481,75316,766771
33544,23101,813456
25000,80380,245097
18987,76582,248069
14873,80063,152183
92405,86709,1066780
12658,84494,136443
79747,6646,826391
85443,79114,975186
76266,10127,750741
93671,52848,925921
35443,59177,436810
58861,21835,592005
53481,96519,2171763
95886,61709,1026273
36709,28165,466370
51266,9177,539423
13608,22785,158267
68987,49051,684096
40823,58228,400484
68038,49684,724190
13291,86709,198053
53165,45570,544851
72785,83228,868299
7595,99367,74264
6013,45886,57972
4747,22785,46396
78797,13291,832251
67405,39557,691497
33228,33861,328464
63291,7278,781438
8861,69620,94466
38608,9810,456247
17722,67722,210869
52215,41456,513018
56962,4114,580313
17405,32278,177164
74684,18671,855985
95886,19304,1007097
31646,98101,285805
69620,93987,634058
48734,19620,450593
93987,9810,870549
81646,31329,739164
91772,17089,1941973
80063,23101,1277472
62025,91139,635087
83861,50316,781023
58228,24367,633586
64241,11392,572523
22785,2532,205010
85443,57278,912947
22785,30063,225702
14241,92405,143688
31962,41456,315451
57278,27215,567353
15823,72152,172473
78797,10127,705406
93038,50633,832024
39241,98101,353430
0,58861,481
93671,78165,848607
62025,21835,559638
70253,89557,663952
9494,94937,86184
62975,31013,560098
23101,50949,206424
77532,81962,744755
93038,31013,866190
84177,88924,788133
33544,55696,307286
63924,76582,586479
37658,63608,338610
52532,18354,559388
43038,26899,457500
69937,37975,1045257
76582,92405,747705
37658,50949,339192
52532,53481,528056
36709,44937,387897
75000,17722,761334
63608,64873,621971
87025,13291,1037611
31013,82595,366211
35759,40190,392357
31329,27848,375588
14241,75633,208377
26899,76266,309111
64873,81329,640991
38924,37342,359060
68354,22785,747571
93038,68671,979843
37975,41772,376500
81329,7911,2493221
2848,39557,28452
59810,25000,538514
65190,15190,886747
12342,23101,131874
13924,20886,197295
39241,7595,427517
17089,18354,169490
58861,6329,533145
38608,2215,461718
18987,48418,192862
97785,80380,1045226
54747,92405,542021
25000,97152,247385
25316,8544,249610
91139,44620,1197120
14557,92089,199587
41139,30696,616932
35127,75633,352443
2532,83861,33778
6329,68987,62968
63291,26899,560982
42089,11392,380976
86709,72785,1045085
29747,1899,335095
54114,59494,489005
1899,42405,18235
38291,9494,451954
92405,633,1026517
25316,83861,253404
45570,95886,428537
61392,71203,573380
67089,60443,674004
20570,94937,202120
75633,29114,921338
75633,55380,681451
949,80380,9132
27532,54430,289064
84177,44937,955028
54430,35759,513299
54430,81013,693420
3165,2532,39054
55063,24051,689206
4114,91139,38013
68354,65506,650057
54114,59177,529806
94620,48418,1417115
79747,57278,831137
38608,26899,388381
5063,16139,48668
31013,73418,312946
57278,78481,507440
72468,51899,651914
89873,36076,917596
62025,97468,645363
27215,62658,297992
93038,54430,902006
3165,62025,31756
57278,37025,539408
67405,6962,678647
40823,41456,376848
81329,18987,746124
16772,17405,166600
75633,34810,829512
83861,65506,1007985
11392,24684,115621
59177,66772,601261
65190,88291,750988
43987,33228,438364
40506,50949,472126
56646,71203,634228
75316,81962,761721
3797,89873,58493
46203,75316,415731
43354,19937,387148
9177,45570,175964
54114,85759,491284
91456,11076,894541
19304,62025,192999
22468,20570,223572
72468,74051,735550
14241,37025,130795
20886,23101,190709
67722,60759,677647
16139,83228,148608
80063,10127,749176
43354,68038,470741
95570,29747,925027
10127,33861,92005
6329,36392,57064
56962,53797,583095
91456,83228,885095
77848,64241,701528
51266,60127,471449
28165,68354,253080
30696,51266,272934
5696,68038,51536
10127,37025,107125
63924,67405,593449
88291,15506,812351
22785,59810,234847
75000,3481,679335
68354,81962,658696
67089,633,622469
68987,23101,628718
71203,5063,716105
14241,8861,127901
18354,43671,166505
48734,28797,444858
43038,48734,384520
33228,35443,300681
56962,37658,617471
25633,17089,233523
10759,61392,107586
32278,93987,286952
70253,58861,642982
10443,25316,186653
94937,91772,855970
37342,19304,348543
77215,87025,723395
15506,26582,138980
59810,70253,539992
18987,52848,174116
79747,44620,718067
31962,32911,284287
45886,3481,412063
12975,11076,116020
90506,27532,842486
45253,9177,415108
44304,94620,399886
74684,67722,860348
57278,13924,566282
25000,96203,245806
50949,65506,486916
18354,53165,177505
23418,14241,230754
20886,52848,266952
44620,96835,402400
4747,43987,42910
45570,83861,409826
47152,9177,425644
25000,27215,226214
92722,52848,880036
14873,16772,161850
24367,22468,219253
91772,89241,842204
30696,75949,276235
5380,73734,49202
43987,20886,392118
46519,4430,511935
24051,64241,215112
32278,72785,287016
66139,86709,633150
90190,25000,828354
95570,19620,1329227
92089,23734,1296347
73734,68671,693413
45253,58861,409632
31329,2215,284719
70886,2532,731356
53481,62658,488642
37658,9177,347955
38291,4747,380724
96835,52215,1138871
36392,61709,380224
59810,36709,651844
82911,93671,885721
62658,56329,555869
46519,75000,414672
93987,11392,874879
75633,98101,874394
84177,35443,1093438
34494,52215,389427
77215,30696,721585
76266,36392,801078
12342,60443,116241
47468,44937,452597
43987,39557,434410
79747,50316,762385
97152,48418,1065017
98734,22785,1003586
22785,633,297944
94937,14557,1058972
29114,5696,267784
50949,92089,462100
5696,48101,52843
9177,14873,82987
30063,63608,294978
34810,96203,337278
29747,86076,278280
78165,79430,858520
41456,79430,422129
23418,81329,288432
12342,54747,111579
949,33228,9076
90506,69304,992018
72152,33861,773453
37342,94937,374412
19620,94937,246779
70253,37975,667341
72785,73101,891455
11392,12342,121467
67722,62658,951901
84177,2532,758023
4430,7595,40443
57595,59810,559703
1899,39241,19754
11076,51266,100910
9177,90190,83532
12975,61076,116963
16139,20886,146458
11709,57278,108434
55380,51899,534964
61392,53165,600002
633,88291,6850
75316,89873,893350
17089,94937,184758
90823,71203,1026071
22468,56646,220692
30380,22152,290349
29747,51582,265702
69937,62975,649581
81646,90190,802644
41772,23101,405092
26582,80063,257438
12025,56646,116537
3481,49367,33427
93987,79430,1073850
13291,6013,188983
99684,31013,1089384
40190,12658,458301
69304,7595,747219
68671,68038,708880
35443,73101,357297
80063,56646,727440
75000,38608,946781
36709,32911,340254
16772,85759,154747
26582,26582,238646
80063,2215,888274
6962,91139,70122
25000,12658,242622
19937,7595,194680
72468,38291,726306
64241,98418,710454
88291,79430,1062399
73101,33544,707487
6329,82278,61320
29114,76582,279353
9494,61709,93014
79430,25316,717858
53165,98101,566725
87658,51582,841138
23101,30380,208410
79747,62658,829924
18038,19620,163945
34177,8861,307475
87975,43987,804277
43671,32911,394716
80696,20253,1768912
89241,50316,801942
64873,23734,584851
19620,48101,178024
31329,62975,279688
24684,90190,220544
54430,90823,502800
38291,65823,375076
28797,70253,270350
35127,46519,323358
7911,50633,71998
26899,50949,238873
22152,2848,200237
92089,45570,922353
8228,94937,90489
83544,30380,754787
8861,90190,79367
85443,80696,789765
3165,35443,31562
39241,80696,361293
10127,60759,93483
99051,34810,990489
29430,25316,281863
51266,94304,481882
26582,34494,237501
9810,15823,89260
56962,93987,597218
72468,79114,657349
10443,47468,94373
38608,52532,459937
97785,39873,905608
87342,78797,799026
16456,53481,149549
41772,37025,379436
92722,12658,858376
30380,82911,271726
54430,76899,484149
69304,37025,640603
75000,98101,710219
20570,53481,185271
5380,94304,47542
43354,71835,575192
28797,70886,282052
59810,21835,575654
10443,40823,99547
71519,3481,658915
45570,49684,885355
65823,87975,1048446
49684,57595,451114
78481,13291,753729
14873,95886,144706
26266,32911,236468
75633,6646,686434
71519,22468,656732
62025,71519,576521
94304,47152,865411
26266,96203,236117
68671,30696,684815
79747,12025,741780
81329,17722,753035
97468,73418,984593
37975,14557,346854
94304,36076,881872
72152,41139,756387
8861,74367,80746
13608,8228,121327
10443,3797,94407
51266,31646,460794
83228,14557,755179
41456,47152,377163
31962,75316,674200
44304,68671,455497
35759,15506,346870
93038,66456,1342241
47152,94304,500131
2532,11709,26705
51582,99051,663333
28165,85443,304110
70570,84810,650075
54114,17089,569261
37658,6013,368168
90190,65823,2181953
16772,3797,153851
4430,36709,39859
91139,30696,830655
6329,52215,56168
43038,19304,420547
46203,6329,459804
64557,31013,645102
2532,37658,25607
23101,80696,238447
56646,29430,641243
94304,41772,1010171
72152,20570,761484
30063,5380,287963
10759,26266,100350
62658,78481,556064
40506,18354,409965
50000,66772,505784
23734,20253,324336
56329,49684,508956
95253,87975,1106251
80063,58861,756797
37658,18987,347336
78797,5063,835855
3165,83544,53224
19937,43987,187615
95253,74367,990940
23101,37342,303403
48734,0,477816
29430,61392,295741
39241,5380,376424
41456,76899,382690
74684,13924,712975
33861,77215,338656
6962,17089,70527
50949,61709,594675
95570,86709,1093464
7911,22785,80811
12658,6646,136435
31329,82278,372400
16772,85443,233188
