@relation FilterArray

@attribute ArraySize numeric
@attribute FilterKey numeric
@attribute runtime numeric

@data
87658,81962,893278
25633,17405,233471
17722,82911,160273
97785,1266,884035
11392,76582,172167
56013,58228,577812
57595,44620,580018
67722,28481,845667
25949,43671,298472
67089,75633,788468
74051,1899,1041464
73101,66456,784252
77848,74051,826211
65506,50633,690888
16456,64557,166664
50949,84810,563101
29747,58861,289318
29747,27532,409590
88924,13924,801937
18987,50000,193688
51582,53165,472506
23418,39873,248515
79114,65190,812399
93671,70886,878961
21835,1582,199726
81962,87975,1114618
19304,22468,233019
5696,99367,81431
33544,79747,358126
59177,66139,536372
78797,37342,801076
15190,70253,141221
13608,47468,122633
35127,71203,316081
7911,65506,70427
99367,99684,945827
38291,65190,432859
68038,82278,782107
76582,25633,920716
77848,31646,900630
81013,75316,744137
21835,97152,195434
67405,97468,725773
85443,316,790136
46519,74684,528612
82595,34177,1129929
59810,61392,619037
98101,8228,916041
88608,19937,837307
64241,1899,846035
28797,57911,260117
80380,69304,717012
90190,8544,1170236
73734,38608,741618
53165,99684,569488
36392,51266,354290
98418,38608,930459
62025,0,620307
22152,77848,209732
78481,63291,1049547
98418,26899,961160
4430,52848,43369
18038,97468,260489
72785,86392,670673
88291,79114,860232
54747,77532,537424
32278,67722,314398
28797,68038,264029
58228,57278,569172
63291,99367,792178
91772,54430,1091389
79430,4430,829121
63608,56329,660932
43038,70886,384983
39873,91772,361688
34177,41139,305746
71519,16456,694616
58228,44937,668442
37975,91772,353688
41456,84810,385071
36709,81329,334702
58861,78797,569047
27215,37658,264879
44304,13608,436544
64873,18671,2369947
12342,8544,121715
80696,72152,750021
72468,54114,670165
81329,14241,749911
67089,1582,612878
88924,80063,1730858
52215,2532,679275
6329,87975,63785
46835,31013,419070
23418,61709,208944
38608,94304,352466
38608,99684,346323
55696,86709,497541
25000,61709,488834
34810,18671,739971
27215,54114,426963
24367,57595,480742
47785,41772,745608
23418,7595,368118
58861,72468,522312
76266,72468,817575
9494,97468,87811
51899,50316,463262
77215,61709,696303
93354,59494,857711
3797,94937,35695
9810,2532,99528
96203,87658,872632
78165,48101,712114
94937,18671,949224
22468,83861,203025
20253,10443,182008
81962,36709,750168
31329,92405,311509
78481,64241,816465
20570,37658,189230
85443,64873,771782
39241,14241,360062
12025,56013,108628
42405,68671,389102
10127,93987,91685
90823,11392,1660403
19937,67405,320154
11709,76266,185096
20886,99051,293577
87658,72152,810788
27215,24684,241878
76899,38291,709580
25316,47785,232266
81013,72152,962425
67405,75633,625452
98101,5696,894414
98734,38291,943807
71203,47785,657184
89557,37658,865044
46203,39873,419104
38924,54430,398759
79747,27532,737275
13924,42405,126673
63608,60759,746921
36709,15823,330942
96519,66772,880541
19620,57911,180751
316,56646,3585
50000,52215,444664
43038,27215,471518
31013,65506,303021
12975,12658,128584
11392,17089,111746
60127,79747,604410
29747,6646,384488
1582,92089,21083
46203,27532,592994
61709,50949,727240
40823,29747,414859
72468,45253,683593
81646,47785,847687
8228,49684,77296
81646,94937,758294
71835,37975,730750
55063,8228,583941
47152,97152,476569
50633,23734,573923
12658,84810,128240
83544,66772,942791
67089,12342,1675265
99367,10759,1175299
25316,91139,304825
55380,47152,688348
1582,633,18053
24367,48101,281673
5063,79747,50703
98418,43038,1230648
42089,96203,390601
36076,54430,329658
96519,89241,1215032
32278,68354,298406
55063,47152,658181
45253,21835,630367
86392,68671,897074
9810,27532,90933
95253,2848,921754
79114,11076,826371
93038,52215,869497
45253,37658,570810
40823,68354,519178
9494,19620,91719
78481,12658,774145
93671,57278,965972
40506,64557,393293
19304,18354,187076
99684,51582,974590
50633,87342,561815
87975,39557,923511
55696,75316,695387
15190,91456,155110
20253,41772,187036
73101,10443,1013023
40506,77848,385984
13608,36709,125457
99367,21835,939890
67722,43671,625297
62975,62975,654217
316,27532,5166
42405,11392,451631
73734,20570,998979
80063,78481,792027
96203,95886,898821
68671,37342,894075
21835,26582,222278
73418,94620,747462
31962,72152,325725
4114,5380,39266
47152,92089,431798
62975,84494,750862
91772,8228,998113
38608,27532,385538
12025,40190,122505
22785,18987,227946
4747,26582,49562
50949,75000,572643
82278,97468,779246
62342,68038,578672
75949,62342,681928
37658,61392,425547
36076,61392,357445
7278,26266,65499
38291,5380,344442
41772,9177,378987
74051,45253,667636
14241,64557,163686
67722,0,621355
16772,54747,154445
93987,79747,876270
35443,66772,325733
26266,6962,237662
68671,36392,670339
9810,50633,89507
77532,42089,700515
57595,94937,536255
10759,90823,96848
41456,12658,373526
81962,24684,755774
58861,82595,525879
90506,53481,1038031
83228,90823,749521
38291,83228,344284
20886,10759,200372
28481,2532,254957
75633,48418,695137
94304,7278,917946
84494,81646,769682
22785,68354,211822
16139,27848,144342
82595,48418,776031
88608,54430,908471
76582,18987,729438
30063,76582,269469
96203,28165,947846
29747,72785,268430
40190,79747,365070
0,60443,250
99051,70253,886614
89557,51899,808482
34494,53481,326621
51899,28165,463541
16772,6646,149730
99051,73734,942347
61709,68987,652881
12975,25949,119336
60759,35443,542573
8544,33544,77111
91772,96835,867915
47785,35127,425969
95886,25949,1598124
74051,59810,706643
81013,49367,885205
72152,58861,705588
28165,68671,255731
54747,32595,488128
77532,94620,947183
64241,82595,583269
99367,46519,886820
6329,50000,56392
37975,25633,378036
87658,45253,837166
20886,71519,210841
316,40506,3764
59177,75316,722838
5696,60759,72978
89241,75633,917713
39557,73734,480568
26266,76266,255331
36392,14557,350895
74051,28165,714320
13608,29430,155052
65190,84494,741421
89557,40823,1093162
8544,95886,107388
80380,58228,955829
50000,26266,598332
93038,59810,1166912
79430,36709,1084887
93671,65506,1016362
2215,9494,25344
67089,39873,728254
27215,9494,293570
30380,31646,318270
2848,2532,31210
26582,63608,317561
6646,79747,75896
87658,84177,1130726
81013,35443,916182
89241,68987,868102
93671,48101,1120393
36709,77532,452888
58228,84177,690225
65190,97152,894359
41772,87975,707562
13608,10443,148884
81646,93671,977734
54430,50000,624762
76266,85127,1087720
40190,13608,544873
13291,39873,1879953
50633,60443,571212
86392,33861,1002758
54747,53797,625108
44937,46519,504983
71519,20886,771211
44937,72152,549086
82595,67089,1133439
49684,5696,533661
34177,85127,380417
10443,37975,111728
8861,98418,86551
50949,87658,506393
46203,90823,518640
56013,98734,615934
3481,42089,41641
28165,61076,312598
22468,50000,246148
56646,21203,555318
83861,99051,891531
70253,5696,870028
59177,38924,834610
33228,80063,323236
42405,59494,422132
8544,63291,89454
58861,64557,580577
46835,88608,527659
75000,56329,858218
1266,79114,18227
71519,42722,900309
85127,14241,850435
5696,75316,52595
73101,13924,775864
18987,26582,172806
95570,57911,901126
60759,57911,602135
54430,66456,598061
39241,74684,536699
64873,23101,635916
61392,64241,676794
82595,28165,794045
16139,14557,153662
69620,53481,757288
3165,22785,32025
88924,45886,936279
52215,65190,476656
19620,24367,178685
76266,11709,754894
63608,77215,577471
53165,34810,522160
87975,31962,864555
74051,48101,800011
81646,94304,980849
99051,94937,885572
55380,84494,500288
22152,92089,198012
47468,78797,421037
80696,18354,740655
44620,27215,468949
70570,73101,653383
98418,73734,888608
1899,89557,18152
39557,12658,362629
97785,73101,986797
67405,48734,623300
24051,13608,212776
90823,84810,844245
1899,56962,35194
85759,71519,775071
9494,80696,84651
3481,49684,31717
54114,67089,503594
0,37658,358
89241,91139,864295
67089,35759,623879
14873,99684,136168
15506,2532,138695
44304,42405,395381
87658,59494,813639
84177,86392,2233179
23734,51899,407273
83544,6962,819124
94937,41139,849424
59494,68354,536819
66456,53165,645639
18987,90190,172788
85127,97785,772188
75949,7278,703120
30380,50000,270596
71203,47468,654378
24684,95570,224618
21835,82911,201816
12342,58544,110028
72152,26266,653710
63608,53165,588199
66456,44620,1318740
80696,44620,1087995
65190,71519,623880
56646,44620,508915
69937,92405,816199
52848,61709,480624
3481,11076,71949
89241,57595,849721
30380,38291,268371
90190,37342,857879
77532,59810,743044
62975,9810,611322
95886,63291,910119
33861,12658,313321
74684,85759,676103
72785,48101,676498
12025,86709,108798
73418,70570,720762
29114,70253,261422
54430,65190,527240
24367,47468,279088
24684,12975,276621
86076,59810,1004550
64557,57278,784680
67405,316,774390
85443,57595,794567
63924,20570,658725
58861,31962,690822
48418,37025,586170
90506,13291,1004370
87658,76899,927167
6962,70570,68383
2532,45886,25205
63924,79747,631640
97152,53165,1031520
949,47152,11067
3797,21203,34711
42405,3481,386589
61076,40190,574267
65506,54747,629154
18671,95886,200378
53165,39873,584818
91139,93038,907221
89557,69937,810805
28797,82278,259642
37025,9494,378149
29430,78481,266345
34810,57278,341629
17089,92089,195386
22785,53797,247118
16456,2532,200334
82595,57278,1024422
42722,5063,487580
64873,31962,591975
8228,52848,75008
62025,3165,547824
37975,65190,539577
2215,633,28387
93987,88924,846798
40190,17405,364375
76582,99684,785319
75633,95570,818324
15506,22152,147779
43038,40823,414258
78797,52532,763867
50000,41772,553620
67405,88608,670236
68671,6646,818914
55380,25949,706625
3165,39241,40512
86392,83228,940039
55380,85443,541714
96519,97785,1029415
91139,24367,1052153
69937,27215,725525
57595,75316,591315
74367,81962,832197
68354,62658,754932
64873,92405,579255
47785,16139,425048
55696,55063,627678
17722,52848,180091
33228,0,335992
70570,38924,677786
38291,39873,352111
54114,70570,551508
61076,44937,659306
29747,83544,351629
72785,93671,777819
12025,16139,114295
66456,33861,606872
12342,31013,113346
27848,25000,312137
98101,61709,924572
9494,55380,85505
75000,62975,735547
87025,17722,883600
45570,33544,417557
41456,51899,394332
78481,37975,709486
1582,90190,15702
95570,88608,865214
73418,75949,655983
8861,30380,80263
92722,29114,835952
17722,70253,190294
42405,9810,400849
22152,79747,202011
68354,64241,615790
43987,78481,400413
30063,26266,268767
63608,27848,603958
23734,28797,213889
30063,79747,269358
81646,41139,751952
74684,0,949825
26582,34810,238779
316,46203,3583
78797,54747,709225
3165,55380,30805
6962,90506,63318
37342,48734,393019
93038,49684,845826
21203,60759,208360
17089,78165,167906
44620,10127,633587
87025,71519,817900
60759,43354,663598
48734,31329,694626
37025,78797,330428
59177,76266,565141
37342,26899,334024
42722,2848,410299
72785,93987,656221
46203,5696,495412
69304,40190,732378
85759,12975,817739
5696,3481,52763
52532,81962,477196
38608,56329,400948
52848,83544,474469
69937,5063,688739
74684,65506,669493
62342,10127,585709
1266,39873,12325
94620,98101,868716
36392,30380,329498
76899,81329,699047
26266,66456,260423
316,99051,3659
68987,29747,622534
42405,89557,385918
18354,73418,165671
75000,36076,719596
40190,31962,369388
63608,72785,574695
91772,91456,830952
14241,64873,156573
20253,80063,182316
7911,94620,70665
58228,6646,517187
48101,22152,432515
5380,68354,48636
47152,41772,420613
90823,25633,990721
86709,33861,783030
22785,88608,204314
6962,80380,61938
11392,7278,101594
83861,99684,837725
23101,633,207507
25633,9177,262107
40190,75949,370709
62025,81646,560061
55063,26582,494736
17089,50949,152604
60759,54430,546274
79114,95886,787493
15506,18671,153037
30380,78797,327914
82278,90506,1074300
316,28481,6715
31329,78797,307461
13924,33861,158966
93354,50949,1316813
93987,57911,872342
70570,46835,733650
35759,47152,345535
19620,43987,180124
77215,43038,691066
96835,70886,874611
46203,38291,517621
81646,66772,1066638
83544,76582,907985
1899,22468,35805
29747,29747,302854
7595,43987,86942
44304,39557,408468
57595,53481,537799
21203,1899,199264
55380,67089,514647
25316,22152,557508
41456,77848,672473
48418,93354,472512
57911,20570,623504
72468,55380,927805
94937,39873,1025989
99684,72468,990777
0,10127,1346
87342,89557,1067433
28481,90190,329095
87342,49051,923155
56962,4747,598636
56013,96519,498544
76899,91772,856387
41772,6962,419401
16772,93671,164722
26266,51266,254756
47468,18354,450148
69304,43038,670548
19937,65823,276949
6646,53797,72798
68038,62975,746346
34177,48734,367394
71203,95886,682378
90190,63608,827389
10443,31646,118731
33228,20886,383715
6646,4114,74767
84494,18987,843361
17722,72785,162479
64557,74684,717593
60759,88608,800293
18671,7595,183822
57278,14241,512888
13924,42722,159579
38924,45570,385607
63924,68987,607267
35759,75000,350955
41772,22785,583695
59177,57911,612365
80063,99684,722376
45886,61076,447938
75316,31646,893198
78797,17405,976372
95253,44620,912894
83544,85443,825203
3797,11076,36965
75633,9177,702442
90190,27532,929657
9494,18987,101490
40823,93354,377979
79114,4114,816073
93671,78481,1091830
61076,69937,576282
41139,0,381773
42405,21203,410776
53481,10759,517949
14557,23734,148144
6013,81962,68913
49684,8228,455625
48734,16456,436054
17722,25000,159419
95570,2215,871725
26899,92405,242592
75949,86709,681492
31962,23734,294667
67405,63291,615064
12975,87025,117819
14241,1899,129135
87975,30696,859855
48418,32278,437092
81329,64557,755919
82595,32595,812065
50000,26899,445819
24367,4747,219564
83228,35759,808217
61709,58228,647130
41456,3165,501487
46519,28165,520682
13291,45886,176876
44937,68038,444724
28797,93671,319983
63608,5380,649585
38291,44304,409454
51582,41772,509568
67405,6646,614056
37975,91139,347822
96203,77215,861198
33861,6646,310676
38608,22785,373885
7595,40823,70683
97785,77215,917564
93354,28481,940134
27532,50000,286752
19937,73101,184799
45570,1899,418064
66139,70253,679214
9177,82595,85465
28165,71519,263054
63924,7911,580952
34177,35759,310984
3165,89557,29671
20253,84810,183335
62342,81329,558814
57278,95886,541202
94937,64873,896903
40823,80696,367864
44937,26582,402212
65506,84177,595921
92722,58861,886650
33861,5696,305234
14557,70570,130829
11709,29747,105031
96519,56646,878604
7278,51899,66240
19304,95886,173242
33861,43987,312862
26899,74367,257797
58228,316,536902
16456,70570,149266
76582,41139,697298
34494,25949,310531
43038,69304,412901
42722,28481,382044
94304,26266,857957
98101,70253,1800209
40190,90823,409424
32595,12342,316928
18987,93987,171567
93671,17089,855899
2215,91772,21035
47785,77532,427701
32911,40823,295093
24684,68038,218603
95886,23418,870487
33228,50000,299558
68671,2215,641980
98101,18038,900623
81329,9494,746678
93671,18987,918631
43987,11709,393899
52848,74051,532196
38608,84494,383045
56646,34177,592913
49367,49367,494234
88608,63608,1260392
43038,41139,437967
2532,12025,27441
63924,68354,568829
84810,7595,956660
74367,74051,709229
71835,89873,730406
92405,22152,1004181
73101,49051,861275
99684,61392,1133146
70253,22468,802006
98418,64873,923090
69304,67405,705447
93987,49367,1086873
75316,64241,810435
39241,1582,352104
19937,47152,234229
77215,45253,729023
55380,84810,547180
82278,73418,787560
1266,12342,12435
76266,95570,824752
19304,90190,214214
31013,14557,336329
89873,21203,3158190
8861,48734,87553
48734,50000,488774
31013,78165,273954
78481,50316,754755
29430,22152,265839
1899,55063,17473
31329,35759,350294
85443,87975,1009146
68038,42089,1015184
42722,86076,586545
89241,27532,822564
10443,18038,98349
82278,63924,825322
87342,99051,785816
13924,11392,124480
79747,64557,881650
51899,21203,639100
61709,99367,697811
89557,6329,954387
32278,17722,299050
76266,16456,741729
46835,54114,451211
70886,69937,652858
56962,6013,511067
1899,7911,17610
52848,50949,622647
98418,42722,1044308
43038,86709,539265
98734,68038,1194539
90506,55696,932891
31329,93671,355309
37342,12025,517056
57278,23418,619885
82595,49684,960812
6962,58544,67292
71519,91456,953767
69937,6646,748746
63291,71519,761388
61076,94304,606804
89873,39873,946651
21835,95886,225223
90823,78165,951910
90190,53165,886808
92405,18987,915158
72468,64557,734620
54747,95570,559922
67405,77848,664457
1582,92405,15932
95253,83861,1048578
69937,8228,687658
59494,29747,580087
20886,55063,204487
57595,78165,557727
20886,0,228150
86709,79430,845049
18671,20253,183203
40506,56646,415789
47785,50000,467855
87975,81013,868530
15506,18354,152365
86392,40506,845995
88291,89873,869860
29430,14241,294652
43038,949,425104
62975,59494,609986
79430,44937,780716
80380,22468,798804
90506,51899,898869
50949,77532,498707
19304,75633,190969
97468,94937,961766
15506,68038,151787
89241,35759,873839
59810,97785,607067
43671,81329,423924
57278,6962,561035
55696,53165,560454
49051,98734,471764
70253,72152,749625
38291,89873,376779
24367,98734,236167
73101,50949,721693
52848,97152,515483
19304,95253,265513
17405,62025,171022
78797,59810,771461
7595,81329,73586
76899,6013,745065
44304,71203,427893
1582,65190,16196
66456,54114,649840
33228,37658,322612
53481,94304,528212
69304,15506,816028
94937,83544,936112
83861,13924,860877
84494,60759,834350
59494,73734,798354
94620,86392,931523
27215,56013,294036
25000,82595,277699
98418,63291,1073822
12342,9494,129152
92089,39241,890541
68354,87975,686689
50000,44620,484436
96835,67405,1139079
24051,74367,268012
92089,34494,1347747
8861,1266,137140
12975,62975,155212
65190,66456,721615
72785,77848,785938
34494,87025,382090
75000,44304,750784
38608,82595,379909
44937,36709,500520
74684,91772,1129415
25633,55696,466053
11076,1899,157825
65506,21203,680944
24051,45253,234927
56962,83228,619460
70570,67722,730037
64873,6646,584618
78797,66139,887831
66772,53797,820320
31013,38291,360840
91456,37975,2278097
1266,59494,16771
68354,633,634792
18354,61709,179715
52532,34494,601124
10759,60759,103895
16456,8861,168249
77215,59177,705973
38291,34177,420305
83861,33228,1003433
81646,89557,944406
31013,39557,332219
10127,18671,126857
1899,94620,19716
50949,29114,465309
99684,3797,1052477
66456,23418,829843
54430,71203,533987
69937,30380,858586
71203,14873,687691
70886,13608,804341
73101,46203,724621
65823,1582,738416
93671,83861,888591
92405,98101,900542
88291,61709,1339071
84810,26266,925308
94620,79430,860344
3481,56013,42453
15190,72152,147469
22468,95570,207406
29747,30380,287441
24367,77848,287663
15506,22785,179334
72152,24051,834679
46203,48734,574301
73101,95886,785646
13291,35127,141640
15190,83861,187292
43038,30380,398869
28481,22785,255170
15190,86709,153920
97785,72785,947666
58544,50316,708214
83861,87658,1091985
22785,87025,225269
26266,77848,255975
56962,99684,604927
97785,2848,899320
10443,81962,96880
15506,66772,174402
29747,73734,293438
17722,85443,166938
32595,17722,516903
71519,28481,653226
56329,48418,501643
24367,16139,223354
39241,90506,349628
43038,35443,423885
96203,68987,941192
68671,78165,619230
34810,39557,315786
16772,27532,156188
92405,22468,868647
12342,33544,108591
28481,56962,257682
84494,99684,758827
77848,75000,755608
88291,21835,831081
7911,64241,70935
16139,50316,144924
78165,37975,712338
85443,97468,793788
96519,24684,1162877
55063,89873,646714
65823,31329,665802
74684,71519,703104
13924,32278,127449
10443,75949,94477
31013,98418,276272
49684,3481,442768
54747,31962,493059
63608,43354,563556
14241,22468,130138
5063,46203,46538
75000,41772,699330
8228,89873,85795
30380,54747,1606365
11709,80063,120208
53481,48734,476173
52848,64873,474624
57278,64557,535646
24684,53481,221444
40190,1899,359265
58228,68354,529093
44937,70886,401647
21835,91139,197556
24684,46835,222853
57595,12975,1113472
41456,64873,648576
1899,30063,30592
55380,3797,593313
64241,34494,605024
57595,20253,515903
48101,87025,433701
24684,50949,225075
90823,5380,837740
52848,18038,476532
72785,82911,667663
34494,20886,316381
48101,5063,440148
44304,12658,399014
73734,97468,708991
8861,87975,79848
63608,51582,562501
64241,72785,578686
31646,4114,281938
14557,95886,129781
40190,25949,397845
69937,84177,649673
43354,69937,391153
78481,64557,867953
73418,18987,733800
28481,93987,275521
81329,47152,786318
23101,3797,208562
74367,83544,744042
96203,81646,888046
55696,99051,501419
30696,54114,274903
3797,22468,34318
76899,10443,745549
88608,2848,796005
69304,35759,719572
25316,74367,296813
27215,38608,267915
37025,316,529256
1266,22785,18212
92089,2848,999689
51266,2215,608548
68987,81646,822292
43038,68671,475663
82278,81013,1038419
32911,24367,393110
38291,75949,361247
87342,91139,973459
50316,6329,564745
9177,98418,113254
16772,66772,166111
32911,21519,323792
19620,35127,393664
43987,61392,402572
52532,10443,473816
74051,19620,859844
42405,29114,423829
42405,88291,409842
45886,44620,421041
33544,12025,366519
21519,6329,297242
67722,48418,915720
98734,66456,1025852
59810,99367,667758
15506,59177,149524
6013,23418,58622
6646,22152,62586
85443,52532,783142
73734,67089,681209
76582,18038,1053266
51899,37975,519780
19304,6013,173595
14241,51266,178609
55380,39873,586401
12025,93038,112374
60127,28481,559665
45253,11392,445442
51899,48101,508666
41139,43038,369941
42405,56013,434303
30696,51582,371126
72785,9494,660764
1899,40506,21341
56013,24367,608147
8544,66456,84948
29430,91456,292081
57278,28165,533931
84177,70253,827139
61709,2848,817155
18354,40506,168686
97152,11709,987565
99367,53481,964125
50633,87025,530489
63924,51582,603163
44620,44937,433970
33861,98418,339979
5063,10759,50035
49367,97468,453678
92722,9494,1014090
62342,32278,662921
41772,4430,615420
50316,64873,505689
11076,87658,101011
89557,58228,916436
96835,83861,1197636
11076,31013,110765
14241,25000,138579
82278,85127,1124825
73734,87658,941191
30063,24367,272831
46519,94620,465953
24684,99684,242672
50000,3797,478702
98101,8544,1087047
64873,42089,791978
55063,44620,541435
89873,76266,963203
12658,77532,179522
18671,53165,191264
2532,51266,25761
58861,91456,576371
49684,61392,459862
20253,66456,204064
43987,17722,413960
91139,10759,1056987
34810,43671,317703
68354,11076,616059
99367,5063,954575
316,96835,3945
70570,9177,636705
23418,29430,212389
53797,9810,516943
92089,62342,907184
94304,8228,863638
17405,10443,158076
4114,94620,36572
66772,26266,610045
86392,68987,791188
14241,73418,129402
49367,61709,440911
51582,77532,461992
49684,79430,680847
18987,38291,217598
50949,5380,457109
54747,90190,511896
17405,71519,159391
91772,70253,915363
90506,94620,818256
35759,51899,324016
50633,81962,457656
30063,38608,273573
54747,48101,515539
9494,316,84989
76899,12975,706892
81962,70886,752809
37658,71835,354249
34177,13924,308675
24367,15823,218434
83544,45253,802035
80063,2532,719209
37975,92722,744369
32595,73734,522662
75316,1266,683385
16456,85443,149348
72152,63291,662831
27532,80063,249938
19304,71519,174190
50000,80696,454809
27215,9177,247924
58861,59494,525561
41139,53481,372286
32595,12658,338304
92405,61076,865904
74367,50000,690348
29114,60127,264859
1582,60759,14799
7595,48101,69369
28481,40190,255435
316,38291,3210
42405,43671,378997
76582,93038,701446
52848,74684,1038779
68671,48101,1097299
35759,53165,476662
87975,41772,1006844
70570,59494,678295
57911,4114,523111
55063,15190,502683
47152,64557,424428
6962,24684,63255
60127,30063,541364
15823,18038,142610
10443,37025,263178
56013,82595,509776
24367,29114,223221
4114,77215,37554
0,10443,312
12342,19304,110446
25633,26266,229989
75316,17405,696165
68354,84810,665656
25949,26582,233152
54114,35759,488464
10759,68354,97609
93354,49367,849911
6962,34494,175647
83544,66456,1052494
57595,69304,835985
80380,94304,896561
25633,35443,298219
44937,63924,483211
15190,21835,161337
43671,61709,391058
26582,91139,240979
39873,60443,405676
13291,42722,192154
60443,34177,590707
31962,27532,379737
66139,46835,615854
4430,26266,41887
62025,61392,800473
23101,87025,307373
76899,11709,814246
88924,99367,957755
87975,61076,910266
70886,54747,640526
45253,67405,499958
83861,46835,833706
86709,67722,961043
56646,24367,581183
14557,26899,138492
27848,26266,266792
74051,44937,708282
53797,20253,537968
13291,81646,122135
59494,68987,529058
65823,36076,605959
53797,12975,491230
53797,32595,601068
54747,2532,733113
59494,27532,619337
93354,949,1009963
97468,72152,947073
93671,50633,1012344
57595,42089,514511
10443,48418,93475
97785,99051,1054306
27848,84810,270888
85127,44937,947051
95253,5063,891990
27532,59177,253338
23734,84494,225058
22785,36076,212053
67089,83544,860115
69304,32595,895230
9177,15823,125173
73101,54430,816919
54747,85443,553651
63924,58861,566537
95570,92405,1295677
93987,89557,1044602
20886,77848,219424
24367,7278,254612
64241,58544,621211
23734,49051,250176
60127,35127,548211
4747,32595,43846
61709,31329,637498
15506,86392,148600
25316,92405,237460
6013,18671,53462
9494,92722,83159
43038,10127,459746
41139,60443,377487
16456,31013,150399
13608,68987,121892
71519,3797,1105056
37342,13291,375973
55063,4430,620514
72468,79430,672409
1899,26582,17448
41456,26266,431901
66772,76266,805835
69937,93354,703216
57595,41772,564459
35127,55380,319340
36392,59810,332638
71203,67405,650296
77848,86392,778907
95570,71203,1028994
91456,42722,889742
78481,85759,1500064
94620,69937,1433251
39241,23101,355281
70570,39241,656903
27848,50949,289626
61392,46835,551745
42405,12025,381240
93038,40190,896543
13608,53481,123572
24684,54430,220173
18671,3481,169159
83228,70570,754681
39241,93987,353492
43987,31329,406013
5696,93354,52808
49684,92405,442015
82278,78481,772356
16139,33228,143838
62658,48418,555709
43987,38924,442069
92722,65506,865730
30380,36076,289582
15823,51266,143829
42405,21835,507906
12342,51582,110961
97785,33861,896907
65506,3481,586011
66139,10127,1371532
80696,49684,1285313
12975,43987,116374
13608,55696,123035
93987,54430,862156
61709,71519,559993
24367,74684,241897
50000,42722,448702
55380,29430,493681
52215,18671,470033
19937,80380,179649
95886,23101,1043824
63291,45570,698471
7278,35759,82591
73418,95570,676953
13924,3481,126332
54114,64241,517002
76266,53797,819882
61392,9810,556512
57595,93671,515218
48101,43038,547243
65506,74367,631501
62025,25316,550453
87025,31962,786558
48418,73734,472461
89873,91139,866228
87342,2215,825693
63291,8861,607116
72152,75316,651858
61709,10443,558462
88608,39873,885235
92722,59177,855537
55696,26582,518566
54747,79430,489206
40506,26582,455193
47468,98418,425469
92722,84177,853990
20253,2848,185435
25949,94937,547508
38924,85759,876186
88608,72152,1044265
3797,15823,38811
24367,93987,448221
3165,28797,39627
28165,39241,272207
34177,64873,333174
34494,2215,386563
79114,59177,781221
9494,3481,86174
68987,4430,762673
1582,32595,18258
30696,86709,289586
54430,54747,509538
41772,31646,404605
30696,21519,475779
87658,4114,915638
12658,16139,159933
65506,88608,745524
89241,47785,1171888
5380,24684,53362
0,91456,248
33861,42722,306694
29747,94304,266229
59494,3165,584553
31013,64557,279414
82278,44304,752053
45570,66456,512068
31962,18671,383681
73734,66456,813719
56646,31329,594047
42089,79114,417081
39873,32278,365918
8544,62658,82396
43671,79747,547859
0,62658,1098
81962,77215,996919
5696,56646,54137
37975,67405,417403
84494,4430,969893
64873,18354,751128
88291,55063,873008
13291,98734,129358
71835,69304,733763
31329,44304,292013
78481,15506,783352
82911,81962,1075388
45253,56646,412770
64873,4430,691339
20886,84177,233155
0,77215,345
60127,32911,584009
93987,56013,2054847
51266,28165,635564
34810,37025,371601
84810,91456,1068766
2215,11709,24271
5696,10127,52797
51899,71835,642396
37342,32595,384313
50316,85443,547923
70570,62975,761603
60759,7595,931453
1899,61076,23236
12025,65506,187955
49367,65506,523275
93987,31962,1015611
68987,73734,844373
14873,88608,163915
8228,63291,77054
79114,26266,836004
10127,98101,96118
93038,57911,1106964
316,43354,5154
68987,9810,876787
62342,33228,670701
53797,13924,483391
8544,59494,77492
41772,30380,498327
40190,11076,381223
50633,58228,490759
69304,3797,731239
92722,5696,899224
73734,3797,749098
0,74684,1258
84494,50000,763650
17089,74684,252471
90506,38924,830338
49051,33544,446444
94937,71519,1600758
64241,63924,636915
80063,8228,758881
51582,46203,1116694
63608,37975,629921
68354,46519,678852
58228,5380,543219
37342,70886,438456
86392,92405,794653
98101,0,1004559
62342,37658,636456
4747,43354,43949
56329,68987,508757
32278,87658,293157
93038,97785,1188178
39557,3165,880991
89557,26582,1215547
76266,37025,683925
51582,4747,521662
81962,76266,735009
26266,86392,280752
23418,48101,212387
1266,65190,11956
11076,3797,103541
77215,82595,711497
75000,56962,697064
12658,88608,190887
60443,8544,541975
22468,12975,202625
17405,51899,158596
23734,84810,213052
18987,71203,171381
19937,98418,179568
5380,60127,49254
92722,51266,1665458
38924,33228,633442
49051,20253,448529
97468,82911,949241
8861,43987,81063
60443,3481,539120
86709,57911,796643
52532,71203,496989
86709,24051,784874
62658,68354,559623
17405,99367,160080
31962,84177,321809
39557,8861,391540
47152,65506,422847
25633,58228,250148
18354,19937,179104
10127,46519,102604
4430,97152,40539
93354,60759,911553
41456,49684,397930
26899,57911,240791
85759,2215,772133
20253,22468,183669
75633,76899,694128
7595,87658,69571
77848,34177,701036
71835,94937,650298
4114,27215,38274
7911,5380,70302
19937,42405,179399
36392,33861,327511
24367,23734,222401
14241,70570,129479
47152,94620,423052
97152,12025,899334
99367,59494,913236
71203,4430,647630
92722,6646,911008
89241,97152,829244
25633,4430,232434
9810,97468,88479
87025,4430,788554
