@relation RGBFilter

@attribute ImageWidth numeric
@attribute ImageHeight numeric
@attribute runtime numeric

@data
5220,569,93391210
2212,1038,71751857
4004,647,84425158
4708,2876,440406828
5668,139,24464694
4196,2407,326981554
4516,3658,504618859
4452,999,133951387
3428,3267,341435189
4708,2642,395451121
4068,3228,406297796
100,1899,5191361
3364,921,94064234
5028,1117,166662041
6436,3111,607704796
996,2602,77456168
804,217,4752188
804,921,23565368
932,2915,82164606
3300,2524,255779889
2724,2407,207315480
484,2524,36850036
4772,1156,169703496
996,2368,73944943
2340,2642,193354269
1316,843,36677669
4388,1860,253316750
3172,1156,132670241
6116,1977,360227864
5540,491,83154147
2020,3854,241385867
100,178,564103
4516,178,25087355
3812,1938,226312454
2404,2055,159611373
2852,2329,206836096
1828,100,5709630
3428,2329,256130730
2468,843,64284848
1764,2759,153152629
484,3932,65932214
4900,1547,250522134
3044,2720,258725129
4260,1781,234936186
2148,335,23211010
3620,3072,341510682
1252,2993,113659047
2148,374,25165087
2340,452,29884388
804,2876,69345997
1892,296,16548702
5412,2485,420707718
2660,2915,248259599
3044,3775,365434750
5156,843,133057502
3556,1781,196868424
2212,256,18297920
356,3345,37085782
804,2524,62607784
4964,2602,436245219
1508,2915,132478628
6308,1312,263512344
3556,1351,145211686
4324,2642,365352134
6308,139,24895678
484,2407,37194019
356,1547,15696661
6308,2251,430180092
4068,608,76022586
6180,1664,317051805
4836,1977,289057582
1252,3463,135965108
2404,178,12023920
548,1195,20827190
1956,3424,201010587
3748,3306,382576240
420,1938,30860854
5540,1351,228913129
228,804,6723809
3300,296,31153628
5540,256,51714438
5092,2876,447667354
4708,452,67211200
2468,3463,259222183
612,178,3059430
3428,2798,291310537
2020,1078,63816921
1956,2798,179035818
4900,3306,559809787
3428,2407,255314839
356,843,8356258
2788,843,73719941
2980,3033,275346651
5796,2642,462715457
1508,1351,61864955
548,2368,39660084
804,843,22007938
5540,1586,279240542
4324,2837,388018577
2724,608,51861418
3492,687,73218840
6308,2602,504652599
1636,3424,168257233
228,2290,14779907
1444,3541,156614858
4196,217,30083398
6052,1078,199407335
5412,804,141092401
484,2251,41801407
6052,1742,342273164
3684,2915,328994944
100,3189,8893519
4324,2016,268633504
2340,2876,200968358
4324,3424,452730844
5156,3775,604467294
3620,3619,395846061
3428,1820,205387548
2596,2915,229833411
4900,2876,424325019
2596,1820,144161604
4068,1351,164983253
6180,687,130414556
420,1899,30454526
2020,843,52343266
3940,1938,241172049
3108,1508,141462307
1316,2602,105235890
2724,1625,132904048
4260,3658,490486439
2596,3854,319521964
868,608,15157106
5348,1312,230124252
1700,3345,170410888
3620,2251,243336496
5860,530,92581697
676,2681,57986995
1956,3736,238010304
996,1312,41232452
6372,2211,445489909
4708,843,121382659
4644,491,72330999
2340,1038,70584884
1252,1703,64490517
164,3854,20184639
1124,296,9062865
4068,1625,206221740
228,3502,24783103
228,1469,9751663
4004,2485,314393369
3236,2720,265730040
5476,2759,456558360
2340,2368,177190871
2404,2172,162740938
6436,2329,525639539
420,1156,14339103
4324,2368,312605701
100,413,1152049
6308,3306,755990929
676,1899,40204691
4708,3228,478782761
5796,1899,336188051
4964,2524,381973076
3940,335,42411207
2916,921,82240445
2980,3150,299049375
3364,2837,296941669
2084,3893,263526263
3044,256,23862646
5348,687,109243539
2916,1351,121308242
1700,3893,203147455
228,765,5403499
1572,3072,146138146
2852,530,68009572
868,960,25739117
4644,647,95797601
4708,3541,520064261
3300,804,93026407
2084,178,10543540
5348,3775,623818760
1572,2172,105679101
868,1860,48178818
356,3502,38189994
1060,1469,46719653
5540,2798,498529122
3812,374,44407137
3044,335,31891198
3940,3033,386890162
1188,1312,49688593
676,335,6324432
1636,2446,120624770
2852,3658,332308056
4388,1547,201581820
1956,1234,72541814
5988,3072,561740716
6436,1429,280615145
6052,1938,368232912
3748,2563,370200821
5860,374,65210638
5604,2720,462320627
740,1977,44715179
612,1977,40962371
3364,3267,346253463
5220,2759,440864650
2596,2290,179182736
3108,413,40346281
292,1820,15160460
3492,921,130420237
356,1156,14560428
484,1351,18838367
1188,3267,112532797
5860,1625,290237806
1572,1860,96733836
3172,1899,186709119
2660,2094,178111769
4260,3736,518847900
4132,1586,205447075
6372,3541,686626406
2724,3033,262420896
2148,1899,125375554
2724,687,57381131
1764,3658,215134700
804,1273,32640540
996,1234,36627479
5860,1899,336123043
5924,178,34359130
1700,1664,92642202
6052,1312,302064547
6052,3424,782844216
2084,2446,155597978
548,2094,33241845
5156,2407,376325501
612,3072,57862008
4452,2290,344651918
4004,3111,371341800
1636,1273,68347557
548,3854,62552233
3748,608,71010593
1828,3736,209270907
6052,2055,389718853
1060,2016,65549727
100,999,3100248
4708,217,29060710
5156,1938,305762788
164,139,717872
1060,3306,112866322
4516,2329,323049729
932,2876,80942449
2404,3697,268335982
4836,3971,587403676
3044,3463,318382389
2596,2759,226845441
3300,3463,402774734
548,2681,44030049
1316,2290,90317017
5860,2094,391299934
5028,2211,337548357
5796,2329,556713207
5028,2524,388791261
484,1625,24762993
1956,2211,131872691
3364,3580,369845470
4324,217,26932392
228,1860,15836859
4516,960,138378614
2276,3854,270310606
6436,296,53592860
5732,2915,545754388
3236,100,9994591
4836,2329,349423793
1956,2016,126597841
740,1742,40085996
2852,1351,124643366
612,3267,62715948
4900,3424,522319609
1124,1195,40476209
420,999,12708931
5348,3072,493714881
612,765,23239875
2916,2954,258825762
6308,1664,321267763
3300,256,28151951
3236,1234,122505938
6116,3932,752157471
3556,2407,258544601
548,374,5530744
4452,882,117250295
5156,3736,607527359
1444,3189,146284970
2340,687,47415879
2980,2485,230257960
5732,178,32485700
548,491,10016206
3236,3306,322924082
1444,1860,85740423
3748,1351,157185727
932,2290,68426783
3044,2290,225090677
3940,2329,286543833
3172,2876,272735947
3940,2642,324284048
3364,2368,237360060
1252,1195,47456759
1124,1938,65782587
1124,100,3089796
5028,2407,369532081
2276,2681,198802553
2468,3697,278591777
6436,1234,246027007
1572,2485,120256808
5988,3580,682760668
1188,3775,150514240
5284,2055,344152926
2660,1390,122674618
4772,1547,223142533
3748,178,20509625
6244,491,94626200
1636,1977,106690783
2852,765,63683732
996,3306,99460855
3556,3267,398029507
4580,2172,344874817
932,1273,34760616
1700,3306,174013726
4260,2524,349617316
1380,3736,168448162
4580,3971,593548682
3364,3971,418716666
548,2798,47988236
3300,1273,123854112
4324,3854,520810703
5796,1703,309132616
5860,2837,531383453
100,1195,3293405
4260,3541,466750117
4900,2837,424470137
3876,1938,227285601
2212,1469,105828221
6052,2720,511616925
1252,2798,105876098
1828,3502,200815860
1316,1312,49437573
5412,413,64616196
4772,2133,313200541
3492,100,10256474
4132,2211,275284836
6244,3384,644372307
3236,413,42754775
100,1625,7790914
100,2720,7762708
3556,2993,325016625
996,2251,70406610
4196,2133,275339774
6180,1586,295814025
4260,882,118816782
6116,100,18689390
1956,765,48202972
2404,2211,165719542
932,3697,106477945
1828,2446,142940628
2532,1469,115940796
1380,1977,83511169
1124,2759,96046553
1764,452,24634925
3236,530,54300304
996,3619,111964209
2852,2837,257332566
5924,1938,395306241
2660,1117,96456000
1508,1429,60951497
3172,178,15929310
1508,413,17422475
5092,1117,169777109
1060,3619,130928843
1060,1625,54452851
2532,3424,276083186
4196,374,55099942
5668,1351,233200333
3172,374,33627538
5028,1156,178525149
2020,2016,126549530
996,1977,63601684
1444,3580,154746301
2468,3815,318500097
3556,2876,324893597
228,296,1854407
1636,3541,175839371
2852,2759,243968207
3812,3658,420071231
2020,3971,250165950
4452,569,91682613
5028,882,137436714
3428,1586,162438724
5540,1860,310664137
6372,3384,651643564
1956,1938,119328570
1124,3424,118939156
6180,3345,652198591
2852,2524,226327645
5284,100,15677501
1572,3267,154923631
4132,1860,250462711
4708,256,37585448
3172,2485,244410259
2788,1664,145344968
2660,3893,364812591
2724,3189,256480761
6308,804,160495315
3236,1977,197412568
292,2446,21495196
3300,2837,283282867
5860,178,30492710
3300,2642,271628720
6052,100,19258619
484,530,9514562
1252,2407,94639569
2596,3424,271187394
3620,3228,364020907
100,2133,5839477
6180,530,106743115
1252,2954,107360049
3044,2642,252140120
1764,3932,215615245
2468,296,20597926
4964,2329,356987194
2468,2563,194194188
2532,3463,271418636
6244,1664,378057544
5732,3736,644400030
4644,3932,557404568
2724,2798,233214740
868,2798,74804229
5668,2954,587435497
5988,2602,459631052
1444,2563,108911209
3684,2133,261265705
4708,3463,491510403
2276,1977,137807541
1124,2563,86923775
3556,2211,247747346
1828,3541,197514230
6244,452,83488150
1892,2133,125488246
484,3111,45173861
100,3267,10148818
4452,2446,330069060
676,1078,22739127
1508,217,12412847
804,3111,75529158
5412,1078,171272260
2404,3345,247780180
3876,1273,155948682
4708,3424,500585266
1124,3541,123033237
3300,2211,222019017
3492,2055,240544337
2852,1273,105230440
5348,3815,618661714
2532,3736,293666030
5028,2837,430618940
1764,3345,179569957
1572,726,33316548
3812,3189,403240387
1252,3033,111148721
1508,2876,146959981
4708,1860,267744759
3812,2524,312335172
1508,2798,126654377
3108,2055,213917437
4452,2759,393317521
3108,1781,168495709
2788,3111,263886578
4516,2681,363857133
6308,1742,329005239
5028,1781,293866869
2788,2446,229020637
1316,1547,62195188
3428,1351,141086359
6116,3306,635758487
2916,2016,191473775
1700,2094,110730953
4324,921,124601763
2596,491,35410804
4068,2133,274437165
420,1351,18253873
1636,3033,149775274
6116,3111,589682108
164,2016,9750241
2724,1664,180743420
2980,3463,314116624
4388,2720,374740212
5924,960,171325427
356,3463,36910627
228,2407,18091287
3108,3150,317636795
5732,139,22620305
4324,1586,210506955
2276,2993,205705219
100,3541,12618148
5732,2133,371625109
2788,178,15047995
4068,1429,191586905
2084,3815,257976057
932,374,11958649
5796,2563,483331466
1508,3033,144468851
1572,2681,134287496
3556,3658,410594378
5796,2759,487983353
5412,3893,638697898
292,1117,9218456
164,1195,6365615
932,452,12862850
484,2016,30643144
2468,3228,245603926
3428,2602,274979942
2724,3502,288665458
3108,491,46421887
4708,1742,246998953
3940,2251,278616211
548,2251,34600714
1060,178,5314324
1828,2094,115536157
3940,1078,131513881
6052,530,96451436
3940,2720,366816008
676,2211,47683707
5924,1820,332828808
4324,3541,475116247
548,687,10465859
4004,2407,293767295
5028,2055,335141094
3940,3854,459785836
164,3815,20428801
4196,2720,371121643
5348,1899,323060571
3236,2759,280979886
6116,3971,780787572
5540,647,113790661
5476,3932,658539584
2660,2642,214647736
356,491,4738407
4900,1625,251834419
5092,3815,600249553
1636,530,27512534
6180,1508,289327662
5796,2720,474449133
2788,2055,190215318
2660,139,11677044
1700,530,27955478
1316,2094,83399534
996,921,27217137
2724,139,10448659
6436,3541,820277915
1252,1117,42080163
5988,3619,660251596
612,1390,25431824
3620,3463,385715630
4900,1078,161324371
3172,2172,211799991
1764,2876,156614453
3172,3541,352350222
4324,2602,349080115
1060,2290,72692940
5668,3267,567427275
740,3697,85006845
5028,3854,593172869
1636,3463,167571645
484,3463,48139884
164,3775,18516834
6180,804,155378046
5156,2290,382069310
2916,217,18141727
1444,1234,57253379
2340,1234,90253928
996,687,20559118
1828,1664,91598227
3492,2915,310835786
2980,2133,193410251
5924,1351,244894532
228,2133,17031458
5860,1703,312611691
5732,687,117662416
6180,2798,530274976
292,100,819232
4068,3345,400125490
740,687,16880135
5604,765,131829860
6372,2954,567102143
1124,491,17719184
1764,2798,150853219
164,1899,10543504
3748,3384,430211925
1956,296,17770408
5732,2993,522066953
1572,1078,51455437
3684,3228,363852338
1508,2485,115872652
2212,217,16015792
868,3267,89629945
420,3424,44491017
996,2837,89236436
4068,3033,379045910
3044,3502,334464567
740,3150,78149710
996,1469,49447391
5604,2837,535868291
5092,647,96020878
1188,491,16399838
3236,3033,297882225
1060,2876,93853213
4324,2094,273114520
4516,1899,262712706
1956,2642,160050101
1316,2642,107026709
5924,3463,634768404
4580,3815,550586970
4068,3893,494405504
4004,843,103544845
612,374,6400226
6116,1625,421939661
804,2720,68743637
1892,1742,106544100
5028,960,147487898
4644,1508,211491364
2084,3384,217540588
3172,2368,236414342
3684,3736,444012775
2596,3345,265007654
4644,569,78706296
5476,2681,457785269
5028,100,17954257
1636,1781,87255249
228,374,3046640
1060,2485,83732342
3684,1078,117154337
4132,1429,180224146
4964,3541,521385363
292,413,3415717
6180,335,61755640
5220,2290,361734765
2788,687,56741168
1060,2915,99124515
6116,256,49446857
2340,843,60940804
5988,3345,601079437
1572,2876,176454752
4644,3736,541508599
1892,3580,205725874
4836,2563,381406024
2980,3932,351965672
4900,1938,290568159
5284,1781,275033627
932,608,18603971
4388,999,130338886
612,1625,32587343
5412,3619,600485108
4964,3815,583519660
228,2094,13372050
1252,3658,155332339
2916,3306,335677733
2596,3111,255857014
1828,2251,128037503
4324,2290,339638617
2916,256,23926804
676,3541,84412624
4580,3228,481046120
2468,1038,86421925
3172,1273,127809396
4132,3971,497179022
3108,1742,167179887
6180,3815,735933415
3556,2915,335594854
1828,569,33705826
5412,530,90586540
2788,2954,254547606
1252,2368,88895223
420,178,2042842
6308,843,166587827
484,1938,29366510
2212,2720,187225628
2084,3971,260103353
612,1899,35282441
4964,3619,572874251
4196,1038,136386166
4132,1977,243121382
4644,2446,349813324
1956,1742,103895002
5092,999,157491726
5732,3932,745098048
4452,1547,211807502
5028,1508,238501636
1828,2681,151945065
4068,1860,272799025
740,1117,25676010
1828,3697,228783610
3428,530,53672987
100,1078,2974614
2212,3345,228404904
3940,3736,468835308
3236,3815,453964346
1316,3150,128091726
1700,3736,194364686
4900,2759,436980571
228,256,1610044
100,3306,11776622
2148,1664,108739924
5156,1742,278475303
2532,1429,113937385
2468,3580,264974681
2916,2759,249956070
3236,2681,275411983
5796,1351,240956650
1252,843,32963641
3556,1664,182072236
3748,3893,443342684
5604,2563,438234320
3108,726,64129341
3108,3619,348467025
2084,3854,281825975
2852,1234,110038747
6116,413,75303032
5988,256,48355070
3748,2876,346309930
3748,1938,223981714
2020,2485,163677539
3428,1508,162883793
1380,1038,45247370
2852,999,95377009
4452,100,14871355
1444,1977,89236582
1956,3228,195724686
2724,1195,111951938
1124,1547,53766432
1572,1625,85279983
4324,687,89198701
2596,3658,299391577
5988,2485,462466423
6116,178,33642307
2468,2094,158003816
3684,1820,206981139
804,178,4402055
4644,3619,517195290
5476,530,86336925
804,3228,78669399
2276,2563,183701799
2852,1078,98036671
2020,256,15961769
4900,3541,538863198
4900,1781,266842661
4964,3228,497165646
3108,2602,258042938
932,296,7460256
5924,2133,427761385
4836,1664,246898272
4772,3345,488871600
484,1469,22566577
1892,3150,183742667
4580,2290,330111692
3748,921,108692538
3812,647,73685704
932,2642,75285497
2916,1860,166021652
5156,1038,162509277
3556,413,41062305
4452,3345,471752214
2276,3815,271110517
676,1038,19806800
4964,2055,315183368
5732,960,163680864
4260,1820,241038651
5732,2720,493179211
484,843,11797943
1508,3854,171313981
2724,2602,216200514
6116,2485,458465994
1380,1273,56030219
4132,3306,431009811
4900,3072,483426825
356,2876,29940306
4452,1312,180382782
2468,921,71377091
1188,2485,89151846
4516,2954,398295018
3748,1156,153306035
5156,2602,439353463
2596,569,44970276
4388,491,67593265
3108,2251,220133123
1636,2094,109130128
4900,3033,463631264
4196,3619,461105988
3556,843,92253977
5860,2602,490656999
4900,1195,174947606
2852,3971,344392012
3492,3463,371562510
292,2720,24248049
548,3267,66995800
5732,296,51158794
228,687,4257946
4004,2837,369308275
5796,2524,475824048
4452,2798,406016074
804,999,22710434
4452,3150,434547793
5860,3541,636807188
1700,3228,170894133
3300,569,57173729
3620,1899,215708737
5732,765,137091468
420,2681,36264448
1380,1156,48863570
5476,726,118138350
2852,726,67133983
548,1508,28040473
3236,2211,218290458
1892,1547,91674570
740,2290,49926024
4068,2759,341705304
804,2563,64885911
1956,3072,190110981
2660,256,21773393
3620,3424,391412755
3428,3384,393757730
6116,3815,742164587
5092,921,145008683
6052,1586,368755144
3236,1742,167443567
4132,100,11581222
4260,569,76738411
6308,3150,620212797
5988,1117,206211240
4836,3736,559211339
4196,530,67099054
4516,1351,203502498
1444,2094,94792409
5540,2211,399563974
6372,3658,739163244
3108,608,58262264
6052,2329,431886565
996,3150,101614639
2916,882,77366175
996,2329,73165761
1060,3228,109662365
2916,1195,103800786
100,2368,6780538
2532,2329,177788830
2340,2251,159070895
2404,3854,324582867
1700,647,33558577
4644,3971,628485954
4580,2368,334744116
1380,2329,97461948
3748,1547,174069648
5156,2524,401541175
5604,1508,255124735
6308,2016,385649071
3108,2368,223311746
228,413,4966996
2020,2993,183234996
3876,1899,221650563
420,3150,39079825
2916,1117,97514585
5540,296,49846945
4644,1547,228738242
1188,2055,77449521
5028,3345,558753041
5412,3384,557387218
292,3072,27489457
612,3736,70544546
1316,3580,146685985
5348,3424,613857061
4708,3736,532957243
1828,999,56386345
4580,882,118739339
3108,2642,250145334
5988,452,88433025
5540,608,101921932
4580,100,12856343
804,1664,38572943
6436,1860,370384505
6180,2681,521171244
6436,3971,779132708
1316,2563,109453699
5668,2993,512934509
932,2954,93252726
100,530,1500781
2660,3306,273264503
3044,3345,321613259
4964,765,111358883
4132,1234,212202636
5796,569,104355139
5540,3111,578052911
2724,569,46341587
804,3697,90279737
4644,1312,196483911
1316,1469,61664877
3876,2133,249214459
6372,1156,237247085
4772,2798,403126629
4260,3306,448901685
5220,3541,573457803
4516,2563,354325777
4004,3697,456283438
4900,3580,630795043
2468,3345,255546251
1252,1508,62783967
6116,2642,516871546
3556,2368,260162181
5476,296,49105075
4388,452,58818301
548,2211,40384157
6116,999,182926202
5860,3189,618753810
5348,2251,361405883
3300,3854,388973990
6372,765,149343711
2980,2993,347037300
4644,3658,542194849
6436,3463,675802512
1316,3893,153206770
2404,2602,197273912
5604,3815,727448388
612,726,12625637
3876,1117,133672904
1828,843,78307871
2468,3619,271622787
1508,1781,80669697
3684,3072,369947792
1444,2446,111272558
3684,2837,325633228
5668,3072,547878913
6116,765,141122610
164,256,1163546
5092,3971,628408865
2404,3033,223777348
3108,139,14983105
3748,2720,304472669
228,491,3084890
5412,2094,352767695
5412,3267,546055835
996,2407,74636619
5348,882,140714166
932,100,2534521
6052,569,101804266
4452,178,26338035
2724,3971,336803437
2596,2642,205477911
3236,3893,392486174
1252,3150,121511165
676,452,9402703
1252,2915,123525899
2852,3384,301437994
6308,2211,426485035
2532,2211,181977791
4004,2602,321713764
868,1038,27329402
3108,1156,116338081
5348,2837,701898607
868,3893,100103936
4964,1312,265149081
740,1664,37034927
5412,3228,589182314
4708,530,76497918
2532,3541,284095566
1380,2602,111375925
1124,882,30611921
4580,1938,265975387
6116,3384,644517135
2468,804,62995863
3620,3384,397389960
868,2993,79347742
3172,2798,269379873
3236,296,27499304
2532,2407,193918067
4516,491,69969548
5796,2251,479609707
5732,2485,435239844
3044,1938,184644586
4964,2016,309490106
1700,1312,70781854
3876,256,29957435
1380,3150,131142476
3684,3775,432217131
612,1547,27522060
2596,530,43518744
3812,765,88651863
5028,452,66402054
3812,2094,247696401
2596,765,61636772
2980,3775,345338372
164,804,3600029
4772,3541,505836709
1572,2446,117968758
5284,3736,682573942
5668,3502,637426259
5412,726,118400326
996,374,10153060
356,3541,38470349
804,413,10718199
3108,804,77968454
1188,3854,146328271
2084,3150,198080658
5284,2524,415677571
1572,296,12958015
1060,1664,62523484
1572,1351,74427480
1572,2563,122091213
868,1781,49467596
2404,3932,284761744
4196,3072,405917375
676,2055,42491439
5028,1703,321230397
6372,1312,278749836
2404,3228,240814012
356,374,3804322
1700,217,10321653
4260,3775,552588886
4068,2602,320528472
6116,217,39046201
100,1977,9983549
1316,726,30395692
3300,2915,294130506
5732,3072,559142797
6052,3541,716062726
5348,3736,645588657
4772,1429,210294289
2340,2720,192088581
164,2055,9570812
2468,1820,137287843
1636,1390,69619900
3044,1586,147663986
1444,2251,103099657
2084,2485,158709809
6052,1038,196414359
4772,2446,371338931
676,3775,83236051
3492,335,37741221
4132,3345,497495877
1892,1156,87569179
4644,2055,288620870
2852,1899,175612825
1380,843,35719136
420,1117,15517424
5668,1469,254436951
228,1899,12793170
3684,1977,217779747
6372,2329,466758846
3620,2759,308860810
2660,452,36452457
2212,804,52462725
4644,2290,358164514
5028,335,52515285
5668,2172,374942210
3684,1234,144798774
3364,2993,312625220
4196,882,115254790
4836,1781,267902482
4644,3854,730863354
6052,374,70267051
3172,139,14291976
292,1156,9466125
3812,1625,191289369
6244,1938,379589798
4260,2954,373724121
5348,921,148328966
5476,1860,309299675
2148,3345,222144338
1764,2251,139276060
996,2798,92253640
3236,3658,436637751
6372,452,85994803
2660,1156,92634395
4132,2368,293551503
676,2798,57479335
6052,999,199507970
804,2094,50953257
164,608,3057014
1380,1625,77772136
2148,3306,217652469
5092,687,107758989
1508,1390,66813828
1188,1469,55699286
1764,3893,233991341
1764,1156,62972701
2660,3971,321929682
4900,2798,432990701
420,3267,41633638
3428,3736,391320483
5604,1860,310779932
3428,1429,164487528
3620,3189,348072455
3172,1508,143875006
804,2407,60304373
3492,2172,238219051
3748,882,105570589
4452,3189,498739706
4836,2094,332111461
740,2642,61869497
3300,608,66631989
2276,3775,296688239
548,1664,28650613
3748,647,74253368
2276,374,23643450
3364,2563,259383433
5732,2211,383628464
1316,2016,80835374
4516,3697,514292744
164,2642,14210010
2596,3932,323667998
3684,178,18539130
2468,3658,271772526
6244,413,79183667
5412,2759,452333113
100,726,2031923
4452,3697,510934526
1508,3775,168322204
100,1664,6779198
804,2993,83457418
228,1078,6771468
3812,2329,281396949
1444,647,30345729
804,1742,41773350
932,804,25851062
2404,2446,179364215
932,2681,87707648
5412,2798,465626020
5924,1234,259382168
2980,2876,270855823
804,2055,53984926
1764,2642,142861919
2084,1977,134362066
1700,374,21737274
2020,3463,215746464
2724,2172,176767333
4900,3189,473130748
676,3502,71654582
3236,1390,148663539
4388,1390,194370725
228,2563,24707687
2724,921,77390027
4388,2993,403101615
5796,3619,646530071
5220,217,33830746
3172,1703,163861854
932,256,6555223
4004,335,44183694
2020,1625,104821168
2148,1742,113555639
356,1781,19417004
4452,217,29587767
5220,1508,308211015
4900,2524,411267611
3940,921,109274917
1060,3033,101584019
3364,2094,209457591
1572,2720,131711989
5220,3150,539210460
2468,1117,88023819
6308,2446,487734850
228,1273,8152678
4580,139,20991347
4324,2172,348180256
5860,3815,685377927
3620,3580,396921297
6052,1547,300221573
2276,1038,71850175
3876,530,64944687
2916,139,13321006
1828,2993,170309809
4004,2446,306311287
548,2407,39918200
6308,178,33674405
612,1234,21389866
5732,2876,507366561
3748,726,84264075
3172,1195,131403653
3940,1429,171477176
5860,2642,472864514
6308,1703,323657820
5348,1038,166660407
1380,491,20739869
4068,1781,232507535
100,3854,11201834
1316,178,7061562
1700,1351,74684990
3748,1234,142007378
3364,491,49135472
4644,3697,664551965
3492,1586,171777367
1572,3306,162434763
1572,765,38271964
3812,2172,280543765
2276,3619,258458695
4836,2446,384559045
5924,1781,323440708
1636,2681,141015950
1508,2094,98653185
2340,1312,91737083
2660,491,42221554
2020,1977,119921507
5348,3345,544123711
3684,2524,294527149
3300,3424,348090647
2084,2524,188471812
1636,3228,161680114
2404,2954,221987356
3172,2720,259639305
1124,2407,81764892
5860,1938,349474026
5412,1156,189031010
1700,2290,116960837
4004,3854,478821301
5860,1038,183872970
5028,1312,206452691
1572,3932,188811688
2212,1938,133857833
4324,3072,448560152
4516,882,134363153
4004,296,35182996
5924,3072,675681761
5988,804,149629806
6372,1664,318988873
5988,3424,636734448
5284,960,163910580
2980,3658,349161815
6436,2485,491897915
5796,3697,641126207
4644,3189,518414348
4836,3775,565954894
5156,1586,256570505
6436,2407,477002447
4324,1664,215575647
3748,2172,257718641
1828,882,49949063
4196,1195,151212707
612,882,17822060
5028,2485,372195244
2468,1586,114768831
2404,1156,98835167
3620,1429,153434631
4772,2485,354752927
1060,1742,60166921
4836,2016,302411901
2468,256,18081364
2404,1469,107473339
5092,1234,194122975
3044,1273,119428001
228,3697,24370718
5476,1703,280361087
1572,3111,170097737
228,2602,22577961
4004,1938,234314300
4068,2915,394601442
5348,1820,300201064
4516,804,115302667
3108,687,68228759
4324,178,21255405
5156,3072,493141459
5476,1664,273766790
2532,1547,122264227
3364,1156,116163962
4388,1938,263691900
996,804,25056470
2788,3502,301541779
5028,2681,428636143
4900,2915,447276079
228,1195,7981849
5476,2368,389426707
3044,1117,101238251
3684,3150,363187160
1252,726,28238466
6116,2798,516962473
2276,3424,242662119
5540,413,69701865
2404,2915,221062309
1252,3267,121397326
292,3541,31125111
3108,217,21531882
1380,2524,102268768
2852,256,23387147
1636,3697,193883119
3876,1664,193498199
5988,3502,630323075
292,1038,10824883
5988,1234,231681708
868,2055,58970080
4580,1781,269452429
2084,2133,138167291
5476,2876,475698930
676,3150,77186697
484,608,10509859
1828,3854,215290050
4068,1117,138524425
5284,3619,583311120
5284,256,44588328
2596,1508,120182086
5732,3775,646344260
3812,139,17611162
5092,3228,498747019
4772,2211,319226487
1892,452,28488057
5348,1742,283420736
2340,2446,174240420
3364,999,121044946
1444,1429,66373496
4196,2251,293203150
1828,296,17528138
3044,1429,132939687
5220,2446,388692815
676,1781,36573593
2852,1977,185308029
1572,2798,136519353
4836,3815,569687423
1700,999,54702796
6180,843,158499924
2980,1664,155678583
6116,1860,402837328
1956,1078,65541608
3556,2798,313780601
3236,3580,362470540
4708,569,84102153
2084,3580,296850370
1444,217,9947212
4452,2563,362493946
4324,647,85028453
932,2133,61017906
4260,335,48558046
5476,2915,490995926
5604,3228,558385877
3108,2133,204032058
420,1078,12914209
1956,1390,79200173
4772,2837,427475718
1572,2642,129769509
4836,139,18949812
4900,2094,325007019
2212,1312,91494466
5796,1508,265712900
4836,3932,589145186
3172,647,60307545
4772,1977,288854906
1508,2681,127627599
292,1547,13195718
4068,2211,313467249
5476,2524,436656955
2404,413,30148384
4516,3736,600541979
1700,2251,140607851
1508,3502,180439419
4452,1508,208572559
6116,1899,352648090
2980,1429,134394650
1828,647,35752768
2020,3619,232277472
2212,1429,98214021
548,2133,34885798
2724,3111,261873135
3364,1195,122430268
1380,1429,63841556
5732,1547,274909580
5860,647,114479860
2788,1078,93085233
2468,1625,122423558
3684,3189,353181037
3556,2290,284164955
1316,3541,152210960
804,1938,54547416
4452,3854,538016441
2596,296,21623001
2148,3463,222268541
3812,1312,154975181
3876,3345,394924231
4580,1078,158996064
3940,2290,271450113
6052,1195,222101798
5028,3775,606833255
6244,2681,510688493
1828,2602,142417671
2148,3033,197561176
4516,2016,324158350
5924,2016,367305829
5988,1899,355413341
676,1820,38353211
3556,1742,198452496
2916,804,75383578
1188,921,34756308
5988,217,36918879
2852,2407,203237984
740,1899,46747628
5604,804,145603496
5732,2368,429749812
3492,2446,257644883
996,2954,88844840
5092,1860,285726393
4644,3228,449278120
4132,569,74165777
1316,960,41924734
3300,3658,383804640
5668,217,39811151
4708,1547,225079472
3236,3854,431501881
996,999,30970929
1252,2485,92739996
2340,2290,167977605
6436,3619,756232118
2788,3658,314723228
164,296,1346208
5156,2094,322166974
676,3306,73189808
5540,3932,674993483
5924,3033,594244926
2468,2133,164128813
5284,3072,499668259
676,2837,59903871
2468,1078,80583738
3236,1469,142728643
3428,374,39311088
6372,1078,215284733
6372,2407,471346313
5540,687,130005184
3812,452,54475477
5604,1938,375949783
356,2524,26290045
4708,3111,464286547
804,374,8239821
676,2446,51160884
2532,1899,199996134
5540,2133,363167928
4964,1899,288993372
1700,178,8479933
356,256,2708693
100,3893,11270832
4004,1469,178353370
1700,413,19834039
740,2524,59445799
868,3736,101629687
4708,3150,452596115
1700,687,34810471
3236,2524,244073541
2212,2133,158609400
3044,2681,246534386
6180,1117,214661278
1764,1078,59621749
164,2798,12857634
5732,1117,197793428
4324,100,11967634
100,2759,9032802
5092,2329,369258428
