@relation RSAEncryption

@attribute StringLength numeric
@attribute KeySizeExponent(2^x) numeric
@attribute runtime numeric

@data
17,10,105466
21,10,168164
24,10,112624
5,9,46923
9,11,270718
11,10,111919
4,10,104405
27,9,44646
28,10,104602
13,10,118581
20,11,268979
15,10,111689
5,11,264079
11,9,48132
15,10,97480
20,10,160456
12,9,45717
30,10,97886
27,10,117017
7,10,112555
20,11,276923
25,10,100277
7,10,99343
10,10,112167
13,11,307127
22,10,136365
27,10,144426
13,11,275436
26,11,267723
28,11,266930
22,10,98891
16,9,45608
25,11,271425
8,10,111585
9,10,97282
23,10,96588
1,10,111039
0,10,96921
25,10,112494
23,10,134669
15,10,106069
11,10,107024
2,9,56719
8,10,96738
23,10,106677
3,11,267627
16,9,45600
12,11,282028
4,10,116481
10,9,52298
0,9,48088
21,10,131912
26,10,126578
19,10,100893
29,11,612721
12,11,268008
24,9,48932
6,10,105471
3,10,111387
2,10,116070
29,9,101325
3,10,99094
26,9,51892
26,10,102310
27,11,274815
1,9,46898
16,10,98278
5,11,276045
21,11,265033
29,11,275669
24,10,101134
13,9,44447
13,10,103701
20,11,271635
6,11,271966
26,10,111129
15,9,43942
3,11,269346
13,10,101191
7,9,48948
11,9,42947
9,10,105325
10,10,119401
3,10,99045
17,10,97584
7,11,256783
27,10,110598
1,10,98281
19,11,264729
17,10,127733
14,11,291532
28,9,76596
9,10,114015
2,9,125886
26,10,241787
13,11,264856
2,10,102561
1,10,112482
23,10,107268
22,11,266514
13,10,111640
24,10,112374
27,10,101219
21,10,99001
21,10,98657
6,10,111645
9,9,45444
5,9,42775
4,10,96166
6,10,93440
19,9,48073
21,10,125399
8,10,96706
26,11,274325
13,10,101724
28,11,272056
21,11,261972
27,10,116172
28,9,78598
0,11,268039
19,11,277471
9,10,137914
19,10,112697
4,9,101347
7,9,44935
5,9,52609
11,10,105207
10,10,97076
29,10,106455
21,10,199909
24,11,268825
22,10,114143
12,10,108045
17,9,48647
11,10,99700
26,9,47547
9,10,97855
6,10,125676
24,11,268836
7,10,232473
20,11,270446
7,10,117141
24,10,97210
12,11,262191
19,10,99053
15,11,265574
28,11,270255
22,10,113667
22,9,46788
25,9,43812
17,9,48155
23,9,51056
19,10,96075
0,11,265558
11,11,264029
7,10,98069
23,10,191331
9,10,113274
24,11,263366
14,11,358599
24,10,112419
27,9,47528
1,11,278636
19,10,98696
7,11,266094
1,9,43510
7,11,265763
24,9,44544
9,10,98448
9,11,304502
23,9,76808
3,11,519641
22,10,104616
24,11,270590
13,10,123855
19,10,104935
29,11,275690
13,11,464158
2,9,83119
24,9,65344
7,9,70253
24,10,138511
13,10,117710
13,10,112721
19,10,125859
27,11,512124
5,9,72305
12,10,97100
20,9,49819
0,10,124138
11,11,266373
6,10,95987
22,9,45865
30,9,49835
6,10,113158
7,9,46086
10,10,103978
27,10,94062
27,9,46847
24,11,270253
21,10,96853
10,10,107739
29,10,108360
7,9,56238
7,10,125977
23,10,98329
30,10,94267
23,10,96221
2,10,96137
7,10,101686
20,10,107430
14,10,95457
22,10,96454
24,10,96024
13,9,45565
3,11,296518
2,10,117980
8,9,44861
11,10,118684
22,10,98366
6,10,108378
21,11,269590
19,10,113325
26,10,100536
2,10,97326
20,11,274018
24,10,135168
5,9,81470
20,10,125176
10,10,149611
10,10,99292
22,10,113190
22,10,127643
6,9,108985
21,10,100650
14,10,105543
13,9,43662
22,10,115880
9,11,264563
6,9,64250
17,11,270279
19,9,45756
21,10,107473
2,10,108374
12,9,51983
28,11,320642
24,9,45956
9,9,47211
26,9,46210
16,10,117258
21,11,266425
11,10,103739
20,11,268512
13,10,104321
8,9,44395
15,11,271479
12,11,458880
1,11,272015
16,9,46251
2,10,103057
3,10,94322
11,9,45234
25,10,105659
16,10,108116
25,11,269419
16,10,95947
3,9,77833
29,10,109689
16,11,274162
6,9,47770
26,10,108720
15,10,99988
22,11,296312
23,10,115975
2,10,117676
6,10,124501
28,10,243902
4,10,108491
23,9,46243
4,11,268121
7,9,46360
22,9,46455
0,10,109870
6,9,45747
6,10,97210
15,10,125966
17,10,106348
22,10,95382
1,11,271620
28,9,48142
14,10,148358
4,9,49723
19,9,49952
6,9,44069
3,9,47299
0,10,93387
10,11,269220
30,9,49252
29,11,279074
2,11,270704
18,9,48373
20,9,46578
5,9,55623
2,9,44789
6,10,96673
28,10,97854
2,10,101725
21,10,98070
12,10,119001
6,11,271368
5,10,172248
10,11,273933
5,9,44575
10,11,269382
26,10,127957
5,11,272099
29,10,99633
26,11,267214
9,10,99914
28,10,104320
11,10,95530
20,9,49808
2,10,101233
21,11,275457
18,11,271467
16,9,46729
15,10,91727
21,10,167369
16,9,79044
16,10,135158
9,11,455157
7,9,46016
29,11,272375
29,10,120357
16,11,284497
3,9,46929
12,9,45627
1,10,97633
14,9,43520
9,9,44302
28,10,114761
23,9,45695
28,11,280693
28,10,117524
27,10,124175
16,10,135984
2,10,114813
22,10,96100
2,10,106793
29,10,110728
28,9,45065
21,10,117897
16,10,105950
10,10,104121
13,10,99820
3,11,693541
14,10,115756
17,10,117911
21,10,98396
11,11,269216
14,10,95518
7,9,47418
17,9,43157
2,9,43394
29,11,266706
8,10,119507
27,10,97307
6,10,92910
27,9,44693
13,10,98328
25,10,108182
4,11,270908
19,11,288772
19,10,223792
4,11,264892
20,10,113839
13,11,265412
27,9,50927
2,9,48343
25,10,106100
29,10,118879
22,10,137102
29,11,273326
22,9,46692
18,10,121741
9,11,267524
2,10,95251
13,10,117906
9,11,271306
1,9,50701
23,10,119923
1,9,46015
11,9,45193
16,10,108688
24,11,268483
14,9,45300
17,10,101102
23,11,271868
28,10,102638
12,10,101219
20,10,97832
30,10,110519
16,10,107411
27,9,45347
24,11,271657
6,10,113597
22,10,102303
3,9,47727
18,9,44870
22,10,96691
21,9,45058
23,9,43441
15,10,97015
11,10,106106
5,9,70871
29,11,278300
8,9,45322
15,10,98388
16,10,111082
23,9,134722
2,9,47694
24,9,48815
27,10,103614
15,11,269730
8,10,118563
1,10,101855
15,9,52703
26,11,278264
6,9,47384
5,11,298237
14,11,265922
12,11,270823
15,10,105299
4,11,272065
17,10,95582
21,10,99116
15,10,96415
23,9,62817
13,9,44122
30,11,261306
19,10,109092
28,9,47476
6,10,107924
11,11,274474
8,10,133077
22,10,132130
24,9,74518
24,11,345366
6,10,114845
28,10,97586
28,11,264833
9,9,45784
8,10,108593
18,9,45997
8,10,105582
28,9,46037
22,11,258814
26,10,237975
17,9,49906
4,9,45179
11,11,366989
10,11,268651
23,11,264721
22,9,45438
21,11,301863
9,10,258662
8,9,144547
2,9,88615
10,9,71741
15,9,52379
6,11,268627
9,10,96619
18,11,265186
20,10,96309
25,10,102816
6,10,96509
16,10,116371
9,10,97383
15,10,99110
1,10,96523
26,9,44520
20,10,106968
12,11,268573
0,10,181895
9,11,269812
14,9,49142
5,11,298543
25,11,274276
13,11,331290
2,10,114210
17,11,277538
18,11,270849
14,10,142314
24,10,122646
12,10,101586
2,9,63951
22,9,45871
18,10,107760
16,11,266839
8,9,46528
21,10,141883
15,10,123414
7,11,266690
25,9,46428
11,10,117289
11,11,269840
13,11,270255
0,9,49641
7,9,45876
0,10,91750
1,10,118834
21,10,417668
28,10,127867
0,10,116575
24,9,87156
21,10,149921
11,11,268573
30,11,268129
27,9,48375
30,10,118888
10,10,114582
11,10,111243
29,9,47965
17,10,94928
29,10,115595
21,11,266302
8,10,117487
11,9,48184
16,9,49093
2,11,266779
17,10,101136
29,9,47187
17,10,115558
13,11,261563
29,10,97999
15,9,48309
27,9,60996
20,10,108111
27,9,44737
19,11,272827
1,10,99418
18,9,45474
3,9,57773
18,10,116446
15,10,108326
18,11,262643
17,10,100233
11,10,113790
14,10,116133
6,9,45150
27,9,48493
25,10,115363
3,10,122467
30,11,270834
13,10,96323
6,9,50222
20,10,100232
16,10,124205
30,10,100074
24,10,99536
24,10,94995
18,10,94452
24,9,43517
18,10,97971
21,10,107159
25,9,56421
16,11,265201
30,11,271604
21,10,104826
22,9,45693
3,10,120404
19,10,98627
12,10,97582
19,11,273601
11,10,112046
7,11,269097
22,10,114040
19,10,98802
12,9,51575
5,10,104297
8,10,118150
19,10,123219
1,11,271605
23,9,60610
9,9,51710
20,10,115562
29,11,274750
29,10,111728
24,10,116562
24,11,267434
26,10,111842
12,11,267842
27,10,112751
21,9,50931
10,10,130521
1,11,272997
12,10,96095
16,11,268133
8,11,269496
23,9,47024
23,10,94410
0,10,101026
11,9,45235
17,11,270188
12,9,48100
18,10,105880
9,10,191722
1,10,99788
16,9,52815
23,10,108864
11,9,46085
8,10,105292
27,10,93797
3,11,265789
16,10,97800
14,11,268976
13,10,101623
28,10,97485
6,9,43795
8,9,43871
11,9,44570
19,10,105026
3,11,266411
26,10,98523
15,11,267891
12,10,139602
2,9,98471
6,11,265642
24,10,97444
21,10,100057
22,11,268016
8,10,101390
2,10,98064
4,10,97221
6,11,299700
11,10,244455
12,10,102628
4,10,104901
22,9,47852
17,9,47741
8,9,46095
17,10,177281
28,9,48837
27,10,114838
7,9,52887
13,9,50392
9,9,49538
18,10,100313
27,11,268593
27,9,49825
26,10,288867
12,11,266527
30,9,49834
12,9,66056
30,10,108891
29,9,45562
9,10,100571
21,10,95146
14,9,43830
18,11,296052
25,10,129909
29,10,167975
8,10,114711
13,9,46346
27,10,95621
0,11,273382
1,10,108474
26,10,95190
7,10,109473
18,10,110896
28,11,272143
0,9,44867
6,10,102587
2,10,96452
17,10,105288
13,9,45625
9,11,267461
2,10,97543
28,10,95081
25,11,278493
5,10,113183
24,9,46686
25,11,276010
17,11,299675
8,10,130273
2,11,271088
5,10,98160
29,10,117693
18,10,97557
9,9,45580
7,9,57999
5,10,99169
26,11,263270
10,10,232295
19,11,270722
11,11,270445
3,9,45878
10,9,49991
21,10,102489
0,11,334640
7,10,110608
0,9,46719
20,10,95930
14,9,43257
20,11,333815
6,9,44679
28,10,107580
3,11,268849
4,9,60402
13,10,100027
17,9,63758
12,10,97482
28,9,45148
28,10,99481
18,10,93837
8,10,94242
28,11,273852
0,10,107733
12,9,45923
27,11,272018
6,10,104495
1,10,116221
21,11,272618
27,10,98580
25,11,342067
8,9,71783
25,9,62534
4,9,47686
24,10,94342
7,9,45117
24,10,113400
8,10,95280
14,9,45392
4,10,247995
15,10,122748
20,9,49341
25,10,110361
20,11,267738
29,10,99247
23,9,67305
24,11,267261
12,10,121532
19,11,268697
14,10,102845
19,10,120317
20,10,111506
17,10,117704
28,10,108078
23,9,49050
8,10,132285
11,10,131168
2,9,76832
16,11,269314
23,10,113828
19,10,102605
7,10,99781
23,10,108760
20,9,55223
26,9,54925
12,10,102904
14,11,297725
24,10,136236
21,10,178133
1,10,200037
19,10,119013
0,10,97982
6,9,52484
15,10,96959
10,9,44601
6,10,98696
20,10,111450
5,11,297308
6,10,100951
15,11,265415
7,9,52085
22,9,44837
5,11,266486
15,11,554152
9,10,124245
29,11,274169
10,9,50180
12,9,46821
4,10,113790
21,9,44875
13,11,271820
1,9,47302
11,11,272717
18,10,99242
12,9,45545
8,10,95840
1,10,98909
7,10,133057
22,11,271825
22,9,50616
4,11,413276
2,9,82255
4,9,74977
22,11,274730
15,11,273157
1,9,61929
1,11,265200
13,11,454469
30,11,300750
15,11,455649
5,11,272801
8,11,271208
17,10,111342
26,10,94463
21,10,104319
9,9,47893
10,10,139914
13,11,266846
1,11,282190
4,9,48290
11,11,265351
11,10,113226
17,9,46625
28,10,102864
11,11,264526
14,10,109901
12,11,268474
16,10,106573
22,10,113397
18,9,49832
2,10,114855
16,9,50335
29,10,168461
10,11,274875
20,9,46885
6,11,262836
10,10,111485
15,10,112295
17,10,106767
25,10,109648
3,10,107435
22,10,100925
29,11,265235
30,10,103115
20,10,125536
8,10,96649
21,10,97187
15,10,134781
2,10,114109
29,10,98392
29,11,272261
19,10,95410
21,11,262775
5,10,97095
27,9,51409
26,10,97355
27,9,46503
4,10,95586
3,10,107336
10,11,279233
15,10,103065
29,10,95095
10,9,43586
17,11,277588
14,10,112726
22,11,268949
27,9,46931
2,11,268057
27,10,117053
4,9,69507
24,10,101501
27,9,64886
7,9,48312
30,9,43364
19,10,105146
15,11,265135
3,9,48640
5,10,93587
29,11,297510
26,10,123269
8,9,47540
7,11,272327
17,10,97589
15,10,113554
29,10,185913
23,11,277153
22,11,277595
1,10,103731
22,11,277227
4,10,100030
20,10,95038
17,10,123844
28,10,99834
29,9,62184
2,9,50644
10,9,51220
4,9,46609
16,10,101420
16,10,99286
10,10,107955
20,11,268930
27,9,45665
14,11,271799
3,9,91446
6,10,96493
7,9,72139
28,11,267165
6,10,121555
18,10,105734
16,11,266902
14,10,109426
18,11,281841
6,10,117044
2,11,272640
19,10,112812
29,11,274505
26,9,51381
22,11,272610
22,11,265960
1,10,106619
29,11,267683
25,10,99778
8,10,111033
6,9,45073
24,11,267994
17,11,262010
11,11,266685
29,10,93719
11,10,110880
28,10,97150
23,10,104082
24,9,45023
29,10,104944
28,10,143035
16,11,272962
6,10,100949
14,9,44993
18,10,114739
0,9,49482
22,9,47048
18,11,264289
16,10,101080
8,10,109501
20,10,97528
6,11,266713
10,11,289067
24,9,46491
13,10,102134
14,11,271862
27,9,45464
25,10,93958
3,10,211052
25,10,188355
15,10,119461
28,11,266320
24,9,47498
11,10,94674
29,9,45826
23,9,48957
1,9,48564
21,11,385266
9,10,114552
18,10,97607
27,10,109697
21,11,270197
7,10,105454
6,10,95687
19,10,110653
22,10,98258
18,10,177076
6,10,97910
21,10,122383
16,10,97107
20,10,97955
6,10,168332
8,10,94677
29,10,98209
0,10,97612
21,9,62674
1,10,113137
25,11,350301
18,10,117314
21,10,117985
26,11,463351
25,10,108703
30,10,111907
20,9,60522
3,9,46951
23,10,102269
4,11,261792
29,9,70401
12,10,111459
5,10,106711
2,10,117990
15,10,94457
25,9,45951
29,11,269423
8,10,103191
26,9,44554
7,10,104953
15,11,292885
23,10,155526
22,10,113234
16,10,98957
26,10,118037
22,11,273016
26,11,262502
15,10,101267
29,11,271560
5,11,268053
16,10,113557
8,10,102691
1,9,47945
5,10,99578
11,9,43797
8,9,43891
9,9,43470
12,11,274346
22,10,101429
19,10,99766
16,9,46933
7,9,60847
0,9,45587
24,10,103615
30,9,43440
14,11,271230
23,11,265960
10,10,100540
8,10,100809
12,9,58285
30,11,267039
11,11,278693
7,10,94469
22,9,45065
10,9,45516
15,9,45050
21,9,43435
24,10,98520
13,10,105696
8,10,96559
13,9,57281
14,11,264789
30,11,271860
15,9,45832
7,11,289914
12,10,222558
14,9,66574
13,11,266065
8,11,265031
10,10,103000
18,10,116493
30,10,99031
11,9,122624
19,10,119958
12,10,104930
22,9,51699
29,9,45329
25,10,190193
15,10,105569
7,10,108395
24,9,46130
1,10,113695
27,10,97714
24,10,120387
12,10,164126
24,10,97998
2,9,46605
1,10,135764
27,9,53846
12,10,121337
19,9,49990
3,10,93472
22,10,101557
20,9,45272
26,10,97434
19,10,179802
2,10,135659
10,10,200850
20,10,114093
11,10,100665
4,11,268448
4,11,268612
1,9,47003
21,10,109515
11,11,273973
27,10,97257
27,10,117680
18,10,101292
3,11,268958
25,11,275694
20,10,118312
5,10,104028
4,9,47983
20,10,112954
27,9,47959
16,11,307115
6,11,297976
30,11,271401
21,11,268411
20,10,101670
17,10,101989
27,10,115664
13,9,47003
30,10,95178
2,10,99201
11,11,267239
27,11,275003
2,10,101610
5,10,109623
12,11,268125
28,11,265501
9,10,113267
3,9,49840
8,10,138840
15,10,130774
16,10,130980
17,9,91980
20,10,146979
12,10,113894
23,10,111205
22,10,119632
2,11,269649
4,9,48059
18,10,107005
20,10,122132
3,11,271885
19,10,95209
23,10,118721
18,10,100723
22,10,125213
13,10,103364
26,10,102571
23,11,337329
1,10,101979
12,9,55823
24,9,50302
28,10,108644
15,9,819265
18,11,264476
18,10,99383
1,9,64191
4,10,94477
7,11,264534
27,11,275165
19,11,261546
8,9,48039
13,11,268155
25,9,55864
8,10,93938
16,10,106171
25,10,109095
3,11,458254
23,11,279060
18,11,264051
10,11,264532
0,9,51838
21,10,118362
11,11,273168
6,10,98726
0,10,95873
14,11,268999
13,10,103473
22,10,99522
28,11,268438
2,11,266877
20,11,448879
10,10,135992
28,9,64044
0,10,115679
9,10,124181
3,11,272520
27,11,267220
9,11,273650
15,11,268221
8,10,123344
8,9,50322
16,9,44945
14,9,50476
21,10,99740
25,10,95801
14,9,59720
3,11,268533
9,10,105358
3,11,343996
3,11,268513
14,11,268647
1,9,45634
5,9,43137
27,11,268386
14,11,292288
26,9,60929
15,10,130172
14,9,44813
11,10,118269
6,10,95607
29,11,271388
1,10,101096
6,11,268277
15,10,96150
16,10,105180
2,11,303994
5,9,64466
15,11,267796
24,11,269917
26,11,268796
17,10,109293
24,10,108172
14,10,99578
6,10,100508
1,10,122515
14,10,115876
4,9,53725
4,9,46370
8,10,100614
17,10,107416
4,10,114176
28,10,99170
12,10,92907
4,11,262003
0,10,106306
29,10,102978
30,10,133376
2,9,62573
24,11,271227
9,10,122037
25,10,96504
29,11,273455
0,11,317507
6,10,120204
18,10,113589
10,10,113498
8,9,58280
6,11,273393
26,11,267776
6,9,50985
13,10,124767
3,10,119090
15,10,143082
14,9,48898
0,11,277028
30,11,271814
15,10,152482
26,10,141638
25,10,124620
25,11,277025
28,9,51248
25,11,266691
13,9,50170
9,10,109104
28,9,44467
28,11,266379
3,10,101840
13,10,125808
19,10,94987
22,10,93455
9,10,94342
17,10,147619
10,11,268503
7,9,45654
16,10,106477
4,11,272776
5,11,268871
8,10,104385
7,10,103005
19,9,46737
11,10,104416
13,9,44642
5,10,114640
22,9,49981
19,11,271189
25,10,118172
10,10,113795
17,11,266546
1,11,272781
11,9,46029
8,9,43605
15,9,137427
27,10,115146
28,11,263217
9,10,106395
11,9,45463
5,10,101403
25,10,117525
21,9,50105
29,11,266389
20,10,116599
10,9,45099
5,9,43407
11,11,263652
5,10,96115
29,10,186760
11,9,47661
0,9,67717
1,9,44684
17,9,52917
5,10,97477
9,11,277250
27,9,58102
16,11,269649
2,10,99310
2,10,116820
12,10,99364
29,10,172488
23,10,105830
28,10,94656
17,9,58584
16,10,99516
13,9,43006
29,9,59190
2,9,46465
9,9,48932
28,11,273031
2,9,44956
28,11,272889
14,10,96093
17,9,46156
28,9,44151
18,10,93845
28,10,117310
20,9,45653
9,11,272406
30,11,257597
23,10,100994
7,11,270827
7,10,130436
11,9,52057
3,10,95610
22,10,95956
10,10,95134
10,11,276214
2,11,304690
22,9,80335
10,10,139077
13,11,273439
25,10,98915
24,10,106439
16,11,276067
21,9,53276
6,9,45972
19,11,271962
9,11,275931
9,9,51729
25,11,263892
30,11,276648
19,10,98432
8,10,194452
20,11,266245
1,11,268179
19,9,53399
7,9,65788
13,10,110228
20,10,98607
16,9,46587
24,10,97742
25,11,277789
11,10,96203
17,9,43798
25,11,268628
21,9,49604
28,9,45450
25,9,47300
1,10,95490
16,9,44510
18,9,45448
6,10,97005
23,10,122862
15,10,100357
6,9,44293
4,11,266077
6,10,112411
28,11,264551
21,10,97758
3,11,276808
21,9,44788
23,11,267299
1,10,101934
11,10,112189
11,11,267758
5,11,275125
1,9,45390
7,9,47877
2,10,99170
28,9,46093
0,10,129081
28,10,137178
10,11,266390
9,9,55591
16,10,123350
18,11,267929
28,11,283258
29,10,97551
26,10,100186
17,9,44808
1,11,266085
15,10,114131
3,10,126083
10,11,271600
9,9,53507
21,9,45680
0,10,117106
2,10,101579
5,10,97094
11,10,95908
9,10,101440
19,11,279335
29,10,114341
22,9,54809
2,9,47084
9,11,267740
24,10,98292
5,9,44527
27,11,274731
7,9,48326
7,9,44465
5,11,266106
26,11,269217
23,9,48194
9,9,48732
19,10,99106
26,11,299328
25,11,273129
18,9,46268
21,10,102391
14,9,48182
11,10,97487
12,9,43653
22,10,117328
9,10,113708
6,10,114647
9,10,101847
27,10,99650
4,9,45843
30,9,52392
22,10,113155
5,10,146686
5,9,66721
21,11,266190
25,9,48375
15,11,267240
11,9,50539
15,10,95525
24,9,69081
25,10,101070
26,10,101166
20,9,47474
24,9,45986
13,10,94114
4,9,45414
6,11,273761
4,10,102347
19,10,193093
17,9,79121
16,10,131559
16,9,74345
27,11,278976
3,11,268880
28,10,96326
15,10,129189
8,10,98558
13,9,42633
28,10,137620
25,11,277228
10,11,269604
13,10,99644
28,10,124537
24,9,48767
25,10,104895
24,10,113489
9,10,95001
3,9,44294
17,9,50458
6,10,112574
2,11,269799
6,10,95241
2,11,270355
4,10,134060
2,10,113477
23,9,51412
13,9,44825
16,10,102077
4,10,101979
1,9,46031
26,9,45164
19,10,113929
15,9,44175
25,11,264381
3,10,97056
19,9,115800
18,10,189465
29,10,101345
15,9,47946
5,10,97374
19,11,269659
6,11,260205
19,11,276096
4,10,173112
18,11,273718
12,9,72936
5,10,129780
17,10,131876
2,11,266905
4,11,273511
28,11,264798
16,10,127270
28,10,103614
23,10,104688
12,11,268079
16,9,48263
1,9,49613
26,11,267943
28,10,101050
24,10,94868
18,9,61948
24,10,113572
29,10,95276
25,10,106538
9,9,46421
17,9,45975
20,9,43750
13,10,121005
5,10,104635
18,9,50410
20,10,97221
28,11,268939
27,10,107162
28,9,52659
22,10,95379
6,10,94007
11,11,302921
16,11,274918
18,10,121854
3,10,118343
22,10,113599
9,10,94898
8,10,106361
6,10,98713
21,10,103497
10,10,116890
6,9,61111
4,10,119475
18,10,102391
4,9,95486
29,10,112237
8,10,99601
17,11,273008
29,10,118947
6,10,139354
26,10,134961
7,11,474777
23,10,109404
4,10,106769
12,10,115228
17,11,268679
28,11,275265
2,11,527083
28,9,84030
6,10,134386
9,10,136230
25,11,274975
20,11,268789
22,10,95748
15,10,102854
16,10,117163
18,11,301608
7,11,289406
13,9,52918
7,10,147741
17,10,108158
22,10,101828
6,9,46694
27,10,133976
15,10,98474
24,9,43612
8,9,60213
1,10,98700
18,10,94812
1,9,44674
17,10,233226
3,11,274672
12,9,53126
8,10,101271
16,11,274780
20,10,100159
3,10,102483
7,10,114492
10,11,273606
15,11,277930
24,11,266684
13,11,272214
4,11,268539
28,11,291780
17,10,113331
22,10,113612
2,10,116570
5,10,99154
7,11,332638
26,9,45210
22,10,131481
14,10,99385
9,10,115958
0,10,112477
2,11,268861
29,10,102441
28,10,103508
4,11,269687
15,9,45797
19,9,45898
22,9,60751
16,10,95925
23,10,116907
10,9,46089
24,11,460093
15,10,116501
8,11,266393
16,9,44454
3,11,263643
25,10,97165
24,11,268581
15,10,203560
2,10,120148
29,10,103530
0,9,46976
11,10,93463
14,10,107312
5,10,98561
13,9,73236
10,11,266871
6,10,116596
23,10,116964
30,9,49683
6,10,95242
2,11,271145
22,11,272631
2,10,205038
25,11,262502
24,10,110664
21,10,97977
23,11,284722
16,11,278983
14,10,102161
29,9,50310
12,9,44874
28,11,266190
14,9,62321
19,10,112180
21,10,94975
1,11,267938
5,9,56699
27,9,45818
14,10,95826
12,11,269031
27,11,264761
2,9,45218
5,9,44208
1,9,51036
15,10,112056
10,10,113857
29,9,48865
9,10,127147
18,10,113653
4,9,48774
2,11,411760
8,10,122286
24,11,278831
2,11,270519
15,10,98796
25,10,96725
19,10,97693
17,11,273126
20,10,110502
22,10,101663
26,10,100490
27,9,46097
1,10,112217
13,10,98666
9,11,452810
10,10,95320
1,9,46469
30,10,107732
15,10,99703
28,10,172963
25,10,105683
11,11,278342
7,9,44761
26,10,97761
13,10,94012
6,11,274805
17,9,62898
2,11,267478
3,9,44675
5,11,266521
23,10,113463
25,9,46544
9,9,44063
17,10,93167
15,9,46301
4,10,149220
10,10,111309
3,10,109347
26,9,51068
8,11,275241
9,10,100183
26,10,114709
14,10,96108
5,11,276055
24,10,134154
2,9,48319
1,10,118073
9,10,97229
8,9,46968
18,11,275239
9,11,264802
8,9,46583
16,11,265275
8,11,458087
4,10,96609
27,10,137616
18,9,90285
11,9,80614
23,10,134643
9,9,73815
13,10,116285
27,10,121643
29,10,96963
17,10,114911
15,10,103375
5,10,96845
25,9,49514
3,10,112280
7,9,46066
25,11,270359
2,11,294624
7,11,271751
18,11,270998
19,9,56264
23,9,49235
2,10,215179
0,11,268557
19,10,99390
20,11,269941
25,10,117053
11,9,64232
17,11,269865
3,10,100136
30,9,47306
15,10,105510
29,10,108064
28,10,105895
11,10,111528
24,9,46379
6,10,109212
1,10,102727
15,10,142251
19,10,136242
16,10,126707
6,9,74606
1,10,120917
25,10,110582
3,10,97691
23,10,111488
29,11,265104
26,11,271424
20,10,101889
16,10,96401
6,10,128833
3,9,46432
17,9,45571
4,9,44493
0,11,265438
27,9,49032
21,10,94021
14,10,98357
0,9,42797
12,11,273078
18,11,279416
2,11,269161
6,11,269435
11,9,51099
28,10,105421
27,10,103783
26,11,268325
6,10,99760
25,11,274698
20,9,52312
13,11,277956
17,9,45178
23,9,48311
20,10,102224
26,10,106095
13,10,118374
29,9,49573
9,9,48841
9,10,105282
2,9,45285
9,10,106059
2,10,106640
13,11,273660
11,9,46645
10,10,102968
15,10,101061
23,10,113368
6,11,269434
9,10,103295
17,10,105247
5,10,119424
20,10,102865
30,10,103575
28,10,97959
29,10,115571
24,11,290500
0,9,73116
18,11,276791
11,10,122652
9,9,45335
27,11,268555
21,10,103599
4,9,46348
13,10,126018
1,9,44445
21,10,93084
9,10,94622
2,10,98222
19,10,94010
5,11,271937
19,9,46618
2,9,75452
5,9,168291
22,9,67517
28,10,105596
17,10,104467
26,10,92855
5,10,95324
18,10,95107
10,10,111986
13,9,45340
16,10,106726
4,10,125822
19,10,109579
11,10,93137
10,10,96383
2,10,103323
15,10,112807
18,10,141196
1,11,279275
28,10,126820
3,9,45425
11,10,103279
2,11,270235
6,10,99448
5,10,95313
21,10,109055
19,11,266373
5,9,45328
28,11,269024
21,10,116881
19,11,274368
24,10,111823
18,11,278816
1,10,136017
24,10,116718
4,10,117850
29,9,53188
23,11,275118
5,9,49067
17,10,112696
25,9,46924
1,9,70619
30,10,100197
20,9,48405
1,11,274152
8,11,268804
12,10,99036
6,11,315508
14,10,103376
7,10,118351
26,9,48073
28,9,46231
1,10,190876
6,11,314328
15,10,111058
5,10,116744
21,9,45399
20,9,44654
2,9,43999
13,9,64678
20,9,46169
6,10,95349
20,10,164504
12,10,94690
6,10,97514
0,10,93912
29,10,103391
29,11,266513
19,10,104388
11,11,272480
11,10,96615
23,10,96068
24,10,97113
23,10,97740
20,11,270828
19,11,270963
11,9,44168
30,9,60367
7,11,266261
2,10,104256
21,11,271649
8,11,268189
1,9,120583
11,11,274662
1,9,46620
28,10,98972
27,10,110966
19,10,102367
4,10,98823
9,9,43812
28,11,264817
0,10,113350
3,10,111716
21,9,45440
26,11,268385
14,11,273653
26,10,97855
18,10,113514
24,11,269158
7,10,97267
11,10,102626
21,9,59944
6,9,47587
21,11,264639
25,10,104994
15,10,106532
6,10,132119
23,9,74343
21,10,118376
29,9,67526
22,11,276569
22,10,102476
1,10,95600
14,9,44416
16,10,99623
12,10,94672
25,11,266458
7,9,46626
7,10,96849
12,10,100114
17,11,270291
28,10,102121
20,11,271381
19,10,99552
3,11,258285
18,10,143075
24,10,129718
2,10,142456
1,10,115801
5,9,61444
14,10,125866
23,11,267740
11,10,111487
13,11,269577
1,10,97320
30,11,270348
0,10,110207
2,11,274236
19,11,267156
26,9,47409
27,9,45492
13,11,266519
23,9,47379
23,10,94206
1,9,52612
16,10,118480
11,9,1071491
20,9,57984
20,10,96727
13,11,263938
18,10,108862
23,9,46726
11,10,113449
28,10,98570
19,10,105586
20,10,98955
9,10,99616
1,10,115409
13,10,104562
4,11,271452
12,10,102235
29,11,270418
21,9,150767
0,11,263402
3,10,112181
16,11,265833
23,9,51069
10,11,262348
19,10,110407
8,9,63266
15,9,47697
18,9,48489
