@relation RSADecryption

@attribute StringLength numeric
@attribute KeySizeExponent(2^x) numeric
@attribute runtime numeric

@data
19,10,1300297
23,10,1320806
12,10,1288749
19,10,1306694
18,10,1299949
7,11,6979163
17,9,329045
15,10,1313873
4,11,6955809
12,11,7629146
21,11,6978652
24,9,328644
16,11,6961029
22,10,1311985
3,10,1369943
4,10,1310341
7,11,7095245
30,11,9576164
21,10,1339880
13,9,327643
14,11,6933498
30,9,397022
18,10,1301748
24,10,1318426
3,11,7050381
6,11,7016507
27,9,333888
30,10,1305213
29,11,7197563
1,9,323746
21,10,1319522
20,10,1334794
30,9,325619
20,9,331203
21,11,6984697
23,10,1299813
27,9,330982
29,10,1316954
15,10,1303540
1,10,2103437
3,9,376256
26,9,373538
28,10,1315559
8,9,328478
12,11,7013047
6,10,1294939
4,11,6926195
1,11,7040363
8,10,2344288
29,9,326967
17,9,325951
29,10,1301675
28,10,1296481
9,10,1301949
9,10,1328351
7,11,8844191
0,9,332739
23,9,324273
17,10,1308753
10,11,6967039
24,10,1321065
7,9,321887
6,10,1323792
20,10,1333785
20,10,1326359
16,11,6920227
22,10,1311049
8,10,1292129
10,10,1298632
8,10,1302608
17,9,324698
27,10,1298812
21,9,320661
3,10,1342370
1,10,1329925
4,9,327484
7,10,1328675
18,11,6937452
1,9,341770
8,10,1332392
21,10,1297061
1,11,7564133
23,9,471803
19,10,1367633
18,10,1321183
2,10,1329339
22,11,6997024
11,11,9395925
3,11,6985388
14,10,1303007
9,10,1317426
7,11,7060760
4,10,1295395
14,10,1302710
4,10,1377455
20,10,1329028
14,10,1305911
18,10,1323968
2,10,1339048
23,11,6955156
29,11,7079010
23,10,1310971
8,9,321853
2,11,7101990
24,10,1310860
4,10,1312162
23,11,6964984
3,10,1309041
11,9,323271
1,9,326194
27,9,318570
29,10,2575431
10,10,1343915
20,10,1321538
8,10,1326626
5,10,1308227
26,11,8347231
14,10,1315694
4,10,1301358
19,10,1309741
20,11,6976472
15,10,1312486
16,9,318530
14,11,6919314
20,11,7508589
17,10,1599472
10,10,1317843
28,9,317419
22,10,2244356
7,10,1328764
18,11,7105027
24,11,7025128
6,9,328069
27,10,1320068
17,11,7573600
5,10,1590177
16,11,7896139
11,10,1302447
5,11,7045368
7,9,323084
28,10,1318370
14,10,1367409
3,11,7075505
22,10,1341076
9,10,1420654
11,10,1321290
0,11,6921141
27,10,1293465
15,10,1302548
8,10,1325860
13,10,1312602
30,11,7099216
24,9,328518
14,9,315862
12,9,328746
8,10,1305655
14,11,6995893
28,9,321319
1,9,331453
5,10,1306675
22,9,329512
25,10,1306941
22,11,7046297
17,10,1327970
19,10,1299527
28,9,322285
5,10,1298331
3,10,1306366
8,10,1396008
15,10,1295806
24,9,330352
23,11,7019151
3,10,1336266
18,10,1309508
23,11,6990112
18,10,1316452
29,9,322138
8,9,325762
13,10,1295344
24,10,1306183
9,11,8162689
6,11,6959212
17,11,7072769
16,9,317076
1,11,7071574
24,11,8628513
10,11,6959487
16,11,6932653
11,11,8010963
14,10,1413183
2,11,6969316
16,11,7110958
20,11,6988802
8,9,325038
14,10,1308144
21,10,1363552
20,11,7016632
1,9,319763
0,10,1309481
15,9,326943
7,11,6924864
26,11,7042176
24,9,325003
1,10,1317866
13,10,2408016
12,11,6932607
1,11,6969615
16,9,329180
24,11,6955339
4,10,1491769
14,9,473792
29,9,338304
9,10,1338916
23,10,1340164
12,10,1289010
23,10,1309871
17,9,316904
10,9,328842
17,10,1320524
4,9,330530
10,9,332293
10,10,1331631
11,10,1332396
3,10,2264409
5,11,6948705
7,9,319322
24,9,324506
15,9,319462
24,10,1316539
3,9,320179
10,10,1315462
10,9,331023
18,9,321781
6,10,1317197
17,10,1331484
10,11,7040790
11,9,315135
22,11,6953742
4,9,320902
12,9,715553
8,11,6909924
24,11,7006306
19,9,328501
9,11,6972169
23,10,1315513
21,11,6989235
19,9,324120
27,10,1299462
30,9,323251
29,10,1303508
18,9,329056
4,11,9367669
29,10,1300604
7,11,6936118
29,11,6972484
17,9,543966
2,10,1313077
4,9,323243
19,9,327862
3,11,7054109
1,10,1479708
5,10,1437444
17,11,8891107
18,10,1317471
15,10,1343394
3,10,1352693
7,10,1314317
25,10,1316301
4,11,7057012
4,11,7075860
12,9,326241
19,10,1300762
8,11,6972221
27,10,2360476
12,9,327605
14,11,7121207
21,10,1319337
28,10,1425119
5,9,329355
14,10,1312086
4,11,6915327
8,9,317583
27,9,326008
28,11,6915796
6,9,319598
15,11,7128661
19,9,322090
9,10,1307257
13,10,1315164
19,10,1325227
1,11,7773617
14,10,1308763
9,10,1323127
28,9,327360
3,11,7027686
29,10,1302789
9,9,321753
4,10,1320734
19,11,9003376
18,9,329975
5,10,1298506
1,9,332751
9,11,7132385
16,11,8678383
11,10,2136641
18,10,1455479
19,10,1327097
3,11,6972000
5,10,1305381
28,9,326336
29,9,331447
20,11,7020786
28,9,322554
1,10,1311952
3,11,7015467
19,10,1390654
5,10,1306839
18,11,7035183
9,9,321851
24,9,324612
26,9,320739
19,9,329453
27,10,1314722
7,10,1323876
1,9,326231
9,10,1319489
0,10,1314526
25,11,7037178
18,10,1318582
2,11,7941522
1,11,7048977
4,11,7060360
17,10,1326398
20,10,1308318
26,10,1303310
4,10,1302169
19,9,347782
17,10,1334211
1,11,9484245
13,9,329988
3,10,1290907
24,10,1325719
13,11,6920534
30,11,6934120
10,10,1334498
14,9,315731
9,10,1301220
10,10,1359062
5,10,1351462
8,10,1344265
2,10,1366426
23,10,1319121
25,9,319231
10,11,7042679
14,10,1309454
12,10,1312119
11,9,317999
28,9,327086
26,9,320827
3,10,1330917
2,9,322157
12,10,1770470
8,10,1323227
14,9,328408
29,9,322231
28,9,324936
17,10,1326225
21,9,331089
18,9,322026
14,10,1333413
19,10,1313698
28,10,1330173
18,11,8780612
24,10,1644399
0,9,324261
26,11,7052272
5,9,323697
21,10,1315429
4,10,1313363
26,11,10449540
15,10,1837100
6,10,1335436
21,9,348495
1,10,1303341
18,11,7070490
2,9,327714
4,9,322326
8,10,1315022
18,10,1306897
17,10,1297415
2,10,1324932
30,9,329355
2,10,1303288
14,9,324277
26,11,7012384
13,10,1320785
26,9,700768
14,11,6974783
12,9,317141
8,9,324948
28,10,1299009
5,10,1314865
25,9,314905
6,10,1300455
8,11,7017482
2,10,1316737
14,11,6997572
22,11,7091057
4,10,2180025
11,10,1315369
3,10,1342502
15,9,316914
1,10,1334068
14,11,7102662
15,9,320262
20,9,324436
16,10,1326694
13,10,1316457
18,10,1296713
5,9,323822
8,9,566982
14,10,1300731
5,9,331454
10,10,1333375
13,10,1415437
22,10,1309132
30,10,1289043
26,11,6940083
14,10,1296256
13,10,1287377
1,10,1684127
18,11,6997192
15,11,9449107
15,10,1306298
17,10,1311920
11,9,318771
17,10,1491233
29,11,7499622
13,9,329969
0,11,7001032
25,9,327888
28,10,1328126
20,9,315909
13,9,322595
19,11,7038660
17,11,7885675
9,10,2378255
4,10,1312145
25,10,1318725
2,9,318874
28,10,1333692
29,11,6985280
5,9,319815
13,10,1306480
6,10,1343837
26,10,1319491
17,11,7803402
6,10,1324681
17,10,1311011
9,10,1600372
26,9,337851
30,9,314155
8,9,329571
8,11,7073270
20,10,1450127
2,11,6953659
20,10,1346692
21,9,329340
11,11,8945121
14,9,328319
21,10,1301231
12,9,322143
6,10,1323929
13,9,326111
22,11,6958333
3,11,7397112
9,9,699186
8,10,1315865
3,11,7058192
10,11,9478391
3,10,1296260
25,9,325225
23,11,7006453
4,10,1325275
3,10,1303260
27,9,327952
26,10,1315272
17,11,7004586
27,11,6992180
1,11,7518219
4,11,7029659
3,9,330907
25,10,1312109
12,10,1326135
17,9,320354
15,10,1306749
24,10,1310869
24,10,1320805
4,10,1308589
18,11,8991427
18,11,7102888
21,10,1303018
8,10,1335419
1,9,326720
3,10,1312397
21,9,325396
25,10,1328083
29,11,7020576
21,10,1323993
21,10,1307535
6,10,1313883
19,10,1323096
14,10,1325069
4,10,1325874
24,10,1320449
2,10,1324496
15,10,1321203
6,9,317866
28,11,7143938
30,10,1316787
30,10,1304633
10,11,7121541
27,10,1315475
13,9,323215
17,10,1318148
14,9,322846
16,9,325284
27,10,1320302
25,9,325555
23,10,1297836
3,9,728629
15,10,1337858
0,11,6937131
5,10,1329795
23,9,323262
13,10,1289389
15,9,320196
5,10,1301715
8,10,1304350
24,10,1342442
11,11,6931741
26,10,1289843
7,9,320863
17,11,10121805
24,10,1321705
3,10,1292504
6,9,332475
7,9,329296
8,9,324379
21,11,6985975
12,9,322525
5,10,1374671
18,10,1321548
16,10,1311778
3,10,1317680
13,11,6986676
21,9,320664
19,11,7030383
26,10,1322980
27,10,1300846
18,9,328423
15,9,346843
21,9,318294
6,10,1295872
11,10,1364335
13,10,1418085
1,10,1417477
11,10,1307514
9,10,1306072
2,10,1299157
25,11,7100599
4,10,1303218
18,10,1305017
28,10,1311542
29,10,1341938
14,10,1307630
19,10,1295554
16,10,1313911
17,11,6959051
26,10,1394743
15,10,1307536
28,11,7129693
25,10,1412787
24,10,1306067
16,9,326890
7,10,1332936
23,10,1325847
17,10,2423750
7,11,7087281
27,9,320251
15,10,1312894
25,11,6925840
4,10,1317067
8,10,1860608
28,10,1293090
30,9,329228
22,9,320359
22,9,318202
15,11,7097484
4,10,1309039
26,9,321806
17,9,322858
1,10,1295359
19,11,7616013
21,11,8188218
27,10,1312896
11,11,12361617
24,11,7060002
13,10,1432457
6,11,6980681
8,9,318526
17,10,1307866
2,9,327920
28,10,1308044
13,11,7057757
30,10,1310567
15,9,323404
22,10,1346626
13,10,1303575
8,10,1307365
0,11,8252306
25,10,1312570
22,11,7097618
28,9,328207
21,10,1314183
11,11,6912419
26,11,8159357
4,9,325414
14,10,1343930
21,11,6919663
3,9,317285
20,11,7106565
9,9,328694
19,9,321951
11,10,1318191
26,10,1332645
22,10,1297228
6,9,331247
11,11,6914296
21,11,7060794
28,9,323009
22,10,1307283
14,9,320308
15,11,7011240
15,10,1316732
20,11,7116027
19,9,326062
23,10,1298326
16,11,7101770
12,9,328387
21,10,1312544
2,10,1329826
17,11,7075247
29,10,1313800
1,9,1130741
1,9,320853
14,11,6973077
25,11,7869517
10,11,6930750
28,11,7037224
22,10,1317455
20,10,1288895
10,10,1302529
1,11,6975583
4,10,1306226
9,10,1309846
6,10,1310952
10,10,1317029
24,9,321753
23,9,324435
22,9,322770
17,11,6940406
18,11,6936093
24,11,6928549
22,9,337313
24,11,6953467
20,10,1298662
6,10,1296626
24,11,9421681
23,9,333510
5,10,1326616
16,11,7094805
14,11,6986573
5,10,1300380
2,9,323554
21,9,328564
22,11,6959272
17,11,6957995
22,10,1300107
1,9,359053
13,11,6980138
29,11,7065366
13,9,325932
15,10,1319668
22,10,1304887
11,10,1362869
4,10,1317186
4,11,6975856
9,9,321997
26,11,7045130
26,9,324080
28,11,7012078
13,9,321335
29,10,1309378
26,11,7030926
18,11,7070549
29,10,1370780
24,10,1299986
14,10,1296509
3,11,6942872
14,9,320834
19,11,6970831
28,10,1305961
10,9,330691
7,10,1313843
11,10,1338163
20,9,323379
24,11,6916760
19,9,323396
17,10,1423596
29,9,356480
2,9,351559
28,11,7501083
16,9,328358
13,10,1306596
6,9,321642
21,10,1292044
0,9,333055
19,10,2111373
18,9,339931
5,9,335357
3,10,1312536
13,10,1299399
0,9,323136
17,10,1304375
25,10,1302603
12,11,6974186
27,10,1316369
16,10,1318042
19,11,6984741
20,10,1304620
3,10,1302566
13,10,1304398
7,10,1352470
2,9,327044
13,10,1320152
9,9,327220
29,10,1294027
16,10,1412584
20,9,358534
27,10,1504851
19,10,1330016
10,11,7023905
13,9,576848
10,11,6995858
6,10,1313003
28,10,1287187
2,9,331547
12,9,329358
5,11,6954219
10,9,329351
22,10,1328001
19,9,577970
15,11,7010259
23,9,321012
29,9,324020
14,11,6942902
10,9,319675
12,10,1306330
1,9,328945
10,11,9713012
17,10,1412429
7,11,9492338
29,10,1354307
14,11,7044554
27,10,1328333
4,9,325339
11,10,2703805
3,10,1292606
26,10,1340609
28,10,1292342
21,9,325368
10,10,1308948
6,11,6926576
10,11,6920984
0,10,1328620
5,9,327289
10,9,321844
20,10,1313363
8,10,1331155
6,10,1571224
17,10,1294691
9,9,325696
1,10,1327127
22,10,1316179
2,9,326657
21,10,1317892
3,9,321154
4,9,333099
21,11,6920253
4,9,322271
10,10,1328755
1,9,319069
6,10,1318660
3,11,6971626
28,11,7051936
11,11,10325822
2,11,7022455
29,10,1315692
14,11,7062129
4,11,7322924
5,11,6928938
23,10,1331126
14,10,1327077
17,9,326343
4,10,1410895
29,10,1335813
25,11,7040531
10,9,332496
23,10,1310529
18,10,1316584
19,11,7086073
3,9,325265
12,10,1293566
4,10,1345344
7,9,321567
26,9,322006
1,11,6989204
9,9,328652
20,10,1318425
4,9,326709
30,9,326132
22,9,319380
4,10,1304686
29,10,1328387
18,10,1333866
3,11,6964083
23,10,1330792
8,10,1350519
10,11,6952004
14,9,352745
8,11,6972361
24,9,324803
24,11,7005971
28,11,6992917
26,9,315896
24,10,1304387
26,10,1315345
26,10,1306512
17,9,321422
4,10,1315613
14,10,1362709
15,11,7009025
13,11,7070158
17,11,7054750
3,9,331072
21,11,6934359
9,10,1314512
23,10,1310065
15,11,6932371
4,10,1300422
16,10,1354546
2,10,1336796
3,11,7105330
3,9,318065
4,10,1301981
25,9,325919
23,11,6950074
15,10,1334564
2,10,1339712
10,10,1316116
30,11,7072223
20,9,324330
7,10,1312495
20,10,1296334
23,10,1304973
21,10,1295579
15,9,328426
25,9,327126
22,10,1862734
25,11,6978110
28,10,2609188
5,10,1301587
17,10,1308265
10,10,1320031
28,9,332244
7,11,7027757
10,9,323659
4,9,322870
0,11,6991674
27,9,329690
16,9,320684
5,10,1292477
4,11,7065064
1,10,1297180
30,10,1305377
22,10,1296454
19,11,6937625
0,10,1293325
15,9,320138
26,11,7030480
11,10,1348723
5,10,1318195
15,10,1500154
21,10,1500230
18,11,6988306
16,10,1286337
13,11,7981262
29,10,2005685
6,11,6986035
25,10,1305307
0,11,7019383
23,10,1326951
2,10,1920264
6,11,7091916
11,11,6999628
30,10,1303663
17,10,1293664
20,9,320788
29,10,1302802
27,10,1290754
18,9,322243
2,11,7057322
16,10,1300705
11,11,7616574
10,10,1316148
7,10,1320766
3,10,1321097
4,10,1367835
1,9,329396
20,9,324769
27,10,1337722
5,11,7067994
4,11,6964590
18,10,1302404
30,11,6942070
24,10,1325319
8,10,1294436
7,11,7098602
11,10,1450282
2,9,379403
24,10,1404489
2,10,1328161
22,10,1305945
21,10,1350598
21,9,328769
4,10,1324321
1,11,9150669
23,10,1302087
29,11,6996848
14,11,6977026
24,10,1309075
19,9,333773
5,9,327283
11,9,322933
9,11,7135849
10,10,1318602
20,10,1303600
18,9,326016
13,10,1311730
12,10,1298676
19,10,1320178
19,10,1315027
7,11,6948775
24,11,7078202
16,10,1307302
8,10,1294925
5,10,1300734
6,10,1306147
24,9,329923
21,9,319514
3,10,1327529
23,9,325819
0,10,1297511
30,10,1341658
22,10,1301323
24,11,7170408
21,11,7603258
19,11,7010730
16,10,2314540
12,10,1575301
5,10,1340313
26,11,7033351
3,10,1311263
26,10,1311774
9,11,6959097
8,10,1319099
22,10,1284293
14,9,318255
9,11,6980930
11,9,330778
2,9,321948
25,9,323941
28,10,1299308
23,11,7071566
2,11,7047507
16,10,1330745
25,10,1302226
25,10,1331228
27,10,1302284
15,11,6934362
21,10,1304508
25,10,1319141
3,10,1302960
6,11,6957971
1,9,320781
6,11,7272496
6,11,7180335
26,10,1299961
20,10,1440627
15,10,1413640
1,10,1442086
10,10,1337848
19,9,557509
24,10,1302186
8,10,1324015
28,11,6906953
26,10,1358715
7,11,6953309
27,11,7128820
6,10,1327224
20,11,7030175
26,9,324745
20,10,1320105
9,10,1302387
10,10,1295352
23,10,1316280
9,11,7025562
13,10,2931622
11,11,7010627
27,9,321791
7,10,1318500
4,11,6941038
29,9,324995
5,10,1304932
22,9,322577
26,10,1322095
7,10,1301742
8,10,1297254
24,10,1314294
26,9,312328
25,10,1292587
29,11,7003156
18,11,7204015
24,10,1321517
4,10,1320707
19,10,1300612
6,10,2636469
12,10,1298466
19,10,1448944
25,10,1409947
27,10,1426321
4,9,357157
0,10,1432880
12,11,7212263
1,10,1315789
1,9,325547
27,9,318270
1,11,6955043
20,9,334100
16,9,324183
15,10,1324249
2,11,8550193
5,10,2046728
23,11,6929546
6,11,9705652
28,10,1449145
21,11,7058837
28,10,1340654
14,10,1317447
16,10,1292576
4,11,7085465
23,10,1325791
7,10,1305198
28,10,1349200
12,9,317711
17,11,6957940
4,9,320801
11,10,1318195
15,10,1297504
21,10,1333553
4,9,331322
13,10,1287716
16,11,8375502
9,9,326628
13,10,1312946
2,9,323445
30,10,1331602
4,10,1305219
23,10,1338611
6,10,1313705
24,10,2510076
21,10,1315336
3,9,325513
14,11,6952757
2,9,324401
27,9,325582
2,11,6970176
6,9,332386
15,9,319782
15,9,325991
23,11,7720760
18,11,6932319
9,10,1316032
22,10,1302417
4,11,7014187
11,10,1343199
17,10,1302383
6,9,335571
4,11,6991754
24,9,326495
29,9,327288
6,11,7039555
1,9,321089
14,10,1312977
10,11,6903943
10,10,1305643
19,10,2287108
7,10,1302208
13,10,1320101
24,10,1299800
15,10,1341832
23,9,333891
7,10,2093247
7,10,1327510
0,9,331982
22,10,1327220
3,10,1303168
0,9,320358
4,10,2428218
13,10,1330095
28,11,7008058
4,11,8211763
0,9,335312
28,10,1374182
19,11,6939197
24,10,1316739
6,10,1326427
28,10,1316100
4,10,1306486
21,10,1325679
16,11,6909608
10,10,1296916
22,9,332993
2,10,1302280
5,10,1296097
29,11,6938852
4,10,1294907
28,11,6917360
29,9,324539
3,11,7005129
13,10,1314325
12,11,7037227
11,11,7091559
19,11,7033249
28,11,6974171
8,9,326362
24,11,6955876
29,10,1326928
29,10,1488218
9,9,363758
20,9,368089
13,11,9405625
26,11,6986470
18,9,323845
26,11,7015459
15,10,1309655
19,10,1319214
15,10,1306695
26,9,321451
16,11,9512914
24,9,352189
29,10,1307392
19,9,321826
9,11,7036682
22,10,1322691
24,9,332328
7,10,1309558
11,10,1317497
19,11,6978209
17,9,316152
11,10,1332587
23,10,1291043
11,9,324379
25,10,1673774
19,9,315153
28,10,1299477
28,10,1343010
22,9,317006
30,9,326054
6,11,6959604
21,11,6961689
2,11,7034308
24,9,316787
2,11,6980657
9,10,1296665
17,9,326640
10,10,1310417
20,11,7004756
3,10,1308964
8,11,6962365
28,9,319276
8,10,1324445
24,9,352901
18,10,1324688
27,11,8280764
13,11,6933971
7,10,1336121
5,11,6984493
14,9,331521
21,10,1317959
27,9,313812
4,10,1300727
21,9,368948
30,11,7005625
15,10,1311360
20,10,1320905
25,9,327331
25,10,1318612
30,9,330448
25,10,1338994
27,9,326835
7,11,6969600
29,11,8747606
27,10,1770000
2,11,9530177
28,11,6969318
12,10,1332467
16,11,7934439
28,9,326369
9,9,323997
26,10,1314584
0,9,321675
7,10,1309770
13,9,319985
17,9,323395
22,9,323102
8,11,7966660
13,9,465862
14,10,1516101
21,10,1569322
10,10,1304028
4,10,1324328
27,10,1334542
1,10,1309738
1,9,323996
13,10,1330444
26,10,1326208
25,9,320274
10,10,1310250
3,10,1300810
24,10,1296232
24,9,325737
14,9,324392
30,10,1291256
6,11,7028598
21,11,6980399
12,9,323972
22,10,1300353
18,11,7903615
30,10,1758330
24,11,6964441
10,10,1300456
11,10,1302386
6,11,6921493
3,9,326818
10,10,2420835
2,10,1312020
28,10,1288102
8,10,1288769
24,11,7089075
17,11,6965413
4,10,1282800
5,10,1298255
29,10,1310000
11,10,1325195
27,11,7586444
12,10,1624930
17,10,1330089
16,10,1301656
14,10,1334573
16,11,8625566
9,9,329116
26,9,323744
6,10,1308268
6,11,7999830
20,10,1300306
12,11,6991463
30,10,1316280
6,10,1310850
25,10,1311364
0,11,6983079
6,11,9465748
21,11,7015227
8,10,1329780
0,10,1330384
6,10,2276974
20,9,316165
9,11,7726520
26,10,1298398
27,9,331279
20,10,1334464
10,10,1297706
29,10,1300953
24,11,7979205
18,10,1324135
28,9,336113
16,11,7053693
3,10,1299715
22,10,1318249
1,10,1323512
8,9,325689
2,9,322327
28,9,745752
12,10,1337747
23,10,1309578
17,11,9992942
25,11,8175229
19,11,7058820
8,10,1299142
20,10,1315839
16,10,1319107
27,10,1289388
25,10,1311079
29,10,1355655
8,10,1343299
18,9,334977
14,10,1296688
28,10,1319591
18,10,1302178
9,10,1306613
25,10,1332030
14,11,6996246
2,11,8393540
14,10,1303680
22,9,322365
11,9,329624
24,11,6981898
17,9,320970
3,10,1294805
29,10,2609405
6,10,1446712
5,9,340050
18,11,6955508
25,9,329524
5,11,6946549
17,9,328810
10,10,1412083
21,11,6956915
5,10,2011216
12,10,1301862
12,10,1322864
24,11,6942962
8,10,1317525
14,11,7081594
12,10,2872912
11,11,7105382
8,10,1306710
13,11,7360162
5,11,7025110
22,11,7940307
5,9,359716
13,9,347218
1,10,1313411
12,10,1328372
15,9,320729
25,10,1326642
6,10,1301485
14,9,321516
2,11,6975547
23,10,1338778
18,11,7053486
30,10,1324424
19,9,320254
27,11,7494953
3,10,1308364
15,10,1322808
19,10,1303164
3,11,6971171
4,10,1334993
20,11,6969219
6,9,322089
9,10,1318162
27,10,1337540
22,10,1302670
22,10,1302073
1,10,1301176
21,10,1313726
29,10,1308092
26,10,1311670
5,11,7023529
4,10,1302937
28,11,6956478
26,9,318545
6,11,6946900
28,9,333733
6,10,1321831
4,9,329389
0,9,324393
4,10,1304059
15,11,7498827
1,10,1429311
17,11,7049795
7,10,1304471
9,10,1329816
8,10,1298658
18,10,1324285
23,10,1303978
13,9,376426
30,9,323776
11,10,1308573
3,10,1298825
17,9,322946
10,10,1297924
23,9,332608
9,10,1315064
20,10,1317524
9,11,7042943
3,10,1310182
21,9,320817
14,10,1331398
28,10,1319208
3,11,11198623
8,11,7069581
22,10,1309848
4,10,1304987
29,9,318703
27,10,1302243
4,9,323255
7,10,1316145
6,11,6992498
7,11,6967340
4,11,6993308
13,11,7021508
10,9,323574
2,11,7058343
8,10,1945996
23,10,1441675
16,9,354949
17,10,1799619
2,10,1921380
7,10,1914598
4,10,1315827
25,9,319771
16,9,320770
17,11,6941347
13,10,1328285
13,10,1502363
15,11,7576633
11,11,7091551
1,11,6974020
24,10,1317501
2,9,325476
2,9,331428
1,11,6950270
18,9,357380
21,11,6974527
19,9,320960
9,10,1313222
13,9,321013
10,9,327584
5,9,324999
29,10,1304571
7,9,320252
16,9,323285
14,10,1312936
12,10,1311474
2,10,1332002
18,10,1306193
19,9,318584
7,11,6903425
7,10,1300486
26,10,1325014
27,11,9650520
15,11,6944500
20,10,1308834
26,9,319562
5,10,1316039
13,10,1301205
11,11,7010087
12,9,324356
29,11,7042295
6,11,8974363
16,9,499599
17,9,329509
20,9,525106
12,11,12002467
14,11,13542285
17,11,12064355
7,11,7891369
8,9,351152
15,10,1820495
21,10,1461614
23,10,1474286
12,11,8420878
5,10,1420751
0,10,3132949
30,10,1399855
9,10,1482144
17,11,8445275
22,9,360982
3,10,1786191
28,11,7033596
12,10,1438327
28,9,363965
26,9,349843
0,10,1527559
11,10,1447588
9,10,1429349
17,10,1479959
29,11,7912168
21,11,7723954
21,10,1558286
16,10,1458600
15,10,1612042
23,10,1471242
23,9,475379
7,11,7723367
22,11,13081641
20,10,1505589
28,9,405381
4,10,1489932
26,10,1528443
5,10,1483367
9,10,1453248
18,11,7874681
23,10,1504947
22,9,381323
21,10,1770376
4,10,1426189
1,11,8000498
11,9,450989
24,10,1468692
2,11,7954905
30,9,378253
9,9,363909
22,9,346612
4,10,1515244
17,9,363868
17,9,335938
24,9,370694
22,10,1509996
15,10,1549564
17,11,7812354
21,11,8287766
28,10,1498901
22,10,1456255
1,9,358028
12,10,1440135
21,10,1496133
19,9,336039
25,11,8219217
26,9,336518
17,9,426233
11,10,1575930
17,10,1509982
5,10,1550436
24,11,8183428
21,9,337670
18,10,1575181
19,11,7953608
26,10,1516108
11,11,7757430
3,10,1480495
15,10,1412098
18,10,2110381
11,9,517004
5,10,1509497
27,11,8146061
8,9,466521
8,9,466490
22,9,368492
26,10,1606968
30,9,416163
16,9,352795
1,10,1516170
28,10,1525886
3,10,1600425
28,11,8383290
12,10,1575046
16,11,8069464
23,10,1593873
21,10,1602674
20,9,354585
16,10,1895037
14,10,1556685
24,10,1544595
16,11,8269905
21,10,1546673
12,11,8469505
25,10,1550672
2,9,374619
25,10,1589103
23,10,1506840
10,10,1484643
24,10,1473495
12,9,339009
15,11,7017601
28,10,1288855
17,10,1331225
16,10,1300137
17,11,7050234
0,9,322994
15,9,356407
26,10,1317414
5,10,1292562
19,9,315734
6,10,2777395
18,10,1321513
13,10,1326122
26,11,7255249
0,10,1324217
14,11,7026597
4,9,338889
28,11,8136760
6,10,1332283
5,11,6933605
15,10,1302212
21,10,1449176
8,10,1488794
19,10,1534974
23,11,7831046
8,11,6920374
16,11,9275625
0,11,6913288
14,10,1371084
19,10,1336000
18,11,6921333
21,9,334131
4,10,1336556
27,11,7573382
7,10,1304902
9,10,1299440
20,9,326200
19,11,7027734
29,10,2261167
4,10,1320210
18,10,1322794
29,10,1314198
2,9,325310
29,11,7008151
21,9,324001
29,10,1293971
10,9,323325
15,10,1324697
18,10,1317039
16,9,336120
6,10,1351120
19,10,1302280
29,11,7007164
21,9,329726
27,10,1332186
10,10,1338901
15,10,1289323
26,9,325285
0,11,7068826
7,10,1328459
1,9,337660
21,10,1323785
18,10,1892130
9,9,323574
29,11,7078272
25,10,1331427
23,11,7117343
12,9,336602
19,11,7154227
1,9,327849
23,9,319709
12,10,1302122
16,10,1306644
22,10,1320059
17,9,325403
1,9,326975
12,9,320657
23,9,314665
17,9,329046
16,9,315807
0,10,1323276
12,10,1346143
25,9,326040
1,10,1321004
26,9,329985
11,9,322174
4,10,1370823
24,9,323737
22,9,328254
29,11,7029781
15,9,321068
30,9,331600
3,9,328205
8,10,1295052
6,10,1304152
26,9,326976
2,10,1363351
23,9,323221
4,11,7130181
25,10,1350298
2,10,1311191
28,9,332761
18,10,1292883
11,10,1302258
7,11,7087292
25,9,322444
19,9,329543
12,11,6995351
16,10,1314680
18,10,1306802
16,10,1294916
23,10,2654708
28,11,6917592
11,10,1323671
2,10,1975290
23,9,328274
1,10,1294087
17,11,7039339
4,10,1324212
22,10,1321037
26,11,7003220
18,9,328442
8,9,334701
21,10,1334498
10,11,8151339
17,9,329627
10,10,1317201
16,9,319876
30,10,1348210
10,10,1288115
1,10,1315688
4,10,1315762
0,9,330753
9,9,327884
16,10,1344704
17,11,6974843
11,9,328313
23,11,6978574
12,9,326006
11,11,7046030
12,9,320984
22,9,318758
19,11,7048874
28,9,325760
25,10,1299423
10,10,1420674
25,10,1333029
2,9,322477
12,10,1323335
16,10,1422074
10,11,9497891
15,10,1323287
20,10,1300849
5,11,7085225
27,11,8557557
20,10,1450881
16,10,1767665
14,9,342393
16,10,1312847
10,9,321151
17,11,6953824
14,10,1294867
3,10,1316464
21,9,321220
22,10,2671754
27,10,1305434
4,10,1335347
28,11,6900159
29,11,9192250
12,11,7018888
29,10,1297563
19,11,6911754
14,10,1359064
15,10,1310823
23,9,704922
26,10,1310792
22,10,1291142
24,9,321986
19,9,316974
10,10,1310206
29,11,6925249
13,9,324773
16,10,1333653
21,10,2988704
12,10,1300756
20,10,1304825
5,11,6933924
23,11,7001002
20,9,316875
23,11,7969356
25,9,326841
1,10,1327627
16,9,323275
7,9,709250
19,10,1302120
25,10,1314635
6,10,1300618
13,10,1308149
5,9,335333
20,9,323271
29,9,330597
6,10,1319755
6,10,1305551
18,9,327123
1,11,6979109
