@relation SortArray

@attribute ArraySize numeric
@attribute runtime numeric

@data
9393,601372
4667,271853
5559,810715
4807,473814
5065,327646
7618,466252
1882,98147
9300,580237
4935,291847
4835,287326
1739,90234
8023,598988
5419,429968
8008,536960
1075,51771
1352,67674
9253,600534
4944,289313
3136,207999
1696,97956
2173,114677
7619,510161
9152,612392
7577,472174
4321,260875
4072,234178
1070,52243
5150,309060
7090,440132
7574,574700
4680,280698
94,3077
3597,207610
6949,426646
7429,461671
3360,188718
1272,62774
8044,507464
8095,505979
7214,446363
9323,642261
3328,243069
9533,622343
1220,61429
3630,216627
3249,195520
6874,469133
8484,533699
4626,267002
4501,265585
5730,343718
918,43051
6821,423033
7501,513152
9018,575411
4554,270641
9986,774281
617,29183
835,39761
1763,91603
8208,520945
9320,619716
8485,542806
7667,505269
2033,109447
3245,183637
1452,73655
5196,325947
7383,462344
7513,471545
7843,561574
4662,274766
8934,568534
8309,525569
4937,297156
9537,763134
1609,96759
2526,164683
727,59720
9467,805899
146,6307
1440,98150
4218,350868
868,55235
1753,120644
2549,182418
3406,216180
1359,74964
9933,662375
950,46157
4993,296150
38,926
4352,254947
4450,265274
1058,53459
6413,394531
6698,410616
1613,82108
8941,570195
9937,733392
9839,1351551
6108,745121
8293,914872
1238,107508
3101,304258
7246,619116
3655,205346
8181,599923
6603,410212
694,31507
9330,669541
841,44412
7368,528161
4656,417357
9749,700576
1457,83169
5510,357966
6882,461298
3732,231406
4510,281071
985,47024
7152,532400
3976,244397
1389,76274
2359,138104
9025,617248
4356,340058
7072,496574
9668,640250
8096,503718
5323,345941
2092,109968
951,46242
4606,274299
8335,763074
234,9782
5977,462447
1117,83548
4757,298404
9735,638504
1301,64983
6049,364612
6839,423380
2407,127983
2591,155411
3281,184620
5124,305424
5586,341702
8420,528474
1739,143991
2943,170884
4253,250763
8723,551449
384,16879
834,40262
3449,192937
8991,579094
9150,579742
9967,709079
9637,645383
6426,385304
1185,58912
6979,531417
5875,372150
8853,632766
6101,369544
7070,443327
6297,378765
3430,194323
5573,335394
5897,353736
3987,225860
4036,263707
6048,374223
6771,420856
6796,598713
1799,94037
6937,425218
419,18105
4377,314608
6578,449635
3617,207226
4689,276641
1183,59673
4931,523792
9406,1002898
3015,182668
4651,299395
7692,544366
1942,104988
867,41469
712,33019
4451,260334
6613,406708
776,36053
4392,256794
7524,550637
8644,548320
7037,494170
6116,405100
7490,502716
1152,171386
676,36307
1729,132816
3659,226786
4042,320781
7427,586987
4124,265040
3092,265830
830,50140
9924,808411
9330,688778
5857,477673
1828,261518
8333,582656
4376,309877
6043,395728
7926,604357
8986,672591
5359,368706
7922,532403
3805,212436
8330,694905
1297,70733
5773,368246
1916,126798
9165,590472
3681,212060
5751,373252
395,16967
5446,323209
9235,617042
655,30355
8680,552864
6310,387574
1010,50050
4073,233492
9709,862667
9376,734473
6753,675983
8031,550167
7728,523159
5292,386101
1430,76590
8811,872100
558,36351
340,17712
4518,369110
3264,234938
721,49081
7025,498489
3180,198391
1297,66252
8514,583009
8606,550841
7459,566216
3407,232785
6409,502029
5349,361365
59,1676
7169,610247
7326,457563
9864,853607
3177,192921
8393,712376
5288,445091
6383,481911
2636,156966
6527,577349
2868,174387
6958,478543
6046,403959
7001,555484
5674,377875
7040,568603
250,11999
1971,133203
2103,120627
2207,127209
92,3278
6875,582675
6678,438094
6461,583631
3763,240193
2132,113905
2175,117809
9169,694970
1736,92511
9257,705221
1989,132841
765,44987
785,46924
7167,533487
9670,763714
5881,546493
2050,210370
9086,628075
234,9372
6625,528742
891,42250
2568,142412
9855,735744
1931,109800
4098,253074
1338,69141
7901,576923
4137,262168
6537,403124
7723,537064
9257,706135
5746,343467
9500,659458
9627,730463
5630,367359
536,26036
4499,298951
1807,113655
4302,441062
8540,580635
5622,371960
285,11986
5749,556279
1633,158380
6341,427987
2714,192783
8922,614665
8826,620386
603,28164
7981,724815
6719,407458
6044,542230
6496,494852
5472,335194
5268,322261
8667,577102
7887,500073
5083,302578
5904,358799
3489,198171
6855,503660
2939,160773
1820,95716
1328,66918
8216,638430
7458,579627
613,30258
9869,790496
5012,451386
2438,143336
4067,258142
2389,139650
8918,610641
4502,286600
505,27898
2738,170836
3631,255207
4464,301745
5256,345408
3095,173131
9279,610550
8349,528062
5399,339300
4385,256669
5160,308920
8543,584495
9130,615154
5242,334532
8950,868919
786,65108
1371,75458
8895,679998
6282,438739
6762,651528
4586,271483
1449,74084
4125,237833
3902,227230
1570,80599
1143,56525
9901,720131
3581,228288
8771,703027
4910,310230
8037,589843
9729,685210
902,47142
3351,207908
4055,252230
7551,515113
7322,631472
9304,684716
4500,267882
5291,316673
605,27970
2161,116295
8839,664731
6989,538206
2656,161318
3010,186716
8777,731258
8100,554182
6224,595580
9364,602780
2105,112435
1654,86066
6754,413762
8534,662637
7785,476403
4775,284748
6883,443685
5519,332864
801,38386
2928,162844
2068,121548
2288,136802
7722,487702
7332,478264
6493,402703
6761,412598
3180,179094
2752,263121
9300,695317
1023,65860
189,8320
5494,446092
1444,267283
3700,413042
9936,864070
2555,186254
4686,292550
3055,209896
5431,351823
1504,86701
4819,312752
1377,180673
3170,191359
3207,179233
9541,619868
3632,210532
9426,601846
4509,260648
2572,144123
8573,548582
3577,206443
651,31279
3180,178546
6570,414927
5501,489073
4090,242496
35,908
8108,715874
3562,228749
4682,275451
7593,495604
2811,158390
5668,343870
3839,219669
7239,471604
2657,145444
2283,124203
7056,435852
3834,220086
5947,470619
1118,64838
8003,511841
4279,354093
6801,447227
7463,501298
6096,405215
503,25466
2941,210977
7887,524500
1918,102483
7720,494069
9935,645695
4775,280953
5227,337226
8512,542048
5357,448943
6290,404981
3370,195735
6323,552410
5052,300153
4229,249106
9281,575169
6551,403336
9030,577716
8031,501408
2333,213595
9734,746012
9919,695464
4000,232742
4514,265392
2697,145670
8925,574635
1745,92011
8327,526825
7406,493595
3852,226147
3042,170533
9256,646495
4272,265739
5527,342523
4969,292684
6655,516718
9840,635681
6981,441451
6743,414876
4984,293852
4138,240674
955,45599
1774,94358
9615,615128
5911,352814
2042,109076
5314,312368
7653,478509
7324,457158
1285,64218
8213,1179118
3117,383558
301,29948
1764,198588
3161,388270
2810,312596
2574,255288
9803,974309
4075,238862
9723,623179
5992,362344
4064,238553
1007,49030
4501,299957
1683,88019
8509,536664
7855,514353
2886,159463
8957,565832
7701,508955
3924,228349
4303,252482
6925,452281
2332,124371
5262,334810
7067,431534
1974,105325
1189,59043
5553,325237
4353,446328
8719,770055
3671,251531
8246,521357
7876,501304
2929,161935
8387,522986
7764,500886
2747,151038
570,25879
3883,226580
1097,53810
2255,121790
8577,619770
6775,423537
6167,375699
414,18090
8195,515876
8338,524957
287,12692
3717,211417
9260,967458
5780,607243
4813,494229
8041,567293
8041,560845
9504,870604
4134,350874
6371,645560
1338,89808
4307,384388
9878,723955
8332,571471
9637,675756
8272,550783
5376,344138
9099,834203
7327,656269
9952,705604
3124,174588
7825,578370
3685,211335
4118,239018
5501,326121
5940,361131
2522,138255
3938,223531
8254,514617
6242,376803
9393,643349
9108,686132
7038,501483
7492,496011
6686,428808
8319,552565
8623,603865
2536,165513
334,16528
4111,257769
2305,141095
4500,261471
8669,553715
1188,59160
7022,520221
4373,252852
4794,281292
3029,168557
9932,747152
6172,376142
6264,408171
7630,471898
9693,628256
499,22450
8033,499758
117,3859
7898,492046
5616,340579
4931,359805
4923,292180
8699,557885
2461,130387
6553,406588
1528,78527
4655,367104
6006,369411
7108,433850
5861,368526
2881,160233
5298,316382
3684,277685
6032,359251
291,12209
8499,534792
810,36981
4846,332598
2737,173156
8840,553006
5447,328281
7807,492330
5395,321728
2164,113917
9609,606718
2,95
8880,564664
1328,68065
3910,215507
3589,215971
1650,96645
4762,281004
508,22964
8745,545463
4707,315999
7551,509955
2098,121915
5932,471056
8487,619873
1061,55448
7178,517539
9688,836611
3431,242715
1179,63978
3920,244416
8052,630132
3631,279256
7131,589365
6057,427585
1718,96345
5204,363098
7118,486270
2875,158914
9262,597958
9658,641980
1199,92130
653,31172
915,47997
1314,70439
7300,616705
7509,512384
4463,301888
7189,489674
4632,295091
2260,130087
6513,435543
5521,432417
865,41262
8838,565370
5388,350262
8360,533664
9804,796018
5344,358758
8472,617537
6617,593019
4102,336819
8439,571888
2805,155534
3240,182999
7696,479648
9098,573462
5334,481934
3086,171208
2164,115961
4898,288863
1274,63797
1664,85977
4001,261033
1168,56844
9930,641522
2687,147788
127,4087
3563,268095
7904,496477
8015,503644
3185,178058
5889,358881
1149,56517
9522,815575
114,7117
6931,545213
3512,264980
7464,556249
8212,604660
5433,470925
7312,492559
4967,329773
9151,578006
6553,559532
6133,378351
4151,241705
5774,360639
4545,267354
2764,150547
9708,624155
4258,249556
8129,518924
57,1809
142,4567
3473,196398
8129,517452
3865,315483
330,15785
2843,158617
3755,218222
3821,221139
4183,527466
1219,95562
7640,563483
8019,555631
8778,814361
5368,354030
4878,286642
3247,182754
7496,462450
5218,468135
9148,635894
5653,387031
5084,325469
5232,338049
6504,436649
5380,361284
3406,265230
5451,328259
2424,134817
3274,185207
8942,558447
6970,430966
3070,172112
1661,86076
6716,509945
1102,54795
8076,522265
1684,89542
2962,168852
2147,117014
6207,381514
1734,106672
992,59646
2145,126918
340,15787
1338,96622
908,46580
882,44353
4406,315135
5752,416993
2437,144672
6077,504734
1313,95930
3284,248466
2767,164185
376,17109
9696,667689
3577,207671
6736,415942
2362,128534
5402,421405
5513,337452
2485,136036
3959,267270
7308,448932
6846,423388
3739,213918
4699,296519
4874,324479
2780,156884
4767,283733
9447,779454
456,21964
4069,276048
9054,624355
181,6888
3359,219379
886,52611
8136,630172
2047,117573
7021,494916
6527,473215
8172,768054
3045,186780
1627,109410
6686,422949
1036,51775
3004,166689
9963,848471
9066,584242
8950,603355
1716,90185
2697,146510
6419,390866
3080,169703
7451,569925
8639,545389
68,2137
4173,269249
4210,247774
5280,308605
7600,472796
7678,470423
748,34699
3250,183145
2850,156746
5780,348808
6099,364238
7591,610907
6215,411155
3065,185525
8831,1192098
8133,586455
2713,160896
9200,637816
6155,449531
3986,228665
1663,86634
8086,572348
7421,459497
7103,443557
8783,569696
2227,118182
8464,618191
1289,66576
2890,160512
5825,363217
2152,120490
8219,528900
3687,212604
2740,154397
3693,273362
4329,291094
2182,143372
1233,65488
2490,149676
3234,208741
2848,170533
479,22475
1846,161070
6919,500367
4549,296515
6654,406700
6845,458619
3381,190657
797,37436
878,41682
4316,298327
7655,542688
6442,399404
1464,75466
9387,633959
2166,114397
9429,662956
2696,158038
6069,397150
2622,156081
5494,453273
1383,75874
7340,565893
7027,433214
2911,163405
587,27117
3773,216285
4096,235197
2864,238469
1878,101033
8670,560685
5010,377458
6008,470299
5946,438743
2133,121856
2059,119270
8446,837439
1512,77465
6867,423158
8246,514342
8769,560581
263,9746
7262,614174
9563,639578
7667,546224
912,47509
5457,357900
4267,267809
7409,499558
6183,403864
7525,508705
2298,132846
5676,366349
4486,332779
2878,162124
7212,447990
6815,442326
6612,433744
246,9876
5771,374981
5372,350737
2309,133356
1193,63649
5349,581601
1485,81422
862,44352
1888,106202
5315,414171
1871,108719
1541,92360
6038,373922
4712,280994
5817,368514
2776,204659
8666,726432
9060,644369
2013,124889
5817,362519
1366,70142
8742,560589
6851,425882
7221,451503
409,17370
7215,450132
6875,428823
4222,333243
6587,400770
5865,351718
9975,665731
4850,287499
4772,276808
8684,551800
8931,564479
3073,175825
8803,617884
6696,414645
3958,322449
9559,660459
2045,115878
3668,231334
2556,152162
780,39713
8585,594498
4736,278041
7891,538199
9240,671698
8809,579816
7024,431435
7309,455347
440,65722
8069,508874
1066,51833
850,40800
1773,93192
5060,299830
8588,547994
2445,133362
5120,306380
9254,592123
9468,594403
8643,798764
4979,642948
1519,184891
7335,464185
4328,254108
318,14200
4138,260922
7930,494332
6106,372696
4700,276829
2973,166217
5630,331993
937,44282
3924,235421
8556,538493
9024,621615
9279,588782
2998,164353
8121,984506
5552,592487
320,23582
9796,1057858
6135,369501
5119,306993
1409,70449
1585,79988
1338,68007
2249,121166
874,41556
8641,542737
9211,583360
6618,456374
3183,178488
9855,640928
2267,165321
1628,84369
2253,120620
1408,72177
6527,396225
2306,124453
9662,636760
2652,143635
187,6929
4889,288500
3245,181260
5208,309537
6194,378183
5995,356065
9224,587051
4547,288821
3555,224203
6869,462917
2009,117050
1701,97188
7889,596601
8989,629241
1225,67365
101,3306
3856,245779
8176,556253
9894,755663
6466,426589
2910,248508
3027,181125
1032,83788
4798,303160
7617,491411
9905,742792
7461,469485
360,15793
6552,429589
5057,301050
6019,363163
3920,224684
8791,622316
6270,376240
1170,62782
6096,374705
2681,145896
5396,333928
1982,154816
7815,486649
6270,378174
874,41627
7770,489165
9083,603527
882,41534
3786,214794
9847,711176
1400,70986
396,17629
3611,217097
3209,179970
3291,185740
3665,233863
8737,600455
6675,450282
1657,94596
4164,258385
1775,100134
7263,575517
7277,455112
7499,474558
2913,162409
7953,493797
7523,605989
5314,402821
3812,240884
9980,717413
9312,800131
2431,132259
6424,388778
1458,75085
389,17152
703,33217
3785,212802
9433,607378
8300,514547
6374,391510
4579,332294
2313,133442
7810,489015
3944,230026
3564,228804
4724,277128
6317,382632
7425,491429
6753,420988
3997,230144
1172,58016
7988,564753
2913,210090
1856,139801
5617,352291
5882,362530
6305,476932
151,5522
8697,573682
5003,299899
5341,322233
5759,350395
6725,413216
3013,166961
1623,84746
8225,519650
435,18832
5119,328031
8971,571477
8259,647741
6453,396201
5458,329598
6809,417266
6668,411720
2461,133749
7228,470638
4333,248346
1625,86125
9147,575648
7237,452741
8117,506303
6128,372060
9303,683606
1237,67464
552,27584
3709,228599
8914,693523
6402,462652
5972,431735
7436,615739
3268,280511
3080,313282
3454,211667
7941,577934
4451,280277
9701,807622
3872,244484
6181,453000
4267,249282
3579,202340
1706,90076
7639,549390
305,14970
1486,80859
6765,433521
9975,675319
9253,756769
2764,199016
7765,594405
6277,434689
6851,415365
7187,447170
74,2317
1927,101359
9742,620136
390,17701
7699,480732
1907,100276
1107,53887
2283,124491
4791,279787
6633,407731
971,46608
6546,399188
654,30150
3517,235243
7637,564323
1899,108809
2281,157885
5141,331102
8356,770651
5991,400635
2561,164208
3009,167716
9225,582014
4481,322893
6419,444542
3612,222364
2292,136018
4997,408136
1017,53494
3334,202841
6462,541021
6592,408513
9073,620085
635,30144
5145,305181
8991,568338
2277,124312
7848,508452
1239,64968
462,20625
5008,421099
4052,251362
971,96316
2142,133527
6171,508185
5798,375194
7487,501964
8905,749030
953,49646
4295,269911
1202,64014
4233,274412
965,47599
8823,556688
5566,420222
9091,587949
6336,461834
3372,186518
5042,300397
6106,374023
2541,136621
6077,372924
4477,289608
1042,51098
7789,491886
4810,286599
7106,493061
519,25864
4737,320782
1642,92623
6914,461060
5535,360430
3497,215864
3414,230014
6954,471215
7659,551097
5354,511213
4964,309107
6586,410375
3527,204654
2676,151670
1985,105738
5170,395179
9366,805654
4512,310925
4006,229565
6456,392816
6217,387994
4593,270991
8649,619190
7821,549658
8111,687859
7718,514885
9474,623241
6960,463217
8548,660745
231,9199
3271,226796
5265,340632
303,13795
9792,803249
5299,424672
1386,76031
6673,447479
9970,728700
5755,454458
1908,111483
5352,352114
376,16721
7136,486309
9763,630933
7177,479207
9177,582796
9057,620764
9772,645384
4988,342715
3989,257852
5679,541298
635,40930
2228,152078
9688,682114
7943,497866
131,4309
2489,135534
8985,574331
4848,313030
4195,274480
4523,292156
6586,498329
4274,295373
6562,537772
6635,447737
544,25396
2414,164906
7279,493954
9063,621858
7092,482943
8594,609173
9770,805153
2561,141344
5710,342281
9335,688148
5074,333873
4619,295327
185,7211
8632,589442
8278,613210
416,19290
9259,648791
5015,553207
7615,471769
255,9796
8003,621138
4314,313526
6539,565067
1691,93658
1682,94115
5828,376307
5043,423797
719,45449
261,46074
7212,499331
8843,606340
1074,54072
1787,92908
457,20332
8550,580252
9265,608276
4259,246777
547,24833
4229,277736
3691,212406
4768,340009
5135,303884
4112,239850
4082,246940
3471,213603
3882,243285
817,42263
9769,672215
8052,653507
6539,416648
3832,220641
1751,93191
9168,619617
668,32056
1197,59164
2362,127521
8990,606187
5007,305755
9364,879635
5963,419462
5842,572749
1635,90960
9109,798686
3577,222963
4645,296057
8756,596737
4729,299247
1851,235962
4742,299107
2486,146112
9042,653523
1,125
8942,610142
5321,316639
3343,187461
8767,601274
5575,333079
5760,347622
4934,288202
7042,502394
373,16718
7792,520094
1318,69673
311,14842
172,7169
204,7465
488,23598
1283,68243
1752,97847
628,30715
9406,648686
567,27937
8481,591785
8627,643991
6566,404702
5152,303929
3072,172083
7216,447854
2021,108822
3523,201809
8104,524595
7333,456705
3182,184646
650,29739
9617,633009
1714,89793
4940,734162
8564,1184124
8909,739989
470,22759
8882,615263
9071,574950
5217,315381
1454,72697
1263,63817
3218,181271
1000,48512
2693,148128
8959,674460
286,10803
7931,497585
6550,405988
1297,64010
7278,473326
6485,430419
7729,519935
2879,162326
7576,470741
1088,52628
5675,346481
5474,329304
5456,326013
6370,388009
4458,329228
4211,252481
4556,265597
2749,151363
19,432
9397,650567
3915,224034
2248,120569
9002,594495
70,2039
9218,580378
1216,60773
9943,670871
6120,398705
1278,69206
9471,644983
4918,346850
623,31151
5656,369535
1972,112343
777,39402
1777,99727
2134,124114
3,111
305,13659
2069,117150
8737,746294
5108,325727
3611,206690
5634,340129
5726,345896
3113,175644
2598,179549
9266,591455
6265,396516
7645,524382
3309,259570
4544,266147
8412,537905
9631,665705
9485,610778
4860,289577
8462,535691
1718,88778
4959,297386
2370,124694
2872,157716
5102,307273
5625,407642
3925,228575
7150,444614
164,5556
7277,482720
7782,484729
8339,524085
9558,621677
3582,202295
4000,232600
2340,122834
7311,458740
3489,200743
6936,422988
8147,523465
7593,1012190
7410,500481
8472,581920
858,44242
3117,188290
9841,685010
4337,277794
9844,635798
2403,178660
4708,270153
8984,567417
3493,199080
231,8380
4108,236078
1920,101213
7484,465996
1943,233395
5845,768019
8502,1137797
2356,127320
7724,477671
6213,429508
1774,93579
3691,208738
3566,204249
5642,339461
6856,428880
8181,503506
1934,102788
1795,94048
9391,600147
970,46036
6794,436081
2627,151343
3270,179644
5625,333209
7787,595845
2957,166403
9350,612880
2695,147815
8960,567043
9923,725498
2219,130595
1600,122322
270,11723
9613,695471
699,33271
3412,194196
9056,570150
3333,252115
8877,569493
8557,680761
239,9554
1538,85591
3473,215437
2083,118089
6170,481326
5002,317485
3654,206660
2239,121568
6720,415870
8215,530264
5691,341274
7526,456995
1148,56056
4983,346167
5777,347390
2711,149427
2975,183308
8741,564095
1036,50369
4776,278694
9432,666168
2933,176860
1291,65015
2559,136009
1086,52435
479,21680
6005,689879
9897,971148
9166,610858
190,6999
5673,362060
9949,644125
454,20189
4456,259944
554,25341
3912,228129
689,31048
573,26714
7418,527186
1013,73918
2979,210390
3853,244140
4848,304903
3783,213016
7028,523883
9670,673890
8017,702738
8863,582840
690,31373
5206,309435
705,32718
1576,78747
7237,451160
3777,218081
368,16051
3183,178125
3992,233393
6592,401133
4733,276504
7657,485242
2026,166323
3760,211317
8300,529255
860,41117
512,23360
5861,371659
1687,87370
8204,519018
1783,101658
8777,550049
3228,180962
2556,138740
1547,80557
9081,585956
9451,599630
8226,512093
273,10635
7567,539578
7973,504970
7699,482627
6650,413148
1800,94744
9468,710774
3479,231277
9767,683428
4847,343376
8491,657804
3302,200211
450,20888
431,21202
193,7620
4230,263084
317,15095
154,5743
2089,137434
1475,132815
2425,210961
2949,287694
4696,315985
5941,426528
5581,377670
1560,86739
9257,826427
2241,135906
3127,192526
4154,333020
7877,490028
7235,489248
8557,544084
3436,194808
7060,438087
433,18993
7606,479504
9196,652445
7379,458673
7809,515625
6296,382867
8748,617378
445,19794
5933,361705
1109,54258
19,402
5066,324775
8132,516184
2202,118834
4113,243322
9611,619616
2255,119821
9392,818760
4587,362132
1908,108744
7952,549915
1004,99604
9181,812406
8005,546157
1366,162339
4391,274362
9838,732214
1718,98070
2781,162317
638,32610
5455,347816
1647,98533
4735,296281
9006,575630
792,37834
948,45921
3209,179737
8009,569351
1886,99826
2368,127938
2939,164346
2912,163752
7437,472665
8840,574612
1109,55208
8263,537915
5941,518669
5143,418586
677,35036
625,31201
1180,62715
5880,412899
2215,126908
488,22726
1351,72768
922,49012
5700,490602
9521,654418
8243,515792
2709,149060
717,33272
2706,147252
2790,154996
6507,449953
4601,309724
2574,137628
1339,67872
3239,183488
8243,745035
4968,324345
579,28535
8635,600497
4580,354498
9176,743238
5379,332170
5854,351051
5501,327858
96,2928
7394,464254
3077,174005
3166,180956
3157,178007
9111,592120
772,37558
2631,149899
3443,203745
753,36307
7785,492419
2159,117085
8421,1083513
4038,578419
7646,1002302
9418,870508
3378,208045
7596,506048
7741,518435
5509,334456
4011,329515
2465,184996
7065,445250
3336,190072
5859,383963
9265,586829
231,8422
6925,533760
9731,670045
553,26544
4732,305321
7838,532230
2816,256776
7956,585894
6580,572858
5540,415522
3980,246490
9861,774541
5174,537247
3458,259929
5014,337064
1913,102344
9562,908368
6351,384961
7889,494401
7925,497353
3656,208794
1985,103716
4201,241901
6695,467438
8271,581891
4891,288465
4749,296930
1588,83237
4968,294674
1082,52612
8073,506203
1826,95258
5714,395305
9496,602713
7240,455871
812,37270
8145,571886
1647,87182
5703,349830
4745,412256
365,20584
2720,223427
9302,869877
2883,205031
7896,836383
885,62809
8405,553024
1652,84701
5810,354658
565,25162
2878,160395
8294,524010
9495,665469
2308,125526
5607,351550
9560,614694
6970,515390
3771,215213
1670,88091
2221,120818
1436,73440
8383,616261
9280,609090
4694,272813
1895,100907
6492,406705
6548,419922
9493,757529
3211,236400
6353,542003
8144,741701
8966,636917
6775,471627
7243,447208
4279,360876
373,18574
618,39121
5569,424745
9258,646980
6873,475479
6608,444380
1037,54872
8223,539786
6073,457891
3133,174226
8559,536565
6145,367952
4885,287198
3815,217339
287,12754
131,4631
6146,409835
2165,140604
3414,196483
209,8053
4595,365749
3033,193519
1511,85234
215,8319
6453,543668
3108,240839
6511,448104
3829,369520
8184,555395
1435,72517
6103,367261
9446,610416
9730,692373
1156,56097
8915,638133
3735,215722
7401,460853
2589,191403
8847,564866
358,15594
467,21133
5262,363486
6205,377533
3193,196854
8035,540127
4824,308030
5628,388338
8604,619777
6947,427650
9226,599596
2185,117297
1869,98341
9036,732290
7443,471463
3121,192223
8825,572529
3435,197400
8031,546633
8891,858258
4442,260120
5051,301916
2984,168133
4622,268034
637,29303
3129,172482
5120,303371
9142,637536
6104,369905
445,19722
6341,383106
71,2008
7115,442045
748,34591
534,23022
4006,229965
846,41440
8076,525660
5650,336191
1169,57950
1672,86661
148,5074
5871,382372
3,101
7643,474271
7750,487245
3559,229145
2294,140312
53,1670
1603,90740
6595,440137
5665,336642
5764,350441
6669,407490
7811,544967
9440,718736
4259,264216
2895,163185
8188,540332
3469,200719
4467,263941
8049,556583
4515,265256
4041,234686
3543,201930
7844,490657
1620,83126
357,15889
5371,317970
1397,70724
6555,396576
3748,218082
1679,84776
6007,364460
6583,482651
6383,390625
3158,178935
8074,522764
6723,404179
2081,121916
67,2153
1177,72560
9104,587284
1553,78729
3854,219225
1354,68857
2429,131324
6272,377805
3703,208269
2563,138224
305,12763
859,39937
6600,400614
9758,629917
6165,412954
9354,598773
6683,486620
3134,188629
6819,910344
7658,969970
9981,706802
286,10953
2982,166933
9745,624634
270,10147
6757,476824
7447,510681
6482,428007
3166,176341
4571,269337
146,4858
5709,345240
8864,583664
9384,607980
2517,137603
5140,301108
5051,300596
7822,486643
6985,429523
6921,501253
1032,61116
4564,264793
5604,335303
8020,515853
8735,560174
8184,516804
2308,120741
4660,274636
4663,326694
5339,318009
8290,543421
2466,166027
8968,681446
8590,548822
323,14233
376,16747
6172,377393
8703,554402
1503,87180
1869,115898
4620,296788
5935,388832
4047,234512
1762,91779
2836,159838
5331,340820
4443,296014
1977,116651
3711,231891
1191,71873
6243,458283
9936,641224
2589,142092
6043,376702
4169,242399
2766,150282
6287,386421
295,12370
7079,446009
5314,311077
7798,488250
3322,187652
5127,304203
7301,448142
1410,69656
6881,430140
5265,541102
3513,423381
3316,424541
8208,1080519
9743,1044261
8749,553236
5688,343668
5329,320406
4920,285398
1829,95075
8244,573082
6084,370616
6827,500342
4773,307993
1871,127108
5154,304414
8270,534091
7351,458823
124,3913
864,42053
2699,147646
7476,467148
8916,625352
3654,212747
5891,352787
3173,178162
8340,525371
1610,80676
3701,211031
3132,169953
3369,203114
8966,643536
2838,157980
9625,627001
561,25695
7764,491848
6935,430804
6321,383135
8738,655060
815,37194
3749,213619
2373,126303
4358,255659
8318,520734
8516,549853
9622,807682
5254,355298
9731,662569
8777,546918
3728,215383
8236,566698
485,21611
7186,439917
7622,495562
1546,119203
413,39512
3785,299392
2914,176760
6017,381654
6131,374875
2373,130148
5414,325997
5559,336154
4851,297876
2450,147879
5516,336118
73,2219
5884,348885
7218,555815
582,25981
8541,544966
4378,257570
321,14133
949,47605
2541,135335
40,1055
79,2667
1722,87313
3501,195441
8166,503224
1008,49242
67,1874
1028,49359
7072,433063
4785,282522
6489,394320
6003,701939
519,50037
2971,359750
1974,225855
6266,613269
8345,570993
4272,334160
4441,330523
8908,731489
306,17023
4419,350912
5281,453498
6835,601431
3967,247818
5600,415257
4403,337617
5996,414023
9003,850780
3234,199360
9145,671912
5017,303835
2948,165559
2478,136945
5678,340583
8657,544972
3968,231661
1808,93856
1323,66053
30,675
9902,631218
8861,713788
9045,574118
7516,528961
3819,237837
9299,597763
4344,267120
8807,564903
85,2457
657,29829
5711,375580
3726,213345
1197,59724
7432,463953
5217,309482
8592,686370
3300,202349
7045,608629
2217,181339
7544,728704
5946,413918
9098,625447
9031,661868
6248,432784
1073,57056
2865,170451
5500,358758
3052,261570
2221,143426
4770,362993
9021,623614
5695,383214
9072,582469
129,4717
9127,582242
3675,215788
4463,266432
550,24800
2415,134046
2948,163433
1331,69737
2932,178400
937,121305
8858,571704
3997,492047
6242,488441
5576,360415
3976,259731
8437,804996
2119,113650
8542,541842
4815,286720
2998,166585
6755,511059
4033,271000
1222,87701
8399,722081
7806,663434
3246,339937
3044,226106
1204,76133
1878,130053
9815,827656
5187,336378
3335,205263
1411,78856
9047,631222
5287,408149
7425,494435
9574,1239895
1833,129478
3799,292647
2477,172784
5482,443822
3526,390600
7791,866275
2267,130192
5885,384166
4365,275082
6907,468910
2993,182222
672,32495
173,6360
2531,148721
9030,681177
2697,161425
7875,536671
3200,267656
2707,179329
8964,904606
2158,247722
7422,560480
1143,354714
235,11375
8505,2343402
5413,526410
454,26554
4061,424045
1140,81222
4497,552377
314,19420
3863,258486
8473,932229
4922,321374
9230,666599
3853,242460
5324,355668
4837,320510
1369,77754
8988,628391
328,16405
9050,735827
1457,80124
1724,97782
9832,679281
331,16479
5732,379024
6474,423390
3790,233982
1433,79275
6670,489845
2672,166509
6800,453284
5947,420949
8324,559149
7476,609268
5842,583445
3580,277990
8551,735750
4326,341134
1882,104911
6729,637995
4077,250174
3113,214996
1085,75201
3085,204088
6447,428162
2446,148179
7309,602917
5177,391565
9934,763495
6311,540385
7194,753471
1129,61137
7057,709772
5314,1000080
2156,160333
6566,465485
6021,388300
75,2477
6990,601286
8827,642365
1047,65399
7310,568477
8535,1186623
7157,618409
6759,571826
1546,140590
425,23932
6314,431640
8691,613649
2468,150234
3794,248432
1819,107129
608,30110
9505,646205
2404,155933
3800,229146
8890,645803
3834,245905
7273,500606
4512,290091
9485,851338
2665,198694
3339,237767
9845,840484
127,4581
826,42278
5780,427154
3019,249485
3658,246225
7804,527558
8061,544225
394,18054
4408,281660
6509,442627
1387,75784
8394,589776
83,2586
5789,377247
