@relation SortArray

@attribute ArraySize numeric
@attribute runtime numeric

@data
8216,725511
630,44329
2477,167092
154,6311
8629,570628
5336,320128
7399,552974
5684,350947
8363,601787
8167,506909
350,16793
9259,655384
7737,482814
3126,174929
9754,620472
5878,351243
8634,538969
5355,320659
4905,293007
9817,685305
6319,383926
2767,168321
3410,344015
4825,454849
4682,370692
9103,818309
9960,912303
7737,557534
6963,491685
7598,611154
3016,181767
4679,296701
1536,84430
6013,466046
6566,439964
306,14165
1094,66833
3462,195575
8307,530391
59,1783
8128,522153
7041,448741
9513,959074
3172,178415
4603,276502
2946,166564
7550,646746
1952,111464
3087,186476
7237,514810
7873,674219
3482,208989
4737,310587
9062,573033
1079,52771
72,2262
2001,191709
9140,663409
1173,62632
1368,73796
5179,341316
7203,505381
4425,284954
5883,511193
6571,404913
969,46223
6546,415241
3763,232186
7368,461241
6727,560695
7808,602802
6732,441042
8994,585988
8400,747447
8765,657587
3782,245090
3426,211401
1800,145172
6880,576377
8996,573707
9220,618394
2180,115210
2950,159972
55,1493
2571,140311
1611,137423
8200,514339
840,40859
2571,140616
1102,54225
52,1501
5449,365979
8650,541728
3117,175853
8241,568693
3244,181296
6724,494080
3172,196531
9605,646428
354,16539
942,48481
3717,229129
3021,203356
5485,354566
9537,659178
8928,618809
9008,582012
8806,663185
3938,288775
4947,391516
1135,77106
3144,193345
3759,262030
5866,427538
7033,630210
8294,559865
3688,230241
9408,602110
2143,114150
9019,561405
4064,251087
1688,113581
5796,382707
4995,321047
6571,443214
3266,186670
9725,623104
9742,625302
7279,518118
7899,496293
3502,198575
5035,375713
8644,543135
7554,512234
6392,419041
7541,509599
7304,577570
1029,63511
9703,695498
3685,232332
2756,164130
7338,723453
6583,449149
3152,200710
8051,569176
6941,482560
129,4969
5554,369097
5307,363693
3243,197207
4263,248699
8447,532403
1165,56643
9824,631106
7836,638852
4437,262968
8183,542785
6012,379556
9223,580563
4991,318264
3063,168358
3597,203181
86,2546
4649,307915
8586,657686
194,7898
5293,354246
8139,789663
3482,212701
7447,499761
9407,652091
8045,621562
830,44179
2388,138863
3753,236399
1809,105935
8518,594194
5350,328564
6375,479939
4199,247257
1015,48013
85,2639
1714,89188
4530,269883
5914,360763
2714,152951
1883,100691
4431,366946
2940,205800
7867,586675
8727,805097
2304,123998
1465,75503
1537,77420
4082,235058
2442,130352
1340,67664
7284,437777
886,42447
6620,491548
5768,353445
2870,159552
8864,586240
4753,283487
6534,405141
2014,109052
5355,323668
8402,540826
4243,247557
4922,294253
4502,267753
1762,91901
9033,718140
4591,588328
8772,606624
496,23889
180,6999
4628,586917
6969,653500
5159,328658
6399,420334
3544,216709
6279,398204
9579,610495
2054,109187
6092,428523
1071,52703
4063,237510
7004,421543
4599,268793
6943,461490
5682,359141
2995,168173
5890,351303
5747,373900
7917,585249
1828,97420
367,15728
7527,471164
8299,520969
1794,92773
3285,188015
8468,594187
8346,526722
3884,224624
584,25718
2361,127374
332,14126
4205,243113
8336,524483
7381,462293
3063,193554
1510,77152
4028,229707
1921,100993
774,36581
6444,421631
374,17192
8175,520279
1615,84125
3197,179301
6661,476193
6783,416395
3302,187143
4148,239052
8511,536966
2954,165890
1964,104199
4647,270938
657,29413
8564,537011
780,36462
5271,316334
7117,446021
5893,356166
9714,614785
5024,302657
1662,86068
164,5508
2549,361509
9735,1229236
9812,989110
6536,693442
3545,349617
9492,870676
1943,110260
7568,510134
329,15314
3802,336110
3983,230905
354,14820
3073,170381
1966,101667
5167,315401
4247,246590
829,39298
346,15280
856,41166
9415,598261
7593,497548
1062,51263
386,16594
7687,489765
6334,412101
7297,474141
218,7713
7290,453713
981,47719
6934,433521
2405,189509
1836,97168
7382,457976
6378,390329
7869,496961
8993,578396
9124,571958
272,10489
6250,373710
6171,377555
7950,496426
8950,566139
7324,453827
152,14472
7010,569066
3487,235382
6979,931512
8490,734177
8937,605646
5079,319327
4536,265573
6739,416472
1596,82331
9881,635373
2317,122962
7845,554897
8067,541750
78,2382
8115,505367
2702,165932
6260,406083
5759,360822
6201,365549
1081,52464
6997,460074
3903,227908
5277,311087
7002,497746
9528,611550
4780,288914
713,33080
8406,529543
8488,542020
8402,534696
3427,190376
1201,59196
2978,166047
4407,258896
2692,146682
4065,232127
3340,186033
8346,526830
8331,525498
3082,274789
7533,1019804
7431,989157
2314,216457
1602,146704
8232,912651
4331,437266
3441,363680
2719,150498
2222,120213
3183,180159
8681,554630
4412,261145
8601,548133
7946,530904
1228,61880
2217,119765
6442,393478
608,37810
8270,514758
7994,501583
5266,311842
9000,567116
7404,1144622
4902,622622
9552,1138375
4147,424393
5443,329501
9244,643198
5501,332500
8482,536625
5877,440294
4047,301096
9952,670958
1576,81103
422,18302
2146,115055
9966,647023
9795,632457
3857,225387
2371,127897
3772,217375
8901,564713
1532,151728
7007,432387
9933,739695
9062,1088665
3434,413722
7227,808937
3381,332951
416,32282
8497,944281
570,45981
890,77731
6273,432342
8454,539814
1825,96179
6164,369284
2394,129003
3137,175970
1622,83626
8942,590859
7563,468339
9999,727752
1051,51897
1294,64890
498,21585
8004,494033
8454,694990
2924,243713
9766,698531
757,38885
1974,115106
9952,735600
3497,216683
5285,482840
4795,432083
5759,432939
4799,309156
2425,163292
6391,499353
6102,523684
801,41905
2596,155055
9195,639255
7762,530882
6121,419681
3386,237124
500,24117
5298,334798
5586,377625
3750,233862
9581,649532
3592,331519
94,3497
9633,666392
462,20455
3260,184318
8228,844821
2496,213369
8071,586104
7568,491295
1125,55213
819,38669
209,7691
1193,58516
1080,53038
3997,234112
1865,101888
6245,387926
573,26488
3859,508656
1183,81516
803,41106
238,12520
417,21468
7698,575686
6836,499981
6879,587084
5214,359112
200,7761
4839,314383
3765,219923
703,32978
242,8955
3,99
6990,436309
6252,412365
7325,483390
67,1887
2552,171333
9136,696774
1462,82710
4071,253346
3343,207198
2749,163897
4989,312574
4054,251427
4261,296198
9596,655204
9631,624198
4051,232615
6900,425045
4265,250554
5138,312036
3659,211130
5207,437910
6574,475473
2824,188195
3075,183041
1673,96112
7492,612606
2765,195075
9016,697242
4270,249232
8480,568757
5512,330308
1822,96591
9577,825977
9973,762141
4469,279127
1785,101126
653,32815
5094,304899
7897,488415
5831,352033
8855,607711
8613,638641
4271,320180
3069,190524
6978,465723
3377,206418
3775,316296
7390,582379
5716,454770
967,61962
5023,328088
2288,140615
5278,502242
2656,157881
2358,136709
931,47216
6254,404875
2916,162752
1515,77013
7619,475566
9110,686879
4347,263958
9727,676023
8747,791017
850,40454
8463,534537
249,9409
6654,413194
5524,333150
354,14646
5096,300024
6510,476544
301,13222
3906,320002
6862,544108
5508,370382
6524,481795
5921,427296
9683,810625
5596,387821
7931,529390
1981,113698
5888,385877
6811,540402
9810,688688
2594,166164
880,45114
7765,563133
3231,181774
7450,463280
6269,401412
4801,286812
818,38745
6893,513048
8147,567032
8902,627198
956,51874
2105,124809
5590,380488
7990,593019
1011,81149
9436,656257
3365,206010
8536,751401
3511,199243
909,44255
332,14226
5452,324883
5256,348369
6606,406220
2740,183488
6966,572362
3931,247776
4332,273570
2638,156664
4691,278453
2166,116133
7598,479395
6408,394938
2768,151972
8179,562219
2301,123504
198,7050
1934,102148
4101,265205
5963,388470
9965,699589
5965,396474
371,18295
4719,276819
9511,627974
3914,241853
1745,90870
4296,247769
6609,423343
5275,323420
3385,242189
26,833
2572,173138
759,39326
4417,344300
8436,703276
6240,433393
3984,433418
9813,679610
7081,437320
1979,105024
430,19250
6792,538087
6622,446178
6891,494673
1281,69016
6583,444389
4571,291487
3734,226215
7321,487517
6804,556038
348,30381
8246,617939
5099,326251
7453,524705
2768,151196
720,33321
7507,502294
7089,667068
2914,224690
9198,791426
1099,82786
1212,92184
4168,271945
4336,270803
3629,223905
9007,578864
2995,191139
2086,133000
8266,527418
3335,188933
861,61037
9101,577298
4706,277636
381,16665
6778,421943
4348,256505
3830,320210
3732,216804
4686,284664
3140,182046
3842,250592
3176,180617
8120,531007
71,2320
4331,462518
1162,58683
4843,315948
6951,459434
3093,187897
1207,64392
2834,169685
4042,249018
6391,418010
1262,66405
9923,681985
9632,862520
8533,632153
4276,482339
9711,672269
7818,538402
2393,139855
3607,264919
3766,237604
3704,230383
7478,593131
6689,501400
297,11879
2005,106493
9032,568959
8263,526503
1401,72476
5344,342526
2829,159836
9340,697494
1290,65709
3441,201968
2017,107336
8477,555715
8482,538626
4252,248876
8921,570765
613,28453
2628,145343
3838,219327
5491,327084
7635,467752
7202,521027
1822,93657
9523,595761
8613,558551
8457,528899
9466,679624
6261,382885
5857,366284
9282,642262
6815,420642
5291,320103
9932,713422
9941,643733
5745,344422
5742,346222
9867,746857
797,40781
8362,571681
103,3591
1324,71893
7676,683856
9147,886495
3070,206436
3434,212148
3848,241433
8977,612183
8700,637548
4693,301268
4532,287886
614,28839
7373,495627
7739,485673
1466,127273
1432,72796
4042,240966
5980,364476
7666,506266
8062,495616
2445,133261
1925,110837
3890,231843
5217,309539
7819,490630
4605,423324
1941,112101
8067,565292
1562,89491
3393,203778
488,24034
9981,699886
5809,375294
8643,592099
4802,480232
9774,629136
288,12917
6405,444193
3545,218842
9637,759116
1004,49996
7876,502155
1457,78504
9368,610315
4254,421729
2440,152494
4094,241434
2075,111941
9119,576276
7114,436418
7849,485532
4385,343571
7997,517728
9905,648088
3611,207930
6040,368215
9398,602805
886,41444
2085,111148
3452,199988
7691,479288
3416,189978
9712,675537
6136,490778
6827,940895
3389,211076
9964,668640
5516,342190
3214,183804
370,15999
4344,252005
5923,372059
7815,491517
4297,246193
3868,223150
1469,75139
8619,630828
7352,458705
4608,269552
6440,388362
3036,170978
5008,291814
4350,256636
572,25904
8259,526400
7000,436270
499,21811
363,15855
5902,373927
1616,98238
2618,142968
1505,75340
1353,67514
1456,73851
4386,254549
5045,347565
785,47875
8678,554432
4975,289552
3440,192651
9734,623307
4241,248145
7417,458392
6421,394223
249,9442
9566,615413
6986,435151
6838,422875
8657,672589
3345,190286
4478,262656
6311,399100
7096,437940
4505,262331
8910,565555
605,28006
2973,167332
8748,555782
142,4549
9006,570523
3086,173815
8875,562816
3148,178392
9854,680502
6922,425349
1586,82538
9245,1357287
4133,512226
1165,123752
6085,644626
9746,1082876
9617,822146
5447,332019
9718,628245
6104,375828
5596,401001
1709,89940
3822,218003
3403,194148
3621,207462
7781,524301
6486,395230
3627,206676
250,9255
4152,379250
858,44130
8954,656427
9967,642120
2430,129364
2816,152887
6895,420744
28,654
9404,600531
5692,341881
8039,494537
8074,501060
8344,527730
3961,230664
4542,643359
5452,706982
228,18109
4818,737443
1593,178671
9348,1280589
9016,1024902
2913,281622
2252,276054
9435,1057350
9867,1069736
2377,127975
9172,607139
6265,377905
5016,324155
2087,117707
5528,421111
6979,561958
7862,570618
2834,205881
6792,503811
9474,698630
7313,653370
7558,565988
5169,356830
5503,358666
2701,194470
4308,435441
6206,415264
3812,304724
4677,300622
5390,346231
7346,500150
4324,255066
3943,332168
4857,283519
5706,341975
5266,319415
1330,65938
9125,707725
3569,204000
1303,65702
7877,524219
4871,286187
2727,151060
533,24524
5992,358937
3899,221123
4370,251171
4615,268537
9373,614109
8431,531236
5980,460843
6720,444543
5544,477020
1621,91258
6675,527461
6164,510917
9004,767468
3814,255603
1076,56910
8837,800286
9696,689391
4721,293332
3213,185430
2611,149371
6212,388825
4356,562804
4100,267655
7542,510623
1342,68697
7333,445753
7997,525282
4626,272935
9193,579725
3412,208503
8004,573498
22,503
7294,450903
7866,588923
2631,188536
2460,144198
6200,418388
4211,262848
9421,826266
5672,333674
6756,525426
7720,525877
7709,624010
9979,844901
7998,547133
2145,117810
3076,174686
8830,567639
8018,508770
9025,586674
8119,536096
9414,912783
552,26197
15,385
2546,141657
2704,147260
6854,416433
1543,78569
7719,564688
4339,309111
6692,457145
4561,287794
5071,499624
4696,290586
1095,53025
5010,297073
7346,456694
7016,438951
8898,719626
6065,402809
9862,756749
2319,128830
7187,442960
1478,75158
8287,570911
2804,166709
7314,495236
6429,426517
7315,578795
2712,185952
4060,309267
5214,340451
5325,341295
9455,707141
5815,450387
2268,135833
7650,609981
4101,337107
2595,152429
6832,652407
1307,65755
1659,85375
6847,421289
5194,307728
66,1732
8107,546366
8791,559958
5007,329328
2234,120422
4719,277929
7286,453354
8912,609626
315,13438
7925,502372
8052,559058
146,5210
3757,217113
8496,562839
7584,490074
9218,685164
3767,218360
7224,488866
8510,580214
6419,429825
6347,548848
992,74102
812,51111
9938,776984
4523,292526
8654,801856
4054,234725
5925,377718
6778,495748
3914,223445
1744,92789
6769,670768
8180,517078
8621,578088
1555,79768
2207,116630
9255,653550
5085,304824
2560,140055
800,58000
1059,63248
2572,142075
1739,90390
2872,158872
2903,159077
1096,54001
7376,479993
9572,618662
456,19616
4203,241117
5859,411878
8280,522330
9321,643828
3409,228578
1494,100151
6220,455848
1684,92796
5677,364421
2915,201296
4006,366365
8409,580966
6445,437697
4187,307033
4586,321539
8697,773483
3944,324125
1958,127232
5304,320848
6142,366921
8469,541672
3751,224867
2790,159074
7436,471893
5270,320693
6015,630345
3595,204221
5676,339772
5930,363375
7338,490201
2433,129316
7943,499570
7756,486395
7114,442843
1100,53875
1513,77982
5071,303840
1587,107190
532,26952
7470,600711
6347,438301
8960,765533
3353,207709
8602,627489
7227,533420
2918,175684
373,18065
286,33631
3957,247871
1633,91155
8566,590966
7736,517918
6564,440498
5297,433281
4198,245387
6582,395600
1350,69142
876,41052
9322,768142
3505,253782
8411,563459
4576,277842
4081,300888
1239,68202
1784,100573
4599,318146
3248,197676
8344,614578
4143,240515
1612,83086
8135,512708
9393,652036
7415,467055
5660,334600
4475,262662
6673,410341
7309,453964
8498,532467
445,19181
3641,207841
210,7775
4953,297614
4709,299533
5863,361910
7308,481345
9864,674385
9787,772486
2390,158759
1832,146899
8688,698109
2542,140902
316,13474
8448,529191
1432,73156
5400,323700
7029,518176
838,40135
1763,92598
3199,181771
6369,394646
8472,732599
9298,658761
883,45539
6597,432602
7920,540979
4392,272720
5610,359386
7225,482864
6659,437533
6602,465872
849,43138
4329,271628
2082,119541
6923,483098
8783,591116
1859,105140
9189,631074
5426,345818
8895,671625
3941,249062
3488,213340
5913,382360
6406,467449
8122,544178
5920,362383
9258,581712
1542,77916
1157,57224
3526,197951
4875,287456
6291,383712
3458,196165
1991,105595
9772,637091
6274,387811
6655,407137
7250,461703
8004,617917
4936,335026
4898,315760
3100,177094
1438,74379
9389,622562
4502,264821
7743,488464
2459,134474
7177,444367
4113,236749
181,6462
75,2337
8824,550087
8867,636134
2375,128152
754,35596
9016,578689
2167,142547
502,22562
5172,300237
4600,269975
9504,607592
5674,341172
3525,202141
8793,558808
4195,245493
6713,415179
6063,367465
3177,464569
8401,940480
2278,134228
8083,525297
8951,565780
2389,131528
1335,66735
9588,644391
7525,470119
740,34390
7456,466140
8222,517589
7026,569101
2205,160363
134,5046
2224,129089
3482,218579
5168,306570
3682,209668
4132,240732
9422,592926
8703,653666
5207,311976
4729,276237
8488,550747
4318,254972
8999,637865
5512,328203
6965,427861
7318,457989
530,23814
9622,617984
8442,532918
5107,299920
7249,450429
6770,433831
4485,261313
2215,118032
1592,81588
7387,533372
20,631
822,42631
9989,675921
9197,586280
1046,50649
164,5876
6766,417915
135,4701
6506,400901
3898,224608
8387,532843
5341,321387
9772,619775
824,38983
2460,132364
3392,192655
429,18891
8883,614424
1874,108652
5005,296308
4421,257399
6513,615367
5026,652382
3626,465208
4725,620985
4879,506866
1140,98309
7305,795661
4271,432025
4110,361850
1337,67885
8708,556313
7023,424884
416,18683
5790,347488
3993,232052
3810,231568
8628,566826
5968,373500
9569,613521
2847,157587
689,32113
1675,85888
5874,359917
3773,212740
6234,383292
1819,139278
8493,532160
7915,492009
3566,203091
9691,632138
6446,397647
5180,308203
5883,359787
8165,518674
8508,623398
1584,88094
1493,88180
531,26019
7810,490053
617,27870
21,525
5992,365212
3918,228869
4918,293222
8981,569083
3967,227836
9535,604581
2459,133976
9159,574525
6630,522778
5732,747250
1531,169616
8295,1098993
9249,1034234
7831,864840
6672,411553
4911,286710
2437,132984
9867,693426
1700,88989
6707,413894
3957,269278
7478,509528
4439,297761
3995,290125
5578,404460
7592,540261
5604,526879
5077,586034
4788,323195
9282,630374
5209,438363
1589,155249
2921,250395
4575,298524
6000,394103
9025,637293
2131,115167
6982,437490
4952,358675
2739,149488
7853,495795
9767,687726
9144,624625
6209,376343
6529,402125
125,4274
4902,313997
9366,646808
7304,498255
2354,136808
5047,453344
7457,468550
7357,476654
7931,495978
1209,61098
6453,410894
997,48425
8090,614960
5526,410453
2639,162896
8606,783032
5188,472997
8495,581536
9182,583328
994,48447
6051,369957
1235,76249
1330,97299
3212,198034
9236,648446
2330,151559
5325,315515
1868,99668
6331,383485
7014,438635
69,2365
268,10253
4067,232026
3177,181420
3238,184070
439,19580
2420,130000
1142,103326
1300,64678
922,44356
3729,211626
4183,241417
5349,319683
5414,358739
6565,404531
4910,293832
5158,457384
6737,615454
7664,643039
5323,344880
8034,720645
9379,653574
8925,624037
6266,417400
1287,65136
4852,281222
8763,560603
7333,452775
1646,85408
7637,644349
7322,551363
5654,601705
6291,453033
3666,234994
5857,403992
3876,245283
4073,243372
806,38652
5838,355515
7467,468083
5502,325317
5861,358074
6819,422222
5255,397733
9513,699400
2305,132147
8760,775703
1078,107785
4800,307244
9418,651058
9398,750812
3780,244133
6469,431081
8144,613105
4760,279556
7742,528830
1939,102853
622,29105
5701,342473
180,6426
6417,430264
692,33694
2800,156919
8839,573799
6898,450724
1929,105161
8439,918063
7257,508734
5138,308977
7674,480129
3060,172859
1530,77623
1122,54301
1346,66751
8063,507173
7090,512942
8404,600717
9186,707366
8226,728857
8027,547222
9764,662014
9590,723080
6680,448921
7590,515304
4294,266897
8830,735970
3114,175677
2019,107635
769,36220
2472,132709
7181,440123
245,9196
3117,173241
3791,218347
4289,274405
6145,387448
4503,275150
69,2151
2203,136134
6235,410654
7764,492723
7911,629273
8970,575888
7103,529149
8180,600861
3316,201451
9654,779874
9290,667494
621,29353
1002,47569
5130,305653
3634,225862
8826,600866
8449,552648
8542,634526
158,5617
9551,610929
7666,529259
3180,183359
5224,337573
1701,93816
7592,495197
6092,404582
2866,172614
362,17300
7611,583063
7326,453909
6967,423079
1009,62254
1734,97118
4704,340736
6894,489208
3544,252015
4183,268919
1489,98754
8513,723100
6891,517607
7095,438759
8790,551613
1918,100384
434,18817
5953,364964
8052,641763
9288,766521
7847,493180
8751,582654
8247,520622
2212,120569
6767,415029
1344,67046
2382,127108
8568,544357
8037,496759
3469,196582
9921,683281
3474,331961
5656,676460
5866,485315
894,60520
1748,125297
8201,701079
9090,758012
4195,263066
3823,218804
4264,244810
4929,291993
8199,585306
9250,640520
5610,336260
5860,359930
2547,137986
5192,313179
8935,580422
306,13782
4366,263495
6417,429053
8092,520607
4570,272247
567,25763
6461,705019
7122,538102
9899,628574
9980,648079
1276,61198
1817,95283
1413,71392
723,34644
589,26302
6808,475628
1509,77146
5603,338518
9731,618798
4638,270643
9830,709528
3398,194933
9245,634597
7845,627150
1090,57735
1194,63417
2340,136571
7286,504569
846,46293
8761,579171
8886,592180
4412,257236
2,93
1190,59081
711,32817
9102,576423
1417,72486
6657,533582
6499,403733
2889,163722
48,1293
8316,710320
3321,210758
2908,159014
9167,610451
7941,543566
7885,535236
172,6323
7321,483761
1258,67145
8190,602667
8062,553829
3816,220888
3276,183831
7022,425690
2268,123051
8792,566522
5914,359673
4228,243835
8195,518565
2831,158294
3603,205660
6735,920027
424,40150
3722,562237
4229,529505
6703,907176
4935,566070
7417,799867
6868,740295
4067,324689
4383,254316
8625,551870
6594,438077
4761,281336
2051,109407
1956,101575
5911,363624
6842,420007
1932,101111
8939,609833
7504,472986
8737,544623
8991,559731
7610,475050
9439,754604
1642,85366
7803,485954
1017,49373
4390,257853
2937,160815
3382,189447
8381,530339
8945,634074
2571,142900
9177,600052
2936,163069
3786,231502
1621,90635
1619,89594
3509,215525
7209,464627
9530,607162
8852,566689
819,39008
9439,604972
6078,372416
6563,396197
990,48915
7332,459610
5106,300571
2376,130303
2958,162382
4494,263524
1314,66331
8860,612543
7803,537850
6613,470079
1607,89822
7530,555732
205,8137
3640,226683
7004,425499
4994,303484
6454,396110
1572,80485
8494,537133
5952,366914
1769,92281
5978,515399
3715,222803
6085,394096
9425,605493
1876,96580
3081,185648
8317,553117
3665,209942
7087,464973
8141,552988
4822,298232
9083,570017
8957,662659
6908,427324
6248,386034
975,47209
2533,136330
8158,507833
54,1540
7551,471151
7648,478099
6670,434410
7573,476150
5847,352640
977,59056
9526,606308
7530,522263
5908,360991
1103,54933
2021,105409
6605,399936
433,18981
287,12219
5322,319040
2399,127551
8354,525691
276,10185
753,34895
4894,284998
4526,265853
9759,625076
8859,566533
4861,402453
9602,615571
7332,482553
1272,64324
2092,109466
2734,150931
4171,245638
462,31029
760,45591
6033,363627
835,38378
7192,444905
8695,592630
7700,487454
1253,63112
8784,630275
1869,100157
1950,104074
1220,60229
5623,330229
3293,186854
7403,461610
8374,587075
8289,518381
6257,397771
4282,248976
1522,79594
763,35772
8174,517717
9334,587508
771,36588
7270,491418
5308,316982
8136,513293
2928,161962
3217,182020
6163,370418
170,5782
3635,203813
8819,556740
5560,331313
931,45120
5887,375230
2979,166124
6256,380293
6674,435839
690,31278
6923,423516
2900,162900
783,36910
6447,515371
4570,330164
2791,153099
9784,673308
5876,356274
1183,59619
6753,425280
3582,218429
7615,510874
4606,268920
4899,286756
344,14879
9262,587629
9530,608335
1128,55186
796,37786
4116,254693
410,17713
5717,344166
4686,276899
5783,453197
4360,278830
5028,324953
459,21823
8185,689618
2384,141384
185,7096
3435,229281
8343,670657
5606,511620
2058,117424
7846,545994
284,12099
9069,786321
8534,590088
275,10757
1226,73740
8357,527103
9234,626024
3005,170374
2649,143064
2922,161556
7039,435633
6692,411611
5231,487293
7878,693543
4069,270903
7597,566001
5469,369840
1006,51117
1369,75475
137,5064
2027,115379
2547,321088
9684,1374198
5194,348710
4553,333617
9390,933563
560,46670
8527,652801
8985,682128
1896,149050
2139,125945
8004,792012
8269,720124
6345,427301
5453,366639
210,7463
5097,302817
170,6061
3066,171332
7353,463871
4183,247972
180,6562
5376,323032
7397,513684
4530,283476
139,4899
8972,674611
9255,640546
5262,376078
2856,155522
4715,333557
5301,319167
6075,439694
5063,414269
446,28197
4075,257815
4952,320182
2021,117994
7977,1172615
955,91025
7323,499665
1313,79385
6116,376325
1479,75337
6260,379945
9214,664349
7888,542394
7115,448789
2688,148534
7935,504762
4299,333798
4702,279221
3037,169658
6949,443523
675,33268
3416,198397
3770,218177
3670,215248
6164,381774
5190,558671
6242,378558
9242,586409
6773,432700
3696,209614
8176,538995
4465,345589
854,43534
798,40598
9424,708310
178,6830
8047,640219
324,17781
876,54540
8321,716448
1007,54137
5435,356870
9404,743617
188,7839
1428,78922
6239,435654
9312,601149
3154,193297
1816,110546
8725,545758
2118,113032
2344,129023
1207,60618
3305,210193
4620,277386
519,24081
2586,146317
8189,525927
4617,543990
7811,488955
9624,618274
1343,66972
2634,145299
4239,324114
9777,624800
5733,347938
4170,243992
3069,171638
1976,105385
9166,769703
8971,650925
5861,407618
8375,681963
1369,74844
2653,159037
9607,618014
2102,125558
3812,288545
515,25507
1832,141524
1297,71114
3139,192090
2600,245509
2714,159125
2564,152250
9520,658474
6386,428120
6339,448904
4787,288046
642,29689
4461,257771
4170,244646
7582,474585
1643,85931
3512,207215
6027,377641
2222,231992
3363,210678
5808,365079
7514,729106
4394,345649
736,36325
595,29326
3652,227944
3860,256462
899,46662
3295,230239
9193,816150
6586,433442
5731,378518
4647,349370
4499,290829
6015,461548
2106,113225
2793,153280
2296,140363
6493,432085
313,14646
9523,650889
8040,543896
9635,661192
9037,618061
9242,712027
9005,690387
8047,551200
6791,566040
6861,550003
2572,154643
9665,758608
9500,847993
3721,626358
9855,3015525
3673,312745
5542,437250
8764,776560
5776,430919
2231,130569
5201,332450
8427,569894
2554,151850
2085,117554
2538,150350
2405,141221
4032,253764
99,3419
8277,571105
8914,638435
3427,207262
5936,383920
2537,230389
4268,368065
5661,459059
4635,600427
2686,510541
3945,279459
4847,314152
903,46874
6156,423896
7337,539083
6465,427684
325,15724
1461,82941
8321,609042
5503,354642
1404,78515
2602,156563
1158,63062
6662,445947
6597,452483
575,34747
9562,682993
8784,608380
9715,703612
330,15386
1731,107782
9705,667993
5758,375004
627,37425
4981,315765
9239,709998
3561,221123
9983,824397
7660,520759
7208,482470
2349,133948
7997,543533
335,15693
6936,477096
7706,638327
19,639
84,3919
4960,627133
4943,510179
2187,188020
1650,114844
7806,530806
1284,70312
86,3060
5126,385306
259,12685
5656,410865
1030,54471
6434,421840
4675,302540
9305,719709
5363,371811
4551,299779
2758,170031
9759,709517
1282,69687
8452,583552
377,18635
50,1590
7607,515321
9860,705745
2525,156740
9672,726120
958,49772
6632,440686
2221,129619
2937,181449
7902,524438
3748,233788
5731,384305
1055,55685
106,3696
2359,136561
1433,79969
9077,650778
6426,430020
2435,205003
9933,705425
7138,490259
6043,487529
3735,297221
477,28539
3796,287256
2292,156549
4534,348622
684,40148
910,56828
8067,714506
5794,389131
7534,552319
4450,290018
3181,201820
5294,354796
7913,581168
4311,286351
153,7228
8093,588399
1105,72021
4019,298651
7608,518664
8337,570590
8121,566563
4281,276839
9280,691799
9000,641334
3125,199222
2474,151767
1837,106629
9008,651650
9032,611151
8446,585135
8237,556434
1918,155770
9028,626548
3884,247769
6111,395309
2545,153072
5697,379228
7394,670033
3596,270513
1895,108257
3148,187052
759,38207
7630,521875
6362,427970
3196,195995
6470,428836
265,11090
7317,490106
5167,332511
9066,645330
856,48094
298,17088
350,17208
2537,147470
3465,213073
2372,137563
7146,480020
8087,545838
2117,124004
6500,440940
7736,539645
467,22798
3068,180879
460,22590
9100,636512
7099,469010
4750,312304
9942,706183
2218,128232
2626,159614
9949,691561
2295,133863
9819,700962
2964,180314
2401,152163
2125,127316
5333,358528
6273,429987
2084,156657
5082,421503
8874,630519
2243,129737
1426,77937
5326,430970
6716,503727
6100,411953
926,46906
919,47107
8027,539594
2396,139648
8584,601657
5363,342301
5042,321689
269,10905
2426,141926
6839,453869
5287,350846
3671,224482
7964,545213
6295,411911
5716,364980
6643,497659
6793,452811
8117,556440
4884,307997
330,15104
4899,319926
88,2773
4534,284213
7283,488283
1483,79962
3779,236695
7259,501682
5703,371770
3719,229292
4852,307861
265,11008
5017,325262
2500,145570
8480,571423
2583,150038
4313,273701
8401,656200
463,22027
6934,512469
7283,553883
4964,319967
5289,402022
3213,193896
7820,525304
6944,465466
2737,165180
527,26377
466,22674
1873,107352
7426,500963
1551,84328
5199,328265
363,17356
1258,68025
4744,298397
835,42792
1735,98364
9812,683477
5344,349826
5863,380133
9069,628829
3974,246159
2590,151163
7579,509291
5833,386161
3674,223296
9788,669481
9961,709400
1278,79977
5282,339437
1365,72837
138,5009
7163,480574
6265,412228
4526,284069
3603,243592
5442,353174
8885,627089
4004,248219
5038,326553
1215,65351
158,5865
2841,169213
1542,84871
8341,558943
4973,318751
8794,608169
6721,451179
6781,519349
6389,444027
5963,387507
8945,614940
527,25756
4159,323365
9640,665733
9520,853369
8817,725672
1069,57143
4178,263077
6800,451483
3796,235095
5053,324186
6931,466599
2219,132820
5864,391516
6403,431560
3229,193317
2008,114373
2894,171883
2826,168020
5754,380385
8436,698713
1838,134378
6600,532485
3103,222348
8312,675416
8058,688891
9387,809120
9436,855696
6103,435651
8063,690607
751,49001
7795,901403
8296,767965
9906,711403
3119,190674
5173,326075
4769,300439
6354,425288
3655,239074
2584,160651
3336,210961
6172,436673
9935,700710
9269,667555
7148,479852
4926,343199
4319,272308
3663,226671
