@relation ScaleImage

@attribute ImageWidth numeric
@attribute ImageHeight numeric
@attribute ScaleFactor numeric
@attribute runtime numeric

@data
4464,1166,2.604545,683269512
4464,811,0.890909,56489753
4173,1166,0.759091,54588400
1264,633,0.759091,10746544
3300,2055,2.340909,739232971
3591,1522,2.472727,671915007
2427,1877,2.604545,619395094
5045,1522,0.1,2369552
4464,2055,2.209091,883252309
973,100,2.472727,12403663
4755,1344,1.813636,405037390
973,3477,1.945455,268441209
3300,1344,1.022727,90421951
973,2766,1.286364,87723945
100,1700,0.759091,1861900
5045,278,0.1,355423
4173,100,2.604545,59614000
5627,278,2.472727,193981842
2136,2410,1.813636,341377693
4173,278,1.154545,30065423
3009,278,1.945455,63944056
2427,989,2.340909,256465267
4173,278,1.681818,64514344
4755,3121,0.890909,261791416
3009,2766,0.495455,36571362
5627,1522,2.604545,1135131578
2718,3121,2.340909,950745284
4173,3121,2.736364,1925547565
2136,278,1.286364,20056848
3882,2055,2.472727,997273046
5045,633,0.1,638229
4173,1522,2.077273,539059077
5045,1700,2.868182,1376879465
2136,3477,1.154545,190285494
3300,3121,0.759091,116933490
4464,3299,0.363636,39172767
3882,2410,1.286364,307463021
5918,633,0.890909,57179663
4755,811,2.077273,325281388
3300,3477,0.890909,172444756
682,3655,0.627273,18433066
5627,455,0.1,525932
3300,3655,1.154545,320825930
391,455,1.813636,11323792
2427,1522,1.418182,142630746
5627,3655,1.418182,813661821
1264,3477,1.55,208163296
3882,455,1.945455,129450750
100,455,1.154545,1092645
1264,100,2.077273,10752561
4755,2588,2.472727,1457870539
100,2055,2.077273,18203959
2136,3299,2.604545,932555608
3591,2944,2.472727,1250277701
4173,3477,0.363636,38121647
4755,811,0.890909,58432119
3591,2233,2.340909,885199226
5918,811,2.472727,583825120
391,3655,0.231818,1612612
973,2233,2.340909,230417089
2136,811,0.231818,1690703
391,278,2.209091,11767879
3009,1522,0.759091,49744436
3591,2410,1.022727,176915060
5627,100,1.813636,37800335
2718,3477,1.55,444293177
3300,3832,1.022727,259445477
5336,2944,2.209091,1498127341
1264,1522,0.627273,15824442
1845,2055,1.55,173343113
1845,3655,2.868182,1074902594
4755,1700,1.286364,273062468
4755,3477,2.340909,1780654999
3009,3121,0.759091,102172934
3882,455,0.363636,4182916
3591,2588,0.495455,48363752
3300,100,1.681818,20297753
1264,3477,1.022727,92075803
5045,3655,2.604545,2453916339
3591,1877,0.231818,7563278
1555,3655,1.55,256878632
5336,1700,0.231818,9006552
1264,100,1.022727,2594677
2427,2410,2.736364,865185903
1264,2055,0.1,562278
2427,2944,2.209091,712700978
2718,2055,1.154545,146398995
4173,2055,0.627273,65896968
682,1166,1.154545,18983722
3882,100,2.736364,54841929
4173,3832,0.1,3066435
5918,1522,1.681818,505595325
100,2588,2.077273,20413551
1555,1700,0.759091,29571577
4755,2233,2.472727,1274920479
4173,1877,0.231818,7966223
2136,1522,2.077273,299414357
2427,2233,1.154545,151626676
3591,989,0.890909,54833338
3882,2233,2.340909,978863627
3009,455,2.736364,204858498
100,1877,0.890909,3557083
391,2766,2.077273,90994662
4755,2410,2.077273,963736419
2427,3655,0.1,1744886
682,455,1.55,15995297
3300,3832,1.813636,816904722
3882,3299,2.209091,1238331131
5045,455,0.363636,5710287
391,278,0.495455,489215
2718,2944,0.759091,85299834
3300,3832,2.472727,1491173798
5336,811,1.945455,321545942
5045,3655,1.022727,375662142
2136,2055,2.604545,579947058
3009,2233,2.209091,645375135
5336,811,1.022727,94386573
4173,3121,0.363636,35390474
4755,1344,1.681818,360029412
2427,989,2.868182,382281324
2718,811,1.55,104226847
5918,1522,2.472727,1048231942
4464,3121,1.418182,547916009
4173,1877,1.55,362330186
1845,2766,0.1,1121268
1845,2766,0.363636,12643368
4464,100,1.022727,10124956
5336,1877,0.231818,9796542
5336,2588,0.231818,14723117
1264,3832,2.604545,631876058
4173,100,0.759091,4176025
3300,1166,2.340909,406381173
3300,2588,2.604545,1127838370
3882,1344,0.1,1031902
3300,811,1.022727,58909258
4464,1700,2.604545,1000812531
2718,2410,2.472727,799127310
2718,1522,1.55,188525475
100,3477,1.154545,8450474
2136,2410,0.890909,74805697
973,3477,0.495455,17718312
4464,3299,1.55,691095578
973,1700,1.154545,42282953
4464,455,1.945455,158599353
4173,3121,0.1,2879284
5627,100,0.363636,1316140
1845,1522,2.472727,337433419
3300,989,2.868182,515992577
1845,3655,1.681818,389689775
4464,1166,1.286364,168003462
1555,633,2.209091,94032988
5336,1166,1.154545,168056496
2718,989,0.495455,11926442
973,1344,1.681818,66615495
1555,3121,1.154545,128265759
3882,3832,0.627273,140874975
2427,3832,1.681818,506631628
4173,633,2.472727,317461032
3300,633,0.231818,2037999
2427,2944,0.495455,31851922
3009,1344,0.1,812540
5918,2055,1.813636,799784584
4173,1877,0.759091,94193015
973,278,0.759091,2749593
1845,3832,2.736364,1026563212
2718,3832,2.868182,1715118396
1264,2588,1.154545,84498384
1845,1700,2.868182,534651009
4464,811,0.231818,3504563
3300,1522,1.55,229509242
5045,1344,2.472727,815465851
4464,633,2.077273,241703464
1845,989,0.363636,4320224
2136,2766,1.945455,427078302
3300,2233,0.759091,82089394
2136,633,1.022727,30725658
1845,2410,2.077273,385532271
1264,2233,1.945455,215724328
3591,3121,1.022727,223560321
5045,1700,1.022727,174128470
2718,455,0.495455,5495550
1555,1166,0.627273,17835555
4755,455,1.813636,141421372
5045,3121,1.813636,1002513559
973,3655,2.604545,479282150
100,2055,1.945455,14016531
1264,3655,1.418182,188430340
5045,3477,2.077273,1492271746
5045,2944,2.340909,1574760454
5045,1522,1.418182,305198568
1555,3655,0.759091,71402809
4173,2055,1.286364,275914443
100,3477,2.868182,58203296
4173,2410,1.286364,332423355
5627,3121,1.022727,355261758
3009,2766,0.363636,20070525
682,1522,2.340909,109251810
1555,3832,0.627273,46776510
3591,1344,0.759091,55016504
973,3832,1.022727,79696446
1264,1344,0.363636,4013758
1264,455,1.813636,36478463
391,3121,2.077273,103941468
5336,1166,1.286364,208775320
1555,2055,2.604545,428112333
2718,1877,1.681818,281416436
1555,2588,1.286364,129357728
1555,3299,1.813636,340211024
5918,1877,1.681818,637586634
3300,989,2.209091,317803043
2718,3477,1.813636,638460959
391,1522,1.945455,42920826
100,633,1.418182,3430882
2427,2766,1.55,324783812
4464,1344,0.495455,28897482
973,1700,1.945455,122400017
2718,633,0.890909,27142642
3300,3299,0.231818,10647489
2427,633,2.868182,248591163
391,1166,0.1,152643
2427,2766,0.495455,34848606
4755,2588,2.604545,1662074798
3300,1166,2.472727,474445117
5336,3477,0.627273,141006726
5627,1522,2.868182,1375656703
2718,1166,1.813636,209157924
4755,2944,0.627273,106429956
5627,2233,2.209091,1195424323
1555,1877,1.022727,55063274
1845,278,0.231818,603035
4755,1166,0.363636,15584620
3009,2233,0.231818,6695148
5336,455,2.604545,327544207
3591,1166,1.945455,307687784
100,811,0.627273,653300
2427,3299,0.363636,20295862
4173,633,1.154545,76355383
1264,1877,1.945455,173106628
1845,1700,2.209091,323884589
391,2410,2.077273,78970273
2718,1877,0.759091,59416705
391,1344,2.472727,61961950
2718,1522,0.1,839644
3591,2766,2.077273,841861764
5045,3477,1.286364,575704661
2718,3655,1.022727,201704922
391,811,1.154545,10209715
4464,3121,1.681818,801386196
2718,2410,0.363636,16287472
3009,1522,2.209091,454090649
973,2410,0.231818,2407500
100,1344,2.736364,17957992
2136,1166,2.868182,414111681
2427,989,0.231818,2341493
2136,1522,2.472727,381918708
3300,2233,1.945455,543526568
5918,2055,1.945455,938067683
5627,633,0.759091,42342536
682,3832,2.868182,414042852
5918,1877,2.340909,1231401392
5627,2944,1.418182,684149256
2718,100,0.363636,637346
3009,1166,0.890909,52538041
5918,1166,2.077273,598057119
5627,3299,0.759091,230086016
1264,3121,2.340909,418350585
2718,3655,0.890909,150075234
5627,3121,0.759091,206719886
3591,3299,1.286364,380676204
973,1166,2.472727,137655382
5336,100,0.495455,2312422
1555,3299,0.890909,78833735
3882,1877,2.209091,688654097
3882,3832,0.231818,15416219
3300,3832,1.55,597322983
1264,1344,2.868182,288952543
3591,2410,0.231818,8424586
2136,1166,0.890909,35421863
973,455,0.890909,6424651
2718,2944,0.363636,22909336
2718,278,2.472727,95316000
391,1700,1.55,31862214
973,1522,0.495455,6602655
3882,100,0.1,89451
4173,2055,0.363636,20387980
1555,2410,2.209091,354167422
3882,2055,1.022727,160336649
1555,455,1.154545,18411431
4173,811,1.945455,251724882
2718,811,1.418182,91256914
4173,3655,0.231818,14769097
3300,1522,1.154545,135696262
3009,1522,0.363636,13397581
973,1344,0.759091,13651823
3591,2944,1.286364,344870546
100,1877,0.1,87736
1845,1700,1.286364,101163346
4173,2944,2.604545,1638328812
4755,3655,0.495455,82762668
4464,1166,2.340909,585816846
2427,1522,0.759091,54260808
3300,2944,2.868182,1546848375
3882,633,0.231818,2367486
3300,811,0.1,551604
973,3655,0.495455,18382913
1555,1166,1.55,85824423
5336,455,1.681818,132124650
5045,633,0.627273,24352741
3009,3477,0.890909,204484266
4464,2055,1.813636,590958402
2427,2944,2.340909,772737054
3591,3655,2.209091,1235246679
5918,2055,2.868182,1960467502
2427,1877,1.55,213952323
682,811,1.418182,19839228
391,455,2.209091,15782269
3591,989,1.418182,143280846
3882,1700,2.209091,643973776
2718,1522,2.736364,595365820
682,2233,2.472727,177302568
1845,3832,2.077273,584893676
5627,1877,2.340909,1125880595
1845,1344,1.154545,68601294
3882,455,2.077273,155779000
3591,2944,1.55,492296323
391,2588,2.604545,135825451
973,3655,0.890909,52980952
2136,2588,2.472727,661725022
3591,3477,2.736364,1833500252
3591,633,1.022727,47011641
5627,2766,2.472727,1872063393
1264,3121,1.022727,78143160
3591,3121,2.209091,1068540285
4173,100,1.286364,12421625
5336,3121,2.604545,2173484593
4173,2233,1.813636,627374011
3009,2233,2.604545,885369339
3591,455,2.209091,153118493
3009,3832,0.1,3195048
1555,3121,0.890909,113444500
5045,3655,0.495455,86646257
100,3655,2.077273,32641714
4173,2944,1.022727,302546545
682,2766,2.209091,180930246
100,633,1.681818,3406136
5918,1522,0.890909,144356506
3300,278,1.154545,23449612
5918,2588,1.418182,590589216
5627,1166,0.759091,70881736
3591,1700,1.813636,381340492
5627,3832,0.759091,276764813
5627,811,1.286364,149746630
4173,2766,0.1,2300150
4173,3299,1.55,653202101
2718,1877,1.418182,197739290
5627,3832,2.868182,4081014148
4173,278,1.286364,42917704
973,1344,0.495455,5869997
2136,278,2.340909,71540625
682,100,2.736364,9030999
3591,3477,0.759091,135165061
5336,989,0.231818,5115808
2427,3477,0.231818,11623955
2718,1700,2.604545,637527410
4173,2944,0.627273,100578353
3009,1877,1.945455,413163018
1264,3121,0.1,907018
100,100,0.231818,25683
4464,455,2.340909,212816423
100,633,2.209091,7069778
5918,2410,2.868182,2297133441
4755,2588,0.1,2925159
1264,2233,1.813636,202867286
2718,1344,1.681818,201248867
4755,989,0.627273,35761097
2718,1700,1.55,223557725
3882,1877,2.472727,885815378
4173,455,1.286364,60040464
5918,633,1.154545,96332056
4755,2055,0.231818,10268804
4464,2410,1.286364,340566604
5918,1700,2.077273,880990094
1845,989,1.286364,56933856
4755,811,0.759091,45832074
3591,811,1.418182,114160774
100,278,2.472727,2990122
2427,3121,2.868182,1202346448
2427,455,0.495455,4900648
3591,633,0.1,468507
3009,989,1.55,137970889
3882,1522,0.363636,16679226
100,100,0.363636,40829
2718,989,2.077273,227682059
5627,278,2.340909,170283922
3591,278,1.022727,20468388
973,1877,1.945455,137668236
3591,3655,2.736364,1927690050
5336,1877,0.627273,73890355
391,3655,2.868182,229269302
1845,811,1.154545,38425688
100,278,1.022727,532376
1555,3832,1.681818,335040888
3882,3299,2.868182,2090324737
4755,2944,1.022727,317755474
1555,2766,1.286364,139331089
3882,2410,2.340909,1018313625
682,3299,1.945455,168848945
100,3121,0.627273,2460658
973,2588,1.022727,49648881
2718,2233,0.231818,6106031
1264,2944,1.55,169585103
1845,1344,2.077273,208256230
2136,633,2.472727,160934422
2427,1877,0.363636,14841838
2136,1522,1.55,150790619
3300,2766,2.604545,1198601562
682,2055,2.868182,224850996
3591,1700,2.209091,595427070
1264,2944,1.813636,234700115
973,1344,0.627273,9295975
5627,278,1.154545,37103355
2718,633,1.945455,130946372
2136,633,2.077273,116302170
5045,633,1.945455,233363186
4464,2766,0.495455,57787382
5336,1522,1.022727,164822215
5045,100,2.340909,52265887
5336,278,2.077273,122160621
1555,100,2.472727,22000205
2136,2233,0.231818,5097003
4755,3477,0.890909,253498613
100,455,1.681818,2542241
4464,1344,1.154545,159667273
1264,2055,1.681818,141552629
391,2410,1.286364,32606377
5336,633,2.736364,490268507
5045,100,1.418182,18056460
3882,989,0.890909,57044922
4173,811,1.154545,86085359
5627,3121,0.627273,135094701
3009,2766,1.813636,534625500
1555,2944,1.286364,152332544
3009,1166,1.681818,196943943
682,100,1.022727,2034416
4755,1344,0.759091,75672495
973,1344,2.472727,160265030
100,100,2.472727,1254950
2136,3121,0.627273,54271303
3009,2410,0.231818,8103967
2718,2944,0.890909,123799063
4755,2233,0.627273,84120282
3009,1166,0.231818,4448597
682,1877,0.231818,1379766
3882,1522,0.495455,28490142
391,1700,0.363636,1674757
100,2944,1.022727,5596832
682,989,0.231818,710584
4173,2588,2.209091,1058181251
391,989,1.681818,20268139
4755,989,2.736364,679511829
4464,2766,2.604545,1636682326
3300,2233,1.55,371043121
1264,1700,0.627273,17942194
391,1877,1.418182,30889783
2136,1344,1.286364,95851529
1555,1877,0.759091,33783259
2136,633,0.231818,1349643
2427,989,1.945455,173609850
100,811,1.286364,2380820
973,1700,1.286364,57473834
100,455,2.209091,5315114
5336,2588,2.472727,1688003519
3591,3832,0.890909,211460598
5627,3477,2.868182,3158126632
5918,455,0.1,553120
391,633,1.154545,9266016
3591,811,1.945455,208087568
1555,811,0.231818,1254055
4173,2766,2.868182,1844961121
2718,2410,2.868182,1118007001
1264,1166,1.022727,27892291
3009,3121,2.736364,1514946323
2718,1344,2.736364,540803279
2136,100,2.472727,24955054
2427,2410,1.681818,323588075
2136,2588,2.209091,550367314
5627,3832,0.627273,165354132
1555,811,1.022727,26846143
2427,2766,1.945455,504916839
4173,2588,0.759091,120581424
3591,2944,0.1,2037040
5627,989,1.945455,415674444
3300,1522,1.022727,95575985
100,989,0.890909,2813027
682,2410,1.55,77326112
3591,455,2.340909,180425764
5627,455,0.627273,20832398
1264,1877,2.077273,199887249
100,2410,1.945455,16261214
2718,2588,2.209091,690903754
4173,3121,0.890909,205796063
5336,455,0.231818,3152441
2427,1344,2.472727,386329187
1845,2055,1.154545,94365911
1845,2944,0.495455,26835631
5918,1166,1.813636,446292831
1845,3299,0.495455,27753216
3009,3655,2.604545,1508507284
5918,1344,1.418182,310977303
973,2588,1.418182,99517731
100,2766,1.154545,6888320
100,2766,1.681818,16632866
5336,2410,2.868182,2063003450
4464,2944,2.604545,1756187766
1845,2233,1.418182,176589232
5336,100,0.231818,527887
2136,1700,2.604545,496630185
2718,633,0.627273,14448230
4755,3121,2.472727,1769561933
973,2055,1.286364,66711075
3882,100,1.681818,21055297
1264,2055,1.418182,98649881
1555,3655,1.813636,353846662
2427,100,2.736364,34230242
5627,633,1.154545,90248039
3300,3832,0.231818,15282148
682,2233,1.154545,39616847
4755,1700,1.55,374254250
1264,278,1.945455,27309473
5045,455,1.681818,129150293
5627,278,0.495455,6800447
973,2766,2.340909,296738889
3009,3655,1.813636,775766687
3300,3121,1.681818,575643740
1555,2410,0.890909,59161272
2427,2055,2.604545,690180224
3300,3299,1.55,507586332
3009,455,0.363636,3220025
1845,1877,2.868182,557644669
2427,811,2.077273,172471213
682,3477,0.890909,38441012
391,2233,2.604545,119452044
1555,3121,0.627273,34595149
5627,100,1.945455,40755515
5336,3299,1.286364,572692631
391,3832,2.736364,221951739
5045,2410,0.1,2329529
5336,1700,1.945455,677346501
5918,1166,0.363636,16442864
2136,2766,2.209091,560567599
5045,2766,1.813636,902561321
682,1700,2.868182,185167846
682,1877,2.868182,206365513
1845,3121,2.077273,494400265
1555,3477,2.077273,472859309
1555,2944,1.022727,96440823
3009,1700,1.813636,340740706
1264,3477,1.945455,331172106
5045,1522,0.627273,58812900
5336,278,2.209091,142611882
2136,1522,0.495455,16898744
4464,989,1.681818,255540736
2136,1877,0.627273,33161615
5336,811,2.209091,426174263
4464,1522,1.286364,216488805
4755,2944,0.759091,165704083
682,2588,2.077273,149345857
1845,3832,1.022727,147277268
4464,2233,1.154545,254824139
1845,1700,0.627273,26622270
3009,989,0.495455,13340552
3591,811,2.209091,283672352
2136,1522,2.868182,527166200
3009,3832,2.340909,1245047369
4173,3299,0.1,2633056
4173,1877,2.340909,828894671
2136,455,0.627273,10274916
1555,100,1.022727,3672642
4464,1522,1.55,319364709
2136,989,2.604545,284394770
5336,100,0.759091,5383070
3591,2410,2.209091,818876200
3009,2055,1.022727,125723064
4464,3477,1.681818,880810967
3591,278,2.209091,96910593
682,3299,0.627273,18383307
100,3477,1.418182,12769133
3882,1344,2.209091,507204109
5336,811,0.1,873705
100,2944,1.681818,14981429
391,3477,0.759091,17229212
391,1522,0.495455,2665903
2136,278,2.209091,56989632
4173,2055,2.209091,848397198
1845,2766,1.681818,288996262
1845,1522,0.759091,34250220
5045,1522,2.340909,841048694
100,278,2.604545,4682253
4464,2766,2.868182,2010230285
5336,2944,0.363636,42622154
2718,2588,2.077273,610869321
3300,455,1.022727,32978567
1845,3121,1.286364,187016150
391,2944,0.363636,2912154
682,2944,0.231818,2904457
5627,1877,0.495455,51134138
5336,2410,2.736364,1881521570
3882,989,1.418182,152857410
2427,455,1.945455,80876116
2427,2588,1.286364,214081737
5045,989,2.736364,724456044
1555,1700,1.681818,142055730
3300,3655,2.736364,1775264390
3300,1877,1.418182,237119808
3882,2766,1.945455,830733154
5336,2588,0.890909,210272378
5336,1522,0.890909,124269090
973,100,0.231818,108344
3009,2588,2.604545,1044073239
5627,2766,0.1,4851124
4755,2410,2.868182,1840272614
4173,1877,2.604545,1034883389
1264,811,0.890909,14770807
4173,811,1.813636,220175997
3009,278,0.1,182272
2718,2588,1.418182,275763255
682,1522,2.472727,120981716
5627,2766,2.340909,1652550749
2427,278,1.286364,22443116
3591,100,1.681818,19905549
1845,989,1.945455,135712778
1845,3299,2.868182,979550457
3009,2766,2.472727,1007068236
4755,2410,1.418182,447759109
1264,3832,0.627273,34435908
100,2233,0.495455,1053519
5627,3121,2.604545,2325244067
3591,811,1.813636,181062547
391,1522,2.604545,90449061
2136,811,0.363636,4078981
3300,2410,2.209091,788635894
2136,1344,2.736364,417273853
973,3121,2.868182,481359286
682,1522,1.418182,42554473
4755,2410,1.55,538423790
5045,3121,0.495455,72331240
3300,2588,0.627273,65447665
682,2055,2.077273,122558757
2427,3299,2.077273,683874395
5627,3832,1.022727,456829893
4755,3655,2.868182,2841189263
3591,3832,2.868182,2178556456
1555,3299,2.077273,431468622
4173,1344,1.945455,410330172
5336,2944,0.759091,178911166
4755,633,0.231818,2886333
4755,1522,1.286364,231315156
4755,3832,0.231818,17550062
5336,2233,1.55,580330619
3009,100,1.55,15342757
4755,2766,2.736364,1923961947
3300,1877,2.340909,672444436
5045,278,0.231818,2624997
3882,2944,2.604545,1529433892
1845,2588,0.759091,52181157
3300,2055,0.759091,81233803
2427,1700,1.681818,240366384
1555,3121,1.022727,98878461
391,2944,1.813636,76367760
2427,1344,1.945455,246306818
3009,2410,2.472727,860281279
3009,1344,2.209091,388887054
1845,1522,2.340909,295624857
3882,455,1.022727,38442925
4464,1877,1.418182,325355436
5045,3299,1.418182,701513665
5627,455,0.759091,28796777
5627,1700,0.759091,113647194
4755,1344,1.418182,248495270
2136,2944,1.154545,160160010
2718,278,1.022727,15457705
3009,1166,0.1,711241
1555,811,0.495455,5601654
973,2410,0.890909,33270134
973,1522,2.472727,179191958
973,3655,1.813636,227474576
2427,3832,2.868182,1504284407
5045,455,0.495455,10862589
5045,3832,1.55,898920788
3882,1344,0.363636,12658473
100,3121,2.340909,33414976
4464,2944,1.154545,337641987
3009,1877,1.813636,360352292
682,2410,0.363636,3999055
5336,3121,0.231818,16240352
5336,2233,2.736364,1743308277
682,2055,0.890909,20995505
2718,2233,0.627273,45321879
3882,3477,1.286364,435237195
4464,1344,0.759091,66587650
3591,1344,1.286364,153402210
973,3299,1.55,147338098
4755,1700,2.077273,698204229
3882,1877,1.154545,193819582
3300,100,0.759091,4301657
973,2944,2.604545,376364794
3009,1166,1.945455,259035232
391,989,0.363636,954302
682,1877,0.363636,3165006
4173,2410,1.55,483892883
5627,3477,1.55,916283759
2427,100,1.945455,19903459
100,2410,1.154545,7084068
2136,278,0.495455,2660176
973,3655,2.340909,387535829
2718,2410,1.286364,214014598
1264,278,2.209091,33953200
1555,1166,0.890909,29165757
4464,3477,2.077273,1351912062
2427,2410,2.604545,877202090
5627,2055,2.736364,1694294582
3882,1700,2.077273,550062254
1845,1344,1.945455,183265772
5045,455,2.209091,218766860
5336,278,0.1,308389
682,100,0.1,31731
3300,3299,1.813636,696077353
973,1166,0.627273,10587192
5336,633,0.363636,8710403
2136,2233,0.627273,39580745
5627,455,2.736364,370445815
5627,811,1.418182,184381773
4464,2055,2.604545,1223751155
2427,3121,1.681818,422407853
2136,811,1.681818,90658779
2427,3121,0.363636,20682621
5918,2410,1.945455,1041591673
5045,1166,1.418182,227966847
100,278,1.681818,1547269
4755,1522,2.472727,888338995
4755,989,2.868182,739855539
5045,1344,0.890909,110570472
3882,811,2.077273,269921215
1264,811,2.077273,87457428
1264,989,0.363636,3378552
2718,3655,1.945455,738676696
682,278,2.209091,16690018
3009,2588,1.681818,418946947
5627,3655,2.340909,2192818276
391,3121,2.340909,123543716
3009,1166,2.340909,375549135
2718,1166,2.868182,508068752
3300,811,0.495455,12184720
4464,1166,1.55,245697218
5045,3299,2.209091,1590392326
391,2233,0.1,543805
3591,455,0.890909,25690153
3300,3121,1.022727,213400663
5336,3299,1.154545,470521319
5627,633,2.340909,377902145
5336,2055,1.154545,288997421
1555,989,2.868182,242891885
973,278,1.154545,6405220
4755,633,2.077273,249570614
1555,1344,1.681818,111001840
2136,2588,1.418182,221206697
5627,3477,2.604545,2586640935
3882,2766,0.363636,26071340
682,3121,1.681818,138054053
4464,455,1.813636,132330736
5045,3655,2.340909,2002204470
3591,3832,0.231818,14129076
5627,3832,1.813636,1394821866
2136,989,1.286364,63428131
973,2766,1.022727,53464732
3300,811,0.890909,40931434
4464,3655,1.945455,1198230256
682,3655,0.1,619398
4755,1344,2.868182,1029298950
3591,2233,1.55,410441124
1845,1877,1.813636,220246549
2718,989,1.55,121540893
391,811,0.363636,938547
2718,2944,1.55,378415916
682,1700,2.209091,110219521
2427,3299,1.813636,530144571
3300,3121,1.55,481982542
3882,278,1.154545,27094754
1845,3299,1.55,282299737
2718,1877,1.154545,130547416
1555,2588,1.55,194905035
5627,2588,0.495455,69464546
100,3832,1.945455,28670031
3009,2233,1.681818,362155217
973,1700,1.55,78550560
100,100,2.604545,1206745
4755,1877,2.868182,1470630012
3009,2944,0.495455,44783319
5336,1700,0.627273,76707835
5918,100,2.736364,89405590
391,989,0.231818,428898
2136,3299,2.209091,681922412
1264,3477,2.604545,576415084
391,100,1.286364,1217633
3882,1344,0.627273,37012286
3882,3832,1.154545,381952253
3009,3299,0.627273,76458644
973,633,2.868182,93489573
5045,2588,1.418182,516433776
3300,1700,1.418182,219438770
3300,1166,0.627273,32300115
5918,2055,1.154545,307306913
1264,2944,0.627273,27784519
5045,278,1.418182,59513301
391,3832,1.418182,57453559
391,633,1.286364,9795788
3882,2588,0.363636,24945704
4173,3655,0.890909,239934143
100,1522,1.813636,10514969
2427,2233,1.681818,303372637
4173,989,0.1,815417
5336,2766,1.55,685799960
973,989,1.945455,73421906
4173,989,2.340909,442506612
2136,2055,2.472727,517258711
4173,633,2.736364,384500033
4464,2233,1.022727,201433943
3591,1344,0.890909,76584931
1555,3299,2.209091,506061165
5918,2055,2.340909,1288855483
3009,1522,0.890909,70251962
3882,1166,2.604545,595847043
5627,1166,2.736364,965857523
3009,2766,2.736364,1234685840
4755,3477,0.1,3117404
3009,455,2.340909,143310923
100,1877,0.363636,496235
3009,2766,0.1,2333779
5336,1877,2.472727,1213266426
5045,2233,1.55,552142697
3591,1877,0.627273,51689310
2718,2766,0.627273,58986247
391,2410,1.945455,71539442
5045,3121,0.759091,184390604
1845,3655,1.154545,176506280
5627,3121,0.1,5869999
682,3832,1.813636,174487521
2136,1166,0.759091,28143476
4464,989,0.495455,19904442
3009,989,1.418182,118199330
3591,1522,0.627273,43568652
5918,1522,0.231818,9241504
3591,100,0.231818,391027
2718,633,0.1,366512
4173,1700,1.813636,452127200
682,3121,1.022727,54194842
2427,3477,0.627273,66573210
5627,1522,1.286364,283410420
3882,100,1.813636,25277985
3009,1166,2.472727,414024307
3009,1344,0.495455,17913784
682,278,0.627273,1417643
2136,1700,2.736364,517096331
100,989,1.022727,2002260
2136,3299,0.363636,17732859
1264,2410,0.1,667345
2718,3121,0.627273,64983263
5627,633,1.813636,231200559
3591,3832,1.681818,784745729
973,1344,2.868182,216850144
1555,2410,2.736364,561979176
4755,1700,0.759091,91155810
4173,1700,1.681818,380440654
4464,3832,1.813636,1075981127
5918,455,2.604545,356027218
3009,278,1.418182,32667517
3009,3832,2.077273,1018091924
4755,278,1.286364,42182005
391,2588,1.022727,20885103
391,2055,0.231818,899929
391,2588,0.890909,16763206
5336,3655,2.604545,2589607312
973,3477,1.154545,88723999
3591,1166,2.736364,614280883
1264,811,0.627273,7203736
682,1522,2.868182,158060244
1845,3121,2.736364,834009765
3591,811,0.363636,7542342
973,1344,1.55,61237847
2136,3121,0.1,1337242
3009,2766,1.55,397654839
3882,2233,2.604545,1190281223
5045,633,1.681818,182935398
3882,1877,0.1,1963940
1555,3477,2.604545,705615909
5336,1166,1.55,290226527
4755,2233,2.340909,1142009120
3009,811,2.340909,260729712
1845,2410,0.495455,19672106
682,1700,1.154545,31605583
3300,100,2.472727,40466776
100,1877,2.604545,24808463
2718,1344,2.472727,436796768
2136,3299,0.627273,50795431
2718,2233,2.340909,639687023
973,1700,1.022727,34549816
100,1522,1.022727,2985038
3882,633,0.759091,27585798
3300,1522,0.363636,15059087
3009,1700,0.1,1018378
1264,633,1.55,37456340
973,3477,0.231818,3405961
5336,3832,1.418182,807681646
973,455,1.286364,15923636
3300,2410,0.1,1562854
4173,278,2.604545,149432514
391,100,2.736364,5180949
682,455,0.890909,4375373
5918,278,2.077273,138581112
4464,3655,1.418182,707380158
2136,2766,2.604545,786178904
3882,633,1.813636,159928756
5918,1877,1.55,511792306
973,455,1.022727,8505126
2136,1166,0.363636,5989966
2718,3832,1.681818,561065464
1264,2766,1.418182,135520582
4755,2766,2.077273,1097805542
391,3299,1.945455,94605584
2718,1522,1.681818,234197664
391,3477,0.627273,9768812
682,633,0.495455,1888052
100,989,1.286364,8150682
1264,3121,1.945455,290038615
3591,455,1.154545,41824019
1264,2766,2.340909,367976453
3009,1166,1.286364,116355120
3300,811,1.813636,169563365
2427,2410,1.286364,183861351
5918,1522,0.495455,43254117
4755,3477,2.868182,2747347072
100,2233,2.209091,22656836
682,455,2.604545,42847280
4755,989,2.340909,495540330
5918,100,0.495455,2547742
3009,1166,0.495455,17593542
1264,2233,2.868182,446355644
391,3121,1.022727,28192524
2136,3477,0.231818,7349153
4464,2944,1.813636,834217642
973,100,1.418182,3443917
4464,2233,1.681818,541629142
2718,3121,2.077273,699427364
1264,1166,1.154545,35430810
1845,278,2.340909,57416972
3300,811,2.604545,343470679
4173,3299,0.495455,65112207
100,3121,2.868182,51006150
4173,2944,1.681818,667889490
391,989,0.890909,5465810
3882,3121,1.55,562931169
