@relation ScaleImage

@attribute ImageWidth numeric
@attribute ImageHeight numeric
@attribute ScaleFactor numeric
@attribute runtime numeric

@data
4755,455,0.495455,12370680
4464,278,0.1,486002
4755,989,2.209091,455797116
5627,2766,1.022727,311442024
1264,3121,1.286364,127381418
2718,3477,2.077273,779935211
5627,2588,2.340909,1558527805
2427,278,0.363636,1649598
5918,455,2.077273,228095001
3882,2055,0.890909,126125850
3882,2588,1.681818,559357896
5336,1344,2.604545,942952554
5918,278,0.363636,3946191
3009,3299,0.1,1993727
5627,1166,0.627273,53389697
5627,1166,2.340909,724643441
682,3299,1.418182,86710444
4755,633,1.681818,166730931
4464,3299,2.604545,1941604489
3300,1344,0.231818,4502385
5918,2055,2.736364,1777943680
5627,1522,2.077273,727428945
4173,2588,2.604545,1471531023
5627,2233,1.022727,248982724
1845,2410,0.1,969750
2136,2766,2.340909,647194708
100,1166,1.418182,4400450
1555,811,2.340909,130066382
100,3121,1.418182,11548007
4464,2055,0.627273,67550923
100,2233,1.286364,6971283
391,278,1.55,4648857
3300,2766,0.231818,11565719
2136,1522,0.231818,4259148
2427,3832,1.022727,206631522
4755,3477,1.022727,334728001
1845,811,1.418182,58803044
2718,2766,2.077273,629820210
1555,3477,1.022727,109382559
2136,2944,1.418182,245845769
2427,455,0.627273,7951877
973,3655,1.945455,264361572
1555,3655,2.209091,557862245
2718,2233,0.495455,29557254
3591,989,2.209091,337095007
4464,1522,2.472727,819703667
2136,811,1.945455,127859801
3300,2410,2.077273,688588516
3009,3121,1.022727,198944312
1845,3655,1.813636,469179755
100,100,1.55,468194
4173,2588,1.286364,356523486
100,1522,0.363636,427104
2136,2055,1.022727,91620919
3882,2944,1.418182,474788149
2427,1877,1.945455,336858247
4464,455,1.681818,118028130
682,1344,0.627273,9411631
5627,278,0.1,367002
2136,2588,1.154545,141127117
2136,3477,2.340909,802228496
391,2233,2.340909,90897823
973,2944,2.472727,346255294
5336,2410,0.627273,103956025
973,811,2.340909,87324978
2718,633,1.813636,107157772
973,1522,2.209091,137962424
2136,3832,0.363636,22101029
3591,455,1.286364,56673126
3009,278,0.759091,8781063
1555,3477,0.363636,15640942
391,2410,2.472727,110973929
3300,278,0.1,230966
4464,1522,2.340909,761073509
3300,278,0.627273,6496680
4464,2944,2.209091,1246659780
3009,455,2.868182,214298953
3882,1522,1.286364,192474727
3300,1344,1.154545,118708717
1845,3477,1.945455,467371675
5336,1522,0.231818,7954093
3300,2055,2.472727,835043976
2427,2410,1.813636,384343985
2136,1700,1.022727,71467825
5336,633,0.759091,36914193
5045,1522,2.868182,1233003257
3300,1700,1.286364,178120249
1555,3121,2.736364,741973080
973,1700,2.340909,183280133
3591,2766,1.813636,640356096
5918,633,2.472727,447130921
2136,3299,0.231818,6986962
5045,3477,2.209091,1709591758
2718,278,2.868182,113701592
5627,811,1.681818,257217994
2718,633,1.418182,65127100
3591,2410,2.736364,1254353103
391,2944,2.340909,121812067
4173,2944,0.1,2408807
5918,2410,1.681818,776603977
3882,2588,2.340909,1074920800
5336,1700,2.077273,762917130
1555,989,2.472727,185983425
2427,2588,0.890909,96530734
3591,3477,0.627273,97339642
5627,633,1.55,167396458
4173,3832,1.154545,428029516
3300,1700,2.868182,903463299
3009,811,2.209091,237659138
3591,1344,0.363636,11606354
4755,633,0.1,1066004
3882,811,2.604545,414791249
973,633,0.627273,4381661
5336,3477,2.209091,1800995443
5045,3655,1.945455,1766992731
973,278,1.55,11616027
1264,3655,1.154545,122451557
1555,1344,0.627273,19656423
1264,3299,1.022727,85454585
2718,2233,2.604545,788390884
5045,3121,1.022727,321089880
1555,1166,0.1,442705
5627,2410,1.022727,271439343
3591,2766,1.681818,518565748
5918,2233,2.736364,1932097911
4464,3299,2.209091,1405042333
1555,2233,2.340909,397420920
391,633,2.868182,36685245
3591,633,0.627273,18721310
3591,1344,2.604545,640486361
3591,1166,0.1,894449
2718,2055,1.681818,303307657
2136,3299,2.340909,740716032
2718,2944,2.472727,957603596
5045,1166,2.209091,552826548
2427,989,0.759091,26134467
3882,278,1.945455,83285687
1555,633,2.077273,84824450
1845,633,0.495455,5358842
1845,811,2.340909,157362631
973,3655,1.154545,91220257
4464,2410,2.340909,1203055041
1264,2944,2.604545,620920342
1845,1344,0.495455,16164228
3591,100,2.604545,43944472
4464,2055,2.340909,980348951
2718,1522,1.418182,174208770
2136,811,1.55,77060231
5918,1700,2.340909,1081270875
3300,455,2.340909,153022432
3882,2410,1.945455,678377898
4464,2766,1.55,584668248
4173,3832,2.077273,1339537375
1555,3477,0.890909,85634285
4755,2944,2.472727,1683863719
1264,2588,2.604545,439836589
1555,633,1.418182,37906853
4464,1344,2.736364,857844737
2427,1700,2.077273,346997859
1555,989,1.154545,41371846
1845,3655,2.340909,732245573
3009,811,0.759091,25378832
973,2588,1.154545,64309603
5336,3655,1.286364,661930266
2718,100,0.627273,1905089
4464,3299,1.154545,384804013
682,3121,0.759091,26371304
3009,1877,2.472727,681934657
3882,3299,0.890909,200906691
1264,1877,2.736364,342318467
3009,633,0.1,438987
5627,1344,0.1,1530378
682,3299,2.472727,267212206
4173,989,0.231818,4205191
100,1877,0.759091,2066358
3882,2410,0.1,1891094
682,2410,0.890909,26185941
3009,455,2.209091,134831232
4464,455,2.604545,266275063
391,2055,1.154545,21622117
4755,1877,0.363636,23110953
4464,1700,2.340909,831018825
5918,100,2.340909,64005981
100,2588,0.231818,675778
5336,278,1.813636,89205950
682,3832,1.418182,105399925
391,2944,2.472727,135473257
5045,633,2.868182,509379353
4173,811,2.736364,502633407
4755,1700,1.945455,631290765
1845,455,0.890909,12134259
2718,2588,1.022727,146214684
1845,3477,0.495455,32413040
3009,633,2.077273,169358581
4755,3121,1.55,704632038
2427,2944,2.604545,936982104
1845,989,2.077273,149810431
391,989,1.945455,27904599
3009,1700,2.604545,687027356
100,2588,1.418182,9951029
3009,2233,1.286364,227226048
5045,100,2.077273,41318386
3591,3655,2.472727,1573437278
100,2410,1.418182,8678981
5627,989,1.418182,228330209
682,278,2.736364,30761049
4173,633,1.813636,175630273
1845,633,0.890909,16647618
100,1700,1.154545,4104070
4755,2055,0.759091,106988946
4173,3121,1.813636,865178245
3882,3121,0.231818,13982646
3591,1166,1.418182,160781643
682,2766,1.022727,40262178
1555,1877,2.077273,243834809
5045,1344,2.209091,627309509
5045,2055,1.813636,669814215
682,2766,2.604545,245549587
4464,3299,2.472727,1775655822
4464,2588,1.945455,851774734
5045,3655,2.209091,1757799258
3300,2766,1.286364,300156645
391,2410,1.022727,20034377
3009,278,1.681818,44911952
2718,1522,2.340909,442637607
4173,3832,1.286364,509030767
2136,278,1.418182,21519251
5045,2944,0.495455,70609120
4464,1877,0.1,1680251
3009,100,1.813636,17647766
973,3299,0.363636,7786057
3300,1344,0.1,943597
5336,989,0.759091,59187324
4173,3299,2.604545,1833415781
3591,3477,2.209091,1189947440
2427,1877,2.340909,487830570
973,455,2.472727,48930923
391,1344,0.1,185468
4755,2055,1.813636,638955917
3591,100,2.868182,59782738
4755,2944,2.209091,1354235804
2136,2944,2.868182,1002878347
2136,989,0.363636,6680052
5336,455,2.736364,355653432
5627,989,2.209091,529776325
682,1700,0.231818,1392710
4173,1700,2.077273,621014264
5336,1344,1.022727,151859261
4464,1344,0.1,1229584
3300,455,0.495455,7117057
2718,1522,1.154545,111498175
3009,3655,0.627273,85939982
4755,2055,0.627273,78985114
3591,2233,2.868182,1300217570
3591,633,1.418182,92328323
4755,1700,0.495455,38405830
3300,2944,0.759091,110814981
2136,811,1.418182,63707748
391,3477,2.604545,173088000
2427,1877,2.736364,660791870
3882,1700,2.472727,771275539
2427,278,2.340909,70953786
1264,3299,2.077273,347734949
3300,2055,1.418182,258045284
4173,1344,1.813636,352069503
391,100,2.340909,4087326
973,2233,1.418182,80895483
4173,3299,0.363636,35744611
682,633,0.890909,8199826
391,1700,1.681818,38762427
5627,989,2.340909,586095165
1845,2944,1.418182,214159111
1555,3477,0.1,1162267
4464,2944,0.759091,146866906
973,989,1.418182,37062989
3300,1522,2.340909,539420040
3009,2944,0.759091,98717453
5336,989,2.472727,631708822
2427,1877,2.868182,734221598
1845,100,2.604545,25267039
3882,455,1.55,85855936
5627,3121,0.495455,87964522
4755,2233,0.495455,49618495
5336,2410,1.813636,830530143
973,2410,1.022727,51006479
5045,3655,0.231818,23121427
682,2588,0.627273,12630694
5045,3655,0.363636,51238429
5336,2410,1.286364,440362254
973,3121,2.340909,327796153
682,633,1.813636,25671881
5336,2766,2.340909,1583440203
100,100,0.890909,189002
5336,633,2.472727,394075194
4464,3299,1.681818,790785540
2427,1877,0.231818,4556250
3300,2588,1.022727,172442232
1264,2766,1.681818,196060381
2136,2410,1.418182,200938830
391,3477,2.736364,201426118
973,2588,1.813636,161244557
5627,3477,1.945455,1451480736
2718,2588,0.627273,50494816
3882,1877,0.627273,58095709
4173,3832,0.231818,18483663
100,1522,1.55,6585518
1264,2766,0.627273,29497271
1264,633,0.231818,846879
1555,633,1.813636,63713832
100,3477,2.604545,47609822
973,100,0.890909,1401336
1264,811,1.154545,24476733
3882,455,0.231818,1914665
3882,3655,2.868182,2392484326
2427,100,2.340909,26203098
973,811,2.868182,122702768
5627,3477,0.495455,96675516
1264,3655,2.472727,560324815
4755,1344,1.022727,143099474
3591,2944,0.495455,51851276
1264,2766,0.890909,49907683
1555,2944,2.604545,617414790
391,811,2.340909,35108330
1845,2233,2.077273,340491536
1264,989,0.231818,1299300
391,1344,0.231818,1032203
100,2410,0.231818,440465
3009,2233,1.55,316816853
391,3655,1.418182,53001893
973,3121,1.286364,100813369
2718,1700,0.627273,35138082
100,2944,2.736364,42294296
1555,2944,0.231818,5287951
2136,3299,2.077273,601782868
973,2944,0.495455,13364221
391,1344,2.077273,43675159
3009,2588,0.759091,83096669
5045,2944,2.604545,1963333388
3300,2944,0.1,1962984
2136,278,1.55,28547338
2718,1700,0.495455,20732556
391,3477,1.286364,42776459
1264,2588,2.077273,273177696
682,1877,1.813636,84350437
1264,1166,0.627273,10542060
3009,3655,1.945455,810847067
3882,1522,1.154545,152153247
5336,1700,1.681818,496524519
2718,278,1.286364,23448837
2136,100,0.231818,237984
4173,2055,1.418182,346512071
1264,2588,1.681818,177280051
3300,3299,2.868182,1744135362
100,1877,1.945455,12768199
682,3477,1.286364,80139719
973,3477,2.604545,450875388
3009,3655,2.340909,1209551344
5918,100,1.813636,37549410
5336,3121,0.759091,239967198
4755,633,2.209091,283382472
5336,2766,0.890909,225003611
2136,2944,0.363636,15580536
1845,2766,1.286364,156378549
4173,2766,1.286364,377627122
4755,1522,1.154545,187432566
100,989,2.736364,13480201
391,1344,2.736364,82542037
1555,2233,2.472727,421264718
3591,278,1.813636,66493498
973,633,0.363636,1608147
4464,811,2.736364,522321887
973,1166,0.363636,2779000
682,278,1.55,8998110
5918,2055,2.077273,1029266668
1264,2055,2.736364,386303408
391,1700,0.1,224443
4464,3477,1.813636,993231224
5627,278,1.945455,119605946
4173,1166,0.231818,4920894
3882,3121,1.286364,387125804
1264,278,2.868182,56617680
100,3832,2.472727,48656971
1555,1522,0.890909,37631923
682,1522,0.231818,1228546
1264,3832,0.890909,74147030
4755,1522,1.022727,148402605
5627,989,1.022727,112783350
1555,1522,0.495455,10565537
973,3121,1.813636,191029967
2136,1700,0.231818,5471620
682,1877,2.736364,183305303
1845,2588,2.209091,459434676
4173,2588,1.154545,291217717
5045,2944,1.022727,298435748
682,2410,0.495455,7459090
682,2766,1.681818,96679385
5627,278,2.868182,253383425
4464,989,2.472727,543456114
100,3655,1.022727,6974872
391,1522,2.868182,94670958
5045,1877,2.472727,1124295143
5045,2410,0.363636,31273748
391,2944,1.154545,29836073
5918,1344,1.022727,165176467
3882,3299,0.363636,34928347
5627,2410,1.55,641262863
3300,100,2.604545,46581046
3882,100,1.286364,14064087
3300,2055,0.363636,16351647
4755,2055,0.1,1988738
1264,1166,0.495455,7234664
4173,2588,1.945455,789058996
5336,2944,1.945455,1136315252
391,1522,0.759091,6758522
973,1522,1.154545,37927960
682,3655,2.340909,278958565
1264,100,1.55,5652863
3882,1166,2.736364,655270440
2718,2944,1.681818,444756506
100,3121,0.759091,3412473
391,3655,2.209091,141991777
5045,3477,2.736364,2569157798
4173,2944,2.868182,2321396014
973,455,2.736364,62029709
1264,455,1.154545,13697439
1845,1877,2.604545,459886268
3300,3832,0.759091,149441194
391,2055,0.1,301430
391,100,1.418182,1420969
4173,1522,0.363636,17652849
5045,1522,1.945455,568307716
1555,3299,1.945455,387711297
1264,811,1.55,49115631
682,1344,1.813636,57128500
682,1166,1.945455,62749477
2136,1166,1.813636,158508438
100,3655,0.759091,4179437
2427,633,2.604545,207141985
100,3299,0.890909,5592315
2427,455,2.077273,98405828
4464,2055,1.154545,238293395
4173,3655,2.472727,1813811599
2136,3121,1.418182,257165091
4464,633,1.55,128044134
3009,2410,2.604545,959278091
5336,3121,1.022727,334310659
2136,3477,2.077273,615024905
2136,1522,0.890909,51190859
5918,278,1.286364,52032296
4755,3655,1.681818,950615918
5918,2588,1.154545,387795244
5918,278,1.022727,33181439
4464,100,1.945455,30950766
100,633,1.813636,6240548
391,2410,2.604545,127753733
4464,455,0.759091,20906487
5336,2944,2.077273,1329196924
4755,278,0.495455,8221230
3009,3121,1.286364,311986786
5918,278,0.627273,11826571
391,1700,0.759091,6876343
5045,3477,2.340909,1863151523
5627,2944,1.286364,525316946
5045,3655,1.681818,1058705324
4464,633,1.022727,58072988
100,2410,2.604545,32067618
5045,811,1.418182,166272151
682,3477,1.022727,46500043
3300,2944,2.472727,1161475094
391,1166,1.813636,26777226
4173,3655,2.604545,2048903973
5918,989,0.1,1200723
1555,2055,0.495455,15391161
5627,1700,0.1,1895074
973,2410,2.472727,286846755
3300,3299,2.209091,1058091810
3300,1166,2.604545,515526781
100,2410,0.1,115563
5918,2410,0.231818,14008107
1555,3477,2.472727,629704768
2427,2766,1.813636,431178317
973,455,0.495455,2039397
4464,1700,1.022727,155310385
5627,2410,2.604545,1801529184
2718,2944,1.418182,321575112
5627,811,2.868182,740776434
2136,2944,0.231818,6206864
3300,633,0.759091,21707250
3591,100,2.472727,44182180
682,2766,2.868182,311704276
1845,1877,0.890909,54491663
100,3121,2.736364,44685361
4755,3121,1.022727,298552537
4755,2766,1.286364,417423228
1555,1877,2.209091,274575851
1264,1522,1.813636,122897476
1845,2233,2.604545,551047270
2136,3477,1.945455,575062288
2427,278,2.077273,55526953
3882,2233,1.681818,472593783
2427,633,1.418182,57809784
4464,633,2.604545,381678690
1264,1344,1.286364,55169006
391,2055,2.077273,68836496
4755,3832,1.154545,473185714
391,1700,1.286364,20181964
391,2588,0.759091,13099673
4173,100,0.1,127802
3882,3477,2.868182,2199073337
3591,2055,2.340909,796604056
1845,1877,1.418182,135556210
3591,3121,1.55,518402483
5918,1522,0.1,1923022
391,3655,1.681818,86781133
682,3832,2.472727,308200267
2718,989,0.759091,33852663
3300,2410,1.286364,262255026
2718,2588,1.154545,193335531
2136,3655,0.495455,39492008
4464,3477,0.1,3024778
682,2233,2.077273,129019202
5045,2588,0.627273,98040140
3591,1522,2.340909,596260102
5627,989,0.231818,5417145
5918,1877,2.472727,1332250486
3009,3299,2.077273,841018242
5336,1522,1.813636,526099826
5627,1344,1.022727,154555446
2427,2410,1.55,280041778
5627,2055,0.890909,174347159
100,1344,2.604545,17819250
3882,455,2.472727,212050483
5045,100,0.759091,5553480
1264,989,0.759091,14743029
1264,1166,0.363636,5190419
1555,2766,0.890909,65685401
5336,2588,0.495455,68511535
682,3121,2.077273,175006353
5045,3832,1.945455,1431659646
1555,811,1.681818,71849485
5627,3832,0.1,6358251
4464,2766,1.418182,498075760
5336,811,1.418182,168298803
2718,1166,1.022727,65834707
1555,1522,1.55,107331034
5336,989,2.604545,692882889
2718,3121,1.55,401048078
3300,2055,2.736364,984684798
5627,1166,0.231818,6415599
973,2944,1.154545,72648699
2718,2055,1.418182,221660322
5918,633,1.55,168773723
2718,2766,1.945455,565753217
5918,633,1.681818,202815904
391,2055,2.340909,86827153
4464,3121,0.1,2728961
973,100,2.604545,11818369
5045,2055,1.022727,216426591
5045,3121,2.604545,2115266895
4755,633,2.604545,418482519
1264,1522,0.363636,6187347
4755,1877,1.022727,179899003
1555,2055,2.340909,328527868
2718,2055,2.209091,522820321
1555,455,1.681818,41063011
1555,633,0.231818,1626268
5045,989,2.209091,478090412
391,3121,2.868182,195019130
682,1166,2.340909,84311730
1264,1700,1.681818,126343859
5627,1344,2.868182,1210173113
2718,811,2.209091,211849873
5045,1344,1.945455,514780242
3009,2055,2.868182,1000555431
100,2944,2.209091,30028329
1264,3121,2.077273,330504170
5336,2766,1.286364,486384930
4755,1877,2.077273,745646886
3882,455,0.1,413103
2718,1166,1.154545,87147560
1555,1877,2.736364,422229742
100,1166,2.736364,17121524
2136,100,0.363636,577377
5627,2944,2.209091,1592715764
4173,2944,2.209091,1161871893
5336,3655,1.022727,447724686
391,3299,2.736364,191942867
1555,3121,0.759091,53090258
100,1166,2.472727,15194459
4173,3299,2.736364,2005428797
2136,100,1.418182,7744032
391,3655,1.154545,39239297
1845,1700,0.363636,7541057
1555,455,2.472727,84993828
682,2410,2.340909,183971547
2718,2410,1.681818,354515512
4464,3121,1.022727,327386402
5045,2055,0.627273,80510252
4464,278,1.945455,88992786
391,455,2.472727,25598798
4464,2233,2.077273,844532004
973,1877,0.759091,18966341
682,1522,0.363636,2556614
391,3299,2.868182,203941204
5045,2588,1.813636,848814526
4464,3477,2.604545,2049864396
4755,633,0.759091,34399988
4755,1700,2.736364,1183144706
2718,989,0.1,590407
4173,1522,1.945455,468017328
5336,1522,0.627273,62849650
5918,633,2.868182,596477172
3300,989,1.286364,107763662
973,2233,1.022727,43338087
3882,2588,2.209091,976995418
2427,2944,2.472727,860744243
3882,3299,2.604545,1694506918
973,1877,2.340909,190608643
3591,1700,2.604545,850154660
5918,455,1.681818,149357167
4173,3832,1.418182,637025785
5627,1344,0.363636,20492123
5045,1877,0.495455,46607701
5336,2588,0.627273,105110293
4464,1166,1.418182,205031189
4755,3299,2.736364,2345730093
3300,633,1.55,94722470
2427,1344,2.077273,330185843
4173,1522,2.209091,602061725
973,1877,1.022727,37745621
1845,3299,0.1,1333232
973,2410,1.55,109224109
2718,100,2.472727,29833742
4464,3832,1.286364,556493668
5045,2588,0.363636,36222518
5045,3655,2.736364,3029759880
4173,1344,2.604545,741142111
391,3477,2.077273,117955262
2427,3832,1.418182,360611653
4464,2410,0.890909,163107657
5627,2766,1.681818,889282296
4755,633,1.55,134920013
2718,1522,1.813636,262714106
5045,278,0.495455,6888004
682,1166,1.286364,23583535
973,3832,0.495455,17902308
3882,2055,1.55,367533737
4173,2944,0.759091,142806570
3300,3121,2.472727,1216839147
100,2588,2.209091,22624562
3300,3299,0.890909,171689515
2718,1700,1.022727,97022319
391,3832,2.077273,127717891
391,3655,2.604545,183786206
1264,2410,1.154545,80976508
3882,2588,1.286364,315444393
5918,1700,2.472727,1190565241
4173,3477,1.813636,929675538
973,3832,0.627273,26750492
682,989,1.813636,42437076
2718,1877,2.472727,603839517
4173,3477,0.759091,188869064
3882,2410,2.472727,1138599687
391,1877,2.340909,78027181
3300,1700,1.55,256792911
391,3121,2.736364,181113726
391,2588,2.868182,163134636
4464,2055,1.681818,507139064
1555,1344,2.736364,317673645
1555,3299,1.286364,166315121
3882,2233,2.736364,1301315841
2427,3832,0.627273,71393630
2427,3121,1.154545,199969169
973,3299,0.890909,50201506
5627,2766,0.627273,122681955
4464,811,1.022727,74729215
5336,1166,2.604545,825737338
5045,2944,1.286364,506776367
100,278,0.890909,764257
3882,278,1.022727,25323279
2718,1344,1.022727,72475982
2427,1344,1.813636,211276101
3300,2055,2.604545,895966288
100,2588,1.55,11451580
391,1344,1.55,22674543
973,2233,1.286364,73637542
682,989,1.022727,13138574
3591,2588,1.286364,300201571
2136,455,2.209091,92859846
5918,278,0.495455,8583810
1264,455,1.418182,24761481
4464,2410,1.681818,591240385
3300,633,1.681818,112242298
5336,278,2.736364,214020282
1555,455,0.363636,1718883
2718,2588,2.604545,942616472
3300,3477,1.945455,842033186
3300,278,1.681818,48817771
1555,3832,2.077273,517107135
1555,2588,2.340909,426588103
3882,3299,2.736364,1890563959
5627,2944,2.604545,2195886780
1845,3121,1.681818,325143987
4173,2766,2.604545,1524246036
1845,2233,2.736364,594719650
5045,1700,0.1,1687131
3300,3121,2.736364,1496496286
5918,2055,1.55,560230256
1264,2410,0.627273,22157832
973,1166,2.736364,165840643
4173,1700,0.495455,33057265
3300,3832,2.340909,1390642891
3591,455,0.363636,4305614
1845,2944,2.736364,805762552
3009,2766,0.627273,59326558
682,1877,0.1,559973
3591,2588,1.681818,500621532
1845,1522,2.736364,418566707
391,1522,2.736364,89813749
5336,3299,2.868182,2859952574
5918,2588,1.55,720383613
682,633,2.340909,49258041
5336,2766,1.418182,584220721
3591,455,0.231818,1609355
1264,2588,1.418182,123567684
391,2233,2.868182,138047531
5045,3832,1.681818,1145827998
5627,1344,2.472727,911184299
5045,811,2.340909,435794160
4755,3121,0.495455,74253880
1845,1166,0.759091,22552739
4173,2055,2.868182,1376861440
391,3121,1.945455,90240220
1555,633,1.022727,18679476
4464,2588,1.681818,636961916
1264,1166,1.418182,60886158
391,3477,2.340909,143436634
2718,1700,1.945455,363199615
3591,2233,2.209091,790940225
4464,278,2.340909,132647891
1264,1344,2.077273,143530424
3009,3299,1.154545,258909821
3591,278,1.286364,32092766
973,3121,0.759091,31543875
2136,455,2.340909,106088952
5627,2233,0.1,2557272
3591,1344,1.813636,306275505
5918,2410,1.55,667927498
1845,2944,1.681818,298409861
2718,3299,0.1,1777758
3591,2588,1.418182,374987208
682,3121,1.418182,82859686
973,2055,0.363636,4920894
682,2588,1.55,80323387
4464,3121,2.077273,1250588889
2136,2766,0.759091,66296727
1264,1700,0.231818,2153587
3009,811,1.681818,126434897
3591,2766,2.472727,1211101282
1264,1877,2.340909,248892749
1555,1166,1.418182,70765303
391,633,0.759091,3127273
973,455,2.868182,72863205
5045,3655,1.418182,756440615
3300,3832,1.286364,403874718
2718,2944,1.813636,518822478
1555,455,0.890909,13773642
100,2055,0.759091,2342622
3882,2233,0.231818,8491099
4173,278,1.813636,88058241
3591,1522,1.286364,176325097
973,1877,2.736364,271385452
1264,2055,1.813636,171358119
5045,2766,2.604545,1849258588
682,3121,2.868182,341960971
5627,100,1.286364,16663128
1264,2944,2.209091,353202494
1845,3832,0.759091,83141600
2136,2944,1.945455,487783163
3009,2944,2.077273,759571014
4173,3121,2.472727,1567155029
682,3832,0.627273,20996140
5045,2233,1.022727,228838199
3009,3299,1.022727,198329134
3300,2233,2.604545,969909326
2718,1522,2.472727,486920249
4464,3299,1.813636,927376915
5627,2055,0.363636,30000460
4173,278,2.472727,137321636
4464,2766,1.681818,708879368
391,3655,2.472727,172989522
1555,1166,0.363636,4353748
5627,3299,2.472727,2244860852
5918,455,0.231818,2629017
5627,3121,1.55,828665215
1555,2233,2.077273,288022307
4755,2233,2.604545,1396344201
2136,3655,1.945455,566941054
1555,633,2.472727,116913018
3882,633,2.604545,325937158
4755,278,0.231818,1558547
391,811,1.418182,11447623
4173,3121,2.077273,1107570405
5336,1344,2.736364,1086809600
1845,1522,1.681818,155098147
4173,2410,2.340909,1055618697
1555,1700,0.627273,20993975
3882,2766,2.736364,1567307238
1845,2588,1.286364,151839963
3882,2588,1.418182,400276271
4755,100,1.418182,17139197
1264,455,2.077273,52766555
2136,3655,1.418182,308877351
100,2233,2.604545,33321501
5918,455,1.945455,199225279
4464,989,1.418182,167413090
1845,3832,1.813636,456940930
1845,455,2.209091,79063815
4464,2233,2.472727,1171637118
3300,2233,0.1,1483714
2718,100,1.813636,16902062
5045,1522,0.759091,85577163
4173,3832,2.472727,1899791129
5045,3477,0.627273,135102229
682,2944,2.868182,324854478
3882,989,1.945455,278239027
3009,3121,2.472727,1127286601
5336,455,0.627273,17181585
1264,1877,1.681818,133948766
3882,811,0.759091,36541323
4173,3832,2.604545,2108689053
973,3121,1.154545,78995305
4755,1166,2.340909,597986924
4755,3832,1.286364,595433041
100,2055,0.1,102156
2718,1344,1.286364,111796735
5627,1344,2.209091,724626972
2427,2055,1.154545,129222568
682,3655,1.681818,131414845
682,455,2.077273,25898897
682,3832,0.890909,42940585
4464,3832,1.154545,442942655
973,3832,1.154545,98520111
100,3832,1.55,17177034
3009,633,1.813636,121245618
1845,3832,2.472727,829168950
1555,1166,2.209091,179262332
2136,2410,0.1,1063435
1845,100,2.472727,20230498
4464,3299,1.418182,609778844
973,1344,0.363636,3260842
5627,3299,2.077273,1572178180
2136,278,0.363636,1638505
5045,455,2.868182,375991474
4173,2055,1.681818,465898546
100,811,0.759091,892982
5918,2055,1.418182,484611653
5627,2410,2.868182,2207461425
973,2944,0.627273,22837637
391,2233,0.627273,9236564
2427,811,0.890909,30863909
3591,3121,2.472727,1436330671
5336,2766,1.022727,298189581
4464,3655,2.868182,2665968832
3882,3299,2.472727,1598190561
5336,2944,2.736364,2290081005
5918,455,1.813636,182639381
4755,278,1.418182,54717061
1555,278,0.363636,1063631
391,1166,2.209091,51395801
1264,2766,2.077273,319567421
5918,100,0.231818,1049804
100,1344,1.945455,11521752
3300,1344,0.495455,21971692
973,2944,0.231818,2890294
5627,2944,1.681818,920735181
4464,2410,1.813636,697257880
5336,3121,1.681818,916785544
2718,3299,0.231818,10193007
2427,633,2.472727,180627768
1264,3477,1.681818,239630668
5918,811,1.154545,124325800
5627,2588,1.286364,474547656
1555,1522,2.340909,247103454
3882,1700,1.813636,443970731
682,278,0.495455,855272
3300,100,1.945455,24311492
682,100,1.55,2909298
4755,3832,0.759091,212227479
5627,1700,1.286364,316063301
3300,2410,1.945455,594068597
973,100,1.154545,3153624
391,100,0.495455,201843
3009,633,1.945455,139076566
5045,1166,1.286364,188417534
100,1877,0.231818,241633
4464,2233,1.55,472619802
1555,455,1.945455,50711424
4173,1877,1.022727,160578162
1555,2944,1.154545,116920337
4755,455,0.363636,5152289
2718,2588,0.363636,20201460
4755,2766,1.55,679176935
973,3477,0.890909,53025433
1845,2233,0.363636,9904468
3300,2944,2.604545,1280439411
3009,2588,1.022727,157868585
1555,455,2.340909,76125350
5336,455,2.077273,206897750
4173,633,2.209091,259870231
5045,1877,2.340909,1022010713
391,1166,1.681818,23283503
391,100,0.759091,435747
5045,3832,1.022727,397974970
2427,455,1.418182,43610214
973,989,0.363636,2328276
5045,2944,0.363636,36420009
5627,3655,0.495455,97969734
973,100,2.868182,14139506
3591,3121,1.154545,294465431
100,989,0.759091,1080139
3300,811,1.154545,66148448
1555,100,2.077273,12120092
4173,455,2.209091,178873262
973,3121,1.945455,224031806
2427,3655,1.945455,695447331
3300,1166,0.890909,58416913
1845,2055,0.363636,9237514
5045,2588,0.1,3924987
2427,2055,2.472727,596326397
3300,1344,2.077273,363698391
4173,3655,1.813636,1019838809
4755,2055,1.286364,311047204
1264,1700,2.340909,226271548
4755,633,1.286364,96598538
1264,2944,2.868182,581197277
3882,278,1.55,53692107
3009,3299,0.231818,11392125
5045,1344,2.736364,1012609144
100,1522,0.890909,2279380
1555,3477,2.209091,506024476
3882,278,2.209091,104846741
5045,3299,2.868182,2721984941
3882,2944,2.209091,1103202317
3882,1877,1.286364,245213661
4173,278,2.868182,299604127
5045,3121,2.472727,1872862172
4173,2233,1.286364,311175389
3882,1877,1.681818,403563216
4173,3299,2.472727,1639761892
1845,3299,0.627273,59140949
5045,2766,2.736364,2203127566
5627,1344,2.736364,1130481950
391,2766,1.154545,26471805
3882,3477,2.604545,1795232229
100,3477,1.55,17807493
1264,1344,1.55,79879026
1555,1700,1.022727,52659343
3009,2055,0.627273,50036540
