@relation Fibonacci

@attribute FibonacciNumber numeric
@attribute ComputationMode numeric
@attribute runtime numeric

@data
36,2,106101604
34,0,598
2,1,4035
38,1,451
23,1,385
18,1,277
1,2,139
7,0,89
24,1,134
15,1,324
25,1,164
36,1,205
15,0,159
2,2,153
9,0,94
36,0,207
6,1,259
8,0,80
27,1,275
10,0,97
29,2,4860227
34,2,38942853
23,0,527
8,0,80
21,0,149
23,1,3925
30,0,175
14,1,374
11,2,834
21,1,333
37,0,227
2,0,78
12,2,1037
19,1,242
35,1,465
29,1,208
28,0,178
3,1,466
31,2,8419964
39,2,454672844
38,1,4512
3,0,379
37,2,169840834
14,1,4439
5,1,309
12,1,253
19,1,411
19,0,431
19,0,153
6,0,116
30,1,291
16,1,187
23,1,288
31,2,8587044
36,1,1504
9,2,399
34,1,227
13,0,213
28,2,2018870
17,1,826
6,1,178
27,1,231
5,0,115
14,2,2487
38,1,263
14,1,124
39,1,122
17,1,121
2,2,107
22,1,322
33,1,184
26,0,198
16,2,6207
31,1,189
29,2,3906186
23,0,548
22,1,3400
25,0,272
33,0,329
22,1,725
12,1,388
32,2,17063959
22,1,3734
25,2,497026
7,1,478
28,1,309
40,2,725624630
9,1,4294
24,1,367
37,1,591
39,0,515
29,1,254
32,1,349
5,1,259
12,1,190
9,2,516
30,1,205
29,1,128
32,1,128
15,1,323
27,0,203
5,1,132
9,1,134
15,1,128
5,0,87
19,1,262
38,1,251
38,2,269360451
29,1,4415
10,1,443
27,2,1587695
35,0,721
30,0,199
27,0,164
37,0,224
4,1,6460
7,1,235
29,1,400
36,0,222
29,0,213
7,0,90
26,2,828077
36,0,1160
12,2,1187
26,0,209
33,0,199
36,1,2909
8,1,1652
31,1,496
31,1,261
20,0,146
21,1,221
36,1,121
33,1,170
11,0,98
31,0,195
25,0,151
14,1,255
16,2,6254
6,2,201
34,1,298
22,2,109710
27,2,1316793
33,0,432
20,1,2263
17,0,128
11,1,461
29,1,272
13,0,116
39,2,441227161
33,0,556
24,0,148
3,0,70
34,0,196
16,1,3973
5,0,84
20,1,280
10,0,101
1,1,81
3,2,251
12,2,1012
8,2,221
24,2,285182
24,2,285118
1,1,78
23,2,176289
2,1,864
27,2,1207783
19,1,213
25,2,461378
37,1,352
40,0,251
17,2,9918
10,1,296
35,2,62974791
29,1,4042
33,0,466
15,0,116
8,1,445
21,2,67522
38,0,225
28,2,2067647
4,0,140
36,0,200
4,0,63
36,1,1613
9,1,222
15,2,3945
19,1,345
1,2,99
1,0,77
34,0,203
22,2,109027
17,1,325
36,1,137
35,1,197
40,0,231
26,2,777288
22,1,574
34,1,238
28,1,198
39,0,227
20,1,135
32,1,458
18,0,128
15,2,3849
5,1,184
15,0,118
39,1,233
7,1,246
30,1,188
10,0,110
21,0,155
38,1,189
13,0,110
21,1,123
15,0,120
10,1,236
30,1,130
2,1,426
6,2,201
11,2,667
38,2,273040901
37,0,1173
19,1,7171
37,0,226
33,1,438
19,2,27654
10,0,108
25,2,530684
31,2,9198416
31,2,8823934
13,1,3880
14,2,2520
7,1,324
37,2,167366100
17,0,518
5,0,84
29,1,4285
21,2,81644
9,1,797
38,1,297
3,1,384
30,0,197
29,2,3266113
37,2,167000781
35,1,4401
40,2,735507861
4,2,459
6,1,5605
38,2,286878073
15,1,5102
17,1,528
32,0,532
13,1,220
1,0,87
32,1,468
35,0,229
8,2,661
35,1,460
13,2,1697
4,2,119
38,2,286941070
13,0,585
8,2,674
21,0,265
21,2,117968
21,1,4637
28,2,2289848
34,1,1902
22,1,381
13,1,382
11,1,285
18,1,192
33,0,505
37,1,193
27,2,1390233
39,1,4776
34,0,828
27,1,844
26,1,318
8,2,994
37,1,541
4,1,527
34,1,186
8,1,342
17,2,10752
18,0,155
21,2,73065
35,1,363
39,2,462744124
25,0,530
20,1,4254
33,2,24419791
9,1,4214
13,0,377
16,2,6534
33,1,372
21,1,292
35,1,407
33,1,125
4,1,211
27,2,1208145
23,1,423
5,1,237
33,0,230
19,0,143
6,2,180
39,1,301
23,1,421
7,2,226
36,2,101868628
12,1,4020
16,1,455
26,1,266
38,1,397
35,0,533
23,2,190783
27,2,1309842
35,1,1486
12,1,230
39,1,184
16,2,6971
12,2,1067
34,1,127
20,2,45233
6,2,184
31,1,873
38,1,230
24,2,307641
20,0,360
39,1,603
16,2,6623
17,1,302
30,1,143
25,0,184
25,1,214
31,0,194
25,1,130
6,1,472
4,1,188
24,0,160
21,1,183
10,1,282
5,1,140
26,1,162
8,0,97
34,1,130
7,0,88
29,0,223
30,2,5616986
29,1,4417
32,2,13999851
35,0,670
31,2,8979576
39,1,4370
3,1,510
12,1,327
22,1,312
13,1,309
2,1,795
8,0,375
27,0,159
33,1,198
9,1,268
37,2,170579720
11,0,989
17,1,9469
39,2,468393834
31,1,4988
5,2,439
33,1,203
30,2,5604707
30,1,4406
10,0,360
38,0,225
31,1,214
20,1,340
13,0,128
7,0,119
5,2,407
34,2,38183867
6,1,4560
4,2,368
5,1,254
15,0,370
10,1,283
38,0,236
13,1,366
30,0,243
35,1,511
35,0,227
4,0,76
24,2,960988
21,1,5037
4,2,279
25,1,489
23,0,506
21,1,161
25,1,498
31,1,468
39,0,386
13,0,170
34,2,38976617
26,0,666
5,2,362
37,1,5987
27,1,516
38,1,200
36,1,340
11,0,139
36,2,106866218
9,2,495
40,2,708338450
22,1,6920
26,0,783
30,1,562
13,1,1166
4,1,509
31,0,481
18,0,253
30,0,351
20,1,585
39,1,509
36,2,104188529
13,0,443
39,0,241
6,1,3916
27,0,179
5,1,422
16,2,6922
30,1,589
2,0,97
23,2,200062
35,2,68819244
6,1,3552
26,1,427
31,2,10485287
17,1,3983
31,1,489
29,1,194
19,1,592
4,1,317
34,1,278
30,0,455
19,2,27910
34,0,218
4,2,141
23,0,166
31,2,9460354
28,1,3369
18,1,287
28,0,448
5,0,91
29,1,148
17,1,208
35,1,352
12,0,118
39,2,456592216
36,2,105061535
2,0,425
3,0,117
30,1,4781
10,1,496
10,0,185
37,1,364
16,1,372
23,1,382
26,0,245
9,1,981
39,1,304
35,2,68495657
18,2,16210
31,2,9027833
24,2,285274
29,1,3915
17,0,329
17,2,9911
26,0,32031
19,2,47866
30,1,1019
39,2,440544795
4,0,36485
38,0,8442
23,2,343885
4,1,17899
19,1,470
11,0,141
10,1,271
39,1,486
18,1,229
21,1,192
24,0,126
4,1,130
33,1,191
37,0,102
5,2,14507
4,0,112
25,1,384
30,2,7152433
39,1,5548
39,0,533
26,2,1719237
28,2,2095421
18,0,365
10,1,5380
26,1,418
36,0,112
10,1,125
20,2,45290
21,1,433
18,0,79
33,1,307
11,1,234
11,2,705
17,1,280
23,2,195469
35,2,60702223
16,1,3911
3,2,250
39,1,480
6,2,184
14,1,238
4,1,304
26,1,297
21,1,249
16,1,117
26,2,746487
9,1,197
10,1,288
18,1,183
29,0,413
40,1,204
15,1,251
32,2,15976531
20,1,2458
38,1,218
40,0,180
3,0,102
10,1,288
37,1,190
17,1,122
5,2,257
31,1,233
7,1,181
14,2,2439
29,2,3260631
35,0,172
29,1,1405
32,0,112
11,1,382
35,1,257
4,1,122
34,1,119
33,0,80
30,0,69
25,1,122
10,1,134
27,1,222
1,1,94
15,1,238
16,1,126
27,2,1221656
25,0,84
2,2,105
15,2,4177
21,1,367
27,0,91
3,2,108
17,0,79
32,1,282
12,2,1088
11,2,41096
28,1,2002
37,1,242
10,1,254
17,0,191
18,1,208
40,2,746132761
32,0,405
12,0,101
23,2,191130
20,2,45032
30,2,6267336
4,1,4080
9,1,303
6,1,426
22,2,109155
12,1,250
19,2,25861
31,0,274
6,1,277
26,1,302
18,2,16008
32,2,14785229
22,2,109138
11,1,4032
34,1,248
29,2,3271967
29,2,3311991
23,1,1564
21,1,241
19,2,25875
36,1,210
12,1,192
7,1,185
20,2,41692
28,1,286
16,1,195
16,1,251
30,1,187
20,2,41720
12,0,263
23,1,128
33,1,183
18,2,15985
9,0,105
12,1,121
32,1,198
31,1,207
6,1,129
2,1,387
2,1,118
24,1,119
18,0,98
14,1,182
18,0,55
25,1,184
23,0,70
8,1,236
39,1,250
32,2,16369306
38,0,232
39,1,2808
29,1,243
21,1,149
10,2,581
16,2,6638
20,2,44941
2,0,100
8,1,375
10,2,452
3,1,224
6,1,144
31,1,172
12,1,141
22,2,117397
6,1,128
17,1,187
10,0,93
32,1,261
31,2,9330392
9,2,521
2,1,4363
10,0,297
17,1,369
32,1,421
15,1,289
3,1,170
14,1,347
10,1,228
21,0,122
12,0,89
12,0,60
20,0,74
25,1,286
8,1,248
7,2,261
12,1,183
39,1,346
24,0,107
39,2,449733846
37,1,7346
13,1,975
19,0,308
8,1,401
38,0,119
30,1,689
32,2,16023358
29,0,373
20,1,3940
36,1,473
8,1,404
24,1,221
12,0,113
31,0,104
32,0,83
18,1,243
26,1,275
40,1,399
13,1,280
21,0,95
19,0,73
14,1,209
17,1,139
17,2,10992
4,1,178
2,1,398
37,1,127
38,1,263
20,0,91
7,0,99
13,1,193
32,2,14246281
15,2,4094
11,0,373
29,1,4996
26,1,269
27,0,95
39,2,430036671
38,0,373
10,1,3963
19,1,429
38,2,268472353
11,1,4525
13,1,331
1,1,74
38,2,278115802
9,1,3936
39,2,446572314
26,0,300
11,1,3570
22,1,585
14,1,295
7,2,416
34,1,321
38,1,239
15,1,287
35,0,92
29,1,384
6,0,97
13,0,81
5,1,252
19,2,25881
19,2,25778
19,0,80
17,2,9889
32,2,14085414
39,2,451098528
30,2,5274881
4,2,263
33,0,345
13,0,68
10,0,68
14,0,76
31,1,4066
36,2,103312768
6,1,5295
18,1,442
10,2,783
16,2,6201
1,1,83
13,1,382
37,0,269
20,1,179
34,2,36821060
39,0,346
32,2,14851516
36,0,365
15,1,4430
10,2,821
34,1,443
24,0,111
10,1,401
16,0,77
34,1,130
34,1,130
15,0,69
1,1,76
38,1,331
11,1,194
23,2,182973
16,1,302
15,2,3845
36,1,301
31,1,326
27,2,1222571
19,1,1705
16,1,232
17,0,125
32,1,359
23,1,332
26,1,189
18,0,86
19,0,77
11,1,353
28,1,258
30,1,119
25,0,143
35,1,369
3,2,274
27,1,253
36,2,112266962
14,0,445
8,0,86
33,1,4148
6,2,426
11,2,707
22,1,449
1,1,93
24,0,101
25,0,64
27,0,77
9,2,377
19,1,366
40,2,731971403
22,1,3757
23,1,181
40,0,274
6,1,420
33,1,274
15,0,106
10,0,71
1,2,148
14,0,79
40,1,316
30,1,170
9,0,90
5,2,371
17,2,10818
37,0,106
17,1,312
36,0,86
29,1,175
11,1,247
29,1,140
1,2,72
34,1,172
21,1,185
3,1,355
34,2,37072842
7,1,4229
32,2,15293135
25,2,475472
39,1,4767
29,0,276
16,2,6239
10,1,769
14,1,389
38,1,291
7,2,264
24,0,129
22,0,57
4,1,291
37,1,252
19,0,79
28,1,383
26,1,233
32,2,14282189
33,1,3805
37,1,252
32,1,197
26,1,327
19,0,251
22,1,233
21,1,176
16,0,102
23,0,75
35,2,66929726
36,0,337
9,2,656
9,2,260
27,2,1261278
7,0,164
5,1,4681
20,1,515
27,1,376
1,0,103
39,1,417
20,1,543
34,2,38569810
18,2,16190
19,1,4009
17,1,316
10,1,299
26,0,232
35,0,86
9,1,272
35,0,59
16,1,297
5,1,262
25,1,228
5,0,110
16,0,84
30,1,246
28,2,2023761
25,2,492411
20,2,41697
12,2,978
30,2,5221787
24,0,173
9,0,72
26,1,1448
31,1,224
40,1,313
4,1,124
16,1,116
26,1,119
22,1,223
14,1,284
19,1,131
29,2,3306237
8,1,1358
28,0,157
35,0,67
37,1,222
21,1,124
14,1,127
14,2,2524
25,2,461425
13,1,603
8,1,139
3,0,83
7,1,194
23,1,125
3,1,344
37,0,103
6,2,188
8,1,120
1,1,83
30,0,103
3,2,136
8,0,83
16,2,6193
19,2,25822
13,2,1520
4,2,112
1,2,68
33,1,244
15,0,89
30,0,64
2,2,119
14,1,218
12,1,138
11,2,670
14,2,2385
39,1,205
6,0,73
30,2,5335751
30,1,10083
5,2,243
15,2,3865
29,2,3256500
3,1,809
23,2,176376
3,1,144
36,2,110297737
11,2,871
25,2,508054
15,0,381
39,2,448211689
12,0,356
24,1,4046
27,2,1308326
22,2,118404
20,1,2756
2,1,40738
6,0,165
6,1,286
3,0,89
28,0,98
12,1,308
6,2,281
13,0,70
35,0,93
34,2,42053527
23,1,3550
21,2,67501
11,0,229
5,2,176
8,1,444
31,2,8877902
31,1,5244
17,2,11080
39,0,595
39,1,435
33,1,200
20,2,42054
15,2,3858
37,1,414
17,1,495
39,1,125
8,1,688
16,0,87
13,1,217
32,0,90
33,0,74
23,2,176595
4,2,258
11,1,499
18,1,265
26,1,631
15,0,76
5,1,259
22,2,109799
32,1,391
28,1,284
24,2,298381
33,1,3336
15,0,152
38,1,501
7,1,560
3,1,371
21,1,1257
18,0,92
30,1,175
37,2,166520891
29,1,3705
23,1,390
15,0,310
36,2,106599240
40,0,422
4,0,87
10,1,3839
26,1,340
23,1,238
16,0,95
1,1,85
7,1,334
22,1,346
34,1,385
35,1,172
13,0,70
34,1,129
39,1,240
13,1,223
34,1,126
32,0,80
8,1,244
12,2,1547
11,1,317
24,1,137
13,2,1663
16,1,176
13,0,76
15,1,249
15,2,4148
23,1,130
6,2,172
20,2,44944
11,0,86
3,0,84
35,1,254
18,1,8903
34,1,42953
24,2,459633
5,0,166
30,2,8656084
21,1,90474
33,0,912
37,1,26511
9,1,753
29,1,529
36,2,107984743
23,2,192411
33,1,4000
35,0,264
4,1,363
34,1,197
34,0,158
2,1,491
4,1,123
3,2,155
39,1,252
24,0,110
12,1,283
16,0,81
16,2,6650
26,2,755489
36,1,431
24,1,202
38,0,98
21,1,157
18,1,214
5,1,108
22,0,75
18,0,75
33,0,85
15,2,3881
23,0,95
17,1,205
37,1,113
27,0,82
14,0,79
34,1,114
2,1,106
29,0,84
36,1,111
1,1,79
4,2,152
14,1,279
35,0,80
7,1,176
7,1,112
31,0,92
35,1,108
7,0,80
34,0,77
17,1,109
10,0,83
30,1,240
35,1,8136
35,0,77
29,1,176
2,1,121
25,2,491833
22,1,350
24,2,309854
21,2,73351
13,1,306
10,0,71
8,2,263
8,2,205
37,0,105
36,1,121
19,0,84
2,1,186
31,0,79
33,0,84
14,1,201
11,1,277
3,1,136
37,2,176603890
4,0,378
40,1,3338
12,1,375
8,0,92
9,1,318
37,0,95
28,2,3401306
24,1,2318
21,0,287
34,0,143
17,1,407
15,1,373
9,0,178
29,2,4459395
33,0,218
15,1,1991
34,1,480
13,1,242
39,0,90
10,1,314
9,1,170
38,1,223
4,0,76
14,1,155
35,1,167
14,0,72
8,1,295
34,0,75
14,1,116
25,1,286
19,0,69
19,0,66
33,2,25649996
18,2,23028
6,2,180
2,1,7752
11,2,1017
40,2,730786331
8,1,4213
23,0,273
19,1,345
16,1,232
13,1,231
2,1,358
7,2,358
18,1,195
24,2,349674
20,1,672
7,1,120
33,0,121
38,2,277129230
16,1,7068
40,1,644
39,0,398
12,2,1280
30,0,82
6,1,438
37,0,83
21,1,443
13,0,66
7,1,120
13,1,339
29,0,81
21,0,85
28,1,449
20,0,66
18,2,17387
12,1,241
19,2,27867
30,1,268
22,2,118022
1,0,78
17,0,88
18,2,17459
7,2,198
20,1,315
26,1,277
13,2,1744
6,2,192
29,2,3364813
29,2,3424319
13,2,1575
35,0,329
17,0,97
34,1,2762
5,1,363
39,2,444524767
7,0,372
12,1,3570
27,2,1244031
40,2,813354325
37,0,422
39,0,79
38,2,269774777
19,2,27975
24,1,3866
17,2,10710
9,0,231
28,1,484
16,0,73
1,0,64
6,2,183
10,1,416
22,0,83
26,1,121
6,1,197
10,1,276
36,2,108963752
5,1,3455
35,1,531
19,1,407
26,0,261
4,1,164
8,1,185
5,2,489
38,1,241
26,0,80
11,1,357
33,1,180
2,0,89
5,1,119
31,1,214
2,1,349
36,1,189
9,0,99
28,2,2161123
11,2,965
17,1,2274
38,0,562
36,0,94
21,0,84
18,0,81
24,2,308129
15,1,354
36,0,76
20,0,68
22,2,117626
27,2,1312632
32,0,202
4,2,298
18,1,994
31,2,9231327
40,1,3747
23,1,425
18,1,238
5,1,342
25,1,264
11,0,267
38,1,182
14,1,272
29,0,131
26,2,805916
40,1,193
5,0,87
29,1,239
24,1,203
17,0,114
6,1,250
3,0,72
17,2,10731
37,1,188
29,0,75
5,0,68
36,0,110
6,0,69
34,2,41476115
8,1,4457
1,1,79
6,2,584
10,1,338
4,1,236
16,1,284
14,2,2626
9,0,361
4,0,82
7,1,191
18,1,332
32,1,312
16,1,118
9,1,216
31,1,194
15,1,296
4,2,152
24,1,223
30,1,116
1,0,79
7,2,252
25,0,106
40,1,405
32,1,121
5,2,155
16,1,119
26,2,812438
3,1,808
27,1,419
32,0,137
12,0,92
4,2,118
20,1,288
24,1,134
26,0,95
30,0,87
32,2,14920382
32,1,2798
26,1,310
17,0,316
11,2,881
7,2,211
33,2,24138327
10,1,3653
10,2,581
7,2,182
8,2,228
9,1,259
14,1,348
14,0,275
17,1,291
29,0,116
31,2,9766117
37,1,3815
35,2,65650405
31,0,535
13,0,80
10,1,5750
33,2,24920667
19,1,4264
15,1,778
20,1,113
4,0,358
16,1,187
12,1,164
4,1,259
10,1,265
2,0,72
14,2,2840
27,0,96
19,1,224
18,1,190
21,1,151
10,1,161
20,1,106
5,1,155
14,0,103
6,2,172
16,1,120
14,1,235
2,1,387
2,2,120
38,2,279006653
15,1,8979
29,1,712
19,1,538
9,0,899
39,2,444020358
35,1,3941
10,0,246
15,1,517
37,0,142
11,1,390
9,2,480
15,2,3848
29,0,78
33,2,25513918
39,2,453143721
14,2,2613
13,1,4262
37,1,762
29,1,348
8,1,403
21,1,184
7,1,187
3,0,282
29,1,123
24,2,285296
2,1,408
26,2,764228
16,2,6654
36,0,124
18,2,17215
35,1,440
12,2,1047
7,0,102
27,0,95
34,1,120
26,2,803900
4,0,82
4,1,262
34,0,107
37,2,166095093
21,1,4906
14,2,2705
5,2,136
25,0,393
22,1,186
37,1,343
24,1,175
15,1,540
31,0,96
15,1,130
38,2,269891669
36,1,3684
17,0,281
5,2,546
23,1,434
11,0,87
37,2,171372592
10,1,3580
16,2,6793
17,1,329
1,1,74
40,0,278
18,1,342
35,1,444
1,0,71
5,1,253
19,0,91
2,0,79
15,1,336
18,0,61
6,0,79
20,1,190
21,1,190
15,0,72
15,1,124
7,1,190
33,0,82
32,1,289
5,1,126
7,0,76
31,1,183
8,0,71
23,0,87
30,0,76
9,0,77
26,0,64
6,2,203
2,1,434
18,1,128
37,1,189
4,0,61
34,1,108
3,1,120
25,0,85
19,2,25836
1,0,57
8,1,189
17,1,187
35,1,125
21,1,122
5,1,108
4,1,112
15,1,112
24,1,245
20,1,107
4,0,54
23,0,85
30,0,71
7,1,190
29,2,3670444
5,1,3322
7,1,240
9,1,241
15,0,242
2,2,325
11,1,269
6,1,119
22,0,98
26,0,85
17,1,510
5,1,114
9,2,385
3,1,296
30,2,5250943
28,2,1984892
8,1,1305
29,2,3737007
9,1,3972
32,1,416
22,2,117570
26,1,235
39,2,445212897
6,1,3784
17,0,277
9,1,301
36,1,352
6,1,124
39,1,291
9,0,93
18,1,397
21,0,96
16,1,159
19,0,65
24,1,242
10,0,70
12,2,1150
16,0,84
21,2,67402
34,0,97
30,2,5231623
29,2,3279614
38,1,1275
8,1,248
9,1,129
21,0,167
17,2,9964
3,0,81
13,1,327
11,1,256
28,1,291
31,1,217
27,0,83
36,2,104763846
20,2,41901
6,2,154
39,0,329
39,1,4123
2,2,123
37,1,328
32,1,341
2,1,857
16,0,85
16,1,297
34,0,100
23,1,288
1,1,85
33,0,82
28,0,123
27,1,315
6,0,68
33,0,86
20,0,73
23,2,176355
2,2,71
27,0,78
29,0,77
24,2,285197
38,2,272845897
10,1,6477
10,0,435
12,1,355
8,1,509
28,2,3920528
29,1,10426
29,2,3759010
8,0,361
15,2,3994
38,1,3104
7,2,222
24,2,285200
24,1,397
16,1,275
4,2,128
2,1,426
23,1,196
26,1,239
29,1,174
9,1,300
11,1,262
1,1,77
3,1,166
21,1,183
23,1,110
39,2,436418756
19,2,42921
18,0,385
2,0,86
29,1,3761
5,1,373
39,1,273
32,2,13926310
39,2,449950390
34,2,39882052
21,0,430
35,2,63384498
28,1,4043
7,1,441
38,1,359
7,1,117
12,2,1255
32,0,278
38,0,86
13,0,62
5,2,171
37,2,167832575
1,1,535
14,1,3484
1,1,87
23,1,561
7,2,532
34,0,495
27,1,295
39,2,475625961
35,2,66818143
13,2,1758
30,1,4802
19,1,389
32,1,261
30,1,116
34,1,307
9,0,421
39,1,237
12,1,282
11,2,673
33,1,122
17,0,93
8,0,78
29,2,3662592
22,1,4715
18,1,336
12,1,262
13,2,1794
39,1,352
20,0,272
20,1,153
39,2,437481368
34,1,4708
25,2,612191
10,1,1473
34,2,37306873
37,0,352
37,1,3538
21,1,338
20,2,41789
5,1,844
5,1,108
4,2,131
31,2,8908787
18,2,17499
18,0,152
5,1,2871
38,0,173
39,2,452619621
2,1,3285
32,0,277
3,2,263
31,1,506
29,2,3347510
18,1,1510
30,1,132
11,1,312
13,0,161
6,1,174
39,1,294
15,1,284
1,1,78
18,0,89
17,1,323
15,0,91
23,1,270
9,1,182
21,0,103
6,0,83
12,0,65
37,0,80
34,1,122
11,1,109
1,2,96
23,1,212
2,2,125
23,1,123
28,1,228
15,1,113
32,0,83
9,1,111
31,2,8529218
27,1,1252
35,1,362
38,1,198
30,2,5313488
39,1,576
34,1,124
30,1,124
35,1,118
32,0,175
1,1,88
35,1,133
38,1,261
23,0,92
25,0,80
17,2,9961
18,1,117
17,1,119
28,1,114
39,1,109
2,1,153
40,2,720758119
31,1,4235
28,1,286
32,2,14194797
24,1,3077
1,0,256
27,0,114
26,2,858468
15,1,1029
9,1,414
1,2,69
24,2,285228
31,0,133
3,1,449
40,2,727272969
32,1,3726
25,2,461560
22,1,377
13,0,270
39,1,285
31,0,99
28,0,80
4,1,432
36,1,242
8,0,74
24,1,182
34,1,186
24,1,119
9,1,679
21,0,93
23,2,176368
40,1,273
11,1,258
28,0,69
13,1,280
5,0,78
22,1,108
11,1,118
18,2,16021
34,2,41888389
28,1,4966
26,1,356
37,1,689
6,2,458
29,1,121
2,2,105
19,0,263
28,1,122
26,0,102
3,0,63
22,0,99
8,2,297
30,2,6146186
4,1,5383
29,1,393
7,1,211
15,2,4071
31,1,332
19,1,357
39,2,447276036
9,1,3594
39,1,493
30,2,5341760
4,1,1414
21,0,275
33,1,414
21,2,67531
1,2,67
21,2,67368
18,1,330
16,0,92
25,1,302
21,0,60
27,1,218
16,1,194
13,2,1571
24,1,192
6,0,82
21,2,67356
20,1,188
2,0,62
7,2,218
23,0,82
24,0,72
37,1,248
29,1,190
24,0,65
8,2,238
29,1,111
11,1,201
23,1,200
18,1,207
20,1,113
39,1,118
35,1,218
35,1,110
32,1,154
19,1,105
34,2,38260063
40,0,391
13,1,4008
34,1,534
34,0,91
20,1,296
21,2,67562
24,1,242
19,1,195
39,2,434932358
27,1,5073
3,0,250
14,1,661
2,1,856
37,1,469
19,1,301
33,0,134
39,2,451912982
11,1,3754
23,0,260
37,1,385
22,2,109170
9,2,303
7,1,390
20,2,41733
8,2,219
19,2,25800
14,1,286
10,1,192
11,2,655
6,1,111
21,1,309
35,1,232
9,2,306
34,1,218
25,1,234
22,0,85
36,2,101496710
9,0,540
30,2,5566146
4,1,4052
36,0,246
27,1,428
24,2,401713
7,1,681
28,2,1978908
19,1,8558
10,2,448
14,1,243
11,0,105
6,1,125
11,2,672
21,0,113
27,1,234
24,1,193
37,0,99
19,1,116
14,1,119
15,1,313
32,2,14166315
21,1,3591
20,1,197
26,2,746912
19,2,25862
3,1,611
39,1,279
30,1,244
18,1,216
13,1,216
3,1,111
30,2,5572594
5,1,4032
33,1,254
31,1,346
39,2,436633466
12,1,3651
2,0,270
26,1,364
39,1,371
5,1,301
22,2,117605
3,1,351
8,1,192
4,0,127
30,1,672
13,1,395
36,1,330
13,1,179
17,1,227
9,1,184
20,1,240
26,2,846200
17,1,1278
36,1,338
13,1,119
25,1,114
29,1,180
34,1,160
29,1,109
31,1,185
27,2,1235642
19,1,398
31,2,8394989
4,1,501
36,1,135
37,0,178
5,2,168
8,0,92
5,0,57
30,0,72
36,2,104271577
1,1,496
11,1,3555
14,2,3007
28,0,367
22,0,101
30,1,506
32,1,250
15,2,4162
26,0,97
9,1,310
9,2,339
25,0,86
4,1,306
2,0,88
40,1,296
13,0,82
21,1,295
7,1,196
22,1,297
35,2,61760581
19,0,348
13,0,85
38,1,3448
8,0,91
7,0,54
14,1,427
24,1,300
35,1,301
21,2,67641
6,1,234
37,1,177
17,0,85
33,1,252
21,1,181
39,0,99
9,1,178
27,0,83
8,1,110
2,2,115
8,1,106
6,0,85
28,1,284
7,2,224
2,0,90
6,1,201
33,2,27292410
40,1,4542
6,2,418
26,1,568
11,1,517
4,1,242
23,1,292
21,2,100916
10,1,793
34,0,285
25,0,149
2,0,97
26,0,93
10,2,703
4,2,166
13,1,484
14,0,96
9,1,500
36,1,416
22,1,318
37,0,128
25,0,96
22,2,151984
20,1,796
17,2,10793
24,1,219
2,0,74
26,0,92
12,0,85
32,0,78
14,2,2642
17,2,10668
32,0,67
27,1,399
29,1,248
21,1,119
5,1,282
30,2,6738841
20,1,7656
34,1,1196
34,0,505
20,1,121
9,1,454
32,2,14248532
8,2,397
21,1,4970
6,2,165
1,1,102
24,0,222
39,1,417
14,1,406
16,1,179
40,2,726598603
29,0,368
4,1,4636
10,1,331
33,1,383
36,1,428
16,2,6515
25,1,295
13,1,345
15,1,349
5,2,145
22,2,109202
37,2,167277747
24,2,285716
38,1,4588
15,1,612
13,1,571
21,2,67498
2,0,210
22,0,119
21,0,66
10,0,65
39,1,189
39,1,123
27,1,505
18,0,64
24,0,83
2,1,462
27,0,87
22,2,109180
26,1,240
9,1,290
4,2,129
38,1,165
28,2,2479979
12,2,1769
21,1,4148
36,1,486
24,1,295
29,1,332
3,2,154
35,0,277
23,2,219768
14,0,184
35,1,1182
30,0,123
22,0,78
30,1,401
15,0,80
18,0,79
21,1,136
20,0,83
9,2,436
7,0,81
36,1,140
8,1,400
22,1,133
20,1,33393
15,1,354
23,1,127
17,1,183
37,2,169619887
37,2,163210723
34,0,322
36,1,34667
32,1,9216
11,2,871
6,2,154
18,1,466
10,2,441
23,0,120
10,0,81
24,2,285207
20,0,78
4,0,81
33,1,228
35,1,203
1,0,62
17,1,173
7,2,228
31,2,10782317
33,2,25542013
16,0,431
17,0,74
19,0,75
10,0,78
31,0,103
29,0,74
4,1,3226
7,1,238
21,1,329
23,0,95
13,1,236
39,0,90
30,1,273
19,2,27963
20,1,322
33,1,194
34,2,42867645
11,1,3878
21,1,446
21,2,74667
9,1,336
38,0,231
24,1,301
11,1,362
26,1,246
9,2,394
24,1,114
6,2,160
19,2,27916
26,1,113
6,0,91
22,2,117542
30,1,231
21,0,110
24,1,233
17,1,194
15,1,539
3,0,83
19,1,234
28,1,617
13,1,250
34,1,223
25,2,815539
10,0,569
15,1,4861
12,2,2704
28,1,907
1,1,100
17,2,15831
15,0,160
2,1,778
26,2,942086
1,1,337
19,1,3071
13,1,363
7,1,357
8,0,287
4,0,74
12,1,126
27,2,1325306
7,1,3476
4,0,234
18,2,17492
37,0,202
23,2,190981
25,2,594405
36,2,108513980
25,2,461577
16,1,3695
17,1,166
16,0,278
3,1,467
17,2,9921
5,2,193
21,1,336
26,2,746489
27,2,2426949
25,1,2612
6,2,583
5,0,309
13,2,3334
23,1,475
32,0,281
20,2,89933
6,1,635
32,1,543
8,2,506
36,2,112922543
30,0,1464
6,1,7617
2,1,789
9,2,735
35,1,1009
13,1,477
13,0,81
25,1,283
39,2,460122514
6,1,3905
