ImageWidth,ImageHeight,WantedImageWidth,WantedImageHeight,runtime
740,1664,3300,3619,4068
4580,100,5860,1273,3562
100,491,100,882,3415
2020,2837,100,882,4071
4580,3619,2020,1273,4869
1380,2446,3940,882,5056
100,2837,5220,491,3653
1380,3228,5860,2446,4407
2020,2837,3300,100,4321
5860,2446,3940,1273,4666
100,1664,100,882,4149
5860,100,5220,1664,3731
3940,3619,2020,2837,4197
5860,1664,3940,3228,6614
5220,2837,4580,3619,3838
1380,1664,3940,2446,6473
2660,100,1380,2055,3630
5220,1664,4580,1664,4462
100,3619,5220,2055,3923
5860,2446,3300,1273,4049
5860,491,2020,491,4108
2660,491,2660,491,3997
1380,100,3940,2055,3694
2660,3228,100,3619,3893
4580,3228,5220,100,4312
100,882,740,2837,3464
740,3228,100,2446,4553
1380,491,2020,3228,3815
2660,491,2660,2446,3652
3940,3619,3940,3228,3941
2660,2446,5220,491,4090
1380,3619,5220,3619,4450
3300,100,1380,882,4166
2660,100,3940,2837,3265
4580,882,4580,491,4585
3300,1273,740,491,4023
3300,491,5860,3228,3658
3940,2837,5860,882,3991
5220,2055,4580,491,6199
100,3619,100,100,12652
2020,100,2020,100,3491
4580,2055,3300,2055,3892
2020,2837,2660,2837,3923
1380,2055,1380,1273,6715
2660,2446,4580,1273,4579
3940,100,1380,882,4060
3300,3228,2020,2055,4070
3300,3619,2660,2446,4185
2660,1273,1380,1273,4528
1380,2055,1380,100,3910
5220,3619,5220,2837,4562
740,2446,2660,2837,4203
5860,3619,3300,3228,3835
740,882,3300,2837,5217
2660,2055,740,3619,4252
5860,1273,1380,491,5977
2660,3228,1380,882,3628
4580,491,4580,2837,4091
5860,1664,5860,3228,4042
740,2446,5860,2837,4316
3940,3228,5860,1664,4167
4580,882,2660,882,4869
5860,2055,2020,3228,4471
5860,3619,3940,3228,3706
100,100,100,2446,3409
5860,3619,5220,2837,3983
740,2055,3300,882,3852
740,1664,4580,1273,4112
740,2055,5220,882,4330
740,3619,5220,2055,5783
4580,2446,3300,3619,4694
5860,1273,740,3619,4142
3940,2446,5220,3228,4354
2660,2055,4580,1664,4478
5860,1273,100,3619,3839
1380,2055,740,100,3858
1380,1273,1380,3228,4131
3300,1273,2660,491,4049
3300,3619,3940,2837,4410
100,2055,740,3619,3948
3940,1664,1380,2446,4081
4580,2446,740,491,4525
740,2446,100,882,3967
100,100,2020,882,3228
5220,3619,3300,3228,3887
4580,3619,4580,1273,4169
4580,2837,740,3619,5582
4580,2837,3940,882,4864
2660,491,740,3228,4201
740,1664,3940,3619,4114
3940,2837,4580,100,4275
2660,1273,2020,882,4137
5220,1664,100,2446,4282
740,2446,5220,1664,4349
2660,1273,3940,3228,4473
2660,2055,3940,491,4295
1380,100,2020,2446,3331
2660,1664,3300,1273,4062
5220,2446,3940,491,4258
2660,491,5220,1273,4294
2020,100,5860,2055,3132
100,882,5860,2837,4008
100,491,2660,1273,3316
3300,100,5220,3619,4723
2020,100,100,2055,3406
3940,2446,2020,1273,4215
5220,2446,1380,3228,4281
4580,2055,2020,882,3903
4580,3619,3940,2446,3893
5860,491,5220,3619,4095
2020,1664,3300,491,4304
2020,1273,2020,882,3738
3300,1664,4580,2055,3846
740,3228,3940,2446,4777
3300,3228,5860,1664,4092
740,1664,4580,2446,4604
5860,3619,5220,1273,4472
5220,1664,2660,3619,4185
4580,2055,2660,1664,3615
2660,3228,3940,2055,4090
1380,2055,100,882,3601
3300,1664,2020,100,4189
4580,100,4580,882,3826
100,2055,2020,100,3638
2660,2837,740,2446,3753
4580,1273,100,100,3897
5860,1664,4580,2446,4397
3300,100,2020,2446,4083
3300,1664,3940,2446,4153
4580,882,3300,491,3976
4580,2446,3940,2837,3348
1380,2446,2660,2055,6325
2660,100,1380,2446,3786
5860,1273,3940,3619,4192
3940,3228,4580,2837,3976
4580,1273,5860,2837,3880
3940,1273,1380,2837,3740
4580,1273,2660,1664,4369
1380,882,2660,2837,4194
5860,1664,5220,882,4064
4580,3619,5220,1664,3862
3300,491,5860,882,4160
3940,2837,3300,1273,4329
5860,2837,2020,1664,3998
740,882,100,2055,3892
740,100,740,100,3238
100,491,5220,1273,3669
1380,100,4580,100,3305
5220,1664,3300,2055,3477
2020,1664,5860,1664,4298
2020,882,4580,2837,3836
2020,3619,5860,1273,3272
740,1664,5860,100,4291
4580,3619,100,2837,4900
2020,2837,3940,3619,4447
3940,1273,5220,1664,4560
4580,1273,3300,3228,4007
2660,3228,1380,1664,3772
1380,3228,3940,2055,12853
2020,882,4580,3228,4569
3300,100,2660,100,3651
2020,100,4580,2837,4123
100,2446,3300,1273,4132
4580,2837,100,3228,4152
3300,3228,100,2055,4321
3300,2055,740,1273,4310
2020,2837,3940,882,3845
5220,1664,100,2837,3909
740,1664,3940,100,4284
5220,100,2020,1664,4513
2020,1664,3300,2055,4016
5220,100,740,491,5137
2020,882,740,882,4322
3940,100,5220,491,4050
2020,2446,740,491,3839
4580,491,2020,2446,4564
3940,491,740,882,3819
740,1273,1380,1273,3699
4580,882,2660,3228,4315
5860,2837,5220,2055,4665
1380,1273,3940,1273,4361
740,3228,5860,2055,4342
1380,2446,5860,100,4258
740,2055,100,491,3926
740,882,1380,2446,3489
4580,1273,2660,2837,3719
740,100,1380,2837,3579
3940,3619,5860,2837,4182
5220,1273,740,100,3996
3940,100,100,3619,10867
2020,882,3940,100,12830
2660,3228,5220,2055,4064
740,882,2020,491,4425
3940,491,2660,1273,4210
740,2055,1380,2055,4430
2020,882,3940,2837,4060
3940,100,4580,2055,3354
5220,100,100,100,4757
5860,491,3940,3619,3909
2660,1664,3940,3619,3846
3940,2837,2660,1664,4088
100,1664,3940,2837,3810
5860,100,2020,1664,3564
2020,2446,2660,2446,4512
100,2446,3940,2446,3996
1380,1273,2660,3619,4402
2020,2446,740,1664,4364
100,2055,5220,491,3348
2020,1664,5860,491,4076
5220,491,2020,882,3410
740,1273,2660,1664,4104
4580,3228,740,882,4013
3940,3619,3300,2446,4540
3300,1273,5220,1273,6050
3940,1273,2020,100,5897
2660,100,2020,2055,3898
100,3228,1380,3619,3972
4580,2055,5860,3619,4408
5220,2055,2020,491,4171
100,2446,2020,1664,3281
740,100,2660,2055,3061
3300,100,740,491,3798
3940,100,100,100,5935
5220,2837,1380,491,5358
740,882,2660,1273,4289
2020,3228,2020,2446,3621
5860,882,5860,491,4700
5220,1273,2660,1273,4021
3300,100,100,882,3712
4580,2055,5860,2837,4825
3300,3228,100,3228,4331
2660,2446,5220,2837,5239
2020,2446,2660,2837,4022
3940,491,3940,2837,3633
2660,491,4580,1664,90097
5860,1273,100,1664,3896
3940,882,3300,100,4236
740,1664,5860,1664,3843
3940,882,740,100,4310
2660,1273,3940,2837,3987
2660,100,4580,882,3597
5860,1664,100,2837,4059
2020,3619,4580,2446,3999
2020,2055,3300,100,4084
3940,100,740,882,4007
2660,100,3940,1664,3485
3300,3619,100,1273,4517
3940,1273,5860,3228,3714
3940,3619,3940,1664,4573
2660,3228,1380,2446,4064
2020,3228,4580,3228,4381
5220,491,4580,1664,4481
5860,1664,1380,100,5328
740,1273,5220,1664,4040
740,1664,3300,882,3968
2020,1273,5220,2837,5041
100,1273,3940,3619,4022
100,3619,2020,1664,4611
4580,2837,5220,1273,4475
3940,2055,3300,882,4034
4580,2837,2660,1664,3984
2020,2055,100,491,3960
2020,882,100,882,4165
5860,2446,1380,882,4422
2660,1273,2660,1664,3672
3940,1273,5860,100,4772
5220,3228,2660,3619,4440
2020,100,3940,3228,3303
4580,491,5220,3228,4182
2020,1273,1380,1273,4003
740,2837,4580,100,4188
2020,100,3300,2446,3240
5220,100,740,2055,3607
1380,882,5220,3619,4365
2020,2837,2020,2446,6400
1380,3619,100,1273,4810
5220,2837,3940,2837,3800
2660,2055,2020,882,4380
100,882,3940,882,3133
4580,100,740,2055,3680
740,100,3300,2446,3675
1380,100,5220,100,3959
3300,2837,3940,100,4279
3300,491,2660,2446,3825
2020,882,2020,1273,4430
740,3619,4580,3228,3686
2020,3619,2660,2837,3635
2020,3228,1380,1273,3799
5220,491,5220,2446,4403
2660,491,740,1273,4080
740,2837,4580,491,4515
5860,2055,100,2055,4311
100,1273,5220,100,3536
3300,2446,740,882,4114
2020,2055,2020,1273,4104
2020,882,3300,2446,3968
740,1273,3300,3619,4022
740,3619,2020,3619,4731
740,1273,3300,3228,3665
4580,3228,100,491,4186
5220,100,2660,3619,4189
740,2837,1380,100,4510
4580,2055,2660,100,5192
2660,2446,3940,1273,3959
5860,2055,2020,2837,3872
100,882,5220,2055,3152
1380,491,2660,2837,5437
5220,491,5860,1273,4233
5220,2837,3940,100,4173
3300,1273,3300,491,3780
100,3228,740,3619,3819
5220,882,3300,882,4310
3940,3228,100,3228,4212
5220,1664,5860,491,4549
3940,882,3940,882,4829
1380,2446,3300,882,3999
5220,3228,2020,2055,3746
3940,3228,740,1273,4091
2020,2446,2660,3619,4261
5860,2055,5860,2446,4206
2660,882,100,2446,4287
1380,1273,1380,2446,4678
2020,100,2020,3619,3646
3300,491,2020,1273,3505
1380,491,3940,3228,4733
1380,2055,3940,100,4031
4580,2446,3940,491,3865
4580,100,5220,1664,3531
740,882,5860,1273,4396
3940,2446,2020,2055,4413
100,100,5220,882,3358
740,2837,2020,1273,3998
2660,3619,2020,3228,4279
4580,3228,1380,2837,4242
5220,2055,2660,3228,4054
1380,2837,740,2055,4368
3940,2055,1380,1273,4954
1380,2055,2020,3619,3821
4580,882,3300,2446,4128
740,3228,2660,2446,3887
5860,3228,100,100,4537
2660,1273,5220,491,4138
2660,3619,3940,2446,6553
100,2055,3940,2837,4172
5860,882,3940,2055,4190
2660,2446,4580,3228,4125
3940,3228,2020,100,4037
4580,491,2660,2837,4425
2660,2837,5860,100,5783
5860,100,740,2446,4101
1380,491,3300,3619,4008
2020,3228,1380,2837,3584
1380,1273,5220,2446,4648
1380,1273,100,2837,4223
740,3228,2020,2055,4416
100,100,1380,1664,3415
3300,100,5220,882,3776
5860,1273,2660,2837,4460
5220,3228,3300,1273,4654
740,1664,3300,100,4263
3300,2446,5860,882,4175
2020,2837,100,2837,4130
100,1273,740,2837,4971
5220,3228,4580,1664,4467
2660,882,5860,2446,3858
3940,2837,1380,882,3954
3940,100,5860,100,3801
1380,2837,3940,882,5070
740,3619,100,2055,3899
3940,491,2020,3619,3840
3300,3228,2660,1664,4201
5860,491,5860,2446,4260
3300,3619,1380,882,4117
740,491,5220,3619,3746
2020,2837,3300,2055,4078
5220,2446,3940,3619,4379
2660,2446,3940,2837,4227
3940,2055,4580,3228,3753
5860,3619,100,2446,3870
5860,491,3940,491,4077
5860,491,5220,2837,4031
5860,3619,100,1273,4432
5220,3619,100,1273,3749
3300,3228,740,2837,3776
3300,1664,4580,2837,4357
2660,1273,2660,2837,4209
2660,882,2660,100,4206
2660,2446,1380,1664,4117
100,2055,3300,2446,3599
740,491,5860,1273,3542
2020,882,4580,1273,3987
740,1664,1380,2446,3998
5220,491,740,2837,4376
740,491,1380,2055,3531
5220,3228,740,2055,4136
1380,2837,740,3619,4314
2660,2837,3300,2837,4338
5220,2055,3940,2837,4194
2020,100,740,3228,3737
740,3619,1380,1664,3659
5220,2446,5860,100,4217
5220,3228,5220,3619,5276
5220,1664,5220,3228,4107
2020,2837,4580,100,15447
2020,882,5860,2446,3768
5220,882,4580,1664,4065
3940,2055,5220,2055,4127
1380,3619,100,3619,3879
4580,2055,2020,2446,4092
5220,882,3940,100,4441
2020,3619,5220,1664,4233
3940,2446,100,2446,4008
4580,1664,5220,1273,3845
5860,882,4580,491,4300
5860,2055,5220,3619,4678
5860,1273,4580,2837,3902
5860,3228,2660,2446,4271
5860,2837,1380,882,4355
3940,1664,1380,3619,3987
2660,2055,3940,882,4258
3940,882,1380,100,4108
1380,2055,2660,3619,4356
3300,3228,3940,3228,3744
3940,1664,3940,1273,7058
3300,2446,5220,3228,3603
5860,882,100,2837,4269
4580,491,5860,3228,3754
2660,1664,740,1273,3842
5860,3619,2660,491,4264
5860,2837,5860,1273,3939
3300,3619,5220,1273,3767
5220,1664,1380,2055,4117
100,100,2020,3228,3511
1380,2446,2660,3228,4079
1380,100,2020,100,3373
2660,491,2660,1664,6096
3940,3228,2020,1664,4088
4580,100,100,3619,3551
1380,491,5860,3619,3716
3300,2055,2660,1273,4299
3940,2837,5220,2055,4249
1380,491,5860,100,4403
740,3228,2020,3619,4104
2660,100,5860,1664,4431
1380,2837,5860,1664,4284
5220,3619,1380,2837,3803
5860,1273,2660,491,4490
1380,1273,100,491,4153
3940,882,100,3619,3775
5860,2837,2660,491,5228
5860,3228,4580,2055,3744
5220,491,3300,882,4190
4580,100,3940,2837,3487
4580,3228,2020,1664,4462
2020,1273,100,2446,4300
740,1664,3300,491,4400
5860,3228,5220,491,4485
2020,882,3940,2446,3759
3300,2837,3940,491,4034
5860,882,4580,2837,4348
740,3228,4580,3228,4477
1380,1664,3940,1273,3915
3940,3228,3940,3228,4193
740,1273,2660,2837,4803
2660,3228,100,1664,3633
100,882,2020,3228,3959
5860,3228,2660,882,4460
1380,1273,3300,882,3564
740,882,3300,3228,4398
2660,491,3300,491,3918
3940,2055,2660,2837,3731
4580,491,740,882,4052
740,1273,3940,2837,4131
2660,491,3940,3228,4382
100,1273,740,3228,3206
2020,2055,2660,491,3936
100,1664,5220,2446,3665
2020,2446,5220,1273,4406
5860,2837,2660,2055,4276
2660,3228,100,3228,4009
5220,3228,3300,1664,3835
5220,491,4580,3228,4073
2660,3619,5860,3619,3894
3940,1664,3940,2446,5229
5220,491,3940,491,4172
4580,2837,4580,100,5174
5220,2837,2660,2837,4291
1380,1664,2020,3619,4132
3300,2837,1380,100,5027
3940,2837,3940,882,4067
1380,882,5860,3619,4592
5860,3228,4580,3228,4319
2660,882,1380,3619,3834
5220,1664,2660,2446,12843
5220,2837,5220,882,4100
5860,882,3300,2837,4046
3940,491,2020,3228,3723
2020,2055,2020,882,3735
5860,100,2020,2055,3760
740,1664,3940,1273,4718
1380,1273,3940,491,6032
3940,1664,100,100,4328
3940,3619,2660,491,3861
2020,2446,5220,3228,4131
4580,2446,1380,1273,4112
3300,1664,5860,2837,4290
100,2055,2660,3228,3607
3940,3228,1380,2837,4229
5860,3619,3300,100,4630
2660,2055,3300,100,3719
2020,100,3940,2055,3499
1380,3619,100,100,3989
4580,1273,1380,100,4433
3300,1664,5220,491,4589
2660,2837,100,491,4038
100,2446,2020,100,3725
5220,1664,3940,882,4235
5860,2837,5860,3619,3723
100,2837,5860,882,4490
4580,2446,5860,2837,4189
2660,100,5220,1664,3583
1380,491,5860,1273,4751
3940,882,2660,1664,3940
740,3619,3940,2446,4379
2660,3619,2020,2446,4114
5220,1273,4580,3619,4035
2020,3228,1380,882,4161
4580,3619,100,2446,4176
3300,882,3300,2446,3727
1380,882,5220,1664,4105
5860,2055,3940,882,4343
2660,2837,5220,3619,4530
5220,2837,2660,3228,4620
3940,2055,2660,1664,4298
5220,100,740,1664,3722
2020,1664,2660,3619,4061
5220,2055,2020,1664,5811
3940,3228,2020,2837,3997
1380,2446,5220,3228,3917
3300,2837,2660,882,4590
2660,2837,5860,3619,4160
100,2446,5220,100,4090
5220,491,3940,882,4324
4580,1273,5860,1664,4462
2660,3619,3940,2837,4195
4580,3228,100,882,3920
3300,2446,2020,2837,3860
5860,100,3300,491,4231
2660,491,3300,882,4566
5860,3228,2020,2055,5272
4580,2055,740,2446,4862
100,2837,3940,1664,3761
5860,2446,5860,491,4465
5220,1273,5860,3619,3857
2660,1273,5860,2446,3735
4580,1664,2020,2837,3687
2020,100,1380,2055,3317
100,3619,1380,1664,4018
1380,2055,5220,3228,3898
3940,3228,5860,1273,4228
2660,3619,1380,882,3905
4580,2837,2020,3619,3997
2660,1664,2660,2837,4173
2020,2446,740,882,4415
5220,1273,2660,882,5721
3940,1273,3940,491,3701
4580,3228,2660,491,3514
2020,1273,2660,2837,4091
5860,2837,5860,2446,4500
740,3228,4580,3619,3960
5220,1664,3940,1664,3981
5220,2837,2660,882,4376
740,100,2660,3619,3158
3940,2055,5860,2055,3678
4580,3228,5220,1273,4687
5220,2055,3940,882,4050
5220,1664,4580,491,3756
4580,1664,4580,100,4165
3300,2446,4580,2446,4403
3940,2446,740,1664,4508
1380,882,2660,2446,4208
1380,491,1380,882,4083
1380,1273,3940,2055,4333
2020,2446,5860,3619,4175
100,882,2020,2446,3612
5220,2055,5860,2055,4165
5860,3228,100,2055,4535
2660,882,3300,2837,4016
5860,2837,3300,100,4462
1380,3619,5220,882,4326
2020,491,5860,3228,3768
1380,3228,2020,1273,3331
5860,491,1380,3228,3879
3940,1664,740,2446,4546
3300,1273,100,882,3544
740,882,740,882,4132
5220,1664,4580,3228,4496
740,491,5220,2837,3897
2660,882,2020,2446,4891
3940,100,3940,3619,3867
740,2837,2020,3228,4314
4580,491,3940,2055,6279
5220,2837,3940,882,4181
4580,491,3940,882,4099
100,882,740,3228,4270
4580,2837,5860,2055,3930
2020,3228,5220,3619,4251
5220,2446,5220,882,4091
4580,1664,2660,2837,3906
2020,1273,1380,3228,3953
1380,3619,2660,100,4941
1380,1664,1380,882,4362
2020,2446,3300,1664,4591
100,2837,4580,100,4157
4580,1273,5220,491,4037
5220,1664,740,100,4247
740,2837,5860,100,4294
100,3619,2020,1273,3587
2660,491,4580,2446,3842
3940,1273,2660,491,4028
4580,1273,2020,1664,4213
5220,491,3940,2446,3736
2660,2837,3940,491,4210
3940,2837,1380,3228,4127
3940,2837,5220,2837,4457
1380,3228,1380,2055,5272
100,2446,5860,2837,4001
2660,2837,1380,100,4357
5220,1664,1380,491,4336
5860,100,5220,2055,4895
1380,3619,2020,491,4104
740,1664,5220,3619,4294
100,1273,5860,882,4307
2660,1273,5860,3228,4218
3940,100,2660,3619,3409
3940,2837,1380,100,3791
4580,100,5860,2446,4177
2660,1664,5860,3228,4324
4580,1273,3300,2055,3790
100,3619,100,3228,3524
740,2055,100,882,4238
2020,882,2020,2837,4062
3940,1664,3300,100,3890
100,100,2020,2837,3420
5220,2837,3940,1664,4156
5860,3228,5220,882,4491
3300,100,740,100,3353
100,882,3300,491,3474
3300,2446,2660,491,4560
4580,100,5860,100,3371
100,100,5860,1664,3385
5220,491,5860,3228,3906
1380,882,5860,1664,5244
2020,3228,740,100,4616
1380,2055,5220,2446,6229
740,491,2660,2055,4243
1380,100,2020,3619,4307
2660,3228,3940,2446,4329
5860,3619,2660,2446,3994
740,2446,5860,2446,3961
3940,1664,5220,2055,3806
740,100,3940,1273,3491
5220,1664,2020,882,4064
4580,3228,3300,491,4338
4580,2837,740,882,4706
740,2055,5860,3619,4138
3940,2837,5860,491,4227
740,100,4580,3228,3247
5860,2055,1380,100,3976
1380,1664,5220,2837,4439
2660,2446,5860,1664,3927
100,491,2020,491,3208
5860,882,2020,2055,4106
3300,2055,2660,2837,4007
740,3619,1380,3228,5089
3300,2446,2660,2837,4025
100,2837,740,491,3581
3300,1664,2020,3228,4563
5220,882,1380,882,4080
3300,100,5220,100,3697
740,882,5860,3619,4734
100,2446,2020,1273,4316
100,1664,5860,1273,4122
5220,491,5860,3619,3811
2020,3228,2020,3619,4138
5220,2446,5860,882,3928
5860,3619,1380,2446,4953
5220,2446,3940,100,4142
3940,3619,100,2055,4047
2020,1664,1380,2446,3886
2020,2837,740,2055,3929
100,3228,5860,3228,4876
2660,2837,5220,2446,4094
3940,3619,4580,1664,4249
4580,1664,740,491,5916
740,882,100,3619,3504
2660,1273,2660,100,4092
1380,2055,3940,2837,4417
1380,1664,740,2446,3926
4580,1664,1380,3619,4731
2660,2446,5220,2055,4136
5860,2055,100,1664,4974
1380,3228,740,2055,4668
5860,3228,5860,2446,3907
3300,2055,1380,491,4066
5860,2446,740,3228,4209
5860,491,3300,2055,4433
1380,3619,3300,2837,4133
2020,882,3300,3619,4222
5860,2055,5860,491,4300
740,1273,740,2837,4587
100,3619,3940,1664,3629
4580,2446,2020,100,4429
1380,2055,3300,1664,3891
2660,100,2020,3619,3468
2660,1664,4580,1664,4516
5220,2837,4580,100,4031
3300,100,3300,3619,3883
5220,882,100,100,4699
740,1664,1380,3619,3661
5220,2446,2020,3619,4305
4580,1273,1380,3619,4251
5220,491,740,491,3846
2660,100,4580,491,3882
4580,2446,2020,3619,4079
4580,1664,4580,2837,4020
2020,1664,740,100,3981
2020,2446,4580,882,3919
740,491,2660,1273,3535
3940,1664,2020,3619,4368
100,491,2660,100,3340
5860,1273,100,100,4151
740,2837,2660,3619,3872
3300,1664,2660,491,5248
2660,3228,2660,3619,4511
5860,3228,740,2837,4136
1380,3228,3300,100,3782
100,2837,3940,3619,3951
1380,1664,5860,491,5375
2020,491,4580,3619,4059
5220,100,3940,3619,3520
4580,882,3940,491,4278
1380,3619,1380,2055,4469
4580,3619,2020,882,4462
3940,3619,5220,2446,4377
3300,1664,100,882,4375
5220,1664,5860,3619,4373
5860,1664,740,1664,4005
3300,1664,5860,491,3706
4580,2055,1380,882,4056
2020,100,100,2837,3909
5220,3619,2020,2837,5214
100,3228,1380,100,4532
1380,491,1380,2055,6223
5220,1664,2660,3228,4185
100,3228,3940,2446,4305
5860,2837,5220,3228,6242
5220,2446,2020,1664,3853
3940,2837,4580,2837,4328
2660,3228,3940,882,3829
2020,3228,100,491,4240
2020,2055,2020,491,4397
740,2837,1380,882,3949
3300,3228,4580,2446,4477
5220,100,3940,882,3695
3940,491,4580,3228,3899
3300,882,2020,1664,4217
5220,882,2660,2055,4176
5220,2837,2660,491,3958
2660,1664,100,1664,4417
2660,1273,3940,3619,4989
2020,2446,100,491,4360
1380,2055,4580,491,4282
5220,882,4580,2837,3737
3940,100,3300,2446,3264
740,100,100,882,3540
740,882,2660,3228,3551
3940,882,5860,1664,4158
740,100,3940,2837,3115
2660,491,5220,491,4576
2020,1273,2020,1664,4315
3940,491,2020,2446,4311
740,2837,3940,1273,4054
740,1664,5860,1273,4120
1380,2837,740,882,3891
1380,1273,5860,3228,4906
5220,2837,3940,2055,4701
5220,100,3940,2837,4093
5220,2837,5860,3619,3655
5860,100,3940,100,3880
3300,882,2660,3619,4712
2020,491,100,1664,3862
2020,2446,3940,2055,4471
5860,100,740,2055,3939
740,2837,5220,3228,4277
4580,3228,3940,1273,4152
5220,2446,1380,2446,3962
1380,2837,1380,2446,3651
3940,2837,3940,2837,4216
100,3619,2020,3228,4531
5220,100,100,3619,3507
100,491,5220,491,4044
100,3228,1380,2055,3856
3300,882,740,1664,4328
100,100,2660,3228,3224
2660,2837,4580,3228,4502
3940,1273,740,2446,4111
1380,1664,4580,2055,4102
2660,882,5860,491,3685
100,2055,740,3228,4819
5220,882,100,2446,4232
2660,3228,5220,491,3850
740,2446,2660,3228,3851
740,3228,2660,491,4250
5860,1273,1380,2837,3910
4580,1664,5220,100,4396
5860,491,5860,2055,3760
740,1273,740,2055,4287
5860,882,5860,2837,4094
3940,2446,1380,491,4543
2660,1664,2660,100,4092
5220,2446,740,2446,4324
2020,882,100,100,3796
2020,2055,5220,491,3512
1380,2446,1380,1664,4113
3300,100,1380,2446,3989
100,1664,2660,100,3779
4580,100,5220,3228,3501
5220,2837,100,2837,4773
4580,2055,3940,1273,3342
5860,2055,740,491,4061
2660,1664,740,2837,3845
2020,2055,4580,2446,4173
4580,1664,3300,1664,3994
5860,882,740,491,4300
1380,2837,3940,100,3968
3300,882,2660,2055,4809
5860,882,5220,1273,5284
3940,2446,2020,1664,4320
100,2055,4580,100,3845
5860,882,5220,3619,3938
2660,3619,3300,100,5274
100,2055,3940,2446,3469
740,2446,1380,3619,3857
4580,3228,4580,2055,4252
5220,3619,5220,3228,6393
1380,1664,740,3228,3549
3940,3228,5220,882,4433
1380,3228,2660,3228,4027
100,3228,100,2446,4456
4580,491,5860,491,3892
100,1664,3940,3619,3909
5860,2837,4580,491,4039
3940,3228,2660,882,3892
5860,3228,3300,491,4791
3300,100,2020,1273,3696
5220,100,3300,2446,6150
5860,3228,100,3619,3850
2660,1273,3940,2446,4111
3300,1273,4580,491,4013
1380,100,2660,1664,3869
3940,3619,2660,1273,4004
4580,1273,2660,2446,3845
100,2446,100,1664,4096
2020,1664,3300,2446,4423
2660,100,3940,100,3208
100,491,2020,1664,4132
1380,2446,2020,2837,5440
5220,2837,2660,1273,4239
5860,100,5220,1273,5369
5220,100,1380,1273,3485
3300,2446,3300,2837,4768
1380,491,100,1664,4060
3300,1273,5860,3228,4390
1380,491,5860,3228,3705
