n,m,runtime
2,2,182
2,3,229
2,1,120
0,0,71
2,2,131
0,2,66
2,1,121
3,2,1510
2,2,143
2,2,139
1,1,91
1,2,120
0,1,68
2,2,157
1,2,91
0,1,70
0,1,72
2,1,133
1,2,93
3,1,429
2,3,220
2,3,230
2,1,122
0,2,65
1,0,84
1,1,79
1,2,103
1,0,87
2,3,225
3,2,1836
3,2,1654
2,3,244
2,1,121
2,2,168
2,3,222
2,3,222
3,2,1685
1,0,75
2,2,285
1,2,99
2,3,205
3,0,143
1,2,86
1,1,91
0,0,67
3,2,1851
1,2,93
0,3,72
2,1,124
3,1,437
2,2,174
1,0,87
2,3,245
1,1,78
0,3,62
1,2,88
1,2,81
1,1,90
1,2,84
2,1,127
1,0,73
2,1,128
1,1,83
2,2,167
3,3,7902
0,2,68
1,0,67
3,2,1812
2,2,145
0,0,65
2,3,227
1,2,118
1,1,85
2,1,116
2,2,153
2,2,167
3,2,2044
1,0,80
1,3,114
2,1,102
2,1,118
2,1,136
1,2,90
2,1,102
1,2,81
1,0,72
1,0,82
2,1,152
1,2,89
2,3,225
2,2,148
2,3,242
3,1,442
3,1,428
1,0,72
2,0,90
1,1,100
2,2,166
2,1,113
2,1,124
2,2,150
2,0,117
1,2,118
2,1,106
1,2,82
2,1,111
1,1,86
1,1,83
1,1,84
0,1,64
1,2,90
0,1,65
1,3,114
3,2,1835
2,3,203
2,1,118
1,1,85
2,2,151
2,2,162
2,2,145
0,3,68
1,0,83
0,3,67
3,0,165
1,2,97
0,1,68
2,3,222
1,3,100
3,1,376
1,2,91
1,2,88
2,0,118
3,2,1919
3,2,1433
2,1,114
3,2,1416
1,1,98
1,0,79
1,1,80
2,1,118
2,3,205
3,1,430
2,0,98
1,1,88
1,1,86
1,1,78
1,3,121
2,1,111
1,2,83
2,1,102
2,1,113
2,1,143
1,0,80
2,0,80
2,0,82
2,1,111
2,1,114
1,2,94
1,0,71
1,3,99
1,3,103
0,2,64
2,0,115
2,1,109
0,2,60
2,3,211
1,0,71
3,1,356
2,3,179
1,0,71
0,1,70
2,2,202
3,1,458
1,1,87
3,1,407
3,3,7545
3,2,1558
1,1,87
3,2,1764
1,1,88
1,3,125
3,1,447
3,1,351
3,1,339
1,0,75
3,3,7484
3,2,1916
2,1,124
1,1,96
2,0,84
1,2,103
1,1,113
0,0,72
0,2,64
2,2,177
2,1,111
1,3,111
2,0,89
2,2,164
3,0,134
3,0,133
1,2,122
1,3,108
2,1,108
3,2,1525
2,1,94
2,0,87
2,0,77
0,3,64
2,1,109
2,1,109
1,0,75
0,2,66
2,3,242
0,2,66
0,0,65
1,2,97
2,0,107
1,2,96
2,2,185
3,0,131
2,1,130
2,2,146
0,2,65
1,2,92
1,1,73
0,2,68
1,1,90
0,3,64
1,0,92
2,1,124
0,0,64
2,1,141
1,2,89
1,2,89
2,0,91
0,2,64
1,2,96
3,2,1840
1,0,81
0,2,67
2,1,144
1,1,87
2,2,149
3,2,1732
0,2,65
2,1,128
1,1,84
2,1,120
0,3,72
2,1,119
3,0,136
2,1,125
2,1,110
2,1,117
2,0,82
3,1,466
3,2,1855
1,0,89
1,1,60
1,2,95
1,3,116
3,0,134
0,3,68
0,1,65
2,1,119
1,0,80
2,2,183
1,1,85
0,2,67
1,2,72
2,1,125
3,3,8139
2,2,140
1,2,89
0,3,67
2,2,151
3,2,1534
1,2,95
3,2,1559
3,2,1656
1,1,103
1,2,130
1,3,98
2,2,170
3,1,413
1,1,85
3,2,1811
2,3,221
1,0,77
2,0,90
1,2,128
2,0,83
3,2,1615
1,1,83
0,1,68
0,2,65
2,0,91
2,3,204
3,2,1744
2,2,152
1,1,103
1,1,74
3,1,417
0,0,67
1,2,96
2,2,159
2,1,112
3,2,1632
2,1,110
1,1,85
0,1,57
1,0,77
2,2,184
0,1,71
0,0,68
2,3,227
1,1,81
2,1,114
3,2,1457
3,3,7772
1,1,100
1,1,72
3,2,1634
1,0,69
2,2,171
2,2,152
1,3,103
0,3,65
0,1,62
2,2,158
3,1,412
3,2,1444
1,2,89
1,2,79
3,2,1416
2,1,112
1,3,102
1,0,89
1,3,81
1,0,79
1,1,110
0,1,66
1,3,114
0,2,68
2,1,116
0,1,77
1,2,82
2,1,126
1,3,101
0,3,67
1,1,97
2,0,85
1,2,89
3,2,1662
2,1,109
1,1,82
3,1,326
2,0,94
1,3,102
1,2,101
0,1,65
1,0,76
3,1,420
3,2,1430
0,0,65
1,1,83
0,2,64
0,1,64
0,2,65
2,2,163
0,2,67
0,3,66
1,3,134
3,2,1823
2,1,105
1,1,88
1,3,96
1,2,80
2,2,160
3,2,1649
2,3,238
2,2,140
0,0,68
2,1,119
1,1,87
2,1,130
2,0,92
1,1,90
0,1,69
3,3,8288
2,2,191
1,3,104
2,1,127
2,2,146
1,1,86
1,3,85
0,0,65
1,0,69
0,1,67
0,1,66
0,1,75
2,1,150
2,1,128
2,2,154
1,2,91
2,2,171
2,3,234
1,1,83
3,2,1631
0,1,71
1,2,107
0,1,67
0,2,65
1,1,89
2,1,116
2,0,84
3,1,408
2,2,158
0,0,70
1,1,74
3,2,1698
2,3,192
1,1,80
0,3,68
2,0,88
1,3,95
1,3,87
2,2,154
3,1,454
2,1,123
1,1,94
2,2,174
0,2,66
1,1,73
1,1,89
1,3,98
0,2,65
2,3,245
1,1,70
1,1,81
2,2,178
2,1,117
1,3,101
0,2,64
2,2,155
2,1,112
0,1,67
1,2,84
3,2,1661
1,2,84
1,0,81
2,2,191
2,2,157
2,0,91
2,1,119
1,2,97
2,3,203
0,0,68
1,1,73
2,2,171
3,2,1605
1,2,94
1,3,95
2,3,183
1,3,90
2,2,139
2,2,160
0,1,67
1,1,70
2,1,119
0,1,73
2,1,130
1,2,93
3,1,439
0,2,64
2,1,111
3,2,1724
0,3,66
0,1,65
1,2,75
2,2,175
2,1,115
3,0,129
1,2,94
0,2,66
1,2,72
1,2,88
3,1,451
0,2,68
2,0,93
2,2,168
2,2,138
2,2,134
3,2,1411
2,2,131
2,1,109
1,3,100
0,2,67
2,1,123
1,1,81
2,0,108
2,0,91
1,0,81
3,1,412
2,1,117
2,1,102
1,1,80
1,1,88
0,0,73
2,1,124
0,2,71
1,2,97
2,2,160
2,2,154
1,3,103
0,2,68
1,0,75
3,3,7798
0,3,66
2,2,151
2,2,172
3,0,128
3,1,442
1,3,112
1,3,87
2,1,118
3,2,1856
1,1,88
2,2,167
0,3,60
1,1,92
0,1,64
3,2,1806
1,1,86
1,1,82
3,0,133
1,1,88
3,2,1456
2,2,137
3,2,1702
2,3,225
3,1,411
0,2,67
1,1,71
0,1,71
1,0,78
2,0,83
2,1,117
2,2,140
0,1,67
2,2,170
2,2,152
2,3,200
1,2,81
0,2,68
1,0,79
2,3,234
2,1,132
1,2,87
2,1,123
1,3,140
0,1,68
2,1,123
2,1,121
0,1,70
1,0,82
2,0,87
0,2,65
2,1,119
1,1,90
1,2,116
1,2,75
1,2,81
2,2,165
1,0,79
1,0,76
3,3,8074
3,0,139
2,1,112
0,1,70
1,2,114
2,3,220
1,3,92
1,1,95
3,1,410
1,1,84
0,1,68
3,1,413
3,2,1702
2,2,145
1,1,83
2,0,86
1,3,103
3,0,119
1,2,79
2,1,114
1,0,81
2,2,198
1,3,100
0,2,66
2,2,177
2,3,222
2,1,128
0,0,71
2,1,126
1,2,94
1,2,74
1,2,81
1,1,83
1,1,77
1,1,109
2,1,123
0,3,64
3,0,140
3,0,119
0,1,67
3,0,138
1,3,110
2,1,119
2,0,95
1,0,80
2,1,141
2,2,146
3,0,125
2,1,121
2,3,224
3,0,143
1,2,93
0,2,71
1,1,76
2,3,251
2,1,118
2,1,129
2,1,117
1,0,80
2,0,81
1,2,95
2,2,161
2,3,226
0,1,67
2,3,236
2,2,167
3,2,1771
1,1,92
1,1,76
2,1,101
2,2,134
1,2,92
2,2,168
1,2,85
2,0,101
1,3,126
2,0,89
0,3,62
1,2,82
2,3,220
0,1,71
1,2,81
1,2,84
1,3,108
1,1,90
3,2,1905
2,1,112
2,2,148
0,2,66
3,2,1812
0,0,64
0,2,64
0,1,66
3,2,1839
1,3,127
2,1,139
0,0,68
3,2,1553
3,3,7449
1,0,78
2,3,196
1,0,71
1,2,92
2,3,305
2,0,104
2,0,93
3,0,129
3,1,450
2,0,91
1,1,89
3,1,400
2,1,118
2,2,140
2,1,109
0,2,67
2,3,247
2,0,101
2,1,113
0,2,66
2,2,178
3,2,1806
1,3,102
0,0,70
3,2,1465
3,1,426
3,3,7420
1,2,91
1,3,90
3,3,7464
3,3,7494
0,1,69
2,2,166
2,0,97
3,1,452
3,2,1724
0,2,70
2,1,103
0,1,70
1,3,113
1,2,85
0,1,74
2,1,122
1,0,83
2,2,164
0,2,74
1,0,80
1,1,98
0,1,64
2,0,95
3,3,7777
3,2,1425
0,2,69
3,3,7872
1,1,88
2,1,153
1,1,84
2,2,163
2,2,132
1,1,84
1,3,109
2,2,155
3,0,120
3,1,367
1,3,99
3,0,144
1,1,84
1,1,77
3,2,1463
0,2,68
0,1,64
1,0,82
2,2,174
0,1,68
2,2,151
1,1,95
3,1,424
3,2,1752
2,0,107
1,2,92
0,1,68
1,3,110
2,1,116
1,0,74
1,0,81
1,0,85
1,3,130
0,2,66
1,3,103
2,2,161
3,0,119
2,3,234
3,1,448
0,1,71
0,3,63
2,1,153
0,2,70
0,2,65
3,2,1735
3,3,8222
2,2,133
3,1,416
1,2,94
1,1,91
3,3,7656
2,0,104
1,3,113
1,1,88
2,1,107
2,1,115
0,1,62
0,2,65
3,0,144
2,1,116
2,2,155
1,1,89
2,1,126
1,1,89
0,1,65
2,1,124
2,3,240
2,1,116
2,1,119
3,1,444
1,2,91
1,1,95
1,3,92
1,2,81
1,2,84
0,2,67
2,1,119
0,2,65
0,3,67
1,3,105
1,2,79
2,2,181
2,2,140
1,1,89
2,2,140
0,1,67
1,0,69
2,0,88
2,1,112
1,2,90
2,2,147
1,0,85
2,1,139
1,2,92
2,2,143
1,2,97
2,2,194
1,3,99
3,3,7781
0,1,63
1,3,106
2,1,146
3,3,7931
1,2,93
2,2,135
1,3,99
3,2,1731
2,2,138
1,1,99
2,1,97
1,3,102
1,0,82
2,3,231
3,1,348
1,0,76
3,1,354
2,2,153
1,1,100
2,2,163
1,2,98
2,1,113
1,2,114
1,2,89
0,1,66
2,2,163
1,2,82
1,3,92
0,0,69
2,0,97
2,2,178
1,3,104
2,1,138
0,2,65
2,2,158
0,1,63
2,1,122
0,3,67
3,1,459
1,1,83
1,2,104
0,0,69
2,2,171
3,1,436
3,2,1550
3,1,339
3,1,340
1,1,82
0,0,71
3,1,401
2,1,119
2,1,107
0,3,73
1,1,106
1,3,102
3,1,411
2,2,159
0,2,65
0,1,72
0,3,67
2,0,91
0,0,67
2,0,104
2,2,157
2,0,94
1,2,94
1,1,92
1,1,80
2,2,159
2,2,152
1,0,79
3,3,7680
3,3,7704
2,0,103
2,2,158
1,3,109
1,2,79
2,1,118
3,3,7637
2,1,105
3,1,395
2,2,154
3,3,7829
0,2,63
0,2,68
0,1,66
1,1,97
0,0,64
0,0,71
2,2,177
2,3,231
0,3,68
3,2,1907
1,1,90
1,2,86
1,2,80
0,1,68
2,3,207
1,0,74
1,2,93
2,1,115
0,0,68
1,3,131
1,1,83
2,2,149
1,0,82
3,2,1745
1,2,87
2,1,117
3,1,388
3,3,7763
0,0,65
3,3,8023
2,0,85
2,0,86
2,2,131
1,1,86
2,3,196
1,1,67
1,0,79
1,2,103
3,1,450
3,2,1827
2,2,130
2,1,109
2,2,126
2,1,111
1,1,85
1,3,97
0,3,66
1,1,78
1,3,95
0,3,73
0,2,67
2,3,241
2,1,115
1,2,92
2,2,158
2,1,119
1,3,109
3,2,1723
1,3,102
2,2,163
1,2,101
2,0,95
3,3,7907
2,0,82
2,2,138
2,0,92
2,2,136
1,3,106
2,2,136
2,1,147
0,1,71
1,2,87
0,2,66
2,2,145
0,2,77
2,0,86
0,1,71
2,2,175
2,3,235
2,0,100
2,2,169
3,1,443
2,0,92
2,3,254
2,3,237
2,1,119
1,1,95
2,3,183
1,0,73
2,2,159
2,2,155
0,2,69
1,2,88
2,2,150
1,3,97
2,1,121
1,0,70
1,2,87
3,1,433
1,1,93
0,2,68
1,0,81
1,3,128
1,2,85
2,1,118
3,3,7585
0,2,71
1,2,89
1,2,101
2,2,163
1,2,88
0,0,66
0,2,70
0,1,69
1,2,98
2,2,145
2,1,124
1,3,103
1,2,79
0,0,67
3,1,405
1,1,91
0,3,66
0,3,65
3,1,428
2,3,216
2,1,112
2,2,156
3,2,1411
0,3,69
0,2,68
1,1,104
1,2,100
1,1,89
2,0,90
1,1,552799
1,2,136
2,0,114
1,1,92
0,1,77
2,3,442
1,3,91
1,2,78
2,2,244
1,1,65
0,0,61
0,1,58
1,3,107
0,2,55
3,2,2121
3,1,511
2,2,173
2,2,145
1,1,63
2,1,125
3,1,352
1,1,60
1,3,102
2,3,287
0,1,67
0,1,62
1,3,115
1,2,93
2,2,147
2,2,142
2,1,143
2,2,161
2,3,294
0,2,65
3,0,231
2,2,143
0,0,61
0,0,59
2,1,112
1,2,81
1,0,80
1,2,64
1,2,87
1,2,76
2,3,386
0,2,51
1,0,70
1,3,95
2,1,100
3,2,1611
2,1,85
2,1,88
3,2,1321
1,1,69
3,1,402
2,1,100
3,3,7509
3,2,1395
0,2,61
0,2,67
0,2,65
2,1,101
2,3,252
1,1,80
3,1,419
2,1,109
2,1,108
2,2,143
2,0,115
2,1,95
0,1,58
1,1,66
1,0,69
1,0,69
1,0,76
1,2,103
1,1,71
1,3,95
3,3,7332
1,1,65
1,1,88
1,1,69
2,1,108
2,3,172
2,0,121
2,0,77
1,1,61
2,2,179
3,2,1517
3,3,7020
2,2,164
3,2,1328
1,1,49
0,2,55
0,1,64
0,3,57
2,1,118
2,1,113
0,1,62
0,1,80
2,1,160
0,1,45
0,1,64
1,1,58
1,1,116
1,1,63
3,2,1794
0,0,66
3,2,1387
0,1,61
2,1,221
0,1,57
2,1,115
0,2,50
2,1,133
2,1,85
0,0,46
2,2,150
1,0,57
2,2,151
0,0,53
1,0,60
1,1,52
1,2,89
0,1,58
2,2,151
2,1,112
3,2,1358
0,1,62
1,2,92
2,2,138
2,3,194
2,2,150
1,3,81
1,2,94
1,1,65
1,2,55
3,1,343
0,2,54
2,0,75
2,0,69
1,3,100
2,3,181
2,1,112
3,1,416
2,1,123
0,1,56
0,2,61
0,1,65
0,2,60
1,1,71
3,2,1663
2,0,81
1,0,69
0,1,72
2,2,170
3,1,426
0,3,63
3,1,412
1,1,68
2,2,158
3,1,411
2,1,108
3,0,152
1,1,96
1,0,76
2,1,120
1,2,108
1,1,63
2,2,135
0,3,63
3,3,8270
1,2,97
1,1,61
3,1,358
2,1,95
0,3,52
3,0,166
3,1,432
3,2,1460
2,2,132
2,2,115
2,1,119
3,2,1309
3,1,437
1,3,98
2,2,152
3,0,152
1,2,78
1,1,64
1,0,68
2,2,154
1,2,82
2,3,265
2,2,219
2,1,110
3,2,1457
2,3,200
0,2,55
1,0,67
0,1,67
1,1,77
2,2,130
2,1,113
2,0,146
1,2,72
0,1,65
0,2,61
1,2,88
2,2,194
1,2,89
1,1,67
0,1,54
2,1,113
3,1,425
2,1,89
3,1,342
2,2,247
0,2,64
2,1,98
2,1,119
2,1,101
2,1,96
1,1,74
0,0,58
1,2,106
1,3,100
1,2,84
2,3,169
3,1,313
3,2,1482
0,1,65
2,3,170
2,0,90
1,1,102
1,2,87
0,2,75
0,1,61
2,2,170
3,3,7154
2,1,107
1,3,119
2,2,118
0,3,79
2,3,291
1,2,85
2,1,120
3,1,395
0,2,70
3,1,397
2,0,87
2,1,126
2,0,77
1,2,97
2,2,184
1,1,107
1,2,90
2,1,117
2,3,239
1,2,66
2,2,155
3,0,151
1,1,79
1,1,77
0,2,71
2,1,158
1,2,114
1,1,78
0,2,64
2,0,88
3,2,1510
1,1,75
3,2,1381
0,3,70
2,1,160
2,3,234
2,0,89
2,3,206
3,1,403
2,3,220
3,2,1394
1,2,90
0,1,65
2,2,186
2,1,139
2,1,111
0,0,64
3,2,1534
2,0,76
2,2,165
1,0,85
2,2,128
1,2,90
2,3,196
0,0,72
2,1,131
0,2,57
2,3,228
1,2,93
3,3,7373
1,0,86
2,2,130
0,2,68
1,2,78
0,1,66
1,1,99
0,2,66
1,3,120
1,2,86
2,3,218
0,2,68
1,1,66
3,3,7509
1,1,77
0,2,65
2,1,168
1,3,119
0,1,71
1,2,90
0,2,65
3,3,7580
1,2,84
1,1,75
0,3,74
0,1,54
2,3,263
1,1,84
1,2,101
0,3,64
2,2,181
1,2,75
0,2,61
1,1,76
0,3,71
3,1,373
1,2,96
2,1,107
2,2,146
0,0,71
0,2,66
2,1,118
0,2,67
1,0,90
1,2,82
3,3,7786
0,2,79
1,0,88
0,1,68
2,1,121
1,1,99
2,3,208
2,2,157
0,1,57
2,3,206
3,2,1972
1,0,67
3,3,7280
2,0,100
3,3,7210
3,2,1391
1,2,90
1,1,83
3,1,424
3,2,1582
1,2,137
0,2,79
2,2,179
1,0,93
1,3,90
2,2,168
2,1,136
1,2,71
0,3,72
2,2,151
2,3,232
0,1,64
1,2,90
3,1,418
0,2,62
2,0,82
1,3,90
0,1,60
0,0,60
0,3,62
1,0,91
1,2,107
2,2,180
1,2,79
0,2,64
1,0,78
1,1,93
3,2,1538
3,1,346
2,2,120
2,0,101
0,0,71
1,0,70
1,2,115
1,2,99
0,0,65
0,3,60
1,2,83
1,2,96
3,0,158
1,3,140
0,3,79
1,1,88
1,3,83
3,1,345
1,1,78
3,2,1732
1,2,80
0,0,68
1,0,77
3,0,159
1,0,71
1,0,72
3,3,7539
2,2,145
0,1,81
2,3,245
2,2,146
2,0,100
2,1,126
1,3,143
2,1,125
2,0,91
1,2,91
0,1,71
0,2,66
2,2,162
3,1,421
0,1,67
0,1,64
1,2,121
1,1,91
1,1,63
0,2,67
1,1,77
0,1,69
3,1,414
1,1,80
0,1,65
1,2,100
0,2,70
2,2,175
3,1,389
0,0,63
1,0,77
3,1,467
2,0,91
2,2,174
0,1,66
2,0,95
3,1,466
1,1,77
3,2,1775
0,3,71
1,2,93
1,2,78
0,2,68
1,1,86
0,2,63
0,3,65
1,0,89
0,2,54
1,3,115
2,2,138
0,0,63
2,2,152
1,2,78
1,1,84
0,0,66
1,3,97
2,0,158
1,1,70
2,2,174
0,2,67
1,2,72
3,3,7522
2,2,144
2,2,138
0,1,68
0,1,66
0,3,63
3,0,163
1,0,85
0,1,196
2,1,113
2,2,146
2,2,134
1,2,91
1,2,67
2,0,95
2,3,263
1,1,76
2,2,121
1,1,81
1,0,83
1,2,90
2,2,152
0,1,71
3,1,420
1,3,101
3,3,7405
1,2,94
2,0,103
3,3,7159
2,2,151
3,2,1479
0,2,75
2,2,167
2,1,114
2,2,135
1,0,94
2,0,113
2,2,150
1,1,87
2,1,129
1,2,89
1,0,88
1,3,89
2,2,156
2,2,158
1,1,126
2,2,155
1,2,98
1,0,60
1,1,77
2,3,212
1,1,63
1,2,80
2,2,147
2,1,103
1,3,138
0,3,68
1,0,78
2,1,128
0,2,66
1,2,74
2,3,233
0,2,66
3,2,1737
2,2,141
0,1,73
3,1,467
2,2,148
2,3,210
3,0,138
2,2,148
0,1,70
2,1,106
2,2,136
2,3,210
2,2,217
1,0,93
2,0,68
3,1,441
3,1,453
1,1,63
0,2,64
0,1,67
1,2,78
2,2,161
0,2,65
2,2,167
2,2,161
2,0,88
2,2,146
1,2,99
2,2,148
2,2,168
1,3,95
0,2,60
1,1,94
2,1,149
2,0,87
1,2,100
2,3,180
2,2,137
1,0,82
1,2,85
0,0,71
1,2,82
0,2,64
2,3,251
3,1,393
2,1,118
1,2,79
3,3,7225
0,2,55
1,2,82
1,1,68
0,2,62
1,2,115
2,0,93
0,1,65
2,0,66
1,1,90
2,3,197
0,0,65
0,2,64
3,2,1724
1,1,75
2,2,168
1,1,85
1,2,81
0,3,75
1,1,75
1,1,75
1,3,100
1,0,81
1,2,78
3,3,7257
2,1,160
0,0,65
2,3,188
3,1,380
3,2,1680
2,3,200
3,1,374
2,0,84
3,1,407
0,3,64
3,0,175
2,2,165
2,1,116
2,2,158
1,1,92
2,1,148
3,3,7695
2,1,114
2,1,120
0,2,64
0,3,75
3,2,1744
1,1,83
2,2,156
2,0,88
2,0,83
1,3,120
2,2,165
2,1,110
2,3,214
0,2,66
1,1,99
3,3,7155
0,2,56
3,0,127
1,2,82
1,1,64
1,1,79
2,0,79
0,2,59
2,2,183
1,1,76
1,2,77
0,1,60
2,2,133
2,2,139
1,1,82
2,1,132
2,1,107
2,2,135
2,3,331
2,2,141
2,3,175
2,1,112
1,1,70
0,2,54
2,0,85
1,3,83
1,2,79
3,1,366
0,1,63
3,2,1488
0,2,61
2,3,206
2,2,146
2,1,117
1,2,85
1,0,93
2,0,87
0,0,70
2,0,120
0,1,55
1,2,85
1,2,80
2,1,129
0,1,58
1,3,95
2,3,325
2,3,157
2,1,107
2,2,180
1,0,73
2,3,212
2,3,221
2,3,202
3,1,390
2,1,112
1,1,66
1,1,72
1,1,66
2,0,113
0,3,53
1,2,88
2,1,112
1,1,96
0,1,60
2,3,162
1,3,95
3,0,134
0,1,154
1,3,125
2,2,164
1,0,68
0,2,69
1,2,68
1,1,84
1,0,77
0,3,63
0,2,64
2,2,144
3,1,421
2,1,125
1,0,70
3,1,381
0,1,70
3,0,135
2,3,230
1,1,60
1,2,90
1,2,61
2,1,149
1,1,94
2,2,161
1,0,73
0,1,64
3,3,7364
2,2,136
2,1,103
0,1,67
2,2,126
0,0,70
0,1,64
2,1,143
2,1,123
2,1,102
2,3,197
0,0,66
2,2,133
3,2,1364
1,2,98
2,1,139
3,2,1582
2,1,116
1,1,75
1,0,70
1,3,126
0,3,65
1,1,73
1,2,77
1,2,67
1,3,121
2,0,91
2,2,150
3,1,389
1,2,79
1,1,80
1,0,73
1,1,64
2,1,128
2,1,117
1,2,126
2,0,82
2,2,151
1,0,75
1,0,74
2,1,127
2,0,92
3,2,1579
3,2,1541
1,0,75
0,2,64
1,0,60
0,1,63
1,2,111
2,3,214
1,2,88
3,2,1722
3,0,120
3,0,127
0,3,66
2,3,244
3,2,1616
2,1,119
1,2,96
1,2,68
1,2,66
2,2,159
0,2,61
1,3,96
3,1,400
2,1,176
1,1,81
1,1,77
2,3,221
0,2,64
0,1,71
0,1,63
1,2,73
2,1,122
2,1,105
0,0,63
1,1,84
2,1,130
3,2,1601
1,1,63
3,3,7575
2,2,157
1,0,83
2,1,116
1,0,74
3,3,7594
1,0,75
0,2,66
3,2,1376
1,0,80
1,1,81
2,1,103
1,0,64
0,1,65
0,1,71
2,0,103
2,1,127
0,1,67
2,2,172
2,2,164
2,2,150
2,2,127
1,2,95
3,0,143
1,1,1609
3,3,8747
0,1,72
2,2,244
1,1,99
1,0,91
1,2,136
0,1,63
1,2,79
1,2,75
2,2,183
2,2,201
0,1,64
1,2,86
2,2,154
1,1,109
2,3,258
0,3,65
2,2,172
1,1,91
2,1,152
0,0,65
0,2,66
1,0,73
2,1,147
1,2,106
3,1,487
2,3,231
3,2,1915
2,2,177
3,3,7659
2,2,184
2,1,126
3,2,1608
2,0,128
1,2,91
0,1,69
1,1,77
1,0,75
2,2,192
1,0,56
3,2,1475
1,0,60
1,2,91
1,0,71
3,2,1693
0,1,68
2,2,158
1,0,60
0,1,70
3,3,8068
0,1,64
1,0,86
1,1,90
2,1,117
0,1,69
3,3,8002
1,2,109
1,3,116
2,2,172
2,2,174
1,1,122
3,2,1522
1,1,100
2,3,226
1,1,75
1,0,64
1,1,75
2,2,173
2,2,140
2,2,144
2,1,131
1,3,128
2,3,254
0,1,64
1,0,70
2,3,236
0,2,67
1,2,98
1,1,91
2,3,202
1,2,131
2,0,98
3,1,459
2,1,135
1,3,92
2,2,171
1,3,97
1,1,76
1,2,88
0,1,71
0,0,68
1,0,71
1,1,85
1,2,75
2,1,133
2,3,199
0,1,56
2,1,126
2,2,171
0,2,73
1,1,101
2,0,97
2,2,179
0,2,68
1,3,123
2,1,119
1,2,81
1,2,93
2,2,178
1,1,83
2,1,162
3,3,7605
2,2,163
3,0,161
1,1,84
0,3,66
2,1,127
1,2,93
3,0,138
1,2,88
1,2,139
2,1,130
0,1,65
2,1,124
2,0,99
0,2,68
2,3,231
2,1,133
3,0,123
3,2,1847
2,2,198
3,2,1843
0,1,69
2,1,94
0,1,70
1,1,67
0,3,55
1,1,79
0,1,56
2,1,111
3,2,1813
2,0,95
3,1,435
0,2,66
3,2,1811
0,0,67
3,0,129
3,2,1979
3,3,7826
3,1,399
2,1,135
3,2,1860
3,2,1863
0,1,71
2,3,197
1,0,88
1,1,69
3,0,129
2,2,171
1,3,113
3,2,1713
2,1,100
1,2,101
1,3,97
2,2,143
1,2,64
1,2,88
0,1,75
0,0,57
1,1,73
2,2,175
2,1,104
2,2,151
1,1,70
1,2,82
2,2,140
0,1,60
0,1,68
2,0,88
2,1,71
1,2,114
1,0,66
2,2,119
3,2,1556
1,1,70
3,2,1278
1,2,74
2,2,141
2,0,78
3,3,7210
2,1,140
1,2,96
3,0,143
2,1,120
2,1,117
1,0,71
2,1,119
3,2,1402
1,1,87
2,1,110
1,1,111
3,3,7737
1,2,104
2,1,123
1,3,97
2,0,99
0,2,66
3,2,1423
3,2,1410
2,2,151
1,0,81
3,2,1778
0,3,67
3,1,352
1,0,100
1,2,114
2,3,223
1,1,67
1,3,98
0,2,73
1,2,118
2,2,164
2,1,126
0,3,68
1,1,79
0,0,69
2,1,124
2,0,104
2,2,180
0,2,68
1,0,73
1,1,98
1,2,79
1,3,103
2,1,153
1,2,88
1,1,83
2,2,183
3,1,455
2,0,89
0,0,71
2,3,245
0,3,71
2,3,230
3,2,1845
3,3,7680
1,0,87
1,0,77
2,3,220
2,2,179
1,1,115
3,2,1794
3,1,368
3,1,357
0,0,71
2,0,91
2,2,155
2,1,121
2,3,217
2,0,94
2,1,121
1,1,79
2,0,91
2,0,84
3,2,1931
1,0,76
1,1,82
3,2,1989
1,1,75
1,3,103
1,0,80
2,1,144
3,1,385
1,2,115
0,1,66
2,3,227
2,1,109
1,2,87
0,3,70
2,0,94
1,2,109
0,2,74
3,2,1735
1,1,81
3,1,360
1,2,92
1,2,83
2,3,202
2,3,214
0,2,68
2,2,199
1,3,125
2,0,91
2,2,150
2,1,114
1,2,68
1,1,81
0,2,70
0,1,64
0,3,64
3,2,1901
3,0,139
2,1,115
0,1,71
3,1,411
3,1,425
1,0,83
3,3,7696
2,2,153
2,1,103
1,3,139
0,1,69
0,1,65
1,2,112
2,1,124
0,2,70
1,2,103
0,2,71
2,2,165
1,0,88
1,1,113
1,1,78
0,2,63
2,2,190
2,3,225
2,2,164
1,2,109
2,2,163
1,1,90
2,1,126
2,0,118
3,1,470
2,3,216
2,2,150
1,3,125
1,2,95
0,0,67
2,2,163
1,2,78
2,1,135
1,1,117
1,3,113
1,2,79
0,1,73
1,2,88
1,2,84
1,2,86
2,1,122
1,2,75
0,1,65
1,0,80
1,1,96
2,3,238
1,2,90
1,1,91
1,1,83
1,0,74
2,2,179
1,2,75
2,1,128
2,2,196
1,3,103
1,2,78
0,0,69
1,1,82
2,1,122
2,1,134
2,0,83
1,0,81
3,2,1947
2,0,110
0,1,67
1,2,99
2,3,219
0,1,73
1,3,102
2,2,159
1,2,70
2,1,109
2,3,215
2,1,157
3,2,1429
2,1,111
3,1,356
2,1,116
1,1,84
1,1,85
0,3,64
3,1,361
3,3,7325
1,1,105
3,1,424
1,2,85
2,2,135
1,1,85
1,0,77
1,0,72
0,0,70
1,0,80
2,2,172
2,2,185
1,0,84
0,3,64
0,3,70
0,1,71
2,2,182
2,2,171
0,3,70
1,1,70
