StringLength,'SHA-Mode (0=SHA-1, 1= SHA-256, 2=SHA-512)',runtime
8703,1,133348
6203,2,133852
6930,1,84403
791,1,14496
7437,2,66791
5665,0,45506
4620,2,43729
1361,1,20184
8734,2,73534
4335,1,49892
7658,2,66696
380,1,11385
3038,1,37578
0,0,6460
4715,1,50956
6234,1,108945
2437,1,45984
9430,0,237325
253,0,20871
4652,2,91635
1551,2,42981
1519,1,37617
6709,1,105619
5981,0,204989
127,0,21854
3070,2,71294
1424,1,57612
9968,2,126897
9019,1,120269
5285,1,64706
5222,0,54556
1994,1,44641
1329,1,35177
1361,0,17463
6835,2,97567
9652,2,83582
3956,2,38774
4494,0,44255
3418,1,47599
8323,0,64112
7120,1,86024
8418,1,101359
9525,2,122653
9177,2,81621
4747,1,60023
3006,0,30387
9747,1,104417
6171,0,64801
4589,2,82255
6614,2,67790
8513,1,95457
3544,0,31752
3228,1,43868
7722,1,90854
8987,0,70061
5095,2,61211
1013,1,20118
9810,1,126795
9082,2,169708
9082,1,154911
4715,2,95763
2025,2,44314
5348,2,106237
3449,1,79451
9715,1,119516
9399,1,98156
9082,1,107691
3703,1,48211
1076,2,39199
5000,1,561300
5127,1,132775
475,1,60785
2880,1,134630
6772,2,147298
5032,1,121511
9430,0,185597
3291,0,63009
475,1,34744
6456,0,105397
2057,0,38797
9019,0,124082
1835,1,50837
6614,0,55687
6646,0,48398
5696,1,84960
8165,1,92501
380,1,10265
3892,1,39994
4842,0,48668
6203,1,68893
7911,0,56279
7785,2,78904
5443,1,117010
7627,1,84888
5316,1,57317
2373,1,28626
9873,1,148079
1551,1,48824
4494,1,58493
8861,0,83451
4114,1,56537
3671,0,36424
6899,2,108314
6392,2,73209
6234,1,77127
0,1,6985
3576,2,37560
5665,2,52292
6392,2,56659
5696,0,76700
9367,2,180900
1804,0,34465
5285,1,107331
759,1,21563
506,2,32170
7785,0,107018
5158,1,110714
5949,0,65562
8196,1,109268
4177,1,60094
6677,2,142621
348,1,18514
7405,1,108365
6456,1,77952
7848,0,63361
3291,2,87045
95,0,10525
2880,2,60295
6424,1,73467
7500,0,56562
1456,2,20546
3829,2,170938
5443,1,120758
2658,1,45298
127,2,15362
8481,1,114196
1835,0,42119
5348,1,70319
3924,1,136740
6013,0,79081
3797,1,68583
9114,2,117760
696,0,24552
5190,2,78318
5886,1,1467505
8892,2,216925
1392,0,84964
6709,2,112153
1329,1,47315
5759,2,87873
5728,0,126307
9114,1,203798
8797,0,130383
9462,1,151553
8196,2,97724
8924,1,126517
7753,0,93253
1930,2,37372
7943,1,154327
2247,2,46013
5981,2,85116
918,0,22334
9810,1,109856
63,2,9670
2089,1,26400
4778,0,37772
443,0,8986
7563,1,187487
759,0,30688
633,2,28091
8133,1,129601
8892,0,110029
4241,1,168684
6646,2,133872
9209,1,177120
1772,1,94161
918,1,28369
1456,2,34287
3576,2,65514
4652,1,721471
3576,1,117415
7690,1,142446
1677,2,43530
6487,1,114988
5854,0,73436
8639,2,110734
2627,1,66323
1741,0,32037
4620,1,79708
601,0,19996
6930,2,107024
158,0,19395
5918,2,218115
6076,2,92946
3006,1,95206
1677,1,43712
2089,2,49557
9968,0,126615
7785,0,93474
8196,1,116408
9051,0,80645
5823,2,56909
8228,1,212912
7816,1,156578
1994,2,53058
4557,1,66358
5063,2,57372
1171,1,24034
6582,2,122894
5823,1,110984
8133,1,90682
7057,1,125910
3449,1,73399
8418,2,118586
665,2,21949
8544,1,138719
5222,1,100310
5981,1,120754
8006,1,167261
8987,0,83907
380,0,9573
4842,1,55321
8956,0,70307
9525,0,66671
8513,1,157744
3671,0,70652
316,1,35157
9905,1,181247
3418,0,75630
3228,1,47758
127,0,9821
2785,1,34631
3481,0,41822
7532,1,80706
3291,2,34004
5158,0,41289
4937,1,54577
2405,2,23874
5063,0,38418
665,1,12702
7215,0,52411
4019,0,31291
6297,1,76281
6297,0,54723
1551,1,21876
2025,0,18136
2278,2,24280
6994,1,74582
8639,1,98110
3544,1,40224
3101,2,30282
5127,2,42705
2753,1,36538
253,1,8233
3639,0,36056
9842,0,69339
7532,1,124846
7911,0,119010
8608,1,195264
1709,1,41119
5475,1,89907
538,0,20402
9082,1,160998
222,1,14678
1835,1,23244
4241,1,190922
7532,2,118418
8101,1,132022
2278,1,44288
8513,2,124914
6962,1,114617
4114,0,60391
8070,1,148905
5949,1,100724
4304,1,80388
3608,1,71808
9430,1,194688
6044,2,186156
4051,0,62925
6108,1,80603
5000,1,69916
2025,2,37170
9430,1,167915
1994,1,31252
4937,1,57911
0,1,5612
3449,2,58654
918,1,26950
9842,1,167273
9399,1,146553
2785,1,35791
2184,1,27269
4747,1,54604
9684,0,72796
7310,1,78350
1614,2,21150
4968,2,41104
5918,0,43800
791,2,12602
6044,0,45134
3259,1,39028
6804,1,77794
8861,2,76561
7405,2,59434
3671,1,43314
5316,1,57646
7405,2,60414
5981,1,65248
6519,1,69996
2848,0,25355
9557,0,67132
7152,1,77394
3038,2,34315
981,2,12565
5032,1,55481
7563,1,79495
3165,0,27779
9051,0,63014
6899,1,78314
1076,1,17708
6519,1,128161
3259,1,70810
3449,2,42987
5886,1,65145
6677,0,51430
4114,0,32646
4051,2,39435
2816,2,26511
5000,2,117515
9937,1,171637
9304,1,103734
6835,0,59546
3101,1,40276
6835,0,59853
9525,2,84754
1203,0,14591
2120,1,27978
4747,1,51253
633,1,11831
4367,2,38024
6203,2,50320
8323,1,86395
1994,1,29233
5665,2,51561
8038,2,70291
6677,2,55107
823,0,11749
5253,1,57036
6835,1,71189
7627,2,67162
6709,0,49633
4684,1,52862
1487,0,26070
7658,1,84226
1741,1,22762
4462,1,48199
222,0,7350
2658,1,37282
5696,2,47829
5158,1,58951
3639,1,42141
4684,2,43641
6772,2,68351
1171,1,100201
3544,2,34040
4842,2,41295
8766,1,119338
6234,2,83363
5791,2,84979
823,1,26852
854,2,21628
1392,2,24093
9873,1,116411
5380,1,78740
8671,0,82168
7405,1,79536
1930,1,24631
190,2,8828
5190,0,38593
4652,1,50977
4684,1,59027
7722,2,67148
8291,1,89406
6297,2,52589
2405,2,22799
32,0,6611
3924,0,30222
2025,1,25474
3196,2,31924
3354,1,37271
5633,0,56092
9367,1,102313
1614,0,40635
981,0,14462
3576,1,43578
6456,1,75069
95,2,11191
5380,1,64478
6709,0,50544
6646,1,105662
1772,1,38600
5348,2,70646
8101,1,93627
7468,1,96542
6772,0,54941
5886,1,63707
4399,1,89292
9937,2,90865
7184,1,77829
728,2,11751
1108,1,22155
9873,2,86362
3513,0,35022
3101,2,29359
4367,1,49170
2057,1,25776
3165,1,38878
7753,1,169306
2722,1,61886
4715,1,83326
8101,1,132909
538,1,21564
7120,1,109338
2975,2,53993
1044,1,142862
3481,2,54976
7848,0,67873
7975,2,100605
32,0,14461
2975,0,37467
9335,1,151358
6234,0,75672
9937,2,160447
2310,1,52952
5791,1,91486
2184,0,35165
1804,1,37864
3481,1,49379
1424,0,17395
1551,1,21129
380,2,11266
2342,1,28230
949,2,29644
7658,1,131052
6361,0,59259
6867,0,50258
7880,0,55795
5475,1,61055
9842,2,85787
7025,2,115227
6392,0,57059
9557,0,173404
1677,1,42489
5127,1,130738
3924,2,73466
8576,0,80416
5759,1,67094
1076,2,17242
9557,1,104449
696,1,14874
4652,1,49740
759,2,12562
4399,2,40352
3006,0,25819
1044,0,11696
6139,0,84326
1361,1,39882
2563,0,24452
3165,0,25315
759,2,12569
3101,1,35911
6835,0,48620
7532,1,81532
2437,2,24712
2500,2,23491
4494,0,34380
6614,1,106847
2500,1,68119
3734,0,52956
3987,2,66399
1519,1,28498
1741,1,23489
2057,1,28097
6804,2,56259
4842,2,40266
4399,0,34278
1582,1,21423
2753,2,25701
4051,0,31640
3797,0,33352
1646,1,34050
2785,1,34268
5222,1,100732
854,1,25712
6266,2,74470
5380,1,85852
411,1,15937
4051,1,61854
9937,1,114910
7753,0,59891
2880,1,34587
7911,1,121860
6456,0,89564
2310,0,61830
8829,2,135601
9462,1,157021
8006,0,66701
3924,1,46407
4146,2,38798
4430,0,34517
4747,1,52681
8038,1,83288
4367,1,52588
9019,2,72809
9399,2,81472
5285,1,83711
8639,2,69908
9747,0,65447
8259,1,93558
1551,1,21525
3291,1,37170
7247,1,84041
4968,0,47551
1234,2,28124
3544,1,52040
1013,0,16859
8038,2,81719
7880,0,83217
2753,2,35150
6297,2,66062
6044,1,83529
5570,1,73424
981,0,19121
4905,1,97726
9051,1,125190
2405,0,39033
4905,2,54451
1392,1,26238
7057,2,71193
2848,1,40850
2184,2,28692
4367,0,42151
0,1,12641
8829,2,87248
9747,1,121628
5886,0,59929
5981,0,56606
8196,1,103104
5728,1,78628
1139,1,19562
4747,1,62631
6930,1,88899
7753,1,109430
5253,2,61476
3070,2,35351
1361,1,25137
316,1,11971
3291,0,37334
3608,0,36986
6487,2,67393
8924,2,92597
6424,1,97605
3734,0,43169
6044,2,64972
8797,1,108989
2437,0,31217
4747,2,49344
5538,1,94927
4272,0,55311
5158,2,56368
3924,0,40387
2152,1,34461
1804,1,28891
1835,0,22060
4778,1,62277
3006,2,35519
5759,2,60272
6677,2,68558
8259,1,102784
918,1,20406
7627,1,94397
538,2,14331
9525,1,126512
4620,0,110520
1013,1,43950
5095,1,102961
5949,1,120415
7120,1,131185
7500,0,156588
4082,2,55875
7658,1,99840
3133,1,46392
949,0,18299
5063,1,65931
7627,0,109905
3354,2,46362
1392,1,27381
6108,0,57548
5475,0,51277
7120,1,91272
918,2,17704
4842,2,53407
918,1,21350
6329,0,108446
2342,1,48539
158,1,12014
1266,2,21709
3481,1,49621
728,1,16018
8734,1,106316
823,0,16140
8418,1,103254
7500,2,127163
2500,1,40337
7627,0,78731
4905,2,66323
7247,0,73072
1741,1,28003
7025,1,100212
4019,1,55382
7120,0,72813
7848,1,98117
5823,2,86976
9747,1,128265
3956,1,53553
6456,0,77854
5918,1,82588
2057,1,31457
2120,2,30040
2943,0,41708
2089,0,31899
2816,1,69760
3956,1,55583
3956,0,39866
2342,0,24515
9873,0,85973
3228,2,39004
1835,0,21973
7152,1,88085
8006,1,107557
5759,2,62565
854,1,17580
5854,1,76298
6709,1,92551
7722,1,118700
3671,2,50356
5411,2,57531
3829,2,42688
7975,0,75516
1361,0,17935
3006,1,46604
6108,2,71142
1614,1,31296
6171,1,78385
9589,2,97208
8703,1,201466
1835,1,47995
5253,0,75401
949,1,31354
1614,1,42158
3608,0,75611
2310,2,139461
5063,1,183490
8892,0,185797
1392,0,33545
8133,1,141677
9051,1,116950
6804,2,133867
6614,0,83511
8892,1,112823
6392,1,135886
2025,2,59197
8259,1,163209
5665,0,65741
8070,1,103621
5348,0,50752
5316,1,70498
5443,1,100626
886,2,20245
3165,1,42754
6930,0,63322
2627,1,37079
9842,0,89944
3133,0,32466
1772,0,21064
6234,2,65145
2373,0,27904
1741,1,27127
9082,2,147689
9114,2,98568
8544,0,85580
5127,2,56544
665,0,15455
9620,0,86698
285,2,10158
5158,0,61757
4399,1,85858
1772,2,47803
506,1,36644
633,1,24250
7468,1,92940
538,1,11799
7722,1,98235
3006,0,35159
1297,1,23538
5854,2,114117
3323,1,49951
380,1,10388
5854,0,57934
4462,2,74893
8892,1,124410
2468,0,31376
2437,2,35525
3481,1,51050
3165,2,50442
9778,1,125445
3924,1,53038
2595,1,36770
3196,0,35573
2057,2,27735
5570,1,101592
4494,1,70098
7500,2,82906
2848,1,46545
7563,2,90876
6424,2,74719
6297,0,63970
9367,0,114374
158,1,26655
8513,1,119371
1994,2,30623
316,2,11436
6646,0,65465
9715,1,117266
1614,1,31914
8386,0,80940
9430,1,115277
4399,0,45444
4335,0,70248
2025,1,31343
1614,1,23587
4873,1,63917
6234,2,88584
1899,0,27738
253,1,73132
5633,1,124179
6361,1,128040
4652,1,88313
7880,2,239642
8133,0,158514
253,1,27378
886,0,27709
8513,0,132128
1456,0,31374
8861,1,175014
2310,1,58644
3070,0,52263
2500,1,61095
4241,1,117888
1614,1,41741
7785,1,189851
4525,2,159603
7500,1,165861
2310,1,56102
1139,0,30288
8797,0,129246
1013,2,42084
506,1,24664
6867,2,290054
3639,1,91825
2120,2,48309
5222,2,95898
2152,2,90372
8101,1,162258
538,1,24408
8165,1,148852
5665,0,127223
1519,1,42329
3228,2,59982
6487,0,88820
5000,1,109651
4051,1,79651
3924,2,91060
2342,1,63406
4937,0,110639
6741,1,121614
3006,1,55948
8766,1,116895
854,1,17661
2911,2,38855
2911,1,40716
4367,2,48899
3987,1,59254
9968,0,95964
1867,1,29723
8987,1,141896
380,1,16043
1994,1,38657
5949,1,116155
1519,1,33860
4335,0,46478
1361,2,21761
6487,0,68814
6013,1,78208
4873,1,63628
7532,0,74177
7310,1,112741
8513,0,114525
4842,1,69470
3797,1,51134
7627,1,119476
4209,0,49215
5981,0,59105
1424,2,25702
1076,1,19313
3006,1,41171
8671,1,108275
8829,0,123696
6551,1,124481
4462,0,67035
918,1,28567
7816,1,131177
9019,1,201655
8703,0,979533
7310,0,145192
8544,1,219276
9019,2,219202
3006,1,73501
4937,1,102125
3576,1,80184
3291,0,55669
8513,1,1031567
1582,0,466288
665,2,253818
9177,2,160282
1234,0,220502
5918,1,337727
3892,0,73796
9146,2,261294
4462,0,103966
3323,1,95315
6329,1,132621
6013,0,104563
2816,1,100264
9335,0,148401
8671,1,279929
9873,0,185497
8228,1,174866
9684,2,167195
8070,1,2598425
3544,2,119154
9051,1,189255
6551,0,102474
728,1,30328
7468,1,141029
6519,1,176099
7278,0,212708
8101,0,159905
2057,1,109868
7152,2,126867
8228,1,190836
3671,1,94261
8038,1,197243
1456,0,59837
2215,1,62230
5791,0,99884
4968,1,115052
1424,0,33677
5158,0,59166
5949,1,78882
3703,0,37572
570,1,20128
1139,1,23411
6044,2,139404
3797,1,86393
7215,1,141866
8418,2,164217
2342,1,63196
949,1,29902
6899,2,80504
9937,1,246142
6487,1,149918
3259,2,165666
6013,1,124400
6804,0,94050
8228,2,130361
1203,1,33361
9937,0,137549
2753,1,62125
8513,2,145443
9146,0,135505
7120,0,104321
9589,1,209050
6614,0,244194
1519,1,643298
949,2,192457
8070,0,234249
3861,2,102608
9051,0,171651
5348,0,84352
3070,1,72523
1614,2,42429
1329,2,34518
1203,0,27183
4367,1,117102
348,1,13520
2563,0,27704
5190,1,87154
5506,0,55017
4335,2,48522
4146,2,43671
3418,2,38017
2848,1,43186
3797,1,49620
1044,1,18160
4589,0,60825
8323,0,97562
7722,0,88459
3228,1,56873
7753,2,124255
2468,1,63575
601,1,13960
2848,1,42895
9335,2,97569
1297,2,21393
9557,1,118123
1329,1,23623
7785,1,96029
3196,0,37453
4241,0,40413
5918,1,74521
8165,1,161396
475,0,23028
5918,0,89546
4114,0,63779
1392,2,43160
9905,2,173780
7722,1,167890
5127,1,106915
2278,0,45454
3386,0,58506
5316,2,89312
5348,2,95180
2437,0,46585
5127,1,241018
1108,0,38213
8418,1,149201
4399,0,53046
4684,1,170840
5253,2,101550
7690,2,109663
3228,0,68046
9684,1,149529
3797,1,54486
4494,0,47178
4937,1,114802
7848,0,100785
4747,1,109446
9620,0,121386
3671,2,47389
6108,1,90658
6582,1,91072
4177,2,54959
4747,1,61821
633,1,16829
4241,1,141806
7785,1,120293
9937,1,134078
7057,0,171201
7120,0,112540
1424,1,39786
6076,1,79343
2595,1,46881
6582,1,104183
7215,1,103863
3797,0,43812
5918,1,77129
5190,1,71402
253,0,12217
9177,2,142043
6392,1,104781
5728,1,88170
1519,1,37571
4114,1,83400
8639,0,153313
3608,1,63040
5633,2,67258
3070,2,35731
2627,1,39633
3133,0,36529
8133,1,104693
2880,1,43240
1234,1,40823
665,0,27417
1171,1,26753
6519,2,103088
8165,2,110634
9778,1,237102
3165,2,71180
2627,0,55092
2658,0,57447
981,1,27867
3354,1,49004
6772,0,64934
9430,1,131112
5475,2,100838
7184,0,74714
9778,1,160409
4272,1,94181
7437,1,130708
4810,2,77335
7025,1,123053
95,1,13671
9272,1,115356
7468,2,106724
7753,0,83821
5823,1,114592
5791,1,98763
7722,1,103891
4905,0,50913
3766,0,35099
190,0,7061
6013,1,114494
1804,0,24246
9399,2,94221
4684,1,83690
8291,2,206494
4335,1,108731
8797,0,114705
886,1,25873
9715,1,163401
6266,2,103178
8006,1,151145
475,1,30763
3734,1,55169
3892,2,50544
1013,1,22483
9177,2,160799
2405,2,46676
601,0,17198
538,2,15516
5222,2,62323
3924,1,80100
8703,2,111323
5411,2,62396
5538,1,76268
696,2,15247
8734,1,183563
5222,0,61879
9367,1,167628
6709,2,131772
6835,0,96081
7152,2,125114
8544,0,109659
6456,2,121745
6044,1,123484
1772,0,28486
1171,1,23903
7690,1,140288
2595,2,292679
1962,1,113917
5380,0,80972
7627,1,114601
2785,1,52040
5316,1,69940
4810,0,49317
5032,1,68632
7310,2,201260
9937,0,290434
2880,1,116958
3924,1,79079
4937,1,77665
127,1,31022
9778,2,102595
316,0,11593
9589,1,116549
3070,1,42275
5759,2,59989
1741,1,27629
3924,1,51625
9367,2,193701
7658,0,112390
5348,1,82025
8323,0,79997
8734,2,87498
9652,1,117452
3070,0,204211
8291,0,82491
7848,0,113038
5949,0,117755
9462,1,128273
6392,0,67180
759,0,26161
6519,1,93410
2310,1,35016
9367,1,128412
981,2,85442
8418,1,120283
4715,1,206287
2816,1,101183
2658,0,64520
316,1,27248
8924,2,166385
9747,1,226355
1551,1,32113
4399,2,49051
5190,1,70380
5791,2,146951
7152,1,141822
3829,1,80960
158,1,15899
6203,1,121468
2437,2,56178
9209,0,90088
4430,1,61212
4684,0,51354
5316,1,70588
1804,2,26963
3861,2,42436
8354,2,139910
4684,1,156856
9399,1,195595
7310,1,179562
7595,1,152101
4810,1,104949
32,0,22038
8892,1,170899
3481,1,73497
8291,0,122307
9304,2,157071
3291,1,73275
9620,1,216943
6772,1,185911
4335,0,81706
222,0,11073
6487,0,61371
8513,2,88692
3924,2,41875
4684,2,106506
9272,0,126814
4873,0,76555
5665,1,119281
6108,1,229082
8228,1,166266
3766,2,83417
5696,2,82487
5380,0,89133
9272,0,143967
443,2,31476
5032,0,78414
5823,0,612683
8608,1,695798
3956,1,146292
3956,1,77331
316,1,13244
3639,1,49229
665,1,12416
3924,1,157587
6582,1,142192
570,1,22717
4272,1,87952
7342,0,104556
4177,1,88322
285,0,20483
4905,2,93991
538,1,26738
8481,1,168821
538,0,154885
3101,1,75133
6392,0,94455
2595,1,58758
8987,1,212180
9968,1,183815
6234,2,128958
2627,0,37931
5316,2,125761
1392,1,44626
6361,2,70762
9462,0,86262
7722,1,101594
1994,0,27820
5190,2,54888
3291,1,49742
918,1,17402
728,0,10756
3829,1,51179
5633,2,58974
6582,2,809201
633,2,67571
5918,1,89972
4051,1,90278
3481,1,82290
1234,2,52725
6551,1,126144
3449,1,80231
4177,1,134794
9747,1,254240
4114,1,92759
2057,1,48857
2437,2,56849
2089,1,61909
7816,1,187552
7911,1,193983
4620,1,109271
3766,1,169557
