ArraySize,Key,runtime
70886,35127,634
45886,88608,1684
38291,60127,229
3797,31329,48
12975,39557,57
5063,97468,48
44304,42089,174
58861,12658,6249
61392,69304,1463
89241,99367,337
55063,16139,129
95253,56962,272
8544,0,551
17405,98101,1089
80380,63608,1149
0,2532,277
87342,80696,1590
68354,86076,1223
23418,88608,1325
78481,80063,711
83544,41772,1404
81962,73734,2128
68987,61709,4119
25633,49051,126
78481,20253,1193
26899,46835,126
90823,69304,1389
6646,30063,48
45570,18038,1625
68671,55696,1828
89241,11709,3574
89241,37658,385
57278,7911,1529
28797,31962,1701
316,42405,122
19304,49684,106
6013,84810,48
19937,68038,121
7911,90823,128
67405,79747,230
65506,6962,7577
2532,50316,157
316,89873,51
24367,74051,1290
94304,75316,317
7595,57278,1019
65506,45570,194
30063,96203,165
45886,32278,1156
66456,52532,632
22152,34177,277
97785,14557,2455
2532,44937,127
25316,69620,1893
14241,95253,166
87658,20570,335
98734,22785,1614
88924,64557,1022
43354,17089,60
9810,81646,50
36076,66772,306
34810,97468,55
31962,13608,56
59810,12975,73
20570,16139,59
36076,95570,52
38291,2848,60
32278,1582,54
73418,50633,71
87025,54747,1738
72468,87658,407
95886,98418,434
50949,61709,157
83228,47785,148
50316,49684,381
19620,30380,119
19937,47152,50
71203,82278,2680
40823,83544,1163
90506,93987,1061
93354,6962,133
27215,26266,268
91139,50316,1870
68038,23418,328
88608,99367,548
97468,46203,696
30380,67089,193
37342,99367,148
9810,94304,51
12342,67089,49
45253,49051,1053
72468,16456,484
19304,84177,50
26582,18038,51
3165,68671,61
79114,37658,462
24367,14873,122
98101,949,437
60127,70253,63
74367,33544,333
18987,65823,55
20886,91456,50
63924,37342,63
45886,19937,186
86392,37342,159
25316,60759,1220
14873,38608,131
18671,72468,56
49367,40190,129
60759,23734,177
53481,91456,66
91772,8228,65
63924,40506,403
95570,71203,450
70886,50633,1252
31646,5380,79
77848,62975,164
86709,1266,1227
92089,4430,550
5696,63924,53
73734,6329,76
6646,44304,121
68038,87025,91
49684,7595,90
2848,55380,54
83861,79114,286
71835,91772,365
60759,15506,119
16772,20886,62
30063,88608,1208
5380,33228,647
19937,91456,239
1582,38608,82
94937,88608,1492
78797,79114,1386
9810,32595,64
89873,26266,241
18354,55380,107
10759,67722,166
56962,96203,115
54114,40190,180
87025,28165,257
95886,75316,127
27532,31962,50
71519,92089,1100
37342,78797,125
32278,13924,127
41456,81646,3620
44937,31962,797
27532,34810,60
26582,17405,52
42089,83861,56
45886,76899,1093
2848,18354,85
8544,3797,53
87975,54430,120
27532,65190,65
98734,37342,1003
25316,35443,644
79114,32911,60
25949,13608,67
6329,17089,51
54747,70886,716
23734,30063,55
46203,58544,61
48101,31013,65
59177,83544,701
12025,90506,51
68671,6646,294
70570,34177,1808
42722,6962,462
68671,45253,783
68987,37342,2179
1582,31013,97
34810,67405,1993
96203,64241,2013
78797,72468,1375
39241,68987,3452
48418,72468,1989
81013,43354,603
35127,16456,53
10759,57911,55
16139,44620,1983
38608,5696,1013
25000,41456,116
15190,62975,164
16456,23101,53
14557,96203,66
34177,53797,56
29747,27215,56
74367,6646,63
72468,31013,966
14241,70886,60
87025,53481,1053
55696,98418,1609
69937,56329,2047
55380,26266,1434
37342,9494,124
86392,15823,4050
90190,7595,4623
29430,79430,153
87658,94304,330
75949,5063,362
24367,86709,1097
9177,53165,144
68038,73418,128
1266,42089,53
87658,49684,1451
18987,55063,54
20253,8228,1314
92722,83861,1718
45253,5063,181
28481,12975,1976
74684,6329,1125
47152,43354,97
84494,48734,1800
50000,60443,2256
18354,633,86
93987,49367,3147
41772,24684,631
28165,89241,355
46203,38608,171
82278,87025,1654
10759,36709,147
6329,66456,322
949,48418,119
50949,97785,1743
74367,67405,2354
87342,38291,3424
36076,90823,2654
42405,27532,2365
23418,11392,3492
46835,55380,3818
27848,46835,1416
4114,96835,110
31013,24051,244
41139,18987,572
41139,96203,364
74051,49684,874
24051,83544,60
95253,85127,3758
633,38291,150
57911,83544,2737
86076,21835,1722
79747,5380,953
40823,11392,271
47468,15190,284
27848,32911,139
82595,61709,235
35759,75633,240
68987,16139,183
74367,40506,1383
30380,72785,1437
72785,56013,1633
50316,11392,3232
3165,43987,207
94937,22785,2246
65823,71835,230
31962,0,4076
13291,34810,891
70253,41139,2441
66772,92722,145
50633,50000,1927
15190,81962,65
20886,16772,126
47785,1582,196
73734,94304,2261
76266,68987,105
8544,46519,53
33228,4430,1204
77532,79747,3075
63608,31962,2397
59177,24684,807
63608,32911,1796
18354,35127,863
45570,94304,4650
98101,28165,1820
56646,59810,14796
69937,23101,1876
30063,69304,1073
97468,30063,2182
57911,39557,1746
54747,35127,152
44620,93354,130
30696,20253,298
48418,18671,135
32911,43038,1256
36076,82278,112
40190,57911,1152
48734,91456,195
80063,47785,181
44937,72785,164
21519,70886,3007
55380,82595,397
42722,85759,1858
97152,8544,3183
6646,1582,176
37658,97468,1936
58861,93038,571
7595,27532,51
87975,4747,73
6013,59494,48
3165,22468,48
79430,34177,2016
1582,49367,61
76582,10127,793
5380,23734,51
56962,1899,1218
78481,31329,112
65823,13291,1369
9810,16456,62
62975,40506,508
30696,44620,54
1899,37975,51
70253,64241,1221
88608,94304,1109
81646,70253,642
90190,10759,79
23101,70886,61
44304,14557,1696
69937,93354,1347
26899,33228,64
81013,20253,73
12342,88608,68
93038,31013,174
15190,4430,1276
68038,10759,177
41772,74367,58
71835,44620,762
12658,66772,57
38291,36709,58
24684,80063,1931
72785,64873,1135
12025,14241,65
49367,2532,254
76582,1266,85
95253,96835,149
96519,85759,193
78165,35759,1244
4747,8228,49
61076,34810,914
93354,41139,134
75316,28797,112
5063,29747,46
59177,49684,160
46203,37342,1165
85127,34810,1402
62025,79430,181
87025,26582,195
50633,65506,1250
95253,81329,146
84494,47785,1838
91456,28481,1043
13924,36709,129
97468,34494,1653
25949,2848,1106
11076,51582,77
87658,52215,128
26582,7911,112
86392,25000,1302
47468,22468,492
21835,4747,115
12025,61392,52
5696,7911,120
38608,25000,931
67405,73418,75
97152,95253,991
71203,95570,60
4747,98101,45
29747,15506,50
79747,41772,860
75000,67089,80
18038,86709,49
3797,49051,46
41772,50316,79
53481,98734,60
45253,53481,53
7911,63291,49
83861,22152,60
37975,86076,51
31329,91456,119
83861,79747,1071
42405,65506,76
63291,74051,58
47152,54430,55
83228,93038,1048
50000,71835,54
76582,9494,862
42089,45886,1114
43354,31646,96
87342,4430,57
63924,36076,58
40506,38291,49
30380,16772,51
6962,18987,52
20253,99367,52
29430,949,56
87658,79114,866
74684,14557,3647
34494,95886,141
76582,88291,54
76582,57911,890
60759,23101,68
29430,64873,51
71519,30063,73
71835,74367,60
36709,14873,1665
98418,48734,1703
62342,55063,490
65823,52848,1386
78165,91139,2031
49051,71519,1191
15190,90506,112
23418,74367,965
57595,45570,2763
62975,18987,1444
6329,59494,309
99684,60127,1067
50316,2532,740
92722,27532,2215
3165,15190,245
27215,58228,195
12342,11392,361
35759,29430,90
28165,49367,54
91772,54114,819
89241,7595,1506
37025,99367,945
52215,21203,130
81013,79430,1618
33861,88291,1547
5380,56329,183
53797,89873,2293
99684,67722,1050
81013,90190,95
69937,94937,233
91139,67405,955
37658,24367,61
97152,61392,1038
61076,86392,69
13924,32911,49
6646,13924,46
83861,72152,177
54747,30696,962
94304,78481,1839
29430,41139,71
69620,98734,1711
47785,66456,1344
74684,92722,2069
70886,16139,77
19937,30063,59
9494,73101,49
51899,55696,304
74367,81646,173
49684,58228,5505
51899,98101,1448
80063,31013,1474
93671,93354,1335
90823,65190,1957
86076,15190,820
75949,98418,133
84810,90506,1883
31329,28481,108
95886,40190,1394
3165,49051,69
47152,69937,577
59810,8228,282
59494,66139,1197
18038,46519,905
90190,93038,1188
77532,83544,951
67089,97152,1885
5063,20886,230
81329,81329,1004
23101,40823,190
56013,65823,126
68354,22468,1111
66139,4430,1428
53165,17089,1259
40506,10443,152
65190,94304,163
85127,68354,123
99684,83861,4413
88924,92722,1832
10759,33861,1051
81962,96519,852
80063,60759,2135
72785,8544,141
11709,13291,1197
15823,96519,905
78481,57911,906
69304,27848,95
65823,87658,1144
82278,81962,1330
19304,15190,74
22468,77532,53
24367,44937,54
88608,70886,2184
85759,60127,2442
14241,7595,161
47785,61392,657
91139,60443,1600
44620,50316,65
53797,0,261
67722,15506,1121
72152,99051,3182
17405,13291,130
2848,6013,45
35127,83228,928
45886,66139,1031
45570,46203,924
18354,15190,135
31329,43354,1109
43987,15190,1219
46519,22152,973
88924,37658,3336
99684,51266,259
15823,59810,132
69620,24051,1749
94304,23101,287
50949,2532,197
13291,99684,128
31013,26266,1269
66139,92405,54
96835,1582,63
34177,71203,51
35443,87658,922
23418,15190,88
95253,98734,65
7278,41772,46
11392,38608,49
79430,69304,1067
68038,17405,1003
45570,63924,111
75000,81013,95
56013,20253,59
27848,6329,48
25633,91139,56
50633,53797,1026
92722,94304,83
88924,7278,66
14241,38924,49
2848,23734,45
5380,24367,46
50633,85443,56
633,61076,46
21203,28481,54
4747,32595,50
14557,33861,52
20253,88924,49
1582,25316,46
66456,93038,1073
69620,38291,78
37342,70570,52
71835,11709,93
29747,19304,625
2532,76582,53
25316,45253,47
62025,46203,64
45570,48418,53
15506,316,602
54114,65823,67
55380,38608,1129
64557,53481,89
1582,87342,49
52532,40506,54
88924,79747,1018
37025,32595,72
40506,32595,47
32595,61076,53
58228,44937,58
50000,89557,51
8228,8228,47
76899,59810,58
22785,2215,56
71835,42722,56
50949,56329,618
74684,7278,60
36709,88608,57
80696,22468,2248
8228,95253,135
18987,32595,130
40506,66772,96
18354,86709,1251
32278,22152,770
95253,72152,62
17089,79430,53
5063,34177,44
67405,70253,60
1582,95253,54
52215,9494,58
8861,89557,52
64241,54747,62
71835,87025,1436
15823,22152,88
80696,4430,1310
23101,12342,49
60127,43038,86
57595,93354,58
47152,21203,55
86709,51582,76
63924,35443,1225
89241,18671,80
91456,27848,1960
6329,86076,83
22468,95253,849
18354,77848,49
40190,63291,59
9494,18354,54
32911,24684,1057
14557,6646,103
75633,51266,1433
92089,48734,1101
42405,60127,70
80380,73418,67
60443,38924,55
91772,12342,836
47785,47152,53
83544,21519,64
68671,53165,57
29114,64873,49
18987,66772,55
38924,10443,53
67722,23418,9506
26899,16456,72
48734,7911,51
94937,35443,68
87342,88924,882
21835,11076,49
11076,87975,53
88608,55380,1238
35127,30063,51
50000,61076,108
9177,87658,51
35127,40823,124
18671,40506,75
83228,95253,110
69620,47468,59
49051,39873,1714
3165,72468,130
70886,21519,4887
55063,30063,98
93038,41772,693
57911,87025,55
93671,73418,74
29747,6962,949
93671,2532,99
98101,17405,1113
83228,63608,170
83861,39557,77
16456,46835,57
20886,38608,47
35443,10443,53
94620,95253,62
93038,68987,1157
28165,90823,65
99367,93671,65
49051,5696,55
1582,72468,46
69304,10127,57
91456,43354,1419
83228,89873,1688
10127,3165,1120
52848,19620,801
63291,37658,1736
19304,5696,1232
70886,16772,1877
76899,62342,3618
78481,30063,950
2532,72785,49
89241,82278,2092
316,87342,545
63608,77215,116
77532,64241,111
16772,75633,127
6646,28165,46
30380,34494,49
85127,58861,1055
37342,15190,71
87975,96519,61
22152,90823,47
73734,71519,70
27215,96519,1356
12975,47152,203
31646,76582,1774
12975,31646,1484
46835,59810,2825
15506,41139,1409
21835,68354,125
34810,77532,108
30063,15823,1744
29430,71519,781
73734,85443,956
74367,55696,120
46835,60127,114
50949,95253,4586
80696,79747,1512
80380,99684,108
9177,55380,97
32595,31013,50
11076,10443,50
37975,90506,52
96835,74367,1158
33544,2215,1063
68038,54114,2394
92722,37342,2200
55063,37658,1902
4430,78165,1395
13924,22468,862
46203,54430,1785
39557,87975,178
75000,42089,522
25949,38608,50
37975,78481,539
95570,9177,1826
6646,28797,137
96519,28165,620
18987,73101,49
12658,51582,49
82911,40190,1012
73418,76899,2222
6329,59810,1098
67722,42405,1208
29747,26582,71
71835,45570,877
93354,80063,1490
36076,10759,111
87975,90190,3198
38608,77848,1507
83228,74684,2747
5696,57278,146
7911,66456,58
18987,73734,305
33228,90823,2084
93038,7911,1298
69620,79430,1443
9494,81646,869
32911,8228,988
15190,28481,194
11076,30063,49
44304,68671,125
80696,70253,1185
79747,86076,137
53481,37975,112
86709,93671,866
93354,31646,871
64873,48734,181
68354,58544,127
57911,13291,2328
80380,58861,2304
34810,93671,1595
78797,56329,3976
61392,1582,1459
78481,48101,133
35127,32595,120
83228,23734,2242
31962,20886,64
75316,58544,2907
99051,73734,161
48101,10759,125
39241,5696,818
73101,56962,2143
18671,14557,1293
61076,19620,1891
97152,25316,224
93354,80696,1240
48734,50633,1633
18987,50316,127
59177,13608,107
10759,77215,176
9810,45253,218
18354,64241,178
79747,81646,408
87975,80380,1269
80063,64241,68
71203,3481,1320
82595,31646,979
633,70886,63
60443,35759,1170
39557,4114,1107
55696,81646,931
71835,95253,758
84177,49051,1640
30063,71835,1423
71835,17405,67
73734,73418,2003
15190,87025,265
6646,31962,249
65506,64557,226
84810,87342,1131
949,57278,52
28797,62658,1963
48418,66456,80
11392,31013,150
32595,97785,736
55696,42405,67
94937,33544,63
34494,61392,58
32278,39241,59
87025,32595,841
9494,41139,102
1899,36709,50
26582,10443,82
41456,20570,1157
95886,17089,1100
14873,35127,58
27848,64557,59
27215,3165,61
79747,94937,63
72152,94304,78
1582,15506,46
96519,58544,1220
43354,25949,118
29114,89557,58
75316,36076,128
10127,35759,54
7911,17722,54
58861,91456,64
87975,30380,1606
85443,23101,1667
26899,67722,2635
1582,68671,95
33544,50633,1518
23418,59494,296
73101,58544,1520
35759,72152,1647
11709,87342,290
25000,9177,362
10127,6329,221
61076,39241,639
11392,46203,54
46835,5696,284
65823,44620,389
44620,2532,1598
33544,1582,371
38608,70886,3652
75316,80380,129
96835,50316,143
77215,72152,314
87658,56329,1089
38924,76266,74
85443,46203,71
94620,20886,1372
85759,95253,927
20253,50316,89
83544,94304,67
69937,32595,1257
99051,56013,1287
37025,633,51
44304,70886,1030
88608,25633,1409
16456,81013,128
23418,56646,110
37975,69304,113
35759,70886,109
8228,31962,50
25000,94304,54
90506,74684,76
77848,16772,141
68987,15823,191
24367,24684,49
86076,38924,813
95570,77215,77
65506,56329,57
9494,50316,56
47785,33544,738
16139,93038,62
54114,7278,54
3797,94937,45
2848,39557,46
65506,80380,1257
83228,87658,1150
7595,87658,60
90506,52848,1252
10443,47785,820
6329,33861,56
40823,15190,961
47468,9810,55
49367,62975,68
7278,38608,45
85443,56013,906
63924,18354,3284
83861,13608,840
16139,45570,64
39241,78481,59
81329,67089,107
91456,12025,1846
32595,28797,61
88924,62025,2113
51582,23418,866
25949,82278,49
45570,95886,178
18354,26582,58
9177,52532,50
31329,6646,767
27532,98101,149
89557,50316,1743
43354,72468,677
9810,6646,70
3797,40190,49
87342,45886,60
49684,39557,53
31962,18038,62
9810,54430,53
31013,46203,65
9810,45886,48
25316,72152,50
56962,41456,58
92089,17405,67
22152,62975,906
89873,80380,1056
56962,68987,84
73101,93987,66
37342,15823,51
42722,48101,57
34494,27532,48
52848,47785,54
9177,91139,581
59494,61076,68
30696,949,1021
31646,92089,94
79114,37025,1677
62025,30063,1225
94620,82911,1457
48418,34810,1175
27848,54747,546
85759,58544,3094
11392,0,968
61392,74051,181
13924,24051,50
82278,17722,1181
54114,31329,320
85443,53481,112
50949,33861,1505
4114,51899,45
54430,88608,49
49684,62025,49
25633,50949,48
8228,61709,50
67722,19937,1879
7911,69304,120
7278,13924,113
18987,83228,2201
93671,42089,1648
39557,49367,795
22152,42405,49
48101,74684,68
55696,316,1421
83861,14241,180
66456,95886,110
85759,84494,1275
13608,53481,142
87025,75000,1573
11392,49051,1112
79747,72785,786
43354,51582,1415
68671,83861,1140
72152,93987,182
62975,33861,1878
94304,75949,316
35443,29114,142
30063,33861,108
68038,68354,348
17089,90190,124
94304,27848,171
68038,73101,1249
87342,48418,1405
9177,75633,868
7595,69937,62
70253,13924,98
0,62658,52
16139,89241,94
6013,42089,47
68987,75949,114
19937,93354,1997
6646,35443,86
59494,52532,190
52848,68671,257
97785,61709,577
93987,22152,119
24367,75000,48
79747,12658,2157
24367,54430,1445
1266,26582,72
40190,36392,2440
46835,44937,1437
72785,56962,1091
11709,75000,67
43987,93671,62
58544,80063,2826
17089,32911,63
42722,9177,953
81329,87342,96
10759,69304,48
66456,53797,112
24367,53165,52
95570,35443,1119
98734,71203,1584
76899,13291,2725
85127,17722,3270
69304,47468,1415
44620,94937,67
30063,99684,49
71519,42089,70
82595,87975,153
29747,25316,56
31013,63608,60
46203,15823,55
74684,82278,4398
99684,33544,100
17722,87342,1049
24051,75949,807
3165,40823,636
74051,72468,2369
63291,80063,2233
0,83861,75
20253,65506,140
39873,43987,756
66456,75316,1913
43671,33544,987
29430,77532,225
62975,68354,123
26266,30380,173
18354,24051,384
5063,95886,122
11392,34177,1785
91772,82278,634
58861,85759,1246
18354,40190,64
56962,65506,54
34177,34810,1116
96519,28797,1290
9177,4114,807
68354,99684,86
95253,77215,2103
21835,49367,1313
98734,67089,162
25316,81962,1362
60443,24367,1243
50000,61709,148
92722,9177,268
34177,62342,161
66139,13608,1470
5380,66772,51
74367,91772,1421
24051,79114,1385
81646,13924,1190
11076,49051,65
30063,85759,4861
32595,60759,174
90823,4430,237
74051,34810,1155
11076,21203,137
20253,32278,159
97468,91456,1203
56013,86392,1220
13608,41772,144
56329,18987,2094
95886,35127,2139
77215,99684,77
93671,89557,268
94620,68038,1056
45570,44937,50
87025,16139,59
24367,61076,52
4114,44304,46
80380,84494,59
22468,94304,50
76582,79114,612
86709,5696,60
23734,5063,75
99051,44937,930
93038,4747,104
6646,34494,48
62025,7278,1447
25000,11392,157
316,69937,99
20253,90506,210
42722,32278,163
73101,14241,1307
5063,21203,94
8861,40823,84
28797,61709,97
12025,51582,91
43671,1266,687
69304,62342,59
316,58228,44
70570,67089,60
52532,70570,65
65823,79747,63
9494,58228,50
89241,47468,61
92089,57911,688
81013,30380,55
18987,32911,48
59177,25633,57
84810,13291,1065
54430,58861,54
79114,22785,859
88291,18987,93
70886,79114,77
32595,93987,51
66772,99051,62
14557,36392,51
87975,75316,66
1266,43038,46
13291,56329,595
78481,55380,61
92722,6646,596
62025,95886,58
23101,72785,49
27532,94937,49
51582,6962,60
63291,5696,942
50316,89241,72
316,69304,46
81962,50316,59
36076,55063,54
48418,23101,63
67405,1582,58
8861,82278,49
18354,18038,48
44620,74367,639
85759,79747,2214
63924,33228,190
10127,31013,86
93987,47785,61
22468,6013,47
95886,85759,826
16772,67089,47
6013,33228,45
78481,76266,81
14241,1899,49
47468,5696,3668
84810,29114,1123
65190,91456,656
39241,55696,82
67722,67405,71
31962,32278,49
59810,43987,63
77848,64873,1409
52848,89557,84
9810,47152,47
93671,60127,1053
75633,86392,1282
34177,43987,89
51582,76582,94
63608,37342,62
69620,25000,60
14873,68671,52
99684,73101,1033
69937,71835,90
32595,31646,57
24367,18354,49
99367,21519,1130
92722,97785,1132
61392,45886,69
84177,59494,60
34494,80696,984
74684,949,89
44620,67405,48
6329,78481,46
33544,93038,48
88924,87342,1141
69304,11076,80
56962,51582,51
33544,51582,773
23101,87658,50
11392,19304,48
21519,19620,49
949,82595,45
54430,58544,48
26582,99367,49
35443,37658,50
87025,22468,982
86076,31646,1145
47152,18671,2382
51266,64873,1382
75316,10759,1373
1582,23418,74
62975,95886,2821
12025,60759,794
90190,15506,330
15823,30063,133
29747,98734,106
32595,16456,170
77215,31013,1045
33861,71835,1511
95570,18671,1323
14873,32278,63
74367,46519,111
35127,39241,105
39241,22468,50
28165,19304,51
94304,12342,1100
11076,84177,1189
57278,80063,1442
23101,98734,1140
5063,68038,73
13924,51582,266
17722,20253,411
3797,95886,176
45570,54114,1061
32278,75633,241
76899,17089,1628
48734,61709,664
39241,46519,105
29747,75000,970
51899,25316,114
86076,45886,6201
69620,44620,1173
85759,54430,111
56646,36392,70
26266,22468,971
65506,74684,1572
22152,12658,1662
14557,37975,1220
48101,72785,1006
26899,31646,64
81013,48101,1383
57278,22152,1354
57595,24051,66
93038,88608,1706
56962,15190,171
14241,81646,267
97468,80063,169
25316,58544,142
46203,47152,632
60443,41456,263
38924,34177,986
11076,13291,103
54114,97152,1352
38291,78165,1163
36709,95886,1286
8861,43354,133
43671,27532,54
11392,83544,49
95570,26899,1054
57278,15823,117
70253,68038,57
29747,17089,1031
10127,71519,62
56646,62658,1236
83544,68671,148
18987,69937,1453
44937,54430,2215
26266,80063,2037
8544,56329,1103
96835,11709,1954
88924,1899,1887
33861,43987,156
89873,72468,1810
36076,11076,57
20253,80380,53
2215,32278,51
81646,86392,143
5380,74684,46
6646,43987,49
84494,40823,171
50000,77532,666
26582,22785,47
43354,35759,4211
18671,98734,111
81962,20570,1791
18038,75633,131
11076,75949,61
63924,84177,223
72152,11709,3474
86709,56013,1618
18354,60759,132
79114,78165,214
40823,23734,225
58228,52848,204
37342,33228,205
7911,67405,842
9494,26582,1221
52848,39241,78
18671,93987,48
92722,44937,1054
22785,93671,801
949,21519,953
36076,47152,826
51582,37342,1586
66772,54430,1018
74684,5380,179
68354,40823,959
67722,59810,1413
37975,19620,166
91772,38608,1958
49367,82278,146
21835,47468,192
29114,5380,1143
11076,88924,138
37342,77532,210
56962,94620,191
61076,66456,362
5063,3797,1441
3481,50633,915
79430,70570,994
81962,39557,1971
60443,23734,69
53797,23418,60
64241,86392,979
68354,28797,87
79747,79430,92
73418,42089,901
94937,55063,1367
27848,91139,63
54430,66772,1815
95570,98101,1859
86392,10759,2781
43038,53797,156
75316,30696,898
5063,21835,62
70570,56646,102
51582,58861,56
49367,70886,55
94304,70886,61
5063,40506,45
17089,50000,51
86392,42722,61
56329,32911,629
31646,90506,50
77215,21203,1075
949,37342,172
50633,77215,52
71835,7278,200
31646,81646,57
51266,56329,224
85127,37975,1277
27532,65823,153
50949,32278,54
95253,63291,56
50633,2848,52
60443,37658,2008
38924,40190,1101
1266,94304,122
65823,24051,125
18987,45886,90
75633,39873,66
21519,77848,49
26899,45253,49
41772,96203,49
59810,6962,1096
8861,63291,1005
79747,96519,1188
36709,96519,84
91772,13291,60
74051,43354,58
85127,73418,1056
23418,316,60
42089,21519,59
98734,47468,1083
88924,59810,819
72152,39557,105
5380,62342,46
72785,17089,895
20570,13608,80
35127,8228,48
86076,99684,58
55380,80063,56
87342,54747,61
25633,43038,50
7595,5696,46
20253,5696,64
62025,85443,178
77532,3481,66
19937,62025,49
60443,22152,71
23734,23418,1202
95570,89557,1000
59177,83228,1083
70570,49367,70
49684,37342,51
57911,33228,62
37025,99684,49
3165,43038,46
15506,34494,48
99051,82911,60
20253,4114,245
13291,8544,49
53797,38291,57
54747,44304,80
87025,28481,4907
73734,31013,1016
88924,6329,205
53797,88291,52
6962,12342,46
4747,96519,46
14557,45570,50
89557,98734,282
61392,16139,1075
72785,69620,90
88924,35759,80
23734,51582,56
73418,61392,59
65823,47785,209
28797,30696,63
66772,71519,62
95570,9810,59
12025,78797,88
18987,24367,55
63291,44620,59
25316,63291,49
87025,92405,334
97785,0,329
38924,88291,85
49367,66456,56
66456,89241,61
56329,11709,56
38291,27848,52
89241,75000,990
99684,6013,61
40190,56013,50
76582,97468,77
35759,87025,50
53797,62025,58
55696,10443,154
94620,10443,142
5696,35759,61
31329,24051,49
72468,93038,64
10759,85127,50
18038,2532,49
41139,73734,75
68354,9177,70
5380,81329,52
44304,38608,55
27532,43987,229
20570,69620,49
14241,58544,51
50633,71519,60
75633,69304,73
78481,21519,420
30063,55696,185
44620,76582,1136
36076,52532,164
93671,62025,2075
82595,46519,1246
34177,24684,1791
53165,72468,1106
2532,19304,143
80063,25316,1112
79114,47785,1486
28481,75633,604
63924,53165,2481
72785,48418,3436
87658,8544,2054
92089,92405,376
66139,47152,2684
88608,50316,2316
54430,14241,1982
23734,45570,962
96203,5063,1333
99367,64557,118
22785,96519,50
69937,65190,2131
19304,5380,80
17405,22152,119
52848,58544,55
92089,87025,60
66139,70570,1704
15190,57595,64
65190,50316,362
84177,58544,2145
97785,22468,1559
3797,8544,52
64873,66139,1337
21519,81646,856
17405,91456,326
22468,33544,1013
67405,80063,477
52532,66772,128
72785,12658,4235
39241,7278,291
41456,82911,308
23418,56962,897
96203,60443,104
36076,36076,1287
27215,60127,1169
18987,87342,350
316,33861,125
89557,10127,1269
43987,29747,1178
20253,1266,134
56646,53481,2827
35127,34177,193
99367,78165,123
81962,66139,1332
85443,70253,2435
43671,32595,2786
83544,316,1820
48734,43987,2539
43671,64873,1001
86709,64557,1252
25949,4114,67
13924,20253,48
72152,32278,1660
62658,48418,3015
60759,17089,1064
25633,63924,54
25633,51899,49
5380,29430,49
75949,34810,1555
11392,633,66
23734,39873,1641
65823,33544,3074
24367,30696,55
85759,55063,1557
23101,74684,419
39557,84494,274
89241,26582,2205
4430,51899,228
55380,72468,1590
4430,21519,142
27215,52215,123
16772,95570,1353
52532,8861,329
36392,50949,140
52848,61076,54
98101,80380,60
52215,41772,916
49684,13608,70
52215,44937,54
43671,40506,87
48418,68038,56
14557,77215,158
27532,42089,1035
20570,94937,2305
83228,61392,1204
6329,32278,106
77532,86709,1393
24684,66456,664
94304,44304,1264
46519,45570,65
25949,46203,50
4747,24684,45
633,18671,46
92089,74051,1521
62342,78797,1649
97468,64557,1542
12342,67405,63
21835,67089,71
19304,15823,84
33544,90506,950
59810,56962,450
30380,19304,825
28165,72152,933
56329,44620,86
22468,39241,2093
2848,2215,90
64557,55063,148
87975,83228,302
88291,60443,2527
633,39241,72
31962,45570,72
73418,1582,2193
7911,79430,77
88291,37342,191
73101,42089,1266
85759,81329,1708
97785,26266,2544
84810,66139,148
46519,47785,141
86709,35127,67
37342,3481,49
20253,98734,147
37975,65823,1102
14241,16772,72
40190,85759,50
64241,25000,210
22468,63924,112
58544,316,1742
73101,6329,4096
74684,68671,120
83228,13291,3345
42405,59177,234
66772,63608,134
39873,26582,53
41772,70570,49
4114,35443,45
75000,88291,80
2215,46835,69
26899,22785,63
78165,79114,993
8861,21203,89
56329,75949,65
52848,24051,54
89557,17089,127
21519,74684,50
57278,2532,1135
24684,69937,81
33861,35127,65
80063,0,256
25000,70886,64
22152,65506,52
32278,60127,52
39557,4430,47
37342,58861,53
7911,30380,52
37025,76266,48
58544,4747,1748
11392,64241,173
64873,42405,268
30380,98734,95
96203,88924,196
42722,59494,52
94937,21203,59
7911,19620,48
69304,15823,68
68354,29747,65
22152,13291,47
6013,87342,46
7595,29747,46
16772,24367,291
43354,59177,64
23418,40506,48
52532,5063,56
0,80063,47
81646,42405,64
62025,5063,55
30380,41772,51
35759,83228,49
59494,46835,232
45886,96519,56
10443,83861,49
39873,7911,58
33228,22152,53
28481,48734,50
41139,77532,50
36392,1899,1324
63608,56329,94
48101,45253,53
13291,90823,48
71835,46519,396
3797,85759,1172
50949,37025,147
25949,71835,48
35127,36709,3287
62342,81962,141
62025,26266,891
75633,15823,743
93354,15190,1010
77532,90506,154
12975,28481,130
37025,68671,50
12975,74684,50
81646,65190,60
55380,7278,161
79114,25633,72
65190,40823,59
55380,40506,55
14241,80696,49
87025,41772,59
47785,84494,55
46835,51266,2214
21519,2532,133
97785,70570,1440
58861,94304,216
75316,28481,132
15506,46835,95
18038,73418,84
59494,28165,75
3481,75633,49
633,40823,51
40506,83544,48
54747,54430,54
15190,3481,49
74684,47152,121
92405,5380,58
65823,59177,57
66772,70886,1138
82911,23101,89
13291,19620,50
15823,77532,65
84810,99051,769
39557,61392,81
80380,48101,59
37975,18354,54
78481,47152,63
18671,24367,58
32278,47152,49
98418,14241,206
18987,29430,49
27532,46835,54
65823,72152,59
83861,31646,61
35759,50949,51
42405,13608,53
46835,69304,55
39873,25633,1403
93038,42722,991
