ArraySize,Key,runtime
53165,42722,236
94304,58228,353
80696,949,60
82595,77215,1396
65190,44620,1267
75949,11709,239
93671,4747,1749
81329,44937,1375
20886,38291,1257
82911,73418,2200
40506,83228,132
17405,93038,120
16139,31646,52
53165,93038,382
43987,77532,53
64557,55696,131
6646,23734,51
53165,13924,62
11709,16772,55
20570,95570,50
56329,31962,88
75949,50949,64
12025,27215,53
18671,33228,383
52532,66139,60
94304,25633,1383
77532,61709,99
37025,74367,1478
24367,40190,52
52215,38608,59
16139,24051,50
30380,90823,60
10443,54430,211
43671,84177,51
95253,9177,807
83228,33228,342
18038,51899,53
22152,94304,60
81646,51266,1217
39557,42722,1397
19937,90506,302
32278,11392,274
62658,85759,489
64873,82911,371
59810,8544,130
36392,35443,54
66772,72785,100
33544,2848,58
90506,18038,134
73418,95886,164
63291,14241,1473
86076,2848,121
1899,40506,48
94620,23418,1342
20253,6013,797
97785,86076,1433
38608,60127,131
60443,80380,124
24684,77215,50
22152,5696,199
12025,4114,129
34810,43671,134
87658,2848,1044
38608,20886,130
13924,89873,112
94937,47152,124
62342,93354,120
19620,18038,127
28165,41456,1146
45570,58861,106
86709,75949,1439
77215,62025,1175
54747,45570,120
75949,72785,127
87658,63924,2285
91772,43987,185
51899,1582,152
64557,85759,116
1582,76266,46
75000,77532,114
22468,45253,149
18354,56962,125
6013,49367,47
75000,67722,95
77215,88608,175
90823,50000,1234
85759,14557,343
20253,23418,128
37658,99367,1845
62342,78165,1823
55063,40190,280
58544,96519,1902
98101,15190,1178
93354,4430,1246
84177,51582,1107
90823,55063,1121
27215,40506,1266
77848,18354,16792
85443,35127,1042
32278,23418,92
6962,64873,57
75000,43038,60
13291,46835,48
6329,2532,46
72152,77848,1200
53797,96203,67
48101,53165,62
13291,9810,55
3797,84177,45
31962,2532,60
32911,90506,61
72152,48734,61
70253,66772,1367
58228,65190,1868
52532,4747,2220
37975,88924,3270
28165,96835,2917
79747,7595,2909
89241,5380,3532
73101,1899,1492
63291,28797,975
89557,49051,3705
46835,11709,3513
46519,22468,862
56962,85127,2539
79114,60443,3539
51899,31329,2507
76582,17722,2794
83544,35127,1909
26899,13924,395
24051,82595,1955
89241,97468,1389
48734,81646,159
89241,61709,1254
23734,78481,131
84177,42405,495
34177,21519,2140
86076,34810,1906
90506,5063,1146
4430,87025,50
50000,56962,111
37658,21835,205
95253,13608,1490
58861,53165,1263
45253,20253,1455
39241,21519,259
62658,2848,2203
44620,13608,676
3481,44937,166
76899,46835,1279
39241,79747,1048
87975,97785,3389
67089,52532,1401
83861,36392,133
28797,7595,48
99684,97152,2322
87342,18354,116
83544,38924,83
58544,37658,1069
31962,30380,950
69304,36076,854
93354,78165,1560
25316,97468,862
56013,38608,174
65823,63608,1950
11076,97152,249
62342,29430,894
6329,77215,65
62658,23734,129
28481,0,213
84494,90190,151
25000,7278,88
27215,93671,446
44304,88291,181
47785,40823,2124
15190,6329,135
56646,89241,152
68354,20886,932
98418,13608,1115
73734,98101,905
46835,31013,926
22152,24367,234
6329,42722,163
10127,68671,130
90823,75316,389
5380,24051,76
85759,12658,67
37975,58861,2489
84177,82595,519
34177,45253,150
47468,42405,246
0,27848,47
36709,86392,1538
47468,12342,1110
45253,22785,2053
16139,69937,1212
59494,91772,1043
85443,55696,286
63608,99367,302
82911,43987,1010
30696,95886,1332
16456,35127,1326
7595,24367,1181
87342,96203,1495
10127,52848,123
51899,40823,166
12975,43354,1039
38291,63608,128
8228,82911,54
29114,31013,55
30380,316,1878
66139,9810,1800
12342,42405,109
48418,43038,1874
19620,62342,63
34177,93987,312
28797,71519,515
8228,81962,194
12658,13924,169
14873,72785,139
89557,52848,1571
31013,31962,947
42089,92405,7653
62975,75000,126
88608,22152,112
90823,82278,859
42722,51582,1688
89873,99684,2345
26899,97785,2138
48101,22468,1433
5063,33544,123
57278,47785,50
69937,47468,3666
53481,46835,908
2532,99367,162
91139,6646,116
46519,23734,53
71519,23734,233
36392,79114,550
70253,46519,10039
75000,40190,237
38608,9810,62
92405,96835,65
68038,27532,67
40190,27532,56
15190,77532,53
66772,4430,871
59177,53165,97
94304,95886,125
5696,37342,50
88608,72785,2415
75949,28165,120
31646,47468,1462
62025,80696,387
81646,40506,2347
13608,49367,65
16139,76266,50
48101,62025,61
20886,74684,783
10443,74051,49
50949,67405,76
87975,13291,75
3165,41772,50
95570,59810,902
11709,44620,63
60443,50949,68
69304,97468,73
27848,91772,59
7595,76266,53
78797,7278,1368
77532,91772,161
26266,61392,218
25633,55063,52
633,44937,45
3797,36392,45
71203,30380,1119
88291,82278,120
92089,83228,991
20253,7278,176
67089,60127,79
33544,25316,56
19620,17089,51
80380,57911,60
92722,6962,57
31013,99051,49
3797,50000,46
4114,2215,48
74051,99367,2066
27532,27848,135
58544,54430,112
92722,59177,1209
16139,64873,127
60127,19937,60
17722,28481,882
93038,87658,75
16772,66139,48
3165,11709,47
3481,25000,85
25316,83544,59
38924,66139,52
35127,22785,56
35759,54430,50
95253,88291,1027
67089,88924,59
4747,51899,44
47152,34494,61
93671,65190,975
24684,62975,49
72785,39557,71
96203,59810,960
29114,11392,56
51582,79747,54
81646,34177,1243
39241,37342,712
96519,46519,82
316,66772,46
42089,4430,59
81013,64873,687
24684,42089,49
12975,99051,49
59810,47785,57
53165,82911,62
37342,85443,50
66456,85759,82
9494,78797,49
76899,23734,69
74684,32595,1819
59494,42722,121
56329,62342,116
18038,45570,50
93038,31329,948
64873,51582,74
72468,20886,1915
31962,28165,1219
39557,81646,121
29747,64241,1198
61392,76899,63
69304,84494,58
88291,93354,948
34810,79430,56
75316,43038,63
27532,46203,54
12975,58544,53
51582,97468,55
24684,39873,54
52532,22468,60
62658,43987,3218
73734,10127,738
10127,74051,75
70886,70253,59
53797,64557,60
52848,80063,62
73418,24051,820
9810,316,49
86709,32595,1140
92089,1582,2029
14873,47785,880
75949,8544,1146
63924,27215,1441
48101,2215,1030
40190,73734,1093
71203,7278,2047
61709,96835,1079
18354,26899,224
80063,56646,1240
92722,87025,108
22152,49051,975
63924,30063,136
43038,89241,67
65823,56013,58
34177,44304,998
633,56013,63
6962,88608,50
60443,12658,1066
73418,64241,89
86709,80696,1856
48734,78797,1143
65190,97785,1455
53797,58544,275
34494,34810,157
79430,88291,2501
4747,52848,63
73418,44937,993
98734,2215,1107
38924,83544,298
18671,46519,49
63924,92722,1123
68038,38924,78
316,81962,47
49367,46203,61
63291,75949,74
63924,37025,1134
28797,69937,1462
72152,87025,741
5063,42089,92
52848,69620,1217
8228,8861,1539
42405,37658,1112
57911,11709,907
11709,94620,50
14241,84810,50
7278,38291,49
84494,4747,130
13291,33861,50
96519,93354,195
84177,99684,349
78165,86076,2265
40506,37025,958
54747,46835,1256
96835,84494,1641
57278,59494,1932
91456,55380,1313
40823,55696,173
84810,16456,290
23418,77532,132
69937,81962,1939
38291,50000,160
14873,52215,103
31013,80380,250
52215,65506,221
75000,65506,1399
97785,9810,1377
65506,86709,1439
83544,53165,151
96519,49367,971
68354,79114,124
25316,16139,50
74367,12025,929
50949,43038,68
68354,76582,95
19620,98734,57
79114,85759,2333
24367,30380,1647
31646,95886,3051
93038,0,3452
41772,75633,807
61392,54747,70
69937,18671,57
49051,90190,1264
17405,81329,83
83228,60443,100
94937,58228,70
59810,87342,60
45570,41772,52
79747,3797,60
31962,1266,980
99367,316,2220
51582,47785,1205
13924,3165,705
14557,54747,53
26582,23418,963
41139,17089,1387
7595,3797,692
17405,56329,1037
80696,32911,1710
6962,72468,95
96835,14557,243
5063,83228,124
11392,11709,49
79114,949,197
17722,99051,983
32911,99051,50
1582,50316,45
21519,62025,51
38291,85759,55
84810,18354,7318
44620,18671,112
11709,7595,55
38924,87658,176
31962,37658,1864
1266,1582,135
94620,2215,1450
50949,78165,217
38291,82278,1959
65506,62025,1724
31329,46519,53
76266,34810,2539
88924,54430,4831
70570,29114,1165
16772,46519,75
6013,45253,57
32278,66139,49
56646,46519,71
98418,18354,983
29114,87975,64
61392,61709,856
9177,96519,100
98418,29114,59
23734,86392,58
73101,55063,72
18671,56646,58
25316,28165,652
35443,55696,51
39557,31013,1143
7278,8228,61
36076,28165,54
7911,25316,57
17405,60127,53
31013,77215,49
29747,50000,138
18038,98734,58
66139,1266,99
35127,37975,102
97785,6013,892
52215,23734,76
33544,95886,54
45570,45886,56
99367,3165,68
24367,3165,61
98418,30696,1887
98734,65823,170
19620,31329,235
63291,98101,794
73101,36392,79
63291,14873,62
5063,75000,47
35443,22785,54
64557,45886,1343
92089,38924,952
60127,24367,1146
16139,78481,79
89241,27848,64
38924,71519,52
5696,43987,48
51582,24367,57
90190,8228,60
33544,11709,50
46203,55380,963
93987,91772,853
61709,40190,55
31329,11076,58
51582,32595,878
62975,9810,75
46203,88291,899
13291,22468,84
93671,31646,58
12658,7911,820
99684,53481,132
66139,87342,62
99051,69620,697
24684,79430,1050
14873,85127,65
32595,9177,51
13608,66772,50
84177,16772,58
67722,36076,817
49684,87975,93
97785,98734,85
67405,91139,750
74051,30696,63
60759,35443,64
92089,43038,1087
61076,83228,57
61709,95253,1207
96519,83861,93
41456,2848,52
30063,38291,54
95570,69937,1483
61709,63608,753
95253,4747,62
48418,47152,61
98101,56962,64
65190,32595,74
39557,98734,62
5696,22152,45
68354,6646,671
97468,68354,822
64557,12342,62
39241,58544,54
48734,42089,57
9494,47468,58
2848,99684,45
11076,45886,49
64557,44304,59
36076,13291,52
66772,30380,2125
6962,94304,148
42405,61392,98
87025,23734,784
70886,93354,1357
74367,30380,68
23734,38608,104
99367,44620,123
3481,25316,46
7278,84494,51
15506,52215,3229
31013,21519,80
31013,77532,50
37025,73101,56
27215,78165,822
73101,9810,96
62025,67089,75
62025,3481,62
62658,62342,69
71519,56013,1476
77532,25633,1094
80696,25949,2157
22152,74367,1295
55063,23734,1081
53165,47468,2781
91456,85759,1419
12658,64873,126
15506,69620,49
23418,99684,57
70886,85127,74
76899,81962,916
92089,316,86
75949,53165,56
8861,17089,77
60443,28165,138
94937,72785,2305
29114,74367,58
79114,23418,2916
16456,66139,476
7911,92089,2117
6646,34810,1195
48418,63291,4561
94304,3797,1293
95886,83861,2185
2532,29430,253
75000,66456,124
60759,8544,138
42089,43038,107
55696,94304,132
80063,42722,929
54747,5696,828
53481,76266,116
5063,83544,109
99051,15823,1887
37342,25000,1833
53165,56013,1956
93354,62975,1540
83544,68038,114
29430,30696,131
89241,44937,159
58228,17722,1673
83861,67405,2739
51582,44620,830
12025,58544,118
17089,90506,1702
92089,99051,133
30063,24367,53
12975,4747,115
72152,87342,80
35127,21519,1327
96203,33544,1686
62975,26266,1618
58228,2215,1626
18354,88924,134
81646,78797,1329
36709,91772,286
74051,98734,124
19937,50316,110
90823,20886,255
29114,38608,307
80063,69304,420
16456,33544,517
41772,30380,1119
86392,88924,1248
98734,19620,1483
27215,56646,125
39241,42405,124
97785,28165,1412
97785,81329,261
78165,48418,2377
56962,82595,154
59810,33861,141
69304,33544,22156
41772,40190,1390
4430,37025,182
6962,92722,139
90823,6646,1236
68671,95253,1122
92722,63291,1297
91456,31646,145
58228,19620,60
94937,61709,139
58544,24684,180
31962,15506,51
6329,19304,1131
66139,25316,1524
48418,19937,2802
48734,81013,389
56646,87975,2888
20253,16772,1242
60127,66456,1147
67722,68671,164
61392,26899,303
23418,93671,192
57278,5380,1271
93354,51582,153
30063,36392,127
2848,50633,48
64873,32911,2112
2532,22468,313
38291,76899,1025
97468,15190,157
57278,93354,131
59177,48734,10157
43671,65506,1415
49051,24684,74
62975,79747,1504
23101,12658,51
949,83861,82
949,10127,56
76266,0,1248
94937,28165,1416
26899,6329,115
0,1266,55
32911,30380,252
97785,1582,2004
62658,81013,1006
76266,97468,2955
92722,47785,3153
91772,66456,142
6329,38924,47
24051,1266,54
91139,75949,1178
52215,27532,154
95253,4114,147
73734,5063,2070
0,99684,57
26266,73734,52
88291,12025,1740
80380,28797,332
32278,20570,1077
48418,50000,53
89557,71519,66
39873,92405,50
36076,10127,53
6962,74051,50
36392,74051,48
84177,0,976
25633,41772,137
97152,42405,912
50000,55696,72
19937,83228,54
3165,74684,1259
48734,69620,64
71203,18671,98
38291,34810,780
3165,35127,46
19304,67722,48
19937,59494,56
33544,41139,49
46519,21835,60
30063,17089,827
17089,58861,66
97785,2532,69
35127,81013,52
73101,92722,69
81962,63924,777
54747,40506,52
6962,9494,55
316,2848,48
71835,52532,60
30380,30063,50
33544,25633,77
17089,29747,52
42405,71519,54
29114,28481,994
92722,57278,1116
37025,61709,97
11392,58228,55
37025,19937,50
59494,27532,828
92405,71835,861
55696,84494,58
79114,23101,1044
47468,55380,93
68354,43671,81
79114,75633,65
1582,19304,46
34810,35127,53
97468,15823,62
24051,68038,761
11392,71835,49
10127,55380,50
25000,37658,49
34177,51582,50
42405,51899,68
95886,80380,62
37658,62658,50
94620,92722,1227
73101,23101,92
47468,87025,49
87025,41456,912
88291,61392,111
80696,3165,86
19304,52848,1174
81013,13608,84
77532,32595,75
33861,43354,54
53165,77532,809
31329,68038,52
87658,36392,60
10443,31329,52
36076,6962,802
40190,61076,48
14557,25633,53
89557,63608,73
50633,96203,62
86392,99684,62
97468,68038,1477
7595,23418,142
38291,75633,964
40506,55696,66
9494,79747,51
74051,1899,84
44304,27848,52
36709,31646,51
57911,12342,65
92089,9810,2026
57278,49684,136
56646,31962,94
27215,18038,957
48734,29747,63
27848,47468,51
34810,19620,53
77215,32911,82
73418,25949,95
45253,49684,57
93671,19937,4497
80696,10443,82
40506,64557,992
56013,5063,97
25949,37658,50
41139,31013,59
64241,25633,748
57278,96519,55
69937,31962,68
98418,21519,62
18987,34810,55
77215,28797,72
53481,41456,59
9810,12342,48
19304,76266,50
78481,97785,965
12658,75949,49
58544,57595,53
92722,93671,74
2215,16139,46
9494,29114,48
21835,53165,50
80380,90190,1121
11709,40190,1032
88608,41772,1782
60443,93671,1156
25633,10127,1076
70253,44937,1603
82278,54747,1128
60127,58228,2374
63608,18038,1280
97468,47785,187
316,41772,46
63924,31329,110
25949,15190,50
29747,78797,131
3797,69937,879
17089,62342,51
74367,37658,73
88924,58861,1695
43671,70570,59
70886,67722,924
43038,91772,648
36076,51899,1778
11076,85443,1124
24684,6962,65
30380,73101,1763
20253,49051,1141
66456,40190,40967
10127,85759,868
1582,52532,55
8228,96519,54
36392,36076,50
60759,7595,966
33861,62342,49
16772,60443,733
50000,91772,51
45886,64557,52
17405,79114,59
89557,91456,230
18038,89241,196
12975,68354,201
5380,51266,113
65823,19937,193
27848,98734,1465
15823,51899,113
14873,52848,942
44304,56962,942
49684,9177,1575
62975,90506,1126
2848,93354,75
58544,84810,127
81013,57278,1200
38291,89241,3028
91772,73734,345
67405,41772,397
16139,54114,112
95570,46203,124
71835,43987,137
34177,68038,14107
28481,75949,1032
37658,13291,161
56013,50949,1019
19620,91456,93
25316,68987,904
66456,98734,1339
39557,58861,105
53481,45886,163
21835,57911,127
88924,32278,1976
61709,9810,1188
50949,50949,987
75949,20570,1263
13291,5380,78
59810,61709,127
55380,48734,1735
95570,55063,261
28165,28165,125
66772,81962,432
49684,50633,1979
47152,57595,970
47152,33861,1186
85127,94937,1055
9810,51266,110
61076,79747,170
75633,89557,115
88291,88291,851
10127,13924,49
2532,21835,129
69620,93671,110
91456,55696,794
7911,13608,1224
18987,99684,98
53797,60759,81
35443,72785,133
25949,74367,1393
38291,81329,145
47468,92089,2138
10759,90506,140
21835,40823,1312
63608,37975,1329
11076,57278,1296
83228,84810,1645
62975,90190,1058
9494,43987,52
33861,47152,50
25000,72152,48
75000,36709,1764
86392,67722,98
55380,67405,59
52532,50000,66
84494,80063,74
31646,71519,2815
77848,89873,1269
5063,55696,180
57911,64557,2282
27848,87342,1084
8861,99684,56
56962,62342,889
59494,71519,832
316,12975,55
35443,98418,68
39873,44937,804
91139,1899,96
65823,63291,61
80696,1899,447
90506,36709,1470
25000,91139,67
25316,59177,59
42405,90190,54
18038,40190,51
80063,316,66
41456,32595,1201
27215,12975,697
90190,37658,1403
61076,4114,1281
69304,11392,3144
4747,80696,130
38291,7911,131
45886,73418,2277
3165,29747,1579
47785,9810,1200
25000,33228,126
11076,92722,122
49684,83861,227
91456,37025,341
2215,5063,105
69304,52215,1021
86392,7278,830
21203,51266,50
75633,41139,61
45253,11709,51
48101,74051,57
80696,74684,1023
11076,57595,52
9177,66456,48
2532,92722,47
71835,80063,64
93987,40506,1911
45570,17722,134
35443,65506,99
34810,5380,49
21835,36076,60
10127,20253,52
88608,96203,65
83861,56329,867
38608,13924,51
36392,15506,50
43671,91456,58
65190,17722,56
26266,94304,50
79430,48101,59
23101,49367,49
23418,47785,51
1899,62975,44
98418,6962,962
24367,21835,67
2215,26582,48
34494,40190,59
23418,56329,53
34810,15823,56
27532,11076,51
12025,16139,50
34177,27532,56
58861,99367,1102
11709,7278,51
86076,93671,1073
23418,64873,1061
24051,61709,80
84494,76582,60
78165,87342,67
66772,42089,64
25316,24684,48
64557,73734,979
68354,62342,119
98101,55696,69
72468,46835,67
34810,9494,50
3165,76266,48
66139,49367,65
48734,21519,56
89241,36709,1915
63608,21203,106
46203,35759,1928
64557,54747,1028
17405,58228,67
85443,42722,67
3481,11076,46
26899,72468,56
10759,72785,49
3481,35759,46
89873,83228,60
44937,66772,815
51582,27848,69
69937,5696,62
1266,62342,46
0,75949,46
68038,31013,65
62025,85759,60
87975,3165,59
76899,78481,289
79747,11709,147
95886,24367,84
633,47152,44
87342,79747,648
4747,84810,45
45886,32911,50
56013,26582,829
30696,87025,51
1266,12975,45
90823,50633,60
72785,80380,68
95253,55063,63
55696,66139,60
40190,81329,756
20886,37342,49
88924,68038,63
54114,34494,630
95570,57278,80
31962,31962,55
6329,31329,46
16139,41772,48
90823,83861,65
9810,2215,48
21203,68354,2825
5696,82595,59
91456,54747,63
11392,14241,50
46519,44620,66
39873,79114,93
88924,68987,1165
81962,72152,77
66456,34810,62
50949,72152,50
46835,61392,262
30696,36709,50
62342,49684,59
71519,52532,879
37975,36076,53
84494,21519,65
59494,1899,52
77215,81962,58
6646,10759,48
79430,46519,57
35443,33228,749
63608,37025,57
53797,23734,55
70253,56329,107
90190,16139,85
89873,28797,1185
89557,90823,80
83861,31962,819
68038,66139,204
38291,20253,56
20570,55380,1546
56329,64241,1017
70253,44304,1145
76582,29114,1292
44620,92722,1357
98418,19304,2344
12658,13608,1601
85127,86709,2260
61709,38924,154
14873,65823,54
97785,42405,1604
44937,87658,500
47152,80696,1958
11392,92722,161
95253,83861,1137
88291,22152,260
13608,99684,159
1899,24051,107
76266,10759,1277
97785,31646,2967
56646,38291,1172
36076,29747,58
77215,73418,123
56329,43987,1015
41456,3165,61
20886,63608,53
75000,18671,69
89241,20253,797
69937,83861,71
2848,13291,49
51266,53165,59
20253,26899,58
80696,41772,3770
10759,75633,505
3481,57911,240
10443,13291,1330
30696,79114,1798
43671,78797,1623
43987,63291,2607
23734,31013,126
1582,30380,109
23418,9494,133
93354,61076,1422
6013,18354,46
67722,19304,61
74367,92089,174
56646,75949,97
21203,28797,50
53481,0,304
88608,19937,805
51582,3165,55
55696,54747,51
93987,63608,2408
82595,56962,2071
8861,71203,1439
62025,67722,911
32595,95886,874
35759,62658,675
949,78165,46
96835,12975,1308
68038,94620,175
68671,96519,2681
49051,53165,209
65823,13608,1514
45253,92722,55
43354,48734,65
46835,50949,55
43038,949,50
97152,15506,1400
92405,18987,1322
39873,25316,199
58228,95253,2972
45570,93671,271
85127,91139,1465
71835,79430,75
48734,70570,152
14873,22785,54
6962,95570,49
79114,62975,245
38608,53165,1124
88608,84494,63
93354,81962,63
72785,77215,1235
45886,22152,1328
316,21835,127
51899,51266,3602
71835,77215,86
66772,77532,1108
89241,79430,1910
45570,36392,111
25000,7911,72
2848,3481,55
17089,30696,1283
24051,3797,89
93038,74051,1789
62658,25949,4367
39241,75000,179
81329,50949,1117
65823,83544,1658
74684,19937,1353
96519,99051,181
34177,87025,125
12025,19304,513
36709,46835,127
88924,949,119
59810,46519,941
95886,44937,1137
79114,24684,2197
21203,6013,148
22468,47468,109
10443,12658,1651
39557,48418,2217
55063,62342,1990
45253,76899,3000
14873,17405,462
99051,10443,1430
1582,14557,74
86709,6329,2068
43354,89873,59
51266,57595,57
40506,91456,1246
21203,75316,67
73101,93671,789
55380,31962,63
48101,66139,58
84177,76582,59
79430,91456,848
92722,67089,1332
77215,94937,1312
31329,17089,74
53797,72152,55
90506,44620,2913
76582,6013,248
86709,86076,1589
58544,42722,89
83544,47152,1073
98734,11392,95
93987,91456,70
72468,88291,1371
15823,48734,67
40506,73734,56
8544,89873,50
15506,16772,1041
23734,75633,67
34177,67405,56
93671,40823,76
93038,32595,69
23734,10127,55
21835,6646,63
99684,23101,1115
81962,12658,1058
56962,53481,60
75949,42722,73
11392,98734,55
43671,48101,55
46835,81329,56
52215,96835,48
33228,37975,1674
75949,18038,135
68038,98734,140
78797,25316,79
61076,27848,972
73734,91139,121
88608,32911,152
65823,34177,911
24684,13291,48
21203,46835,50
28797,57911,49
62658,34494,1097
23734,70253,50
38291,53797,96
99684,58861,139
6646,87658,44
30063,28165,177
7595,43038,48
45886,77215,55
50316,24051,54
43671,89873,50
31329,27215,840
39241,4114,56
9494,83228,56
11076,77532,47
6013,68671,45
27215,74367,49
33544,56329,51
83228,49367,810
23734,92089,598
15190,2215,49
87975,4114,1078
46203,40823,1062
38291,95253,1296
26582,99684,91
37025,54114,93
25000,50000,51
28165,12658,56
84177,5063,1280
56013,91139,73
2848,85443,47
95253,68354,944
66139,56646,61
31646,93038,62
77532,14557,63
25000,4114,57
38924,22468,52
21519,12658,53
70253,87975,58
87025,43987,3050
22468,3797,70
56013,17722,54
25633,12025,52
67722,97785,1235
28481,633,64
76266,80696,119
74684,56013,2890
13608,81013,168
25316,84494,2208
96519,3481,3677
96519,55380,1658
68671,4114,216
5696,12025,1174
1582,64241,85
41456,79114,2361
55696,49684,3087
65506,57911,176
5380,98734,124
46203,31329,59
97152,51582,977
65190,39557,893
75633,6962,1162
62342,32278,246
94620,51582,2718
89241,97785,1050
45570,54430,373
61076,79114,221
67405,67405,1386
14241,26899,117
92405,35443,1251
37025,29747,124
2848,86392,59
12975,75316,54
28481,5696,52
24367,38291,50
92722,84494,88
83228,59494,163
57595,29430,976
31962,55696,53
45886,88291,765
5063,53165,1417
12342,39557,1164
54747,99367,2300
74684,41456,1502
97152,7278,1354
16772,1266,124
87975,95253,2070
60443,7595,137
57911,87658,122
64241,1582,1124
53481,85443,166
97152,18987,12595
57595,82278,184
81962,98101,112
75633,37975,130
69937,84810,1112
97468,50949,1974
26899,84810,1084
66772,80380,165
85443,77848,3489
68987,39241,1674
78797,53481,137
17722,54114,106
63291,36076,3623
316,10127,74
8228,2215,172
14557,2215,132
36076,19937,385
89241,74367,1638
67405,75000,1577
65823,97152,1389
25633,84494,361
3797,37025,253
29430,27215,1070
29114,67722,959
95570,3797,906
15823,31962,1083
69620,54430,165
78165,37975,1271
58861,65190,82
45570,74051,121
26582,20570,56
43038,80380,1631
82278,25633,710
4114,49684,51
25000,29114,49
79747,34177,616
43671,78481,117
75949,4114,1491
37658,1266,1120
68987,57595,1116
59810,80063,1052
12342,81013,74
87975,82911,162
33544,73734,110
40190,82911,1319
34177,26582,56
87658,72785,740
4430,7911,48
6962,17089,51
39557,31329,760
6646,31013,49
50949,38291,1228
89241,32278,1354
67089,63924,1580
64241,20886,1634
76266,58228,2547
54114,44937,232
10759,69620,190
31013,40506,191
97468,4747,1740
44620,86076,105
41456,15506,1107
11076,4114,64
73734,98418,131
5380,52532,48
6646,53165,44
46203,23418,60
40190,26266,56
76582,88924,732
68038,76582,4314
94304,72468,3171
15190,53797,1030
87975,58228,1450
949,21835,50
89241,45886,1884
51899,25633,1080
93038,22152,140
32278,99051,111
43038,54430,162
52848,59494,2398
79430,33861,463
30063,94304,1818
50633,28797,1049
62025,33861,1741
21519,67089,1131
30380,31962,1133
26266,56962,133
83228,28797,240
33544,98734,1004
10443,7278,57
60443,78797,703
90506,60127,102
85759,27532,1492
48734,76266,51
7278,59494,46
44304,85127,60
25633,0,240
54114,30380,366
21203,99684,1869
56013,61709,2176
12025,87025,1214
51266,41456,1224
21203,27848,116
18038,46203,50
39557,17405,215
44937,6962,913
54430,96519,2231
94304,98101,144
86709,91139,1020
6962,10443,46
72152,5380,149
93987,95886,1186
36392,10127,171
14557,92089,169
2215,16456,150
4430,3481,47
74367,94937,1990
48734,35759,1936
70570,31329,1839
50000,633,488
17405,63291,102
79114,68038,1089
97468,94304,1129
21519,10443,130
2848,81646,46
94937,97468,228
3481,71203,45
32595,11076,49
44620,12342,958
33544,14873,66
47785,74367,65
38924,95253,50
32911,95570,55
13291,28481,48
16456,43671,49
20886,30063,50
32595,54114,54
93354,13291,869
6646,81646,47
85127,77532,1653
34494,74051,135
38291,32278,1787
93038,80063,171
93671,81329,104
60759,66772,216
40823,0,3185
9494,50000,1021
60759,78165,202
59177,99684,124
15823,40190,94
37342,18987,52
48418,62975,1078
75633,37025,998
9810,25949,183
92405,81646,139
2848,71203,45
44620,2215,1204
13924,82278,114
52848,9177,111
42089,47785,994
38608,60443,52
63924,7911,1183
36392,43354,73
58544,68987,78
94304,39557,71
24367,47468,55
17405,47785,62
48101,30380,57
39873,50316,113
22785,56329,52
65190,50000,993
18354,41456,55
29114,75316,57
12025,63608,56
78165,60759,776
21203,98418,52
35759,43987,98
37975,28165,49
26582,60127,50
46203,9810,801
41772,80696,866
15506,56013,72
10443,16139,50
65506,50000,61
33544,20570,605
88924,0,1150
8544,86392,79
58544,16772,51
15823,83228,57
77215,53165,859
24367,31962,49
63291,72785,62
15823,37658,48
55063,60443,1064
19620,50000,1204
75000,2532,1001
2215,70570,47
28797,38924,48
30696,16139,56
66456,90190,837
31646,35759,60
51582,82595,60
66456,40506,71
55380,2532,60
55380,39557,56
19620,77848,734
28481,6329,3874
32278,39557,758
97152,42722,2590
62342,8544,110
75000,28797,104
92089,36709,71
91139,95253,1080
3165,81013,74
31329,31013,56
49051,90823,52
42405,8544,56
11709,31962,49
79747,48734,60
40506,9177,65
93987,51582,1140
58861,27532,234
61709,75316,98
48101,88924,1679
23418,98734,1143
30063,55380,866
60127,25000,185
23418,10443,88
93987,29114,71
80380,64557,57
316,18038,47
20570,79114,51
44304,36709,58
77215,98734,850
45570,6962,55
71203,65190,58
13291,4114,52
66139,86709,61
79747,97785,59
6329,86709,50
51899,95253,54
24051,9494,51
89241,81962,969
50000,48418,54
60443,25949,59
79114,18671,59
43671,56646,960
70253,15506,1124
94937,54430,1210
27848,86709,66
80380,41772,81
75633,67089,70
76899,56962,82
61709,3797,96
949,54430,48
12025,43987,52
65190,9177,2103
12025,44620,163
11709,99051,108
52215,11709,108
74051,32595,158
31329,20570,1004
41456,3797,54
65190,66772,1508
3481,35443,63
69304,22785,5323
86392,50000,1805
949,22152,94
90506,9494,26361
67405,83861,2262
43671,71203,212
49367,92405,104
19937,72468,50
66139,68671,1146
82278,68038,1438
37025,45570,157
18987,8544,124
32595,35759,107
1582,42089,49
9177,80380,120
9177,74684,50
7278,83861,49
9810,41456,51
7278,33861,95
18038,54114,115
60759,28165,288
33544,24051,335
3481,55063,120
55696,10127,1965
25633,19304,1258
18987,91772,762
4430,96835,88
30696,9177,1074
62025,45886,1745
78165,34177,1766
76266,25633,2618
33228,80063,697
90190,18987,170
62658,60127,126
97785,17405,224
40823,76899,2582
54430,46519,2005
96203,91456,1133
76582,46203,1843
18987,4747,1005
35443,34494,191
18671,34494,124
12025,53165,48
75000,71519,149
57595,37342,1991
30063,98101,1307
18671,76582,54
54430,84177,56
5696,19304,46
93038,23418,1475
38608,12658,183
30696,6013,127
70886,95570,2044
85443,57911,1105
