ImageWidth,ImageHeight,Sigma,runtime
4173,1700,8.363636,1060314423
2427,2766,1,433229088
3009,633,3.863636,210614467
3009,633,8.363636,312517754
3882,3299,2.636364,1134581424
5045,2410,6.727273,1610434318
5627,811,4.272727,472700403
5045,633,7.545455,452950795
391,989,3.863636,39599172
1264,3655,7.954545,646831142
5918,811,7.136364,657370943
4755,2233,8.772727,1269167620
3300,3121,1.818182,795265259
5627,3299,1.818182,1550845532
2427,1700,4.681818,415807897
682,633,4.681818,41954927
4464,2233,7.545455,1432207727
682,278,5.5,21714275
2427,278,7.954545,98147939
100,633,4.272727,8094071
100,2410,3.454545,35457492
4755,1166,7.136364,826357717
1845,278,4.681818,64392031
5336,2410,1,938439288
2718,3655,3.863636,1081698095
3300,2944,3.863636,923451763
4755,2055,5.090909,1150325097
5336,1166,6.727273,829353038
3300,811,7.545455,411626362
2427,1166,9.590909,343044912
100,1700,1,10705512
2718,2944,3.045455,754073383
5336,811,8.772727,501613779
3591,2055,3.045455,665836554
3009,1344,9.590909,502435348
1845,1877,1.409091,244862376
682,100,7.136364,16016330
682,2588,5.909091,224959615
3300,3655,4.681818,1381906640
5627,2233,5.090909,1484689604
4173,278,4.681818,111452020
2136,455,9.590909,111461109
1555,1522,6.727273,291485536
4173,633,8.772727,299141408
973,3655,5.909091,405903991
5336,1700,1.818182,753750010
4173,1166,7.545455,701490802
5627,3121,5.5,2242233794
391,3655,5.909091,184787797
2718,1166,7.136364,431593044
4464,1522,6.727273,852430259
100,2766,6.727273,46069412
3009,2055,1.409091,420967309
4173,1166,6.727273,640193855
5045,455,5.5,282995560
1555,3299,1.409091,418249961
1555,1166,4.272727,184106177
4755,1877,7.545455,1230318259
4464,3655,5.5,1944052923
5336,1700,4.272727,912059689
4464,3121,6.318182,1867790714
100,3121,6.318182,41618310
3300,2410,6.727273,1071909175
3300,811,1,195338486
4755,3121,3.863636,1512879733
391,1166,3.863636,38386701
4755,989,3.863636,454750462
100,989,8.363636,17172578
1845,3832,7.136364,942758624
4464,100,1.818182,28244351
3882,2233,5.090909,940449253
4464,2766,1,916810035
3591,3477,4.272727,1360999702
4755,278,7.954545,181457739
3591,1877,8.772727,747202827
5918,2588,1.818182,1323867821
3300,3477,6.727273,1573710116
4173,2055,7.545455,1234345831
2136,3299,1,466226432
5336,455,3.863636,239929569
5336,2055,6.727273,1463922931
682,1522,2.227273,71398543
1264,455,9.590909,64892528
4464,633,5.5,339501221
1845,3832,7.545455,1005482214
1555,1166,5.090909,195550629
391,3655,6.727273,173507753
973,3121,6.727273,396332919
3009,3832,7.954545,1726271320
5045,1522,1,537617551
3300,3655,8.363636,1812171018
5627,1700,3.045455,867307049
391,278,9.590909,15731117
100,1522,1.818182,11082130
5045,1166,6.318182,741946451
5045,811,8.772727,498683403
2136,2766,7.954545,988272721
2718,1877,1,332725942
3882,1344,2.636364,424324677
3300,3477,8.363636,1821693960
5045,1700,4.681818,928737005
4173,633,5.5,310967288
100,3299,4.272727,36657272
5336,1166,3.454545,563446936
1845,3832,4.272727,754049879
3591,2233,3.454545,743230209
1845,278,8.772727,56290562
5045,278,7.545455,201096038
2718,1700,9.181818,533234368
2718,1166,6.318182,387449234
100,2410,1.818182,18412940
100,2944,1,18551104
5918,1700,1.818182,751808218
1555,278,1.409091,28982120
100,2588,9.590909,30970419
2136,3832,3.045455,711201563
3300,455,9.590909,172386617
4755,989,1.409091,359428905
3882,1344,6.318182,707105461
3009,455,1,100560106
3882,100,6.727273,49566813
3009,811,1.818182,180027527
5336,2233,9.181818,1403338016
1845,3477,8.772727,792487476
2136,1166,1.409091,164336359
2718,1877,7.136364,671786669
2136,2588,3.454545,505871640
4464,2410,9.590909,1330769096
5045,2410,3.454545,1278567459
1555,811,5.090909,129304870
100,2944,3.454545,28530098
100,278,5.5,5568984
1845,1166,8.772727,233681476
3882,3121,3.454545,1182393653
3300,2410,7.136364,1152787216
391,1700,7.545455,87505570
973,100,9.181818,12480863
5045,455,9.590909,302944724
682,2588,8.363636,258117418
973,2233,6.727273,268463308
1555,2055,8.363636,465053963
391,1522,7.954545,85607374
1264,1700,8.772727,247887463
682,3121,7.954545,323816996
3591,3121,4.272727,1223827625
682,3832,6.727273,338648599
1264,2944,9.181818,431209419
2136,1877,3.045455,392488740
5045,1877,7.136364,1364297755
1264,3477,5.909091,523388108
3009,3299,1.409091,730895905
1555,2410,2.636364,306743941
3009,1166,7.954545,531039503
1264,989,1.818182,96972048
3591,989,8.772727,405968168
3591,3299,1.818182,907160739
3300,3121,5.909091,1264645043
4755,1166,6.318182,721565261
4464,2410,6.318182,1387681796
1555,3832,2.227273,458995350
3009,633,7.136364,260227979
1845,2055,7.545455,527885676
682,1344,4.681818,91860080
2136,455,8.772727,114441516
4173,3477,7.545455,2228779615
100,1166,2.636364,16622815
1555,3477,1,370975287
4173,100,7.545455,71749186
2427,3477,2.636364,700224365
973,100,9.590909,17097822
1845,2410,3.045455,383118221
2136,3121,2.636364,541185683
2427,1522,4.272727,382244357
5627,2055,1.818182,917361684
3882,3121,6.727273,1660742479
4755,1344,4.272727,656023035
1264,2766,7.545455,511366462
1845,633,9.181818,125766286
1555,2233,6.727273,446945770
3882,989,3.454545,344089631
1264,811,7.136364,138808191
2427,1344,7.954545,539797177
1555,1166,3.454545,168199713
3009,1522,6.727273,632603799
391,3655,8.363636,205879372
3300,3655,7.545455,1781147534
3009,633,9.181818,202559529
2718,633,7.954545,244239724
973,2588,7.954545,366533200
973,100,1.818182,7497788
4173,2766,4.272727,1256913656
3591,100,1.818182,22680193
2427,3299,9.590909,910906702
3300,1522,6.727273,632463290
4173,278,3.045455,91133148
3591,100,8.772727,41163273
1845,100,3.863636,17850631
1845,3299,9.590909,717918309
5627,633,3.045455,322728243
100,3832,9.590909,47364836
1555,3299,2.636364,422337183
3591,1166,3.863636,412975378
5918,455,9.181818,459034024
5918,2233,4.272727,1409993125
5045,811,1,296342821
4464,1877,3.045455,728671036
100,2410,5.5,31978881
1264,633,8.363636,118303006
1264,989,2.636364,103452653
5918,989,9.590909,686693117
2136,1344,3.863636,275182585
3300,3477,4.681818,1310462655
100,100,3.863636,3286839
3882,1877,3.863636,669702514
2718,1344,2.636364,350048266
3591,1877,2.636364,566726327
5045,2233,3.045455,1027852501
4173,1877,9.590909,923705299
1555,2233,8.363636,601713958
5336,1877,1.409091,783063442
5627,811,1,322880389
1555,1877,5.090909,323441305
5627,1166,1.409091,485458268
1845,2588,3.045455,398142556
4755,2588,1.409091,982650810
1264,633,9.590909,90074354
3300,1344,3.454545,399407216
1555,3832,1.409091,413114847
3300,278,7.954545,126925514
5336,811,9.590909,528183046
5627,3832,5.5,2747701353
4173,1344,1.409091,412710108
4464,3299,5.5,1778458650
2718,100,8.363636,44985688
4173,1700,9.590909,845472041
5918,989,5.909091,719762841
4755,100,7.954545,74652751
1845,989,4.681818,182063427
3300,2410,5.5,901050673
3009,2944,8.772727,964898083
4464,1166,5.090909,586699622
3882,1522,9.181818,644579984
3300,633,6.318182,256733756
682,2944,1,117021433
682,2410,7.954545,222937186
100,3299,7.136364,50459685
973,2233,5.909091,248507868
2718,989,3.454545,250894791
4464,455,1,139870276
5336,2944,7.136364,2251501601
1845,2055,2.227273,316714783
1555,100,5.909091,20919556
5918,2233,7.545455,1953572026
3591,455,6.318182,211504698
2136,3832,8.363636,1248017967
5627,3121,8.772727,2308778770
391,1522,7.545455,77254931
2427,3832,2.227273,727515170
4173,3477,5.909091,1837482513
5918,2055,7.136364,1688901104
1555,1166,1.409091,123938466
1845,3299,1,408590386
2136,2410,2.636364,444033831
391,811,9.590909,39268099
5045,2055,6.318182,1385455540
1555,2766,3.454545,381804709
5918,811,6.318182,610007992
5918,2055,3.045455,1120159264
1264,2233,9.181818,321544871
1555,989,1.818182,116584611
2136,2410,9.181818,612566839
1264,633,1,48664309
4173,1344,5.909091,665912755
3591,2944,4.681818,1111384993
2136,2944,9.590909,745039883
3591,1700,2.636364,559375092
4464,278,6.318182,143349460
3300,1522,1.818182,358858097
973,811,8.363636,115974948
4173,278,6.318182,134215052
2718,3121,2.636364,739565836
5045,1877,5.090909,1072672295
100,2766,9.181818,32126094
3882,3655,1.409091,1062882308
391,2410,3.863636,92971397
5045,811,2.227273,306659264
3300,1877,1.818182,454478683
5627,2055,3.863636,1199258155
5045,3477,1,1349135218
2718,633,2.636364,133669853
5627,2233,9.590909,1529320794
2427,1700,2.636364,349607842
5918,455,2.636364,230161457
3009,278,5.5,98280701
2136,2055,3.454545,390800516
682,1344,6.318182,107657704
5336,2944,6.727273,2122694911
3591,1166,9.181818,482943384
100,1522,6.727273,22445780
4173,2233,3.045455,834389267
100,989,2.227273,18600981
5336,3299,6.318182,2377202112
100,3832,7.954545,62428736
3591,455,7.136364,261761510
2427,2766,7.545455,898490148
3882,811,5.909091,426168238
1555,3832,6.727273,798541003
1845,989,8.772727,195870673
5918,1344,9.181818,873652015
3300,2055,6.727273,906994766
2427,3832,3.863636,921990574
682,1344,7.136364,158622858
3300,989,1.409091,246494796
3009,1522,7.136364,635122990
4755,633,2.636364,242367109
5627,2944,6.727273,2279956510
2427,1700,9.181818,467300643
2136,455,3.863636,85051780
3591,2588,3.863636,889583793
3591,2588,6.727273,1269133407
682,1522,9.590909,113493806
4173,811,2.227273,262993735
1555,100,5.5,20158054
2718,811,2.227273,160166252
5045,3299,6.727273,2168751743
3009,100,3.454545,26214602
2427,2055,1.818182,395786399
3300,2055,7.136364,938666937
1555,100,3.454545,14366703
4464,3477,9.590909,1848572593
1555,3477,9.181818,695880052
5627,3655,7.136364,2920528545
682,2944,7.136364,259936101
1264,455,9.181818,65036562
1264,2055,4.272727,270344976
391,2055,5.909091,89354217
5045,1877,6.318182,1192348344
4173,2233,8.363636,1462231014
1555,100,1,9248078
3009,1166,8.772727,378340243
3591,811,1.409091,202451193
5627,100,5.090909,60717562
2427,455,2.636364,85635080
4464,3299,7.545455,2151805948
682,3477,8.772727,272196943
4464,2766,3.863636,1200461622
2427,2766,8.363636,1012356778
3591,3477,1,960330778
5045,1700,5.090909,993606747
5918,278,5.090909,174954329
3591,2766,8.772727,1111075531
100,100,3.454545,3649098
2136,3121,3.045455,570134427
2136,2766,3.454545,587784973
1555,2410,1.818182,270408047
1845,3655,4.681818,705405717
5045,811,8.363636,667180059
4173,278,7.954545,160934440
2427,1344,1.818182,226153810
2427,2410,9.590909,702534198
4173,278,6.727273,144064726
3009,989,9.181818,334500165
3882,3655,9.590909,1688673638
2718,2233,5.5,743543844
5336,1700,7.954545,1400307477
1845,3655,7.136364,914079259
4755,1877,6.727273,1215206962
4464,2055,1,637634427
4464,2944,5.909091,1627615303
1845,100,5.090909,21170823
4464,1166,1.409091,355227243
5336,1700,7.545455,1371470908
1555,3121,9.590909,552491946
2718,455,1,90823367
1264,1522,6.318182,256940080
4173,2410,7.136364,1452527232
4464,278,1.409091,76382363
1555,3832,8.363636,854772064
2718,811,1,159872622
4173,3832,6.727273,2094630711
2136,2233,4.272727,510144307
2427,3121,9.181818,855317555
3300,2944,7.136364,1363207090
391,3655,1.818182,95769975
4464,1877,5.909091,1027852952
3300,989,5.5,391795476
3009,3477,2.227273,934460154
4464,3121,1.409091,1040593839
1264,2766,8.363636,556336435
2718,1344,6.727273,475524972
5045,1344,4.681818,698648018
1264,3299,3.863636,386530964
5045,2944,3.045455,1374113320
682,3832,5.090909,262910557
5627,2055,7.954545,1810503825
2136,3121,8.363636,977835082
2427,633,3.045455,128179558
1555,100,9.590909,18656882
5627,2233,3.863636,1272508065
5336,811,2.636364,361119019
1264,100,3.863636,12927228
3882,2766,2.636364,925508377
3300,1700,2.636364,454076953
4173,1522,6.727273,884150463
4464,2055,8.772727,1076578162
2718,455,4.681818,122221463
1555,2766,8.772727,485950177
1845,100,9.181818,21843644
3882,2410,3.454545,860936751
5336,3477,1,1471560599
5918,1166,1.409091,498634888
3300,3121,8.772727,1290689257
1264,811,1.818182,71501829
4755,3655,6.727273,2308414841
1845,2410,3.863636,419619115
973,2233,3.454545,195968992
1264,2944,1.818182,271305857
682,2055,5.090909,140024612
3300,989,8.363636,505518742
4464,3299,1.409091,1118012705
5336,989,4.681818,560862955
682,633,8.363636,74652742
1845,1700,8.363636,475759861
5336,3832,3.454545,2001800717
5336,1344,8.363636,1080676411
2718,2766,9.181818,893082186
4755,3121,2.227273,1217168569
5627,2944,7.136364,2297221578
2427,1700,3.863636,413039711
3300,3121,1.409091,776863732
2718,2588,1.818182,560960989
3882,1700,7.954545,945541055
4173,455,9.181818,218154477
1555,3832,3.045455,502634874
973,989,4.681818,99398350
3882,278,5.090909,110696843
973,3299,3.863636,324797382
973,3477,4.272727,362935571
2136,3655,8.772727,933237341
3300,1877,7.954545,924407071
1264,1344,3.045455,148221643
100,3832,2.227273,26160049
4755,2233,5.5,1264586515
3882,2944,5.909091,1422779322
3300,100,2.227273,23899377
3591,1344,7.954545,728091109
2718,100,5.909091,49358574
5336,2766,3.863636,1457775196
391,633,4.681818,27914298
5918,1877,3.863636,1178681337
5918,989,8.363636,897584091
3300,1166,8.363636,628732730
1845,2944,8.772727,665755102
3591,2588,7.545455,1320449368
1845,2055,3.863636,378933033
5336,2055,2.636364,945668747
3300,100,3.454545,29072782
2136,989,6.727273,272354566
4464,2055,4.272727,963818046
1845,2588,3.454545,430265020
2136,455,1.818182,66978319
2427,633,7.545455,212125003
1845,2233,7.136364,545384774
2427,811,2.636364,165841538
5336,3299,5.5,2227100842
973,2588,3.454545,213447668
973,989,8.363636,140259561
3009,455,3.045455,114941398
5336,100,7.545455,74759383
1555,1166,3.863636,162590666
4755,1877,8.363636,1346591226
4464,2766,5.5,1513452747
3300,1522,1.409091,337199728
2427,2944,8.772727,827001657
1555,1522,3.863636,211513006
1555,3299,1.818182,387913037
3300,1700,6.318182,688037642
2427,3121,1.409091,535639718
5336,1877,3.454545,992629574
100,455,5.5,7343761
3591,1522,1.818182,431199924
5627,3299,3.045455,1790063269
5045,1166,5.909091,743555095
3009,3832,8.363636,1735886165
4464,989,1.818182,335464840
3300,2588,7.136364,1210288503
4464,811,9.590909,402887046
3300,278,4.681818,90675723
1845,3832,1.818182,539268432
3300,278,6.318182,119135166
100,633,7.545455,13156659
5336,633,9.590909,409684735
973,1166,9.181818,126092759
4755,2588,3.454545,1163061588
2427,100,6.727273,34400601
5918,2055,5.5,1499852602
4464,1700,5.909091,966260819
682,100,1.409091,5299734
682,278,8.772727,22422204
2718,3299,4.272727,984281593
5336,2588,8.363636,2181870792
4173,2410,1,777753700
5045,2588,3.454545,1314299505
3591,3655,9.181818,1572832512
5045,2588,8.772727,1543120958
3882,100,7.136364,58347009
2136,633,5.5,159042178
100,2588,1.409091,16398798
5045,3299,4.681818,1846207013
5627,1700,6.318182,1197206332
5336,3655,1.818182,1643535188
2427,1877,7.954545,656663645
5336,1877,7.954545,1535236468
4464,811,8.363636,578636164
5627,1522,2.636364,742412335
1845,1700,4.272727,332078761
391,2410,1,56899749
3591,278,7.136364,124682132
3591,3299,5.909091,1505778902
3009,2233,7.136364,909436570
5336,3655,6.727273,2764021228
4173,3477,1.818182,1157501111
2718,811,5.090909,233272150
3009,2055,7.136364,869419729
5045,3121,6.318182,2061049636
2427,3477,7.136364,1151305620
2427,1700,3.045455,398803880
2136,1877,5.090909,454348193
5918,1877,9.590909,1368321204
5045,1344,3.454545,672580881
100,2588,1.818182,18537207
1845,3832,3.863636,721142702
5918,633,3.454545,364165463
4755,2055,1.409091,754362489
5918,2233,2.636364,1275335477
3300,2766,3.863636,853302677
2718,3655,1.818182,853429265
973,2944,7.136364,441825285
2718,1166,2.227273,235924002
391,2055,1.409091,44968030
3882,3121,7.954545,1834400368
2718,811,5.909091,249463546
3009,100,7.954545,68312416
391,811,3.045455,30953684
2136,2766,8.772727,667449478
3882,100,3.454545,35297903
1845,989,8.363636,267385786
3882,989,3.045455,342151854
391,278,7.954545,17441800
3009,1166,3.454545,311954939
2427,3655,8.772727,1064511428
973,633,2.227273,46565091
4173,2055,2.227273,732551486
1845,1166,6.727273,271654546
973,2055,3.045455,174487038
3300,455,6.318182,187001826
682,1877,7.545455,173367973
391,2588,9.181818,107166818
1845,811,3.863636,136205757
2718,3832,3.045455,918978295
3882,278,4.681818,102965013
682,1344,9.181818,96364947
3009,2944,1.409091,668612883
2718,1877,1.818182,423167896
5627,100,7.954545,87443976
1264,278,8.363636,59880343
4173,3477,3.045455,1359050945
2136,3299,1.409091,496982454
682,2410,6.727273,234338124
3300,100,6.727273,48594362
2427,1344,9.181818,452159002
100,2766,6.318182,34722335
3300,1522,8.772727,645027319
1845,1877,1,249013648
100,633,9.590909,9007765
4755,100,7.545455,85910124
4755,1344,9.590909,763750066
3009,3477,3.454545,994865440
3882,989,1,268869897
5045,3299,7.136364,2393667949
5336,633,3.454545,309763398
4173,455,4.272727,217270959
4755,1344,1.818182,470142027
3300,811,9.181818,310681460
5045,633,7.954545,465823787
5336,3832,6.318182,2832870033
2427,1877,8.772727,516411224
973,1877,9.181818,203492833
4464,633,3.045455,239071653
5045,633,3.045455,259878381
4755,2944,8.363636,2176393715
100,2944,6.727273,41910020
5627,3121,2.227273,1508319739
1264,2588,2.636364,262686429
2427,1522,3.454545,331745313
2427,2944,2.636364,615016521
5045,278,7.954545,211066920
1845,633,1.409091,78989565
391,1344,6.318182,66266637
3300,278,8.363636,129542838
391,989,6.727273,52786242
5045,811,7.954545,630451651
5627,3655,8.363636,3374302580
3882,100,1.409091,22196189
4755,811,5.090909,462441207
1555,278,7.136364,58577009
5336,455,5.5,279109912
4755,455,4.681818,230783840
1264,2766,6.727273,443130638
682,100,9.590909,15126650
1555,3299,6.727273,647170288
391,811,5.909091,37777846
5336,455,8.772727,284486442
3300,1166,2.227273,317594874
4755,3655,7.954545,2665618465
4755,1522,5.5,822601378
2427,811,1.409091,144773379
1555,3832,8.772727,746516263
391,1166,1.818182,29392562
1264,989,4.272727,126550139
2136,455,5.909091,115276309
3882,3121,5.5,1491723814
4755,2055,2.636364,803983055
3591,2233,3.045455,685572150
2718,1344,8.772727,471308879
3591,1344,3.454545,488166075
3300,455,5.090909,151924107
1555,1877,1.818182,226159907
4173,2233,1,673608066
2718,100,1.409091,16744356
3009,811,6.727273,347535758
1555,811,8.363636,183089033
4755,1522,3.454545,696349395
682,278,3.863636,22559427
5918,1166,5.909091,799716060
3300,3832,7.136364,1812304909
391,1877,2.227273,72938295
5918,811,8.772727,606430081
1845,278,7.954545,71834222
2427,2588,3.045455,573728160
5045,2766,2.227273,1253612675
3009,2766,3.045455,761480921
391,1166,7.136364,59610487
2718,989,2.636364,225143167
3882,2410,7.136364,1275945769
4464,3477,1.818182,1271929122
2136,633,1.409091,112461063
